Date,ExpDate,Strike Price,Call/Put,Market Price,Delta,Gamma,Vega,Theta
29/03/2007,20/04/2007,660,Put,0,-0.936,0.037,4.976,-3.587
29/03/2007,20/04/2007,670,Put,0,-1.228,0.049,6.302,-4.402
29/03/2007,20/04/2007,680,Call,0,97.837,0.077,10.218,-16.599
29/03/2007,20/04/2007,680,Put,0,-1.619,0.064,7.995,-5.406
29/03/2007,20/04/2007,690,Call,0,97.296,0.098,12.318,-17.884
29/03/2007,20/04/2007,690,Put,0,-2.146,0.085,10.154,-6.64
29/03/2007,20/04/2007,700,Call,102.65,96.593,0.124,14.914,-19.373
29/03/2007,20/04/2007,700,Put,0.63,-2.856,0.112,12.897,-7.836
29/03/2007,20/04/2007,710,Call,92.65,95.672,0.158,18.12,-21.095
29/03/2007,20/04/2007,710,Put,0.9,-3.814,0.147,16.36,-10.109
29/03/2007,20/04/2007,720,Call,82.95,94.456,0.202,22.071,-23.076
29/03/2007,20/04/2007,720,Put,1.2,-5.107,0.194,20.689,-12.216
29/03/2007,20/04/2007,730,Call,73.65,92.845,0.259,26.91,-25.33
29/03/2007,20/04/2007,730,Put,1.63,-6.85,0.254,26.027,-14.849
29/03/2007,20/04/2007,740,Call,64,90.699,0.332,32.774,-27.846
29/03/2007,20/04/2007,740,Put,2.21,-9.188,0.331,32.482,-17.651
29/03/2007,20/04/2007,750,Call,55.14,87.837,0.425,39.754,-30.567
29/03/2007,20/04/2007,750,Put,2.98,-12.304,0.426,40.074,-20.703
29/03/2007,20/04/2007,760,Call,46.15,84.025,0.542,47.818,-33.556
29/03/2007,20/04/2007,760,Put,4.05,-16.391,0.541,48.621,-23.798
29/03/2007,20/04/2007,770,Call,37.25,78.978,0.683,56.698,-35.359
29/03/2007,20/04/2007,770,Put,5.53,-21.63,0.675,57.64,-26.827
29/03/2007,20/04/2007,780,Call,29.25,72.364,0.842,65.721,-37.958
29/03/2007,20/04/2007,780,Put,7.41,-28.26,0.822,66.432,-28.74
29/03/2007,20/04/2007,790,Call,21.9,63.895,1.003,73.544,-39.159
29/03/2007,20/04/2007,790,Put,10,-36.511,0.971,73.822,-29.429
29/03/2007,20/04/2007,800,Call,15.35,53.541,1.132,78.016,-38.042
29/03/2007,20/04/2007,800,Put,13.1,-46.512,1.098,78.025,-27.465
29/03/2007,20/04/2007,810,Call,9.7,41.705,1.183,76.636,-33.856
29/03/2007,20/04/2007,810,Put,17.69,-58.129,1.164,76.703,-23.715
29/03/2007,20/04/2007,820,Call,5.64,29.381,1.111,67.682,-27.619
29/03/2007,20/04/2007,820,Put,23.55,-70.725,1.115,67.569,-17.516
29/03/2007,20/04/2007,830,Call,2.63,18.07,0.904,51.793,-18.449
29/03/2007,20/04/2007,830,Put,30.9,-82.899,0.907,50.034,-10.388
29/03/2007,20/04/2007,840,Call,1.1,9.277,0.607,32.816,-10.713
29/03/2007,20/04/2007,840,Put,38.85,-92.545,0.56,27.892,2.693
29/03/2007,20/04/2007,850,Call,0.43,3.762,0.319,16.292,-5.536
29/03/2007,20/04/2007,850,Put,48,-97.995,0.217,9.705,8.961
29/03/2007,20/04/2007,860,Call,0.26,1.118,0.122,5.891,-1.636
29/03/2007,20/04/2007,860,Put,58.2,-99.766,0.037,1.494,11.337
29/03/2007,20/04/2007,870,Call,0.1,0.217,0.03,1.389,-0.341
29/03/2007,20/04/2007,870,Put,67.6,-99.994,0.001,0.052,11.784
29/03/2007,20/04/2007,880,Call,0.2,0.024,0.004,0.184,-0.039
29/03/2007,20/04/2007,880,Put,77.55,-100,0,0,11.928
29/03/2007,20/04/2007,890,Call,0.2,0.001,0,0.011,-0.002
29/03/2007,20/04/2007,890,Put,88.05,-100,0,0,12.063
29/03/2007,20/04/2007,900,Call,0.08,0,0,0,0
29/03/2007,20/04/2007,900,Put,97.75,-100,0,0,12.199
29/03/2007,20/04/2007,910,Call,0.03,0,0,0,0
29/03/2007,20/04/2007,910,Put,107.6,-100,0,0,12.335
29/03/2007,20/04/2007,920,Call,0.03,0,0,0,0
29/03/2007,20/04/2007,920,Put,117.4,-100,0,0,12.47
29/03/2007,20/04/2007,930,Call,0.03,0,0,0,0
29/03/2007,20/04/2007,930,Put,127.5,-100,0,0,12.606
29/03/2007,20/04/2007,940,Call,0.03,0,0,0,0
