Date,ExpDate,Strike Price,Call/Put,Market Price,Delta,Gamma,Vega,Theta
02/01/2009,16/01/2009,330,Put,0.12,-0.299,0.012,0.895,-2.254
02/01/2009,16/01/2009,340,Put,0.15,-0.42,0.016,1.215,-2.994
02/01/2009,16/01/2009,350,Call,149.21,99.211,0.028,2.126,-5.293
02/01/2009,16/01/2009,350,Put,0.18,-0.589,0.023,1.644,-4.798
02/01/2009,16/01/2009,360,Call,139.64,98.914,0.039,2.81,-6.882
02/01/2009,16/01/2009,360,Put,0.22,-0.827,0.032,2.215,-5.618
02/01/2009,16/01/2009,370,Call,129.44,98.509,0.053,3.697,-8.889
02/01/2009,16/01/2009,370,Put,0.3,-1.158,0.044,2.972,-7.188
02/01/2009,16/01/2009,380,Call,119.31,97.959,0.071,4.832,-11.399
02/01/2009,16/01/2009,380,Put,0.4,-1.617,0.061,3.965,-8.981
02/01/2009,16/01/2009,390,Call,109.42,97.216,0.095,6.271,-14.499
02/01/2009,16/01/2009,390,Put,0.55,-2.253,0.084,5.253,-11.41
02/01/2009,16/01/2009,400,Call,101.22,96.218,0.127,8.07,-18.267
02/01/2009,16/01/2009,400,Put,0.7,-3.125,0.114,6.903,-13.609
02/01/2009,16/01/2009,410,Call,91.33,94.891,0.167,10.283,-22.765
02/01/2009,16/01/2009,410,Put,1.05,-4.314,0.154,8.982,-18.242
02/01/2009,16/01/2009,420,Call,81.91,93.142,0.217,12.949,-28.016
02/01/2009,16/01/2009,420,Put,1.45,-5.919,0.204,11.551,-22.702
02/01/2009,16/01/2009,430,Call,72.47,90.862,0.279,16.086,-33.975
02/01/2009,16/01/2009,430,Put,2,-8.06,0.268,14.647,-27.977
02/01/2009,16/01/2009,440,Call,63.04,87.933,0.353,19.665,-40.505
02/01/2009,16/01/2009,440,Put,2.86,-10.876,0.347,18.266,-34.802
02/01/2009,16/01/2009,450,Call,54.34,84.227,0.438,23.597,-47.341
02/01/2009,16/01/2009,450,Put,4.01,-14.518,0.439,22.335,-41.926
02/01/2009,16/01/2009,460,Call,45.84,79.628,0.532,27.704,-54.067
02/01/2009,16/01/2009,460,Put,5.56,-19.136,0.543,26.678,-49.209
02/01/2009,16/01/2009,470,Call,38.05,74.046,0.63,31.71,-60.111
02/01/2009,16/01/2009,470,Put,7.61,-24.852,0.655,30.998,-55.846
02/01/2009,16/01/2009,480,Call,30.71,67.445,0.725,35.235,-64.547
02/01/2009,16/01/2009,480,Put,10.36,-31.731,0.764,34.863,-61.452
02/01/2009,16/01/2009,490,Call,24.19,59.872,0.806,37.823,-67.54
02/01/2009,16/01/2009,490,Put,13.73,-39.75,0.854,37.729,-64.445
02/01/2009,16/01/2009,500,Call,18.41,51.511,0.858,38.995,-67.544
02/01/2009,16/01/2009,500,Put,17.95,-48.613,0.908,38.999,-64.602
02/01/2009,16/01/2009,510,Call,13.57,42.767,0.867,38.382,-64.729
02/01/2009,16/01/2009,510,Put,23.14,-57.82,0.913,38.273,-61.714
02/01/2009,16/01/2009,520,Call,9.63,34.161,0.83,35.914,-58.91
02/01/2009,16/01/2009,520,Put,29.09,-66.776,0.864,35.529,-54.934
02/01/2009,16/01/2009,530,Call,6.53,26.203,0.751,31.872,-50.554
02/01/2009,16/01/2009,530,Put,36.18,-75.002,0.771,31.101,-47.349
02/01/2009,16/01/2009,540,Call,4.24,19.214,0.642,26.752,-40.912
02/01/2009,16/01/2009,540,Put,44.11,-82.123,0.646,25.585,-37.943
02/01/2009,16/01/2009,550,Call,2.65,13.406,0.517,21.169,-31.399
02/01/2009,16/01/2009,550,Put,52.25,-87.909,0.507,19.707,-28.415
02/01/2009,16/01/2009,560,Call,1.58,8.863,0.391,15.74,-22.592
02/01/2009,16/01/2009,560,Put,61.3,-92.305,0.371,14.157,-19.818
02/01/2009,16/01/2009,570,Call,0.95,5.526,0.277,10.958,-15.975
02/01/2009,16/01/2009,570,Put,70.5,-95.416,0.252,9.446,-12.833
02/01/2009,16/01/2009,580,Call,0.53,3.235,0.183,7.115,-10.425
02/01/2009,16/01/2009,580,Put,80.21,-97.458,0.158,5.827,-7.7
02/01/2009,16/01/2009,590,Call,0.35,1.769,0.112,4.292,-7.654
02/01/2009,16/01/2009,590,Put,89.95,-98.695,0.091,3.307,-4.287
02/01/2009,16/01/2009,600,Call,0.22,0.9,0.064,2.395,-5.327
02/01/2009,16/01/2009,600,Put,99.48,-99.384,0.048,1.718,-2.236
02/01/2009,16/01/2009,610,Call,0.15,0.423,0.033,1.23,-1.484
02/01/2009,16/01/2009,610,Put,111.09,-99.734,0.023,0.812,-1.125
02/01/2009,16/01/2009,620,Call,0.05,0.183,0.016,0.579,-0.665
02/01/2009,16/01/2009,620,Put,120.36,-99.895,0.01,0.348,-0.587
02/01/2009,16/01/2009,630,Call,0.05,0.072,0.007,0.248,-0.271
02/01/2009,16/01/2009,630,Put,130.4,-99.963,0.004,0.134,-0.355
02/01/2009,16/01/2009,640,Call,0.17,0.026,0.003,0.096,-0.099
02/01/2009,16/01/2009,640,Put,140.9,-99.988,0.001,0.046,-0.267
02/01/2009,16/01/2009,650,Call,0.07,0.008,0.001,0.034,-0.033
02/01/2009,16/01/2009,650,Put,150.43,-99.997,0,0.014,-0.24
02/01/2009,16/01/2009,660,Call,0.03,0.002,0,0.011,-0.01
02/01/2009,16/01/2009,660,Put,159.66,-99.999,0,0.004,-0.234
02/01/2009,16/01/2009,670,Call,0.05,0.001,0,0.003,-0.002
02/01/2009,16/01/2009,670,Put,169.66,-100,0,0.001,-0.235
02/01/2009,16/01/2009,680,Call,0.06,0,0,0.001,-0.001
02/01/2009,16/01/2009,680,Put,180.69,-100,0,0,-0.238
02/01/2009,16/01/2009,690,Call,0.05,0,0,0,0
02/01/2009,16/01/2009,690,Put,190.69,-100,0,0,-0.241
02/01/2009,16/01/2009,700,Call,0.06,0,0,0,0
02/01/2009,16/01/2009,700,Put,199.68,-100,0,0,-0.245
02/01/2009,16/01/2009,710,Call,0.02,0,0,0,0
02/01/2009,16/01/2009,710,Put,209.69,-100,0,0,-0.248
02/01/2009,16/01/2009,720,Call,0.05,0,0,0,0
02/01/2009,16/01/2009,720,Put,220.38,-100,0,0,-0.252
02/01/2009,16/01/2009,730,Put,230.38,-100,0,0,-0.255
02/01/2009,16/01/2009,740,Put,241.39,-100,0,0,-0.259
02/01/2009,16/01/2009,750,Put,252.8,-100,0,0,-0.262
02/01/2009,16/01/2009,760,Put,259.2,-100,0,0,-0.266
02/01/2009,20/02/2009,330,Put,1.63,-3.267,0.061,13.368,-8.659
02/01/2009,20/02/2009,340,Put,2.01,-3.999,0.074,15.772,-9.997
02/01/2009,20/02/2009,350,Call,150.9,94.12,0.096,21.453,-14.518
02/01/2009,20/02/2009,350,Put,2.48,-4.871,0.088,18.487,-11.534
02/01/2009,20/02/2009,360,Call,141.19,93.055,0.112,24.416,-16.155
02/01/2009,20/02/2009,360,Put,3.05,-5.903,0.105,21.523,-13.213
02/01/2009,20/02/2009,370,Call,132.8,91.822,0.13,27.65,-17.886
02/01/2009,20/02/2009,370,Put,3.8,-7.117,0.124,24.882,-15.207
02/01/2009,20/02/2009,380,Call,123.15,90.402,0.149,31.149,-19.7
02/01/2009,20/02/2009,380,Put,4.65,-8.535,0.145,28.556,-17.187
02/01/2009,20/02/2009,390,Call,115.27,88.773,0.172,34.894,-21.575
02/01/2009,20/02/2009,390,Put,5.65,-10.181,0.169,32.523,-19.227
02/01/2009,20/02/2009,400,Call,105.17,86.915,0.196,38.856,-23.486
02/01/2009,20/02/2009,400,Put,6.81,-12.077,0.195,36.749,-21.332
02/01/2009,20/02/2009,410,Call,97.46,84.808,0.222,42.99,-25.401
02/01/2009,20/02/2009,410,Put,8.15,-14.244,0.223,41.179,-23.385
02/01/2009,20/02/2009,420,Call,89.21,82.432,0.25,47.239,-27.282
02/01/2009,20/02/2009,420,Put,9.75,-16.702,0.253,45.741,-25.46
02/01/2009,20/02/2009,430,Call,81.03,79.77,0.279,51.524,-29.083
02/01/2009,20/02/2009,430,Put,11.55,-19.465,0.284,50.344,-27.385
02/01/2009,20/02/2009,440,Call,73.5,76.81,0.309,55.752,-30.753
02/01/2009,20/02/2009,440,Put,13.65,-22.545,0.316,54.877,-29.226
02/01/2009,20/02/2009,450,Call,65.09,73.542,0.34,59.809,-32.235
02/01/2009,20/02/2009,450,Put,16.12,-25.943,0.348,59.211,-30.957
02/01/2009,20/02/2009,460,Call,58.44,69.964,0.37,63.567,-33.24
02/01/2009,20/02/2009,460,Put,18.99,-29.657,0.38,63.203,-32.468
02/01/2009,20/02/2009,470,Call,51.68,66.083,0.399,66.885,-34.361
02/01/2009,20/02/2009,470,Put,22.01,-33.669,0.409,66.696,-33.413
02/01/2009,20/02/2009,480,Call,45.14,61.914,0.425,69.613,-34.894
02/01/2009,20/02/2009,480,Put,25.48,-37.959,0.436,69.543,-34.037
02/01/2009,20/02/2009,490,Call,39.14,57.484,0.448,71.6,-35.142
02/01/2009,20/02/2009,490,Put,29.36,-42.501,0.459,71.595,-34.212
02/01/2009,20/02/2009,500,Call,33.67,52.841,0.465,72.7,-35.028
02/01/2009,20/02/2009,500,Put,33.74,-47.257,0.477,72.713,-33.93
02/01/2009,20/02/2009,510,Call,28.48,48.046,0.476,72.799,-34.23
02/01/2009,20/02/2009,510,Put,38.6,-52.18,0.489,72.778,-33.167
02/01/2009,20/02/2009,520,Call,23.72,43.171,0.48,71.819,-32.924
02/01/2009,20/02/2009,520,Put,44.24,-57.208,0.493,71.697,-32.23
02/01/2009,20/02/2009,530,Call,19.54,38.295,0.476,69.736,-31.2
02/01/2009,20/02/2009,530,Put,50.01,-62.271,0.489,69.422,-30.41
02/01/2009,20/02/2009,540,Call,16.05,33.505,0.464,66.583,-29.319
02/01/2009,20/02/2009,540,Put,56.28,-67.28,0.477,65.958,-28.093
02/01/2009,20/02/2009,550,Call,12.89,28.885,0.444,62.451,-26.934
02/01/2009,20/02/2009,550,Put,63.06,-72.14,0.455,61.383,-25.437
02/01/2009,20/02/2009,560,Call,10.15,24.504,0.417,57.48,-24.186
02/01/2009,20/02/2009,560,Put,70.97,-76.757,0.425,55.847,-22.543
02/01/2009,20/02/2009,570,Call,7.84,20.426,0.383,51.848,-21.252
02/01/2009,20/02/2009,570,Put,78.99,-81.045,0.386,49.564,-19.483
02/01/2009,20/02/2009,580,Call,6.05,16.705,0.345,45.776,-18.533
02/01/2009,20/02/2009,580,Put,86.15,-84.926,0.342,42.806,-16.381
02/01/2009,20/02/2009,590,Call,4.45,13.384,0.304,39.502,-15.458
02/01/2009,20/02/2009,590,Put,95.64,-88.343,0.294,35.882,-13.365
02/01/2009,20/02/2009,600,Call,3.25,10.487,0.261,33.267,-12.707
02/01/2009,20/02/2009,600,Put,103.49,-91.262,0.245,29.105,-10.552
02/01/2009,20/02/2009,610,Call,2.38,8.022,0.218,27.297,-10.391
02/01/2009,20/02/2009,610,Put,112.53,-93.672,0.197,22.77,-8.038
02/01/2009,20/02/2009,620,Call,1.7,5.98,0.178,21.785,-8.275
02/01/2009,20/02/2009,620,Put,123.26,-95.59,0.152,17.118,-5.89
02/01/2009,20/02/2009,630,Call,1.11,4.335,0.14,16.879,-6.076
02/01/2009,20/02/2009,630,Put,132.61,-97.054,0.112,12.315,-4.14
02/01/2009,20/02/2009,640,Call,0.88,3.05,0.107,12.669,-5.173
02/01/2009,20/02/2009,640,Put,142.22,-98.124,0.079,8.44,-2.785
02/01/2009,20/02/2009,650,Call,0.57,2.077,0.08,9.192,-3.723
02/01/2009,20/02/2009,650,Put,151.35,-98.866,0.053,5.482,-1.793
02/01/2009,20/02/2009,660,Call,0.37,1.366,0.057,6.431,-2.673
02/01/2009,20/02/2009,660,Put,160.9,-99.353,0.033,3.354,-1.108
02/01/2009,20/02/2009,670,Call,0.27,0.865,0.039,4.327,-2.084
02/01/2009,20/02/2009,670,Put,170.51,-99.655,0.019,1.922,-0.666
02/01/2009,20/02/2009,680,Call,0.32,0.526,0.026,2.793,-0.884
02/01/2009,20/02/2009,680,Put,181.19,-99.829,0.011,1.023,-0.401
02/01/2009,20/02/2009,690,Call,0.22,0.306,0.016,1.723,-1.792
02/01/2009,20/02/2009,690,Put,191.14,-99.921,0.005,0.502,-0.255
02/01/2009,20/02/2009,700,Call,0.23,0.17,0.01,1.014,-0.303
02/01/2009,20/02/2009,700,Put,199.45,-99.967,0.002,0.225,-0.182
02/01/2009,20/02/2009,710,Call,0.25,0.09,0.005,0.566,-0.164
02/01/2009,20/02/2009,710,Put,209.5,-99.988,0.001,0.091,-0.149
02/01/2009,20/02/2009,720,Call,0.25,0.045,0.003,0.299,-0.084
02/01/2009,20/02/2009,720,Put,220.77,-99.996,0,0.033,-0.136
02/01/2009,20/02/2009,730,Put,230.37,-99.999,0,0.01,-0.132
02/01/2009,20/02/2009,740,Put,239.5,-100,0,0.003,-0.133
02/01/2009,20/02/2009,750,Put,249.3,-100,0,0.001,-0.134
02/01/2009,20/02/2009,760,Put,259.3,-100,0,0,-0.136
02/01/2009,20/03/2009,330,Put,4.14,-5.955,0.082,27.127,-11.051
02/01/2009,20/03/2009,340,Put,4.95,-6.959,0.094,30.615,-12.387
02/01/2009,20/03/2009,350,Call,154.34,90.929,0.11,37.399,-15.666
