Date,ExpDate,Strike Price,Call/Put,Market Price,Delta,Gamma,Vega,Theta
22/03/2007,20/04/2007,660,Put,0,-1.562,0.051,8.939,-4.863
22/03/2007,20/04/2007,670,Call,0,96.316,0.094,18.316,-20.337
22/03/2007,20/04/2007,670,Put,0,-1.939,0.064,10.745,-5.643
22/03/2007,20/04/2007,680,Call,0,95.764,0.11,20.52,-21.249
22/03/2007,20/04/2007,680,Put,0,-2.419,0.08,12.949,-6.557
22/03/2007,20/04/2007,690,Call,0,95.094,0.13,23.087,-22.247
22/03/2007,20/04/2007,690,Put,0,-3.034,0.1,15.636,-7.626
22/03/2007,20/04/2007,700,Call,107.95,94.275,0.154,26.089,-23.338
22/03/2007,20/04/2007,700,Put,0.98,-3.824,0.126,18.906,-8.44
22/03/2007,20/04/2007,710,Call,96.9,93.266,0.184,29.606,-24.528
22/03/2007,20/04/2007,710,Put,1.2,-4.843,0.159,22.87,-9.631
22/03/2007,20/04/2007,720,Call,88.4,92.012,0.222,33.728,-25.817
22/03/2007,20/04/2007,720,Put,1.58,-6.159,0.2,27.645,-11.497
22/03/2007,20/04/2007,730,Call,77.95,90.441,0.268,38.555,-27.2
22/03/2007,20/04/2007,730,Put,2.25,-7.862,0.252,33.341,-14.327
22/03/2007,20/04/2007,740,Call,69.8,88.456,0.326,44.181,-28.657
22/03/2007,20/04/2007,740,Put,2.77,-10.063,0.316,40.043,-15.949
22/03/2007,20/04/2007,750,Call,60.5,85.929,0.398,50.678,-29.712
22/03/2007,20/04/2007,750,Put,3.7,-12.901,0.395,47.766,-18.509
22/03/2007,20/04/2007,760,Call,51.55,82.695,0.486,58.054,-31.582
22/03/2007,20/04/2007,760,Put,4.7,-16.529,0.488,56.378,-20.362
22/03/2007,20/04/2007,770,Call,42.65,78.536,0.593,66.18,-32.577
22/03/2007,20/04/2007,770,Put,6.1,-21.12,0.597,65.563,-22.246
22/03/2007,20/04/2007,780,Call,34.55,73.149,0.718,74.72,-34.234
22/03/2007,20/04/2007,780,Put,7.83,-26.871,0.718,74.748,-23.472
22/03/2007,20/04/2007,790,Call,26.36,66.209,0.852,82.798,-33.759
22/03/2007,20/04/2007,790,Put,10.38,-33.966,0.843,82.961,-24.337
22/03/2007,20/04/2007,800,Call,20.02,57.591,0.975,88.694,-34.195
22/03/2007,20/04/2007,800,Put,12.92,-42.515,0.957,88.739,-22.756
22/03/2007,20/04/2007,810,Call,13.38,47.456,1.055,90.146,-30.839
22/03/2007,20/04/2007,810,Put,16.72,-52.464,1.036,90.157,-20.058
22/03/2007,20/04/2007,820,Call,8.75,36.406,1.056,85.068,-27.268
22/03/2007,20/04/2007,820,Put,21.75,-63.461,1.047,85.171,-15.628
22/03/2007,20/04/2007,830,Call,4.9,25.493,0.954,72.808,-20.968
22/03/2007,20/04/2007,830,Put,28.4,-74.725,0.959,72.484,-10.544
22/03/2007,20/04/2007,840,Call,2.45,15.968,0.759,55.217,-14.305
22/03/2007,20/04/2007,840,Put,36.2,-85.022,0.757,52.956,-5.165
