Date,ExpDate,Strike Price,Call/Put,Market Price,Delta,Gamma,Vega,Theta
04/06/2007,15/06/2007,720,Put,0.3,-1.335,0.051,5.095,-9.383
04/06/2007,15/06/2007,730,Call,124.25,97.818,0.077,7.745,-23.963
04/06/2007,15/06/2007,730,Put,0.3,-1.575,0.063,5.872,-8.78
04/06/2007,15/06/2007,740,Call,114.35,97.452,0.093,8.822,-25.258
04/06/2007,15/06/2007,740,Put,0.4,-1.88,0.077,6.831,-10.988
04/06/2007,15/06/2007,750,Call,104.45,96.989,0.114,10.139,-26.757
04/06/2007,15/06/2007,750,Put,0.43,-2.274,0.096,8.027,-11.415
04/06/2007,15/06/2007,760,Call,94.35,96.393,0.141,11.766,-28.503
04/06/2007,15/06/2007,760,Put,0.57,-2.794,0.122,9.535,-14.098
04/06/2007,15/06/2007,770,Call,84.55,95.612,0.177,13.796,-30.547
04/06/2007,15/06/2007,770,Put,0.72,-3.489,0.156,11.457,-16.478
04/06/2007,15/06/2007,780,Call,74.85,94.57,0.225,16.353,-32.947
04/06/2007,15/06/2007,780,Put,0.88,-4.438,0.204,13.931,-18.789
04/06/2007,15/06/2007,790,Call,64.55,93.151,0.292,19.6,-35.764
04/06/2007,15/06/2007,790,Put,1.1,-5.762,0.271,17.143,-21.45
04/06/2007,15/06/2007,800,Call,55.55,91.179,0.383,23.741,-39.038
04/06/2007,15/06/2007,800,Put,1.35,-7.646,0.365,21.331,-23.934
04/06/2007,15/06/2007,810,Call,45.83,88.378,0.512,29.009,-42.754
04/06/2007,15/06/2007,810,Put,1.78,-10.387,0.499,26.774,-27.767
04/06/2007,15/06/2007,820,Call,36.49,84.316,0.69,35.602,-46.113
04/06/2007,15/06/2007,820,Put,2.52,-14.463,0.689,33.743,-32.874
04/06/2007,15/06/2007,825,Call,32.06,81.616,0.804,39.404,-48.859
04/06/2007,15/06/2007,825,Put,3.05,-17.274,0.811,37.899,-35.57
04/06/2007,15/06/2007,830,Call,27.69,78.33,0.936,43.486,-50.955
04/06/2007,15/06/2007,830,Put,3.64,-20.772,0.951,42.431,-37.664
04/06/2007,15/06/2007,840,Call,19.45,69.272,1.241,52.025,-53.964
04/06/2007,15/06/2007,840,Put,5.42,-30.299,1.265,51.704,-41.326
04/06/2007,15/06/2007,850,Call,12.43,56.252,1.513,58.298,-54.247
04/06/2007,15/06/2007,850,Put,8.35,-43.622,1.55,58.269,-41.614
04/06/2007,15/06/2007,860,Call,6.91,40.477,1.579,57.343,-47.993
04/06/2007,15/06/2007,860,Put,12.77,-59.962,1.641,57.184,-34.839
04/06/2007,15/06/2007,870,Call,3.5,25.33,1.346,47.407,-37.257
04/06/2007,15/06/2007,870,Put,19.31,-76.415,1.399,45.636,-22.662
04/06/2007,15/06/2007,880,Call,1.63,14.088,0.942,33.192,-24.826
04/06/2007,15/06/2007,880,Put,27.45,-89.16,0.897,27.68,-8.55
04/06/2007,15/06/2007,890,Call,0.83,7.451,0.578,20.972,-16.327
04/06/2007,15/06/2007,890,Put,36.8,-96.459,0.4,11.687,4.426
04/06/2007,15/06/2007,900,Call,0.42,3.924,0.334,12.666,-10.118
04/06/2007,15/06/2007,900,Put,46.15,-99.278,0.109,3.036,9.875
04/06/2007,15/06/2007,910,Call,0.3,2.025,0.185,7.325,-7.937
04/06/2007,15/06/2007,910,Put,55.8,-99.923,0.015,0.41,11.365
04/06/2007,15/06/2007,920,Call,0.18,1.034,0.1,4.121,-3.153
04/06/2007,15/06/2007,920,Put,65.9,-99.997,0.001,0.023,11.656
04/06/2007,15/06/2007,930,Call,0.18,0.527,0.053,2.281,-5.481
04/06/2007,15/06/2007,930,Put,75.9,-100,0,0,11.79
04/06/2007,15/06/2007,940,Call,0.05,0.27,0.028,1.254,-0.961
04/06/2007,15/06/2007,940,Put,85.8,-100,0,0,11.917
04/06/2007,15/06/2007,950,Call,0.18,0.139,0.015,0.688,-0.527
04/06/2007,15/06/2007,950,Put,94.3,-100,0,0,12.044
04/06/2007,20/07/2007,720,Put,1.3,-3.71,0.095,24.614,-7.005
04/06/2007,20/07/2007,730,Call,127.1,94.071,0.131,35.788,-20.054
04/06/2007,20/07/2007,730,Put,1.58,-4.471,0.115,28.631,-7.924
