Date,ExpDate,Strike Price,Call/Put,Market Price,Delta,Gamma,Vega,Theta
02/06/2008,20/06/2008,600,Put,0.1,-0.425,0.021,2.072,-1.906
02/06/2008,20/06/2008,610,Call,129.1,99.401,0.029,2.811,-5.372
02/06/2008,20/06/2008,610,Put,0.18,-0.614,0.03,2.874,-2.584
02/06/2008,20/06/2008,620,Call,119.1,99.16,0.041,3.787,-6.193
02/06/2008,20/06/2008,620,Put,0.18,-0.889,0.043,3.98,-3.632
02/06/2008,20/06/2008,630,Call,109.5,98.815,0.058,5.112,-7.256
02/06/2008,20/06/2008,630,Put,0.22,-1.289,0.061,5.496,-4.259
02/06/2008,20/06/2008,640,Call,99.8,98.318,0.081,6.906,-8.633
02/06/2008,20/06/2008,640,Put,0.38,-1.869,0.087,7.553,-6.527
02/06/2008,20/06/2008,650,Call,90,97.603,0.114,9.321,-10.407
02/06/2008,20/06/2008,650,Put,0.57,-2.706,0.123,10.311,-8.787
02/06/2008,20/06/2008,660,Call,80.15,96.571,0.16,12.542,-12.666
02/06/2008,20/06/2008,660,Put,0.8,-3.906,0.172,13.946,-11.213
02/06/2008,20/06/2008,670,Call,70.2,95.088,0.224,16.774,-15.497
02/06/2008,20/06/2008,670,Put,1.22,-5.612,0.239,18.633,-14.895
02/06/2008,20/06/2008,680,Call,60.75,92.964,0.31,22.216,-18.954
02/06/2008,20/06/2008,680,Put,1.7,-8.007,0.326,24.504,-18.346
02/06/2008,20/06/2008,690,Call,51.8,89.954,0.424,28.998,-23.016
02/06/2008,20/06/2008,690,Put,2.43,-11.314,0.436,31.579,-22.598
02/06/2008,20/06/2008,700,Call,42.7,85.747,0.569,37.07,-25.39
02/06/2008,20/06/2008,700,Put,3.6,-15.787,0.57,39.668,-27.826
02/06/2008,20/06/2008,710,Call,34.5,79.995,0.743,46.035,-32.405
02/06/2008,20/06/2008,710,Put,5.17,-21.652,0.722,48.221,-32.579
02/06/2008,20/06/2008,720,Call,26.65,72.358,0.933,54.959,-36.954
02/06/2008,20/06/2008,720,Put,7.35,-29.089,0.881,56.309,-36.621
02/06/2008,20/06/2008,730,Call,19.53,62.599,1.106,62.213,-39.472
02/06/2008,20/06/2008,730,Put,10.1,-38.2,1.027,62.618,-38.204
02/06/2008,20/06/2008,740,Call,13.65,51.074,1.211,65.471,-39.921
02/06/2008,20/06/2008,740,Put,14,-48.876,1.131,65.469,-37.861
02/06/2008,20/06/2008,750,Call,8.63,38.782,1.202,62.903,-36.143
02/06/2008,20/06/2008,750,Put,18.84,-60.666,1.154,63.153,-33.783
02/06/2008,20/06/2008,760,Call,4.9,27.132,1.067,54.472,-29.089
02/06/2008,20/06/2008,760,Put,25.2,-72.668,1.061,54.669,-27.441
02/06/2008,20/06/2008,770,Call,2.55,17.415,0.843,42.292,-20.962
02/06/2008,20/06/2008,770,Put,32.85,-83.568,0.844,40.756,-20.005
02/06/2008,20/06/2008,780,Call,1.23,10.291,0.594,29.551,-13.435
02/06/2008,20/06/2008,780,Put,41.85,-91.937,0.547,24.7,-15.779
02/06/2008,20/06/2008,790,Call,0.55,5.627,0.378,18.726,-7.757
02/06/2008,20/06/2008,790,Put,51.05,-97.03,0.266,11.207,-0.963
02/06/2008,20/06/2008,800,Call,0.3,2.821,0.217,10.721,-5.234
02/06/2008,20/06/2008,800,Put,60.4,-99.274,0.086,3.375,2.509
02/06/2008,20/06/2008,810,Call,0.16,1.293,0.112,5.547,-3.1
02/06/2008,20/06/2008,810,Put,70.95,-99.902,0.015,0.563,3.616
02/06/2008,20/06/2008,820,Call,0.15,0.541,0.053,2.594,-1.188
02/06/2008,20/06/2008,820,Put,80.9,-99.994,0.001,0.039,3.829
02/06/2008,20/06/2008,830,Call,0.18,0.207,0.022,1.097,-0.485
02/06/2008,20/06/2008,830,Put,90.7,-100,0,0.001,3.886
02/06/2008,20/06/2008,840,Call,0.1,0.072,0.009,0.419,-0.178
02/06/2008,20/06/2008,840,Put,100.25,-100,0,0,3.933
02/06/2008,20/06/2008,850,Call,0.07,0.023,0.003,0.145,-0.059
02/06/2008,20/06/2008,850,Put,110.5,-100,0,0,3.98
02/06/2008,20/06/2008,860,Call,0.05,0.007,0.001,0.045,-0.018
02/06/2008,20/06/2008,860,Put,120.55,-100,0,0,4.026
02/06/2008,20/06/2008,870,Call,0.07,0.002,0,0.013,-0.005
02/06/2008,20/06/2008,870,Put,130.8,-100,0,0,4.073
02/06/2008,20/06/2008,880,Call,0.07,0,0,0.003,-0.001
02/06/2008,20/06/2008,880,Put,140.55,-100,0,0,4.12
02/06/2008,20/06/2008,890,Call,0.02,0,0,0.001,0
02/06/2008,20/06/2008,890,Put,150.4,-100,0,0,4.167
02/06/2008,20/06/2008,900,Put,160.15,-100,0,0,4.214
02/06/2008,20/06/2008,910,Put,170.25,-100,0,0,4.261
02/06/2008,18/07/2008,600,Put,1.13,-3.368,0.085,19.713,-6.539
02/06/2008,18/07/2008,610,Call,130.1,96.023,0.102,22.578,-10.564
02/06/2008,18/07/2008,610,Put,1.43,-4.167,0.104,23.446,-7.7
02/06/2008,18/07/2008,620,Call,120.1,95.102,0.124,26.697,-11.752
02/06/2008,18/07/2008,620,Put,1.83,-5.15,0.127,27.781,-9.118
02/06/2008,18/07/2008,630,Call,111.05,93.968,0.151,31.465,-13.072
02/06/2008,18/07/2008,630,Put,2.29,-6.356,0.154,32.768,-10.489
02/06/2008,18/07/2008,640,Call,101.95,92.576,0.182,36.932,-14.521
02/06/2008,18/07/2008,640,Put,3,-7.828,0.186,38.444,-12.463
02/06/2008,18/07/2008,650,Call,92.25,90.873,0.219,43.126,-16.09
02/06/2008,18/07/2008,650,Put,3.65,-9.618,0.223,44.818,-13.928
02/06/2008,18/07/2008,660,Call,83.65,88.799,0.263,50.044,-17.756
02/06/2008,18/07/2008,660,Put,4.61,-11.78,0.265,51.861,-15.785
02/06/2008,18/07/2008,670,Call,75,86.289,0.312,57.627,-19.483
02/06/2008,18/07/2008,670,Put,5.7,-14.373,0.313,59.491,-17.567
02/06/2008,18/07/2008,680,Call,66.25,83.27,0.368,65.746,-21.087
02/06/2008,18/07/2008,680,Put,7.05,-17.458,0.365,67.553,-19.335
02/06/2008,18/07/2008,690,Call,57.45,79.674,0.429,74.175,-22.174
02/06/2008,18/07/2008,690,Put,8.7,-21.097,0.422,75.819,-21.018
02/06/2008,18/07/2008,700,Call,49.85,75.437,0.493,82.572,-24.49
02/06/2008,18/07/2008,700,Put,10.74,-25.338,0.481,83.937,-22.519
02/06/2008,18/07/2008,710,Call,42.3,70.505,0.559,90.466,-25.866
02/06/2008,18/07/2008,710,Put,13.1,-30.205,0.539,91.443,-23.598
02/06/2008,18/07/2008,720,Call,35.4,64.854,0.621,97.243,-26.93
02/06/2008,18/07/2008,720,Put,15.86,-35.694,0.594,97.777,-24.138
02/06/2008,18/07/2008,730,Call,28.7,58.521,0.675,102.166,-27.023
02/06/2008,18/07/2008,730,Put,19.25,-41.761,0.639,102.321,-24.241
02/06/2008,18/07/2008,740,Call,22.7,51.602,0.713,104.469,-26.437
02/06/2008,18/07/2008,740,Put,23.4,-48.311,0.672,104.459,-23.785
02/06/2008,18/07/2008,750,Call,17.24,44.27,0.73,103.48,-24.961
02/06/2008,18/07/2008,750,Put,27.85,-55.196,0.686,103.671,-22.17
02/06/2008,18/07/2008,760,Call,12.8,36.768,0.719,98.781,-22.926
02/06/2008,18/07/2008,760,Put,33.55,-62.219,0.678,99.637,-20.374
02/06/2008,18/07/2008,770,Call,9,29.397,0.679,90.357,-19.988
02/06/2008,18/07/2008,770,Put,39.6,-69.139,0.647,92.341,-17.45
02/06/2008,18/07/2008,780,Call,6,22.486,0.611,78.702,-16.509
02/06/2008,18/07/2008,780,Put,46.9,-75.699,0.592,82.134,-14.75
02/06/2008,18/07/2008,790,Call,3.8,16.34,0.519,64.829,-12.857
