Date,ExpDate,Strike Price,Call/Put,Market Price,Delta,Gamma,Vega,Theta
23/09/2008,17/10/2008,520,Put,0.35,-0.812,0.022,4.135,-5.287
23/09/2008,17/10/2008,530,Put,0.43,-1.03,0.027,5.092,-6.222
23/09/2008,17/10/2008,540,Put,0.55,-1.304,0.034,6.25,-7.5
23/09/2008,17/10/2008,550,Call,175.15,97.725,0.053,10.041,-12.32
23/09/2008,17/10/2008,550,Put,0.67,-1.649,0.043,7.646,-8.699
23/09/2008,17/10/2008,560,Call,165.03,97.229,0.064,11.842,-14.075
23/09/2008,17/10/2008,560,Put,0.83,-2.081,0.053,9.316,-10.218
23/09/2008,17/10/2008,570,Call,152.33,96.627,0.077,13.932,-16.059
23/09/2008,17/10/2008,570,Put,0.98,-2.619,0.066,11.302,-11.485
23/09/2008,17/10/2008,580,Call,145.43,95.899,0.092,16.343,-18.288
23/09/2008,17/10/2008,580,Put,1.25,-3.287,0.082,13.645,-13.722
23/09/2008,17/10/2008,590,Call,136.41,95.018,0.11,19.108,-20.774
23/09/2008,17/10/2008,590,Put,1.53,-4.113,0.1,16.385,-15.765
23/09/2008,17/10/2008,600,Call,125.57,93.957,0.132,22.252,-23.521
23/09/2008,17/10/2008,600,Put,1.95,-5.129,0.122,19.558,-18.543
23/09/2008,17/10/2008,610,Call,117.14,92.682,0.157,25.798,-26.525
23/09/2008,17/10/2008,610,Put,2.42,-6.371,0.149,23.19,-21.346
23/09/2008,17/10/2008,620,Call,106.62,91.159,0.186,29.753,-29.77
23/09/2008,17/10/2008,620,Put,3.05,-7.88,0.179,27.295,-24.742
23/09/2008,17/10/2008,630,Call,97.59,89.346,0.218,34.11,-33.221
23/09/2008,17/10/2008,630,Put,3.76,-9.699,0.214,31.863,-27.997
23/09/2008,17/10/2008,640,Call,88.2,87.2,0.255,38.837,-36.824
23/09/2008,17/10/2008,640,Put,4.75,-11.876,0.253,36.859,-31.966
23/09/2008,17/10/2008,650,Call,79.58,84.678,0.296,43.873,-40.501
23/09/2008,17/10/2008,650,Put,5.95,-14.457,0.296,42.209,-36.075
23/09/2008,17/10/2008,660,Call,71.08,81.737,0.34,49.119,-44.143
23/09/2008,17/10/2008,660,Put,7.4,-17.486,0.343,47.796,-40.018
23/09/2008,17/10/2008,670,Call,63.44,78.334,0.387,54.43,-47.614
23/09/2008,17/10/2008,670,Put,9.11,-21.001,0.393,53.454,-43.73
23/09/2008,17/10/2008,680,Call,55.09,74.44,0.436,59.614,-50.149
23/09/2008,17/10/2008,680,Put,11.24,-25.029,0.444,58.962,-47.289
23/09/2008,17/10/2008,690,Call,47.64,70.033,0.484,64.426,-53.101
23/09/2008,17/10/2008,690,Put,13.9,-29.582,0.494,64.049,-50.638
23/09/2008,17/10/2008,700,Call,40.77,65.112,0.53,68.578,-55.539
23/09/2008,17/10/2008,700,Put,16.74,-34.65,0.54,68.405,-52.476
23/09/2008,17/10/2008,710,Call,34.22,59.694,0.569,71.748,-56.529
23/09/2008,17/10/2008,710,Put,20.2,-40.192,0.58,71.696,-53.669
23/09/2008,17/10/2008,720,Call,28.24,53.856,0.599,73.593,-56.476
23/09/2008,17/10/2008,720,Put,24.37,-46.14,0.61,73.592,-53.928
23/09/2008,17/10/2008,730,Call,22.91,47.722,0.615,73.819,-55.245
23/09/2008,17/10/2008,730,Put,29.03,-52.387,0.627,73.807,-52.658
23/09/2008,17/10/2008,740,Call,18.23,41.452,0.616,72.241,-52.789
23/09/2008,17/10/2008,740,Put,34.23,-58.795,0.628,72.141,-49.882
23/09/2008,17/10/2008,750,Call,14.11,35.233,0.599,68.831,-48.914
23/09/2008,17/10/2008,750,Put,40.06,-65.197,0.612,68.526,-45.716
23/09/2008,17/10/2008,760,Call,10.62,29.256,0.566,63.735,-43.932
23/09/2008,17/10/2008,760,Put,46.52,-71.407,0.577,63.056,-40.4
23/09/2008,17/10/2008,770,Call,7.87,23.702,0.518,57.274,-38.582
23/09/2008,17/10/2008,770,Put,53.98,-77.237,0.526,56.006,-35.284
23/09/2008,17/10/2008,780,Call,5.62,18.703,0.458,49.875,-32.44
23/09/2008,17/10/2008,780,Put,61.81,-82.515,0.46,47.824,-28.685
23/09/2008,17/10/2008,790,Call,3.9,14.33,0.392,41.99,-26.391
23/09/2008,17/10/2008,790,Put,70.18,-87.101,0.386,39.085,-22.345
23/09/2008,17/10/2008,800,Call,2.67,10.635,0.324,34.103,-20.981
23/09/2008,17/10/2008,800,Put,78.13,-90.91,0.308,30.418,-16.391
23/09/2008,17/10/2008,810,Call,1.76,7.624,0.258,26.659,-15.903
23/09/2008,17/10/2008,810,Put,87.63,-93.918,0.233,22.415,-11.162
23/09/2008,17/10/2008,820,Call,1.18,5.265,0.196,20.009,-12.086
23/09/2008,17/10/2008,820,Put,97.01,-96.161,0.166,15.54,-6.88
23/09/2008,17/10/2008,830,Call,0.77,3.492,0.144,14.38,-8.857
