Date,ExpDate,Strike Price,Call/Put,Market Price,Delta,Gamma,Vega,Theta
30/03/2007,20/04/2007,670,Put,0,-1.482,0.055,7.249,-5.702
30/03/2007,20/04/2007,680,Call,0,96.984,0.093,13.193,-20.473
30/03/2007,20/04/2007,680,Put,0,-1.866,0.069,8.826,-6.68
30/03/2007,20/04/2007,690,Call,0,96.425,0.113,15.174,-21.678
30/03/2007,20/04/2007,690,Put,0,-2.367,0.089,10.791,-7.848
30/03/2007,20/04/2007,700,Call,103.7,95.724,0.138,17.555,-23.034
30/03/2007,20/04/2007,700,Put,0.7,-3.026,0.114,13.243,-9.241
30/03/2007,20/04/2007,710,Call,94.4,94.833,0.169,20.425,-24.562
30/03/2007,20/04/2007,710,Put,0.78,-3.898,0.147,16.299,-9.529
30/03/2007,20/04/2007,720,Call,84.85,93.691,0.21,23.894,-26.277
30/03/2007,20/04/2007,720,Put,1.13,-5.058,0.189,20.096,-12.273
30/03/2007,20/04/2007,730,Call,74.7,92.212,0.261,28.088,-28.188
30/03/2007,20/04/2007,730,Put,1.59,-6.608,0.245,24.78,-15.371
30/03/2007,20/04/2007,740,Call,65.95,90.277,0.328,33.138,-30.289
30/03/2007,20/04/2007,740,Put,2.1,-8.684,0.317,30.491,-18.059
30/03/2007,20/04/2007,750,Call,56.65,87.721,0.414,39.168,-32.539
30/03/2007,20/04/2007,750,Put,2.88,-11.465,0.409,37.325,-21.417
30/03/2007,20/04/2007,760,Call,47.55,84.321,0.523,46.236,-34.835
30/03/2007,20/04/2007,760,Put,3.87,-15.179,0.524,45.261,-24.6
30/03/2007,20/04/2007,770,Call,38.36,79.779,0.661,54.241,-35.849
30/03/2007,20/04/2007,770,Put,5.15,-20.101,0.662,54.049,-27.308
30/03/2007,20/04/2007,780,Call,30.31,73.695,0.825,62.77,-38.923
30/03/2007,20/04/2007,780,Put,6.9,-26.533,0.819,63.044,-29.422
30/03/2007,20/04/2007,790,Call,22.79,65.593,1.003,70.764,-40.384
30/03/2007,20/04/2007,790,Put,9.02,-34.74,0.981,71.016,-29.576
30/03/2007,20/04/2007,800,Call,15.57,55.283,1.16,76.001,-38.393
30/03/2007,20/04/2007,800,Put,12.02,-44.838,1.121,76.031,-28.137
30/03/2007,20/04/2007,810,Call,9.95,43.092,1.238,75.527,-34.783
30/03/2007,20/04/2007,810,Put,16,-56.598,1.194,75.628,-23.476
30/03/2007,20/04/2007,820,Call,5.56,30.134,1.175,67.019,-27.968
30/03/2007,20/04/2007,820,Put,21.4,-69.223,1.147,67.646,-15.794
30/03/2007,20/04/2007,830,Call,2.32,18.223,0.951,50.97,-17.448
30/03/2007,20/04/2007,830,Put,28.45,-81.252,0.948,51.868,-6.216
30/03/2007,20/04/2007,840,Call,1.05,9.152,0.628,31.81,-10.727
30/03/2007,20/04/2007,840,Put,37.9,-90.872,0.627,31.747,-4.378
30/03/2007,20/04/2007,850,Call,0.45,3.668,0.324,15.627,-5.916
30/03/2007,20/04/2007,850,Put,47.5,-96.82,0.298,13.916,7.268
30/03/2007,20/04/2007,860,Call,0.2,1.117,0.125,5.761,-3.2
30/03/2007,20/04/2007,860,Put,56.5,-99.334,0.086,3.685,10.692
30/03/2007,20/04/2007,870,Call,0.2,0.235,0.033,1.461,-0.378
30/03/2007,20/04/2007,870,Put,65.7,-99.937,0.011,0.447,11.698
30/03/2007,20/04/2007,880,Call,0.14,0.031,0.005,0.23,-0.052
30/03/2007,20/04/2007,880,Put,75.8,-99.998,0,0.016,11.928
30/03/2007,20/04/2007,890,Call,0.07,0.002,0,0.02,-0.004
30/03/2007,20/04/2007,890,Put,85.6,-100,0,0,12.066
30/03/2007,20/04/2007,900,Call,0.08,0,0,0.001,0
30/03/2007,20/04/2007,900,Put,96.9,-100,0,0,12.202
30/03/2007,20/04/2007,910,Call,0,0,0,0,0
30/03/2007,20/04/2007,910,Put,105.95,-100,0,0,12.337
30/03/2007,20/04/2007,920,Call,0,0,0,0,0
30/03/2007,20/04/2007,920,Put,116.5,-100,0,0,12.473
30/03/2007,20/04/2007,930,Call,0,0,0,0,0
30/03/2007,20/04/2007,930,Put,125.95,-100,0,0,12.609
30/03/2007,20/04/2007,940,Call,0,0,0,0,0
30/03/2007,20/04/2007,940,Put,135.85,-100,0,0,12.744
30/03/2007,20/04/2007,950,Call,0.08,0,0,0,0
30/03/2007,20/04/2007,950,Put,145.55,-100,0,0,12.88
30/03/2007,18/05/2007,670,Put,0,-4.611,0.106,28.459,-8.371
30/03/2007,18/05/2007,680,Call,0,93.162,0.139,38.781,-21.124
30/03/2007,18/05/2007,680,Put,0,-5.524,0.127,32.857,-9.363
30/03/2007,18/05/2007,690,Call,0,92.1,0.161,43.298,-22.127
30/03/2007,18/05/2007,690,Put,0,-6.625,0.15,37.863,-10.442
30/03/2007,18/05/2007,700,Call,107.8,90.844,0.186,48.353,-23.175
30/03/2007,18/05/2007,700,Put,3.08,-7.95,0.178,43.52,-11.484
30/03/2007,18/05/2007,710,Call,99.2,89.353,0.216,53.981,-24.258
30/03/2007,18/05/2007,710,Put,3.75,-9.541,0.211,49.855,-12.831
30/03/2007,18/05/2007,720,Call,90.2,87.583,0.251,60.203,-25.36
30/03/2007,18/05/2007,720,Put,4.65,-11.449,0.248,56.868,-14.361
30/03/2007,18/05/2007,730,Call,81.35,85.479,0.291,67.015,-26.327
30/03/2007,18/05/2007,730,Put,5.7,-13.726,0.29,64.519,-15.786
30/03/2007,18/05/2007,740,Call,72.5,82.978,0.337,74.371,-27.508
30/03/2007,18/05/2007,740,Put,7,-16.426,0.338,72.693,-17.298
30/03/2007,18/05/2007,750,Call,63.2,80.009,0.388,82.165,-27.512
30/03/2007,18/05/2007,750,Put,8.1,-19.597,0.391,81.188,-17.915
30/03/2007,18/05/2007,760,Call,55.23,76.493,0.446,90.201,-29.013
30/03/2007,18/05/2007,760,Put,9.65,-23.302,0.448,89.765,-18.659
30/03/2007,18/05/2007,770,Call,47.85,72.334,0.507,98.184,-30.498
30/03/2007,18/05/2007,770,Put,11.6,-27.605,0.509,98.079,-19.301
30/03/2007,18/05/2007,780,Call,40.2,67.454,0.571,105.625,-30.721
