Date,ExpDate,Strike Price,Call/Put,Market Price,Delta,Gamma,Vega,Theta
06/10/2008,17/10/2008,400,Put,0,-2.023,0.042,5.009,-24.344
06/10/2008,17/10/2008,450,Call,0,88.149,0.131,20.29,-135.871
06/10/2008,17/10/2008,450,Put,0,-5.097,0.102,10.726,-47.265
06/10/2008,17/10/2008,460,Call,0,87.188,0.145,21.429,-137.501
06/10/2008,17/10/2008,460,Put,0,-6.111,0.121,12.375,-53.442
06/10/2008,17/10/2008,470,Call,0,86.112,0.161,22.651,-139.13
06/10/2008,17/10/2008,470,Put,0,-7.315,0.143,14.22,-60.162
06/10/2008,17/10/2008,480,Call,116.94,84.902,0.178,23.962,-140.733
06/10/2008,17/10/2008,480,Put,4,-8.739,0.167,16.264,-66.313
06/10/2008,17/10/2008,490,Call,106.44,83.535,0.198,25.365,-142.276
06/10/2008,17/10/2008,490,Put,4.85,-10.416,0.196,18.505,-74.35
06/10/2008,17/10/2008,500,Call,96.17,81.984,0.22,26.864,-143.709
06/10/2008,17/10/2008,500,Put,5.85,-12.381,0.228,20.93,-82.656
06/10/2008,17/10/2008,510,Call,90.28,80.217,0.245,28.457,-144.968
06/10/2008,17/10/2008,510,Put,7.25,-14.672,0.263,23.513,-92.874
06/10/2008,17/10/2008,520,Call,78.9,78.197,0.274,30.138,-145.963
06/10/2008,17/10/2008,520,Put,8.5,-17.327,0.301,26.213,-99.678
06/10/2008,17/10/2008,530,Call,72.33,75.877,0.306,31.894,-146.574
06/10/2008,17/10/2008,530,Put,10.24,-20.379,0.342,28.971,-108.228
06/10/2008,17/10/2008,540,Call,64.28,73.203,0.343,33.699,-146.644
06/10/2008,17/10/2008,540,Put,12.12,-23.86,0.385,31.706,-114.914
06/10/2008,17/10/2008,550,Call,55.39,70.112,0.383,35.509,-145.962
06/10/2008,17/10/2008,550,Put,14.5,-27.792,0.429,34.315,-121.683
06/10/2008,17/10/2008,560,Call,47.92,66.533,0.427,37.254,-144.258
06/10/2008,17/10/2008,560,Put,17.09,-32.185,0.472,36.672,-126.074
