Date,Exp.Date,Strike Price,Call/Put,Market Price,Delta,Gamma,Vega,Theta
28/03/2008,18/04/2008,530,Put,0.15,-0.369,0.016,1.841,-1.703
28/03/2008,18/04/2008,540,Call,153.7,96.925,0.073,11.544,-16.728
28/03/2008,18/04/2008,540,Put,0.25,-0.547,0.023,2.614,-2.389
28/03/2008,18/04/2008,550,Call,142.55,96.367,0.087,13.242,-18.432
28/03/2008,18/04/2008,550,Put,0.17,-0.804,0.033,3.673,-3.101
28/03/2008,18/04/2008,560,Call,134.2,95.692,0.104,15.209,-20.331
28/03/2008,18/04/2008,560,Put,0.28,-1.171,0.046,5.1,-4.616
28/03/2008,18/04/2008,570,Call,124.1,94.872,0.124,17.484,-22.44
28/03/2008,18/04/2008,570,Put,0.45,-1.69,0.065,6.993,-6.723
28/03/2008,18/04/2008,580,Call,114.35,93.877,0.148,20.108,-24.773
28/03/2008,18/04/2008,580,Put,0.6,-2.415,0.09,9.457,-8.313
28/03/2008,18/04/2008,590,Call,104.15,92.663,0.176,23.121,-27.334
28/03/2008,18/04/2008,590,Put,0.83,-3.411,0.122,12.595,-10.476
28/03/2008,18/04/2008,600,Call,93.85,91.182,0.211,26.56,-30.118
28/03/2008,18/04/2008,600,Put,1.35,-4.761,0.164,16.5,-14.919
28/03/2008,18/04/2008,610,Call,85.45,89.374,0.252,30.452,-33.104
28/03/2008,18/04/2008,610,Put,1.82,-6.56,0.215,21.231,-18.115
28/03/2008,18/04/2008,620,Call,76.2,87.166,0.3,34.804,-36.248
28/03/2008,18/04/2008,620,Put,2.56,-8.911,0.278,26.785,-22.42
28/03/2008,18/04/2008,630,Call,67.5,84.474,0.357,39.589,-39.47
28/03/2008,18/04/2008,630,Put,3.5,-11.925,0.351,33.076,-26.87
28/03/2008,18/04/2008,640,Call,58.75,81.202,0.421,44.729,-42.647
28/03/2008,18/04/2008,640,Put,4.8,-15.705,0.432,39.897,-31.801
28/03/2008,18/04/2008,650,Call,49.6,77.245,0.493,50.065,-43.715
28/03/2008,18/04/2008,650,Put,6.45,-20.331,0.52,46.91,-36.381
28/03/2008,18/04/2008,660,Call,41.55,72.5,0.571,55.335,-46.6
28/03/2008,18/04/2008,660,Put,8.7,-25.819,0.608,53.605,-41.049
28/03/2008,18/04/2008,670,Call,34.4,66.87,0.652,60.139,-49.771
28/03/2008,18/04/2008,670,Put,10.9,-32.137,0.693,59.401,-42.888
28/03/2008,18/04/2008,680,Call,28.1,60.273,0.725,63.929,-52.272
28/03/2008,18/04/2008,680,Put,14.4,-39.278,0.768,63.733,-45.323
28/03/2008,18/04/2008,690,Call,22.05,52.812,0.779,65.966,-51.92
28/03/2008,18/04/2008,690,Put,17.7,-47.191,0.825,65.966,-43.728
28/03/2008,18/04/2008,700,Call,16.55,44.77,0.803,65.564,-49.375
28/03/2008,18/04/2008,700,Put,22.7,-55.744,0.854,65.447,-42.121
28/03/2008,18/04/2008,710,Call,12.05,36.575,0.788,62.364,-45.344
28/03/2008,18/04/2008,710,Put,28.7,-64.697,0.843,61.609,-38.859
28/03/2008,18/04/2008,720,Call,8.05,28.724,0.732,56.522,-38.492
28/03/2008,18/04/2008,720,Put,35,-73.659,0.782,54.176,-32.035
28/03/2008,18/04/2008,730,Call,5.08,21.679,0.643,48.727,-30.835
