Date,ExpDate,Strike Price,Call/Put,Market Price,Delta,Gamma,Vega,Theta
17/07/2007,20/07/2007,710,Put,0.05,-0.217,0.012,0.532,-3.333
17/07/2007,20/07/2007,720,Call,133.45,99.61,0.021,0.901,-15.538
17/07/2007,20/07/2007,720,Put,-1,-0.255,0.015,0.615,-3.702
17/07/2007,20/07/2007,730,Call,123.45,99.542,0.026,1.039,-16.303
17/07/2007,20/07/2007,730,Put,0.13,-0.304,0.019,0.72,-4.163
17/07/2007,20/07/2007,740,Call,113.25,99.455,0.032,1.214,-17.229
17/07/2007,20/07/2007,740,Put,0.08,-0.369,0.024,0.857,-4.751
17/07/2007,20/07/2007,750,Call,103.5,99.339,0.041,1.441,-18.374
17/07/2007,20/07/2007,750,Put,0.1,-0.457,0.031,1.038,-5.514
17/07/2007,20/07/2007,760,Call,93.85,99.18,0.054,1.742,-19.826
17/07/2007,20/07/2007,760,Put,0.13,-0.579,0.042,1.282,-6.528
17/07/2007,20/07/2007,770,Call,84,98.956,0.072,2.152,-21.715
17/07/2007,20/07/2007,770,Put,0.2,-0.756,0.057,1.623,-16.244
17/07/2007,20/07/2007,780,Call,73.95,98.63,0.099,2.724,-24.245
17/07/2007,20/07/2007,780,Put,0.15,-1.02,0.081,2.11,-9.842
17/07/2007,20/07/2007,790,Call,63.6,98.134,0.142,3.548,-27.744
17/07/2007,20/07/2007,790,Put,0.15,-1.432,0.119,2.832,-12.639
17/07/2007,20/07/2007,800,Call,54.05,97.346,0.212,4.776,-32.743
17/07/2007,20/07/2007,800,Put,0.38,-2.109,0.184,3.94,-27.721
17/07/2007,20/07/2007,810,Call,44.15,96.019,0.332,6.669,-40.108
17/07/2007,20/07/2007,810,Put,0.35,-3.288,0.299,5.707,-25.127
17/07/2007,20/07/2007,820,Call,34.3,93.645,0.548,9.673,-51.185
17/07/2007,20/07/2007,820,Put,0.42,-5.478,0.512,8.616,-28.368
17/07/2007,20/07/2007,830,Call,24.4,89.104,0.947,14.486,-67.626
17/07/2007,20/07/2007,830,Put,0.78,-9.839,0.922,13.458,-44.971
17/07/2007,20/07/2007,840,Call,15.62,79.896,1.68,21.755,-89.138
