Date,ExpDate,Strike Price,Call/Put,Market Price,Delta,Gamma,Vega,Theta
01/05/2007,18/05/2007,720,Put,0.7,-3.104,0.133,12.287,-10.755
01/05/2007,18/05/2007,730,Call,82.3,95.029,0.194,18.002,-24.654
01/05/2007,18/05/2007,730,Put,0.9,-4.19,0.178,15.7,-12.689
01/05/2007,18/05/2007,740,Call,73.15,93.576,0.252,22.023,-27.166
01/05/2007,18/05/2007,740,Put,1.24,-5.693,0.239,20.046,-15.669
01/05/2007,18/05/2007,750,Call,62.6,91.603,0.328,27.013,-30.036
01/05/2007,18/05/2007,750,Put,1.58,-7.777,0.319,25.502,-18.006
01/05/2007,18/05/2007,760,Call,53.05,88.906,0.429,33.125,-33.229
01/05/2007,18/05/2007,760,Put,2.25,-10.662,0.425,32.197,-22.01
01/05/2007,18/05/2007,770,Call,43.95,85.204,0.559,40.428,-34.742
01/05/2007,18/05/2007,770,Put,3.08,-14.63,0.559,40.125,-25.632
01/05/2007,18/05/2007,780,Call,35.25,80.125,0.724,48.773,-38.965
01/05/2007,18/05/2007,780,Put,4.4,-20.044,0.722,49.02,-29.807
01/05/2007,18/05/2007,790,Call,27.15,73.177,0.919,57.591,-42.812
01/05/2007,18/05/2007,790,Put,6.47,-27.263,0.905,58.058,-33.961
01/05/2007,18/05/2007,800,Call,19.66,63.823,1.115,65.45,-44.325
01/05/2007,18/05/2007,800,Put,8.8,-36.535,1.085,65.667,-34.565
01/05/2007,18/05/2007,810,Call,13.51,52.207,1.253,69.55,-43.928
01/05/2007,18/05/2007,810,Put,12.51,-47.81,1.218,69.552,-33.732
01/05/2007,18/05/2007,820,Call,8.36,39.345,1.264,67.173,-39.152
01/05/2007,18/05/2007,820,Put,17.41,-60.508,1.25,67.241,-29.093
01/05/2007,18/05/2007,830,Call,4.6,26.975,1.122,57.773,-30.856
01/05/2007,18/05/2007,830,Put,23.3,-73.379,1.133,57.394,-19.376
01/05/2007,18/05/2007,840,Call,2.44,16.802,0.87,43.979,-22.332
