Date,ExpDate,Strike Price,Call/Put,Market Price,Delta,Gamma,Vega,Theta
05/09/2008,19/09/2008,570,Put,0.07,-0.218,0.013,0.961,-1.177
05/09/2008,19/09/2008,580,Call,130.12,99.438,0.028,2.242,-5.414
05/09/2008,19/09/2008,580,Put,0.07,-0.358,0.02,1.501,-1.823
05/09/2008,19/09/2008,590,Call,120.23,99.154,0.042,3.215,-6.667
05/09/2008,19/09/2008,590,Put,0.17,-0.582,0.032,2.315,-4.376
05/09/2008,19/09/2008,600,Call,110.49,98.73,0.061,4.576,-8.368
05/09/2008,19/09/2008,600,Put,0.17,-0.937,0.05,3.517,-4.308
05/09/2008,19/09/2008,610,Call,99.62,98.104,0.089,6.45,-10.648
05/09/2008,19/09/2008,610,Put,0.28,-1.49,0.076,5.255,-6.452
05/09/2008,19/09/2008,620,Call,90.31,97.187,0.128,8.984,-13.647
05/09/2008,19/09/2008,620,Put,0.42,-2.338,0.114,7.7,-8.792
05/09/2008,19/09/2008,630,Call,80.67,95.861,0.181,12.332,-17.5
05/09/2008,19/09/2008,630,Put,0.68,-3.609,0.168,11.035,-12.555
05/09/2008,19/09/2008,640,Call,69.72,93.971,0.252,16.631,-22.299
05/09/2008,19/09/2008,640,Put,1.08,-5.474,0.241,15.421,-17.333
05/09/2008,19/09/2008,650,Call,59.95,91.326,0.344,21.958,-28.043
05/09/2008,19/09/2008,650,Put,1.7,-8.14,0.337,20.939,-23.425
05/09/2008,19/09/2008,660,Call,51.4,87.707,0.458,28.26,-34.571
05/09/2008,19/09/2008,660,Put,2.57,-11.836,0.455,27.519,-30.03
05/09/2008,19/09/2008,670,Call,42.24,82.884,0.591,35.28,-41.484
05/09/2008,19/09/2008,670,Put,3.95,-16.789,0.592,34.848,-37.934
05/09/2008,19/09/2008,680,Call,34.19,76.658,0.736,42.474,-47.52
05/09/2008,19/09/2008,680,Put,5.75,-23.18,0.739,42.311,-44.769
05/09/2008,19/09/2008,690,Call,26.7,68.924,0.879,48.976,-53.209
05/09/2008,19/09/2008,690,Put,8.3,-31.086,0.878,48.982,-50.628
05/09/2008,19/09/2008,700,Call,20.18,59.72,0.993,53.657,-57.05
05/09/2008,19/09/2008,700,Put,11.69,-40.338,0.986,53.676,-53.908
05/09/2008,19/09/2008,710,Call,14.55,49.465,1.051,55.298,-57
05/09/2008,19/09/2008,710,Put,16.1,-50.503,1.039,55.298,-54.041
05/09/2008,19/09/2008,720,Call,9.95,38.915,1.033,53.163,-53.145
05/09/2008,19/09/2008,720,Put,21.64,-60.917,1.02,53.227,-50.725
05/09/2008,19/09/2008,730,Call,6.45,28.96,0.937,47.451,-45.985
05/09/2008,19/09/2008,730,Put,27.97,-70.813,0.93,47.623,-42.849
05/09/2008,19/09/2008,740,Call,3.95,20.369,0.784,39.29,-36.731
05/09/2008,19/09/2008,740,Put,35.64,-79.52,0.783,39.418,-34.744
05/09/2008,19/09/2008,750,Call,2.3,13.557,0.608,30.257,-27.204
05/09/2008,19/09/2008,750,Put,43.84,-86.598,0.607,30.022,-24.486
05/09/2008,19/09/2008,760,Call,1.28,8.499,0.437,21.651,-18.833
05/09/2008,19/09/2008,760,Put,52.83,-91.882,0.43,20.92,-15.382
05/09/2008,19/09/2008,770,Call,0.7,5.006,0.292,14.388,-12.335
05/09/2008,19/09/2008,770,Put,62.17,-95.484,0.277,13.256,-8.066
05/09/2008,19/09/2008,780,Call,0.37,2.764,0.181,8.878,-7.704
05/09/2008,19/09/2008,780,Put,71.8,-97.711,0.161,7.588,-2.897
05/09/2008,19/09/2008,790,Call,0.2,1.429,0.104,5.085,-4.766
05/09/2008,19/09/2008,790,Put,81.04,-98.951,0.084,3.896,0.321
05/09/2008,19/09/2008,800,Call,0.12,0.69,0.056,2.702,-2.177
05/09/2008,19/09/2008,800,Put,91,-99.57,0.039,1.78,2.089
05/09/2008,19/09/2008,810,Call,0.1,0.311,0.028,1.332,-1.035
05/09/2008,19/09/2008,810,Put,100.98,-99.843,0.016,0.718,2.949
05/09/2008,19/09/2008,820,Call,0.05,0.131,0.013,0.609,-0.455
05/09/2008,19/09/2008,820,Put,110.75,-99.95,0.006,0.253,3.329
05/09/2008,19/09/2008,830,Call,0.05,0.051,0.005,0.258,-0.185
05/09/2008,19/09/2008,830,Put,119.63,-99.986,0.002,0.077,3.491
