Date,ExpDate,Strike Price,Call/Put,Market Price,Delta,Gamma,Vega,Theta
12/06/2009,19/06/2009,390,Put,0.07,-0.112,0.008,0.27,-0.975
12/06/2009,19/06/2009,400,Put,0.07,-0.172,0.012,0.401,-1.415
12/06/2009,19/06/2009,410,Call,109.26,99.563,0.027,0.927,-3.416
12/06/2009,19/06/2009,410,Put,0.12,-0.269,0.019,0.6,-2.074
12/06/2009,19/06/2009,420,Call,99.56,99.357,0.04,1.306,-4.703
12/06/2009,19/06/2009,420,Put,0.13,-0.427,0.029,0.907,-3.067
12/06/2009,19/06/2009,430,Call,89.13,99.039,0.06,1.859,-6.525
12/06/2009,19/06/2009,430,Put,0.15,-0.685,0.047,1.381,-4.566
12/06/2009,19/06/2009,440,Call,79.19,98.54,0.092,2.67,-9.113
12/06/2009,19/06/2009,440,Put,0.25,-1.113,0.077,2.113,-10.595
12/06/2009,19/06/2009,450,Call,69.36,97.749,0.142,3.86,-12.779
12/06/2009,19/06/2009,450,Put,0.3,-1.829,0.124,3.239,-12.099
12/06/2009,19/06/2009,460,Call,59.59,96.481,0.219,5.597,-17.922
12/06/2009,19/06/2009,460,Put,0.45,-3.029,0.201,4.948,-16.419
12/06/2009,19/06/2009,470,Call,49.85,94.436,0.339,8.092,-24.981
12/06/2009,19/06/2009,470,Put,0.65,-5.036,0.323,7.478,-21.21
12/06/2009,19/06/2009,480,Call,40.16,91.139,0.519,11.563,-34.272
12/06/2009,19/06/2009,480,Put,1.1,-8.36,0.509,11.072,-30.336
12/06/2009,19/06/2009,490,Call,30.93,85.882,0.779,16.114,-45.598
12/06/2009,19/06/2009,490,Put,1.9,-13.741,0.777,15.821,-42.223
12/06/2009,19/06/2009,500,Call,22.32,77.725,1.121,21.453,-57.507
12/06/2009,19/06/2009,500,Put,3.4,-22.114,1.124,21.364,-56.447
12/06/2009,19/06/2009,510,Call,14.97,65.705,1.499,26.432,-65.947
12/06/2009,19/06/2009,510,Put,5.99,-34.419,1.487,26.468,-68.5
12/06/2009,19/06/2009,520,Call,8.95,49.588,1.737,28.677,-69.06
12/06/2009,19/06/2009,520,Put,9.94,-50.349,1.687,28.677,-70.984
12/06/2009,19/06/2009,530,Call,4.72,32.369,1.618,25.839,-59.812
12/06/2009,19/06/2009,530,Put,15.57,-66.981,1.572,26.048,-60.897
12/06/2009,19/06/2009,540,Call,2.13,18.551,1.204,19.247,-41.532
12/06/2009,19/06/2009,540,Put,23.08,-80.886,1.199,19.604,-44.563
12/06/2009,19/06/2009,550,Call,0.83,9.502,0.754,12.187,-23.067
12/06/2009,19/06/2009,550,Put,31.77,-90.531,0.753,12.155,-26.232
12/06/2009,19/06/2009,560,Call,0.35,4.353,0.408,6.666,-12.412
12/06/2009,19/06/2009,560,Put,40.98,-96.043,0.387,6.172,-12.5
12/06/2009,19/06/2009,570,Call,0.2,1.798,0.194,3.201,-8.155
12/06/2009,19/06/2009,570,Put,50.76,-98.623,0.162,2.55,-4.836
12/06/2009,19/06/2009,580,Call,0.08,0.675,0.082,1.37,-2.543
12/06/2009,19/06/2009,580,Put,60.56,-99.605,0.055,0.852,-1.566
12/06/2009,19/06/2009,590,Call,0.05,0.233,0.031,0.529,-0.922
12/06/2009,19/06/2009,590,Put,70.54,-99.908,0.015,0.228,-0.49
12/06/2009,19/06/2009,600,Call,0.02,0.074,0.011,0.186,-0.304
12/06/2009,19/06/2009,600,Put,80.5,-99.983,0.003,0.049,-0.217
12/06/2009,19/06/2009,610,Call,0.05,0.022,0.004,0.061,-0.092
12/06/2009,19/06/2009,610,Put,90.62,-99.997,0.001,0.008,-0.165
12/06/2009,19/06/2009,620,Call,0.07,0.006,0.001,0.018,-0.026
12/06/2009,19/06/2009,620,Put,100.81,-100,0,0.001,-0.159
12/06/2009,19/06/2009,630,Call,0.03,0.002,0,0.005,-0.007
12/06/2009,19/06/2009,630,Put,110.82,-100,0,0,-0.16
12/06/2009,19/06/2009,640,Call,0.05,0,0,0.001,-0.002
12/06/2009,19/06/2009,640,Put,120.52,-100,0,0,-0.163
12/06/2009,19/06/2009,650,Call,0.07,0,0,0,0
12/06/2009,19/06/2009,650,Put,130.89,-100,0,0,-0.165
12/06/2009,19/06/2009,660,Call,0.07,0,0,0,0
12/06/2009,19/06/2009,660,Put,140.86,-100,0,0,-0.168
12/06/2009,19/06/2009,670,Call,0.02,0,0,0,0
12/06/2009,19/06/2009,670,Put,150.9,-100,0,0,-0.17
12/06/2009,19/06/2009,680,Put,160.81,-100,0,0,-0.173
12/06/2009,19/06/2009,690,Put,170.61,-100,0,0,-0.175
12/06/2009,17/07/2009,390,Put,1.02,-2.932,0.082,10.75,-7.902
12/06/2009,17/07/2009,400,Put,1.25,-3.76,0.104,13.189,-9.078
12/06/2009,17/07/2009,410,Call,110.27,95.221,0.13,16.008,-10.731
12/06/2009,17/07/2009,410,Put,1.63,-4.81,0.131,16.089,-10.891
12/06/2009,17/07/2009,420,Call,100.05,93.92,0.163,19.361,-12.599
12/06/2009,17/07/2009,420,Put,2.05,-6.135,0.163,19.498,-12.601
12/06/2009,17/07/2009,430,Call,91.16,92.288,0.202,23.253,-14.682
12/06/2009,17/07/2009,430,Put,2.67,-7.797,0.203,23.445,-14.875
12/06/2009,17/07/2009,440,Call,82.05,90.252,0.249,27.693,-16.959
12/06/2009,17/07/2009,440,Put,3.39,-9.866,0.25,27.936,-17.065
12/06/2009,17/07/2009,450,Call,72.63,87.732,0.304,32.653,-19.385
12/06/2009,17/07/2009,450,Put,4.4,-12.421,0.304,32.936,-19.701
12/06/2009,17/07/2009,460,Call,63.98,84.643,0.366,38.051,-21.886
12/06/2009,17/07/2009,460,Put,5.6,-15.542,0.366,38.352,-22.206
12/06/2009,17/07/2009,470,Call,55.12,80.901,0.436,43.726,-24.352
12/06/2009,17/07/2009,470,Put,7.1,-19.308,0.434,44.018,-24.669
12/06/2009,17/07/2009,480,Call,47.08,76.43,0.51,49.428,-26.226
12/06/2009,17/07/2009,480,Put,9.03,-23.79,0.507,49.679,-27.043
12/06/2009,17/07/2009,490,Call,39.64,71.173,0.586,54.8,-28.646
12/06/2009,17/07/2009,490,Put,11.41,-29.041,0.58,54.989,-29.01
12/06/2009,17/07/2009,500,Call,32.62,65.111,0.658,59.384,-30.172
12/06/2009,17/07/2009,500,Put,14.4,-35.071,0.648,59.496,-30.532
12/06/2009,17/07/2009,510,Call,26.21,58.277,0.718,62.644,-30.838
12/06/2009,17/07/2009,510,Put,18.03,-41.804,0.704,62.67,-31.245
12/06/2009,17/07/2009,520,Call,20.49,50.848,0.757,64.01,-30.572
12/06/2009,17/07/2009,520,Put,22.4,-49.085,0.741,64.008,-31.071
12/06/2009,17/07/2009,530,Call,15.55,43.112,0.766,63.072,-29.223
12/06/2009,17/07/2009,530,Put,27.32,-56.681,0.752,63.129,-29.538
12/06/2009,17/07/2009,540,Call,11.4,35.423,0.743,59.718,-26.8
12/06/2009,17/07/2009,540,Put,33.1,-64.293,0.734,59.886,-27.017
12/06/2009,17/07/2009,550,Call,8.06,28.154,0.689,54.202,-23.503
12/06/2009,17/07/2009,550,Put,39.91,-71.6,0.684,54.427,-24.083
12/06/2009,17/07/2009,560,Call,5.51,21.626,0.61,47.106,-19.787
12/06/2009,17/07/2009,560,Put,47.05,-78.317,0.609,47.177,-19.751
12/06/2009,17/07/2009,570,Call,3.65,16.03,0.515,39.167,-15.872
12/06/2009,17/07/2009,570,Put,55.48,-84.198,0.514,38.803,-16.163
12/06/2009,17/07/2009,580,Call,2.35,11.417,0.415,31.073,-12.278
12/06/2009,17/07/2009,580,Put,63.77,-89.075,0.41,30.115,-12.147
12/06/2009,17/07/2009,590,Call,1.48,7.79,0.318,23.47,-9.14
12/06/2009,17/07/2009,590,Put,72.86,-92.883,0.306,21.914,-8.547
12/06/2009,17/07/2009,600,Call,0.92,5.078,0.232,16.841,-6.587
12/06/2009,17/07/2009,600,Put,82.43,-95.665,0.213,14.846,-5.59
12/06/2009,17/07/2009,610,Call,0.6,3.153,0.16,11.453,-4.863
12/06/2009,17/07/2009,610,Put,92.44,-97.551,0.137,9.29,-3.371
12/06/2009,17/07/2009,620,Call,0.38,1.859,0.104,7.363,-3.457
12/06/2009,17/07/2009,620,Put,102.1,-98.73,0.08,5.321,-1.858
12/06/2009,17/07/2009,630,Call,0.26,1.037,0.064,4.463,-2.586
12/06/2009,17/07/2009,630,Put,111.68,-99.401,0.043,2.761,-0.927
12/06/2009,17/07/2009,640,Call,0.18,0.546,0.037,2.543,-0.906
