Date,Exp.Date,Strike Price,Call/Put,Market Price,Delta,Gamma,Vega,Theta
22/10/2008,21/11/2008,300,Put,1.55,-2.19,0.032,7.953,-14.384
22/10/2008,21/11/2008,310,Put,1.8,-2.614,0.038,9.225,-16.009
22/10/2008,21/11/2008,320,Call,197.34,98.646,0.027,5.28,-7.728
22/10/2008,21/11/2008,320,Put,2.14,-3.106,0.045,10.648,-18.11
22/10/2008,21/11/2008,330,Call,189.34,98.354,0.033,6.244,-8.853
22/10/2008,21/11/2008,330,Put,2.63,-3.677,0.053,12.232,-20.961
22/10/2008,21/11/2008,340,Call,177.34,98.001,0.04,7.365,-10.124
22/10/2008,21/11/2008,340,Put,3,-4.336,0.061,13.984,-22.864
22/10/2008,21/11/2008,350,Call,168.96,97.577,0.048,8.663,-11.554
22/10/2008,21/11/2008,350,Put,3.57,-5.092,0.071,15.908,-25.684
22/10/2008,21/11/2008,360,Call,160.37,97.068,0.058,10.159,-13.157
22/10/2008,21/11/2008,360,Put,4.13,-5.958,0.082,18.007,-28.2
22/10/2008,21/11/2008,370,Call,150.83,96.457,0.07,11.875,-14.942
22/10/2008,21/11/2008,370,Put,4.71,-6.944,0.094,20.281,-30.564
22/10/2008,21/11/2008,380,Call,143.24,95.726,0.083,13.831,-16.917
22/10/2008,21/11/2008,380,Put,5.41,-8.062,0.108,22.724,-33.219
22/10/2008,21/11/2008,390,Call,132.46,94.855,0.099,16.047,-19.087
22/10/2008,21/11/2008,390,Put,6.49,-9.323,0.122,25.328,-37.089
22/10/2008,21/11/2008,400,Call,122.79,93.82,0.118,18.537,-21.45
22/10/2008,21/11/2008,400,Put,7.58,-10.738,0.138,28.08,-40.521
22/10/2008,21/11/2008,410,Call,115.05,92.595,0.139,21.313,-23.999
22/10/2008,21/11/2008,410,Put,9.05,-12.319,0.155,30.958,-44.821
22/10/2008,21/11/2008,420,Call,106.62,91.151,0.164,24.377,-26.715
22/10/2008,21/11/2008,420,Put,10.33,-14.077,0.173,33.939,-47.814
22/10/2008,21/11/2008,430,Call,98.38,89.457,0.191,27.72,-29.571
22/10/2008,21/11/2008,430,Put,11.96,-16.019,0.192,36.99,-51.365
22/10/2008,21/11/2008,440,Call,90.59,87.48,0.222,31.32,-32.524
22/10/2008,21/11/2008,440,Put,13.94,-18.154,0.212,40.071,-55.211
22/10/2008,21/11/2008,450,Call,82.79,85.186,0.256,35.135,-35.518
22/10/2008,21/11/2008,450,Put,15.62,-20.488,0.232,43.139,-57.502
22/10/2008,21/11/2008,460,Call,74.68,82.543,0.292,39.104,-38.479
22/10/2008,21/11/2008,460,Put,17.82,-23.023,0.253,46.142,-60.346
22/10/2008,21/11/2008,470,Call,66.11,79.52,0.331,43.137,-41.315
22/10/2008,21/11/2008,470,Put,20.45,-25.76,0.273,49.024,-63.338
22/10/2008,21/11/2008,480,Call,60.34,76.093,0.372,47.12,-43.917
22/10/2008,21/11/2008,480,Put,23.67,-28.695,0.293,51.723,-66.546
22/10/2008,21/11/2008,490,Call,53.68,72.244,0.413,50.908,-46.161
22/10/2008,21/11/2008,490,Put,26.8,-31.823,0.313,54.177,-68.497
22/10/2008,21/11/2008,500,Call,47.34,67.967,0.454,54.33,-46.815
22/10/2008,21/11/2008,500,Put,30.52,-35.134,0.331,56.321,-70.461
22/10/2008,21/11/2008,510,Call,41.02,63.273,0.491,57.194,-48.943
22/10/2008,21/11/2008,510,Put,33.91,-38.616,0.346,58.093,-70.717
22/10/2008,21/11/2008,520,Call,35.27,58.182,0.522,59.297,-50.275
22/10/2008,21/11/2008,520,Put,38.33,-42.223,0.358,59.42,-71.579
22/10/2008,21/11/2008,530,Call,30.15,52.799,0.543,60.425,-50.964
22/10/2008,21/11/2008,530,Put,43.07,-45.898,0.366,60.254,-71.701
22/10/2008,21/11/2008,540,Call,25.53,47.281,0.552,60.435,-50.678
22/10/2008,21/11/2008,540,Put,48.66,-49.585,0.37,60.572,-72.079
22/10/2008,21/11/2008,550,Call,21.11,41.799,0.548,59.294,-48.955
22/10/2008,21/11/2008,550,Put,53.96,-53.227,0.371,60.377,-70.686
22/10/2008,21/11/2008,560,Call,17.43,36.522,0.531,57.094,-46.839
22/10/2008,21/11/2008,560,Put,59.9,-56.776,0.367,59.701,-69.182
22/10/2008,21/11/2008,570,Call,14.11,31.595,0.504,54.025,-43.783
22/10/2008,21/11/2008,570,Put,67.38,-60.221,0.361,58.58,-69.394
22/10/2008,21/11/2008,580,Call,11.38,27.076,0.47,50.3,-40.381
22/10/2008,21/11/2008,580,Put,74.5,-63.54,0.352,57.059,-66.568
22/10/2008,21/11/2008,590,Call,9.02,22.963,0.431,46.097,-36.446
22/10/2008,21/11/2008,590,Put,82.21,-66.718,0.341,55.186,-64.158
22/10/2008,21/11/2008,600,Call,6.88,19.279,0.39,41.612,-31.741
22/10/2008,21/11/2008,600,Put,91.14,-69.739,0.328,53.014,-61.405
22/10/2008,21/11/2008,610,Call,5.12,16.025,0.347,37.026,-26.886
22/10/2008,21/11/2008,610,Put,98.39,-72.593,0.314,50.597,-58.374
22/10/2008,21/11/2008,620,Call,3.96,13.191,0.305,32.494,-23.241
22/10/2008,21/11/2008,620,Put,107.29,-75.272,0.298,47.991,-55.133
22/10/2008,21/11/2008,630,Call,3.03,10.755,0.264,28.143,-19.729
22/10/2008,21/11/2008,630,Put,117.19,-77.774,0.281,45.247,-51.746
22/10/2008,21/11/2008,640,Call,2.08,8.688,0.226,24.07,-15.317
22/10/2008,21/11/2008,640,Put,126.05,-80.095,0.264,42.414,-48.272
22/10/2008,21/11/2008,650,Call,1.52,6.955,0.191,20.338,-12.337
22/10/2008,21/11/2008,650,Put,135.67,-82.238,0.247,39.54,-44.766
22/10/2008,21/11/2008,660,Call,1.05,5.519,0.16,16.987,-9.468
22/10/2008,21/11/2008,660,Put,145.17,-84.205,0.229,36.665,-41.278
22/10/2008,21/11/2008,670,Call,0.85,4.342,0.132,14.032,-8.166
22/10/2008,21/11/2008,670,Put,155.14,-86.003,0.212,33.825,-37.849
22/10/2008,21/11/2008,680,Call,0.62,3.388,0.108,11.468,-6.465
22/10/2008,21/11/2008,680,Put,165.17,-87.637,0.194,31.051,-34.516
22/10/2008,21/11/2008,690,Call,0.44,2.622,0.087,9.277,-6.905
22/10/2008,21/11/2008,690,Put,174.64,-89.116,0.178,28.37,-31.309
22/10/2008,21/11/2008,700,Call,0.45,2.014,0.07,7.432,-5.502
22/10/2008,21/11/2008,700,Put,184.47,-90.449,0.162,25.802,-28.25
22/10/2008,21/11/2008,710,Call,0.27,1.535,0.056,5.898,-4.342
22/10/2008,21/11/2008,710,Put,193.81,-91.644,0.147,23.363,-25.356
22/10/2008,21/11/2008,720,Call,0.32,1.162,0.044,4.638,-3.395
22/10/2008,21/11/2008,720,Put,202.75,-92.712,0.133,21.065,-22.641
22/10/2008,21/11/2008,730,Call,0.23,0.873,0.034,3.616,-2.631
22/10/2008,21/11/2008,730,Put,212.98,-93.662,0.119,18.915,-20.11
22/10/2008,21/11/2008,740,Call,0.22,0.651,0.026,2.796,-2.022
22/10/2008,21/11/2008,740,Put,225.67,-94.504,0.107,16.917,-17.767
22/10/2008,21/11/2008,750,Call,0.17,0.483,0.02,2.144,-2.389
22/10/2008,21/11/2008,750,Put,233.33,-95.247,0.095,15.073,-15.612
22/10/2008,21/11/2008,760,Call,0.31,0.356,0.015,1.632,-1.166
22/10/2008,21/11/2008,760,Put,240.32,-95.901,0.085,13.38,-13.641
22/10/2008,21/11/2008,770,Call,0.22,0.26,0.012,1.233,-2.995
22/10/2008,21/11/2008,770,Put,253.81,-96.474,0.075,11.835,-11.848
22/10/2008,21/11/2008,780,Call,0.3,0.189,0.009,0.925,-0.652
