Date,Exp.Date,Strike Price,Call/Put,Market Price,Delta,Gamma,Vega,Theta
10/04/2008,18/04/2008,560,Put,0.03,-0.131,0.008,0.45,-1.112
10/04/2008,18/04/2008,570,Put,0.02,-0.192,0.012,0.641,-1.554
10/04/2008,18/04/2008,580,Call,121.35,98.958,0.047,2.885,-10.778
10/04/2008,18/04/2008,580,Put,0.07,-0.287,0.018,0.92,-2.186
10/04/2008,18/04/2008,590,Call,111.6,98.651,0.061,3.607,-12.644
10/04/2008,18/04/2008,590,Put,0.1,-0.432,0.027,1.329,-3.095
10/04/2008,18/04/2008,600,Call,103.5,98.234,0.081,4.547,-14.979
10/04/2008,18/04/2008,600,Put,0.18,-0.657,0.041,1.93,-4.404
10/04/2008,18/04/2008,610,Call,89.9,97.657,0.109,5.776,-17.911
10/04/2008,18/04/2008,610,Put,0.1,-1.01,0.062,2.812,-6.285
10/04/2008,18/04/2008,620,Call,82.75,96.851,0.147,7.388,-21.595
10/04/2008,18/04/2008,620,Put,0.28,-1.564,0.095,4.104,-10.406
10/04/2008,18/04/2008,630,Call,71.1,95.713,0.201,9.505,-26.209
10/04/2008,18/04/2008,630,Put,0.45,-2.439,0.145,5.979,-12.768
10/04/2008,18/04/2008,640,Call,63.2,94.088,0.276,12.273,-31.935
10/04/2008,18/04/2008,640,Put,0.55,-3.816,0.221,8.657,-17.184
10/04/2008,18/04/2008,650,Call,53.95,91.753,0.38,15.848,-38.903
10/04/2008,18/04/2008,650,Put,0.9,-5.976,0.334,12.384,-24.446
10/04/2008,18/04/2008,660,Call,44.32,88.382,0.522,20.359,-47.087
10/04/2008,18/04/2008,660,Put,1.23,-9.321,0.494,17.366,-29.469
10/04/2008,18/04/2008,670,Call,36.05,83.524,0.71,25.809,-56.098
10/04/2008,18/04/2008,670,Put,2.53,-14.392,0.71,23.611,-46.493
10/04/2008,18/04/2008,680,Call,27.05,76.605,0.945,31.884,-65.471
10/04/2008,18/04/2008,680,Put,3.6,-21.827,0.978,30.665,-53.301
10/04/2008,18/04/2008,690,Call,18.9,66.991,1.207,37.654,-69.701
10/04/2008,18/04/2008,690,Put,6.65,-32.194,1.262,37.274,-68.885
10/04/2008,18/04/2008,700,Call,12.6,54.272,1.414,41.226,-74.11
10/04/2008,18/04/2008,700,Put,9.45,-45.591,1.485,41.21,-67.285
