Date,Exp.Date,Strike Price,Call/Put,Market Price,Delta,Gamma,Vega,Theta
16/07/2007,20/07/2007,710,Put,0.05,-0.326,0.017,0.885,-4.677
16/07/2007,20/07/2007,720,Call,133.1,99.874,0.009,0.374,-10.932
16/07/2007,20/07/2007,720,Put,0.05,-0.385,0.021,1.027,-5.21
16/07/2007,20/07/2007,730,Call,123.1,99.837,0.011,0.474,-11.402
16/07/2007,20/07/2007,730,Put,0.08,-0.461,0.026,1.208,-5.871
16/07/2007,20/07/2007,740,Call,113.1,99.784,0.016,0.613,-11.99
16/07/2007,20/07/2007,740,Put,0.1,-0.562,0.033,1.44,-6.702
16/07/2007,20/07/2007,750,Call,103.15,99.706,0.022,0.808,-12.752
16/07/2007,20/07/2007,750,Put,0.13,-0.698,0.043,1.746,-7.765
16/07/2007,20/07/2007,760,Call,93.6,99.59,0.032,1.089,-13.772
16/07/2007,20/07/2007,760,Put,0.2,-0.886,0.057,2.154,-13.762
16/07/2007,20/07/2007,770,Call,83.65,99.411,0.047,1.505,-15.185
16/07/2007,20/07/2007,770,Put,0.15,-1.155,0.077,2.714,-10.984
16/07/2007,20/07/2007,780,Call,73.75,99.125,0.073,2.133,-17.21
16/07/2007,20/07/2007,780,Put,0.25,-1.55,0.108,3.498,-16.299
16/07/2007,20/07/2007,790,Call,63.75,98.65,0.115,3.11,-20.206
16/07/2007,20/07/2007,790,Put,0.28,-2.154,0.156,4.628,-17.69
16/07/2007,20/07/2007,800,Call,53.85,97.83,0.187,4.662,-24.756
16/07/2007,20/07/2007,800,Put,0.37,-3.113,0.234,6.297,-21.945
16/07/2007,20/07/2007,810,Call,44.05,96.357,0.317,7.17,-31.777
16/07/2007,20/07/2007,810,Put,0.55,-4.711,0.363,8.821,-29.551
16/07/2007,20/07/2007,820,Call,34.3,93.607,0.55,11.226,-42.539
16/07/2007,20/07/2007,820,Put,0.77,-7.503,0.587,12.691,-36.843
16/07/2007,20/07/2007,830,Call,24.85,88.328,0.963,17.568,-57.32
16/07/2007,20/07/2007,830,Put,1.35,-12.613,0.976,18.547,-52.376
16/07/2007,20/07/2007,840,Call,16,78.173,1.637,26.358,-77.426
16/07/2007,20/07/2007,840,Put,2.55,-22.552,1.614,26.851,-71.464
16/07/2007,20/07/2007,850,Call,8.5,59.543,2.419,34.604,-90.969
16/07/2007,20/07/2007,850,Put,4.9,-40.776,2.334,34.671,-81.191
16/07/2007,20/07/2007,860,Call,3.3,33.914,2.476,32.704,-74.998
16/07/2007,20/07/2007,860,Put,9.7,-65.552,2.407,32.897,-65.438
16/07/2007,20/07/2007,870,Call,0.85,13.114,1.491,19.079,-35.408
16/07/2007,20/07/2007,870,Put,17.3,-86.416,1.498,19.542,-29.317
16/07/2007,20/07/2007,880,Call,0.23,3.702,0.561,7.296,-13.463
16/07/2007,20/07/2007,880,Put,26.6,-96.749,0.521,6.565,0.808
16/07/2007,20/07/2007,890,Call,0.08,0.795,0.149,1.982,-2.864
16/07/2007,20/07/2007,890,Put,36.45,-99.595,0.09,1.096,10.364
16/07/2007,20/07/2007,900,Call,0.12,0.132,0.029,0.398,-0.473
16/07/2007,20/07/2007,900,Put,46.5,-99.978,0.007,0.078,11.76
16/07/2007,20/07/2007,910,Call,0.08,0.017,0.004,0.062,-0.06
16/07/2007,20/07/2007,910,Put,56.55,-100,0,0.002,11.955
16/07/2007,20/07/2007,920,Call,-1,0.002,0.001,0.008,-0.006
16/07/2007,20/07/2007,920,Put,66.4,-100,0,0,12.087
16/07/2007,20/07/2007,930,Call,0,0,0,0.001,-0.001
16/07/2007,20/07/2007,930,Put,76.35,-100,0,0,12.219
16/07/2007,20/07/2007,940,Call,0.08,0,0,0,0
16/07/2007,20/07/2007,940,Put,86.85,-100,0,0,12.35
16/07/2007,20/07/2007,950,Call,-1,0,0,0,0
16/07/2007,20/07/2007,950,Put,96.6,-100,0,0,12.481
16/07/2007,20/07/2007,960,Call,-1,0,0,0,0
16/07/2007,20/07/2007,960,Put,106.7,-100,0,0,12.613
16/07/2007,20/07/2007,970,Call,0.08,0,0,0,0
16/07/2007,20/07/2007,970,Put,116.45,-100,0,0,12.744
16/07/2007,20/07/2007,1010,Call,0,0,0,0,0
16/07/2007,20/07/2007,1010,Put,0,-100,0,0,13.27
16/07/2007,20/07/2007,1050,Put,0,-100,0,0,13.795
16/07/2007,17/08/2007,710,Put,0.73,-2.471,0.07,14.684,-6.591
16/07/2007,17/08/2007,720,Call,135.6,96.318,0.095,20.41,-19.524
16/07/2007,17/08/2007,720,Put,0.95,-3.006,0.085,17.286,-7.965
16/07/2007,17/08/2007,730,Call,126.2,95.662,0.113,23.314,-20.635
16/07/2007,17/08/2007,730,Put,1.18,-3.67,0.103,20.368,-9.197
16/07/2007,17/08/2007,740,Call,116.35,94.862,0.135,26.698,-21.854
16/07/2007,17/08/2007,740,Put,1.4,-4.497,0.126,24.007,-10.267
16/07/2007,17/08/2007,750,Call,106.6,93.88,0.161,30.636,-23.187
16/07/2007,17/08/2007,750,Put,1.85,-5.526,0.154,28.286,-12.322
16/07/2007,17/08/2007,760,Call,97.2,92.671,0.194,35.209,-24.634
16/07/2007,17/08/2007,760,Put,2.25,-6.81,0.188,33.287,-13.856
16/07/2007,17/08/2007,770,Call,87.95,91.176,0.233,40.496,-26.19
16/07/2007,17/08/2007,770,Put,2.75,-8.412,0.229,39.082,-15.528
16/07/2007,17/08/2007,780,Call,78.75,89.321,0.28,46.566,-27.837
16/07/2007,17/08/2007,780,Put,3.4,-10.409,0.279,45.716,-17.316
16/07/2007,17/08/2007,790,Call,69.65,87.014,0.337,53.456,-28.935
16/07/2007,17/08/2007,790,Put,4.3,-12.892,0.337,53.187,-19.521
16/07/2007,17/08/2007,800,Call,60.7,84.142,0.406,61.145,-30.972
16/07/2007,17/08/2007,800,Put,5.35,-15.967,0.405,61.417,-21.382
16/07/2007,17/08/2007,810,Call,52.1,80.57,0.485,69.509,-33.077
16/07/2007,17/08/2007,810,Put,6.6,-19.755,0.483,70.208,-22.957
16/07/2007,17/08/2007,820,Call,43.75,76.14,0.576,78.26,-34.573
