underlying_symbol,quote_date,root,expiration,strike,option_type,open,high,low,close,trade_volume,bid_size_1545,bid_1545,ask_size_1545,ask_1545,underlying_bid_1545,underlying_ask_1545,bid_size_eod,bid_eod,ask_size_eod,ask_eod,underlying_bid_eod,underlying_ask_eod,vwap,open_interest,delivery_code
^VIX,2017-08-08,VIX,2017-08-09,9.000,C,1.5500,2.1500,0.8500,2.0500,1167,301,1.8500,2,2.1000,11.0400,11.0400,311,1.8000,316,2.2000,10.9600,10.9600,1.2214,1097,
^VIX,2017-08-08,VIX,2017-08-09,9.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,1272,0.0500,11.0400,11.0400,0,0.0000,2605,0.0500,10.9600,10.9600,0.0000,630,
^VIX,2017-08-08,VIX,2017-08-09,9.500,C,0.7300,1.6000,0.4000,1.6000,586,11,1.5000,10,1.5500,11.0400,11.0400,2,1.4500,311,1.7000,10.9600,10.9600,0.6510,824,
^VIX,2017-08-08,VIX,2017-08-09,9.500,P,0.0200,0.0200,0.0100,0.0100,20,0,0.0000,288,0.0500,11.0400,11.0400,0,0.0000,322,0.0500,10.9600,10.9600,0.0110,265,
^VIX,2017-08-08,VIX,2017-08-09,10.000,C,0.4000,1.2500,0.1500,0.9500,973,585,0.8500,13,1.3500,11.0400,11.0400,1,1.0000,316,1.2000,10.9600,10.9600,0.5420,1671,
^VIX,2017-08-08,VIX,2017-08-09,10.000,P,0.1600,0.3000,0.0500,0.0500,1662,0,0.0000,156,0.0500,11.0400,11.0400,0,0.0000,135,0.0500,10.9600,10.9600,0.1349,2698,
^VIX,2017-08-08,VIX,2017-08-09,10.500,C,0.1500,0.8500,0.0500,0.6000,2718,2952,0.4500,4,0.6500,11.0400,11.0400,7,0.5000,10,0.6000,10.9600,10.9600,0.3082,2465,
^VIX,2017-08-08,VIX,2017-08-09,10.500,P,0.4000,0.7000,0.0500,0.0500,1541,0,0.0000,52,0.1000,11.0400,11.0400,0,0.0000,110,0.0500,10.9600,10.9600,0.1969,6297,
^VIX,2017-08-08,VIX,2017-08-09,11.000,C,0.1000,0.7000,0.0500,0.3000,2404,391,0.2500,24,0.3500,11.0400,11.0400,4,0.2500,9,0.3000,10.9600,10.9600,0.1595,1629,
^VIX,2017-08-08,VIX,2017-08-09,11.000,P,0.9000,1.1500,0.1900,0.2700,227,118,0.1500,13,0.3500,11.0400,11.0400,10,0.2500,20,0.3000,10.9600,10.9600,0.6246,410,
^VIX,2017-08-08,VIX,2017-08-09,11.500,C,0.0500,0.2500,0.0200,0.1000,981,1,0.1500,54,0.2500,11.0400,11.0400,18,0.1000,60,0.2500,10.9600,10.9600,0.1457,979,
^VIX,2017-08-08,VIX,2017-08-09,11.500,P,1.3500,1.3600,0.5000,0.6000,81,100,0.5000,2,0.6500,11.0400,11.0400,313,0.4500,3,0.6000,10.9600,10.9600,0.7827,380,
^VIX,2017-08-08,VIX,2017-08-09,12.000,C,0.0500,0.1500,0.0300,0.1000,851,1017,0.0500,6,0.1000,11.0400,11.0400,258,0.0500,6,0.1000,10.9600,10.9600,0.0575,1671,
^VIX,2017-08-08,VIX,2017-08-09,12.000,P,1.8500,1.9300,0.8500,0.9900,477,101,0.7500,101,1.2000,11.0400,11.0400,130,0.9000,20,1.1500,10.9600,10.9600,1.7537,897,
^VIX,2017-08-08,VIX,2017-08-09,12.500,C,0.0500,0.0500,0.0500,0.0500,835,92,0.0500,23,0.1000,11.0400,11.0400,0,0.0000,2,0.0500,10.9600,10.9600,0.0500,860,
^VIX,2017-08-08,VIX,2017-08-09,12.500,P,2.5000,2.5000,2.2500,2.2700,140,101,1.1500,101,1.7500,11.0400,11.0400,163,1.3000,105,1.8000,10.9600,10.9600,2.3761,306,
^VIX,2017-08-08,VIX,2017-08-09,13.000,C,0.0300,0.0500,0.0300,0.0500,1243,0,0.0000,20,0.0500,11.0400,11.0400,0,0.0000,2,0.0500,10.9600,10.9600,0.0388,1461,
^VIX,2017-08-08,VIX,2017-08-09,13.000,P,2.8500,2.8500,1.9000,1.9000,173,101,1.6500,101,2.2500,11.0400,11.0400,163,1.8000,106,2.3000,10.9600,10.9600,2.6903,254,
^VIX,2017-08-08,VIX,2017-08-09,13.500,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,2,0.0500,11.0400,11.0400,0,0.0000,2,0.0500,10.9600,10.9600,0.0000,632,
^VIX,2017-08-08,VIX,2017-08-09,13.500,P,0.0000,0.0000,0.0000,0.0000,0,101,2.1500,101,2.7000,11.0400,11.0400,163,2.2500,105,2.8000,10.9600,10.9600,0.0000,100,
^VIX,2017-08-08,VIX,2017-08-09,14.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,10,0.0500,11.0400,11.0400,0,0.0000,350,0.1000,10.9600,10.9600,0.0000,1480,
^VIX,2017-08-08,VIX,2017-08-09,14.000,P,0.0000,0.0000,0.0000,0.0000,0,101,2.6000,101,3.2000,11.0400,11.0400,166,2.7500,108,3.3000,10.9600,10.9600,0.0000,154,
^VIX,2017-08-08,VIX,2017-08-09,14.500,C,0.0400,0.0400,0.0400,0.0400,300,0,0.0000,11,0.0500,11.0400,11.0400,0,0.0000,355,0.1000,10.9600,10.9600,0.0400,1540,
^VIX,2017-08-08,VIX,2017-08-09,14.500,P,0.0000,0.0000,0.0000,0.0000,0,101,3.1000,101,3.7000,11.0400,11.0400,26,3.2000,7,3.8000,10.9600,10.9600,0.0000,0,
^VIX,2017-08-08,VIX,2017-08-09,15.000,C,0.0300,0.0500,0.0300,0.0500,1005,0,0.0000,12,0.0500,11.0400,11.0400,0,0.0000,359,0.1000,10.9600,10.9600,0.0301,6477,
^VIX,2017-08-08,VIX,2017-08-09,15.000,P,4.7600,4.8000,4.7600,4.8000,22,101,3.6000,101,4.2000,11.0400,11.0400,140,3.7000,109,4.3000,10.9600,10.9600,4.7782,30,
^VIX,2017-08-08,VIX,2017-08-09,16.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,13,0.0500,11.0400,11.0400,0,0.0000,364,0.1000,10.9600,10.9600,0.0000,18981,
