underlying_symbol,quote_date,root,expiration,strike,option_type,open,high,low,close,trade_volume,bid_size_1545,bid_1545,ask_size_1545,ask_1545,underlying_bid_1545,underlying_ask_1545,bid_size_eod,bid_eod,ask_size_eod,ask_eod,underlying_bid_eod,underlying_ask_eod,vwap,open_interest,delivery_code
^VIX,2017-08-17,VIX,2017-08-23,9.000,C,3.7000,3.7000,3.7000,3.7000,2,1,5.4000,100,6.3000,15.4800,15.4800,2,5.6000,100,6.4000,15.5500,15.5500,3.7000,68,
^VIX,2017-08-17,VIX,2017-08-23,9.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,42,0.0500,15.4800,15.4800,0,0.0000,42,0.0500,15.5500,15.5500,0.0000,3,
^VIX,2017-08-17,VIX,2017-08-23,9.500,C,3.9000,5.3900,3.9000,5.3900,148,1,4.9000,100,5.8000,15.4800,15.4800,2,5.0000,100,5.9000,15.5500,15.5500,4.2533,268,
^VIX,2017-08-17,VIX,2017-08-23,9.500,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,146,0.0500,15.4800,15.4800,0,0.0000,146,0.0500,15.5500,15.5500,0.0000,102,
^VIX,2017-08-17,VIX,2017-08-23,10.000,C,3.0000,4.9000,3.0000,4.9000,37,1,4.5000,100,5.3000,15.4800,15.4800,1,4.5000,100,5.4000,15.5500,15.5500,4.1395,960,
^VIX,2017-08-17,VIX,2017-08-23,10.000,P,0.0200,0.0200,0.0100,0.0200,6,0,0.0000,2432,0.0500,15.4800,15.4800,0,0.0000,2386,0.0500,15.5500,15.5500,0.0167,1909,
^VIX,2017-08-17,VIX,2017-08-23,10.500,C,1.8000,4.2000,1.8000,4.0000,15,1,4.0000,100,4.8000,15.4800,15.4800,99,3.8000,100,4.9000,15.5500,15.5500,2.8973,365,
^VIX,2017-08-17,VIX,2017-08-23,10.500,P,0.0500,0.0500,0.0500,0.0500,18,0,0.0000,2264,0.0500,15.4800,15.4800,0,0.0000,105,0.0500,15.5500,15.5500,0.0500,4167,
^VIX,2017-08-17,VIX,2017-08-23,11.000,C,1.5400,3.8700,1.4000,3.7000,807,99,3.3000,1,4.0000,15.4800,15.4800,2,3.6000,1,3.9000,15.5500,15.5500,2.5482,1297,
^VIX,2017-08-17,VIX,2017-08-23,11.000,P,0.0500,0.0900,0.0500,0.0500,1538,0,0.0000,3506,0.0500,15.4800,15.4800,0,0.0000,222,0.0500,15.5500,15.5500,0.0500,4494,
^VIX,2017-08-17,VIX,2017-08-23,11.500,C,1.5000,3.3800,1.3600,3.3800,106,100,2.8000,99,3.8000,15.4800,15.4800,2,3.0000,99,3.9000,15.5500,15.5500,2.3725,644,
^VIX,2017-08-17,VIX,2017-08-23,11.500,P,0.2000,0.2100,0.0300,0.0500,1404,0,0.0000,2489,0.0500,15.4800,15.4800,0,0.0000,1781,0.0500,15.5500,15.5500,0.0732,1787,
^VIX,2017-08-17,VIX,2017-08-23,12.000,C,0.9900,2.9500,0.8000,2.9500,1279,100,2.4000,44,3.0000,15.4800,15.4800,2,2.6500,4,3.0000,15.5500,15.5500,1.8448,2895,
^VIX,2017-08-17,VIX,2017-08-23,12.000,P,0.6000,0.6000,0.1000,0.1500,8629,59,0.1000,3504,0.1500,15.4800,15.4800,2409,0.0500,11,0.1000,15.5500,15.5500,0.1923,10748,
^VIX,2017-08-17,VIX,2017-08-23,12.500,C,0.7500,2.5000,0.7500,2.5000,520,405,2.2500,405,2.6500,15.4800,15.4800,2,2.4500,22,2.6000,15.5500,15.5500,1.4631,616,
^VIX,2017-08-17,VIX,2017-08-23,12.500,P,0.8000,0.9500,0.1900,0.2500,2947,3,0.2000,2800,0.2500,15.4800,15.4800,50,0.2000,1249,0.2500,15.5500,15.5500,0.3711,2115,
