underlying_symbol,quote_date,root,expiration,strike,option_type,open,high,low,close,trade_volume,bid_size_1545,bid_1545,ask_size_1545,ask_1545,underlying_bid_1545,underlying_ask_1545,bid_size_eod,bid_eod,ask_size_eod,ask_eod,underlying_bid_eod,underlying_ask_eod,vwap,open_interest,delivery_code
^VIX,2017-08-29,VIX,2017-08-30,9.000,C,0.0000,0.0000,0.0000,0.0000,0,482,2.0500,393,3.6000,11.7600,11.7600,7,1.2000,6,5.0000,11.7000,11.7000,0.0000,90,
^VIX,2017-08-29,VIX,2017-08-30,9.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,718,0.0500,11.7600,11.7600,0,0.0000,286,0.0500,11.7000,11.7000,0.0000,37,
^VIX,2017-08-29,VIX,2017-08-30,9.500,C,3.8000,3.8000,2.6600,2.6600,512,579,1.6000,552,3.1000,11.7600,11.7600,16,0.7000,16,4.5000,11.7000,11.7000,3.0609,585,
^VIX,2017-08-29,VIX,2017-08-30,9.500,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,840,0.0500,11.7600,11.7600,0,0.0000,840,0.0500,11.7000,11.7000,0.0000,25,
^VIX,2017-08-29,VIX,2017-08-30,10.000,C,3.3000,4.0000,1.7100,1.7100,176,18,1.0500,15,2.0000,11.7600,11.7600,4,1.8000,11,2.0000,11.7000,11.7000,2.2434,697,
^VIX,2017-08-29,VIX,2017-08-30,10.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,930,0.0500,11.7600,11.7600,0,0.0000,276,0.0500,11.7000,11.7000,0.0000,961,
^VIX,2017-08-29,VIX,2017-08-30,10.500,C,2.0000,2.5000,1.1500,1.1500,234,14,1.2000,38,1.9000,11.7600,11.7600,3,1.3000,53,2.1000,11.7000,11.7000,2.2378,409,
^VIX,2017-08-29,VIX,2017-08-30,10.500,P,0.0300,0.0300,0.0300,0.0300,3,0,0.0000,3715,0.0500,11.7600,11.7600,0,0.0000,2441,0.0500,11.7000,11.7000,0.0300,4394,
^VIX,2017-08-29,VIX,2017-08-30,11.000,C,2.2000,2.2000,0.7000,1.5000,90,25,0.6500,2085,1.5000,11.7600,11.7600,13,0.7000,28,1.5000,11.7000,11.7000,1.5239,427,
^VIX,2017-08-29,VIX,2017-08-30,11.000,P,0.0500,0.0500,0.0300,0.0400,105,0,0.0000,1353,0.0500,11.7600,11.7600,0,0.0000,1889,0.0500,11.7000,11.7000,0.0455,13432,
^VIX,2017-08-29,VIX,2017-08-30,11.500,C,1.5500,2.0000,0.4500,0.5000,1178,100,0.4500,13,0.5500,11.7600,11.7600,35,0.2000,3461,0.6000,11.7000,11.7000,0.9468,1603,
^VIX,2017-08-29,VIX,2017-08-30,11.500,P,0.0500,0.2000,0.0200,0.1000,3272,15,0.1000,48,0.2500,11.7600,11.7600,5965,0.0500,10,0.1500,11.7000,11.7000,0.1000,3523,
^VIX,2017-08-29,VIX,2017-08-30,12.000,C,1.2500,1.5000,0.2000,0.2500,2318,3015,0.2000,5710,0.4500,11.7600,11.7600,111,0.2500,38,0.5000,11.7000,11.7000,0.6491,2480,
^VIX,2017-08-29,VIX,2017-08-30,12.000,P,0.0500,0.5500,0.0300,0.3500,2702,4,0.4000,15,0.4500,11.7600,11.7600,23,0.3000,13,0.4000,11.7000,11.7000,0.2334,6183,
^VIX,2017-08-29,VIX,2017-08-30,12.500,C,0.8500,0.9300,0.1000,0.1500,1519,6000,0.0500,20,0.2000,11.7600,11.7600,93,0.1500,28,0.2500,11.7000,11.7000,0.2897,1697,
^VIX,2017-08-29,VIX,2017-08-30,12.500,P,0.0500,0.8800,0.0500,0.8500,858,15,0.6500,3528,1.1000,11.7600,11.7600,21,0.6500,22,0.9500,11.7000,11.7000,0.2709,373,
^VIX,2017-08-29,VIX,2017-08-30,13.000,C,0.9000,0.9000,0.1000,0.1000,1901,1500,0.0500,4,0.1000,11.7600,11.7600,20,0.1000,75,0.1500,11.7000,11.7000,0.2439,2034,
^VIX,2017-08-29,VIX,2017-08-30,13.000,P,0.2200,1.3500,0.2200,1.1500,268,5842,0.7000,6703,1.9500,11.7600,11.7600,27,0.7000,1147,1.9500,11.7000,11.7000,0.5290,1262,
^VIX,2017-08-29,VIX,2017-08-30,13.500,C,0.4000,0.6500,0.0500,0.0500,592,0,0.0000,185,0.1000,11.7600,11.7600,5,0.0500,323,0.1000,11.7000,11.7000,0.0739,873,
^VIX,2017-08-29,VIX,2017-08-30,13.500,P,0.6500,1.8000,0.5000,1.8000,56,2597,1.2000,20,1.8000,11.7600,11.7600,74,1.0500,52,2.2500,11.7000,11.7000,1.1375,246,
^VIX,2017-08-29,VIX,2017-08-30,14.000,C,0.2000,0.4500,0.0400,0.0400,495,0,0.0000,75,0.0500,11.7600,11.7600,0,0.0000,362,0.0500,11.7000,11.7000,0.1074,1164,
^VIX,2017-08-29,VIX,2017-08-30,14.000,P,1.0500,2.0000,1.0500,1.9500,103,1792,1.7000,2300,3.0000,11.7600,11.7600,1004,1.7000,104,3.0000,11.7000,11.7000,1.5507,200,
^VIX,2017-08-29,VIX,2017-08-30,14.500,C,0.3000,0.3500,0.0500,0.0500,448,0,0.0000,37,0.0500,11.7600,11.7600,0,0.0000,146,0.0500,11.7000,11.7000,0.1619,1203,
^VIX,2017-08-29,VIX,2017-08-30,14.500,P,1.6400,2.5000,1.6400,2.5000,21,215,1.9500,1580,3.5000,11.7600,11.7600,46,1.9500,104,3.5000,11.7000,11.7000,1.6810,73,
^VIX,2017-08-29,VIX,2017-08-30,15.000,C,0.2100,0.2500,0.0300,0.0500,3572,0,0.0000,894,0.0500,11.7600,11.7600,0,0.0000,286,0.0500,11.7000,11.7000,0.1000,39923,
^VIX,2017-08-29,VIX,2017-08-30,15.000,P,2.0000,3.4100,2.0000,3.0000,429,14,3.0000,1562,4.0000,11.7600,11.7600,10,3.0000,82,4.0000,11.7000,11.7000,2.4380,357,
^VIX,2017-08-29,VIX,2017-08-30,16.000,C,0.1000,0.1000,0.0200,0.0300,230,0,0.0000,1561,0.0500,11.7600,11.7600,0,0.0000,304,0.0500,11.7000,11.7000,0.0678,18497,
^VIX,2017-08-29,VIX,2017-08-30,16.000,P,3.1000,4.3900,3.1000,4.2000,121,20,4.1000,1554,5.0000,11.7600,11.7600,123,3.0000,129,5.3000,11.7000,11.7000,3.2156,148,
^VIX,2017-08-29,VIX,2017-08-30,17.000,C,0.0500,0.0500,0.0200,0.0400,575,0,0.0000,2181,0.0500,11.7600,11.7600,0,0.0000,241,0.0500,11.7000,11.7000,0.0311,6852,
^VIX,2017-08-29,VIX,2017-08-30,17.000,P,3.9100,5.2500,3.9100,5.2400,283,644,4.5000,1577,6.0000,11.7600,11.7600,141,3.0000,141,6.8000,11.7000,11.7000,3.9263,285,
