underlying_symbol,quote_date,root,expiration,strike,option_type,open,high,low,close,trade_volume,bid_size_1545,bid_1545,ask_size_1545,ask_1545,underlying_bid_1545,underlying_ask_1545,bid_size_eod,bid_eod,ask_size_eod,ask_eod,underlying_bid_eod,underlying_ask_eod,vwap,open_interest,delivery_code
^VIX,2017-08-25,VIX,2017-08-30,9.000,C,0.0000,0.0000,0.0000,0.0000,0,445,2.4500,444,3.2000,11.1600,11.1600,50,2.9500,50,3.2000,11.2800,11.2800,0.0000,90,
^VIX,2017-08-25,VIX,2017-08-30,9.000,P,0.0200,0.0200,0.0200,0.0200,3,0,0.0000,2699,0.0500,11.1600,11.1600,0,0.0000,3203,0.0500,11.2800,11.2800,0.0200,37,
^VIX,2017-08-25,VIX,2017-08-30,9.500,C,2.5100,2.6300,2.4300,2.4300,155,131,2.1000,185,2.6000,11.1600,11.1600,68,2.4500,60,2.6500,11.2800,11.2800,2.5331,693,
^VIX,2017-08-25,VIX,2017-08-30,9.500,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,3558,0.0500,11.1600,11.1600,0,0.0000,3446,0.0500,11.2800,11.2800,0.0000,25,
^VIX,2017-08-25,VIX,2017-08-30,10.000,C,1.8000,2.1100,1.8000,1.8500,76,10,1.8000,406,2.1000,11.1600,11.1600,78,1.9500,50,2.1500,11.2800,11.2800,1.8947,611,
^VIX,2017-08-25,VIX,2017-08-30,10.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,5036,0.0500,11.1600,11.1600,0,0.0000,3612,0.0500,11.2800,11.2800,0.0000,964,
^VIX,2017-08-25,VIX,2017-08-30,10.500,C,1.8000,1.8000,1.5500,1.5500,74,1485,1.2000,405,1.6000,11.1600,11.1600,172,1.4500,50,1.6500,11.2800,11.2800,1.7932,406,
^VIX,2017-08-25,VIX,2017-08-30,10.500,P,0.0500,0.0500,0.0500,0.0500,86,0,0.0000,192,0.0500,11.1600,11.1600,0,0.0000,239,0.0500,11.2800,11.2800,0.0500,4293,
^VIX,2017-08-25,VIX,2017-08-30,11.000,C,1.4500,1.5000,0.9500,1.1000,455,1,0.9500,833,1.1000,11.1600,11.1600,994,1.0500,1,1.1500,11.2800,11.2800,1.0427,501,
^VIX,2017-08-25,VIX,2017-08-30,11.000,P,0.1000,0.1500,0.1000,0.1000,1234,26,0.1000,2197,0.1500,11.1600,11.1600,351,0.1000,3163,0.1500,11.2800,11.2800,0.1166,14249,
^VIX,2017-08-25,VIX,2017-08-30,11.500,C,0.8000,1.0000,0.6500,0.8000,1531,14,0.7000,3561,0.8000,11.1600,11.1600,200,0.7500,1594,0.8500,11.2800,11.2800,0.7580,357,
^VIX,2017-08-25,VIX,2017-08-30,11.500,P,0.3000,0.4000,0.2000,0.3500,2328,505,0.3000,162,0.4000,11.1600,11.1600,2953,0.2000,2560,0.3500,11.2800,11.2800,0.3686,4831,
^VIX,2017-08-25,VIX,2017-08-30,12.000,C,0.8500,0.8500,0.5000,0.6000,901,550,0.5000,128,0.5500,11.1600,11.1600,1719,0.5000,4,0.6000,11.2800,11.2800,0.6055,1022,
^VIX,2017-08-25,VIX,2017-08-30,12.000,P,0.7000,0.7500,0.4500,0.6200,240,3287,0.5500,137,0.7000,11.1600,11.1600,20,0.5500,2106,0.6500,11.2800,11.2800,0.6494,6493,
^VIX,2017-08-25,VIX,2017-08-30,12.500,C,0.7500,0.7500,0.3500,0.4000,561,1261,0.3500,5,0.4000,11.1600,11.1600,19,0.4000,2241,0.5000,11.2800,11.2800,0.4615,1627,
^VIX,2017-08-25,VIX,2017-08-30,12.500,P,0.8000,1.1000,0.8000,0.8000,80,3045,0.9000,5327,1.1500,11.1600,11.1600,645,0.8000,35,0.9500,11.2800,11.2800,0.9250,513,
^VIX,2017-08-25,VIX,2017-08-30,13.000,C,0.4000,0.5000,0.3000,0.3000,569,3038,0.2500,1737,0.3500,11.1600,11.1600,3341,0.2500,3,0.3500,11.2800,11.2800,0.3307,1432,
^VIX,2017-08-25,VIX,2017-08-30,13.000,P,1.2000,1.5200,1.2000,1.4500,189,1891,1.3000,46,1.5000,11.1600,11.1600,38,1.2000,25,1.3500,11.2800,11.2800,1.4107,1463,
^VIX,2017-08-25,VIX,2017-08-30,13.500,C,0.2500,0.3000,0.2000,0.2500,110,5,0.2500,4679,0.3000,11.1600,11.1600,2163,0.2000,261,0.3000,11.2800,11.2800,0.2512,696,
^VIX,2017-08-25,VIX,2017-08-30,13.500,P,1.9500,2.0000,1.3000,1.9200,168,2310,1.7000,3556,2.0500,11.1600,11.1600,25,1.6000,248,1.8000,11.2800,11.2800,1.9238,258,
^VIX,2017-08-25,VIX,2017-08-30,14.000,C,0.2000,0.3000,0.1500,0.2000,749,2094,0.1500,45,0.2000,11.1600,11.1600,1857,0.1500,1168,0.2500,11.2800,11.2800,0.2186,1464,
^VIX,2017-08-25,VIX,2017-08-30,14.000,P,2.3000,2.3500,2.3000,2.3500,5,1858,2.1500,3335,2.5500,11.1600,11.1600,35,2.0500,314,2.2500,11.2800,11.2800,2.3300,230,
^VIX,2017-08-25,VIX,2017-08-30,14.500,C,0.2000,0.2500,0.1500,0.1500,124,2757,0.1000,3,0.1500,11.1600,11.1600,2804,0.1000,371,0.2000,11.2800,11.2800,0.1931,776,
