Symbol,Last,Change,High,Low,Ask,Ask IV,Call/Put,Delta,Gamma,Item Type,Market Price,Open,Original Price,Pcnt To Double,Previous Close,Open Interest,Percent O/U,Mid IV,ExpDate,Existing Posn.,Date,Rho,SV,Theta,Time,Trade,Vega,Bid IV,Prob.Finish.ITM,Projected Volty,Strike Price,Time Premium,Th.Price,Description,At Price,Volume,Bid
RUT,991.2,-17.5,1016.9,991,,, ,1,0,I,991.2,1014.6,0,,1008.7,,,,,,160203,,0.226,,15:30:00,,,,,,,,,RUT Index,0,,
RUT 16N800,-1,,,,0.4,0.46,P,-0.646,0.021,O,0.3,,0,0.022,,1475,0.579,0.443,160219,,160203,-0.288,0.226,-6.781,15:30:00,,3.792,0.421,0,0.418,800,0.3,0.19,Feb 800 Puts,,,0.2
RUT 16O800,2.22,0.45,2.4,1.68,2.65,0.379,P,-4.384,0.073,O,2.46,1.68,0,0.041,1.77,6164,0.025,0.374,160318,,160203,-5.506,0.226,-13.562,15:30:00,,31.966,0.368,0.003,0.372,800,2.46,2.4,Mar 800 Puts,,151,2.3
RUT 16P800,-1,,,,6.6,0.366,P,-7.784,0.094,O,5.7,,0,0.056,,1813,-0.017,0.352,160415,,160203,-16.27,0.226,-15.385,15:30:00,,63.976,0.337,0.018,0.354,800,5.7,5.8,Apr 800 Puts,,,4.8
RUT 16R800,-1,,,,14.4,0.335,P,-12.848,0.106,O,13.65,,0,0.082,,377,-0.018,0.329,160617,,160203,-51.757,0.226,-15.037,15:30:00,,125.648,0.323,0.065,0.331,800,13.65,13.9,Jun 800 Puts,,,12.9
RUT 16U800,-1,,,,25.4,0.316,P,-16.953,0.105,O,23.8,,0,0.109,,268,-0.024,0.308,160916,,160203,-117.472,0.226,-12.92,15:30:00,,194.577,0.3,0.125,0.311,800,23.8,24.39,Sep 800 Puts,,,22.2
RUT 16N810,-1,,,,0.55,0.457,P,-0.841,0.027,O,0.38,,0,0.022,,549,0.583,0.434,160219,,160203,-0.375,0.226,-8.168,15:30:00,,4.781,0.399,0,0.409,810,0.38,0.24,Feb 810 Puts,,,0.2
RUT 16O810,-1,,,,3.1,0.373,P,-5.078,0.083,O,2.9,,0,0.042,,677,0.036,0.368,160318,,160203,-6.378,0.226,-15.139,15:30:00,,35.948,0.362,0.005,0.365,810,2.9,2.8,Mar 810 Puts,,,2.7
RUT 16P810,-1,,,,7.3,0.359,P,-8.695,0.104,O,6.45,,0,0.057,,198,-0.011,0.347,160415,,160203,-18.181,0.226,-16.533,15:30:00,,69.523,0.335,0.024,0.348,810,6.45,6.52,Apr 810 Puts,,,5.6
RUT 16R810,-1,,,,15.6,0.33,P,-13.909,0.114,O,14.9,,0,0.082,,89,-0.014,0.325,160617,,160203,-56.053,0.226,-15.706,15:30:00,,132.675,0.319,0.077,0.326,810,14.9,15.11,Jun 810 Puts,,,14.2
RUT 16U810,-1,,,,27.1,0.313,P,-18.033,0.111,O,25.65,,0,0.109,,,-0.014,0.305,160916,,160203,-124.996,0.226,-13.327,15:30:00,,202.331,0.298,0.14,0.307,810,25.65,26.01,Sep 810 Puts,,,24.2
RUT 16N820,-1,,,,0.6,0.438,P,-1.094,0.035,O,0.45,,0,0.022,,647,0.406,0.42,160219,,160203,-0.488,0.226,-9.3,15:30:00,,6.011,0.397,0,0.401,820,0.45,0.32,Feb 820 Puts,,,0.3
RUT 16O820,-1,,,,3.5,0.365,P,-5.874,0.095,O,3.3,,0,0.042,,998,0.012,0.36,160318,,160203,-7.381,0.226,-16.392,15:30:00,,40.325,0.355,0.008,0.359,820,3.3,3.26,Mar 820 Puts,,,3.1
RUT 16P820,6.82,1.58,6.82,4.65,8.1,0.353,P,-9.703,0.114,O,7.23,6.82,0,0.057,5.24,475,-0.011,0.342,160415,,160203,-20.297,0.226,-17.657,15:30:00,,75.392,0.33,0.032,0.343,820,7.23,7.31,Apr 820 Puts,,31,6.4
RUT 16R820,-1,,,,17,0.326,P,-15.045,0.122,O,16.25,,0,0.083,,27,-0.01,0.321,160617,,160203,-60.662,0.226,-16.372,15:30:00,,139.867,0.315,0.091,0.322,820,16.25,16.41,Jun 820 Puts,,,15.5
RUT 16U820,-1,,,,29.1,0.31,P,-19.169,0.117,O,27.55,,0,0.11,,23,-0.007,0.302,160916,,160203,-132.932,0.226,-13.725,15:30:00,,210.129,0.295,0.156,0.303,820,27.55,27.74,Sep 820 Puts,,,26
RUT 16B830,-1,,,,162.4,,C,98.701,0.042,O,159.9,,0,0.159,,3,-0.005,,160219,,160203,35.775,0.226,-8.363,15:30:00,,6.975,,1,0.386,830,-1.3,160.73,Feb 830 Calls,,,157.4
RUT 16C830,-1,,,,161.9,,C,93.133,0.109,O,161.15,,0,0.161,,4,-0.01,,160318,,160203,91.313,0.226,-18.716,15:30:00,,45.527,,0.987,0.354,830,-0.05,162.78,Mar 830 Calls,,,160.4
RUT 16D830,-1,,,,165.1,,C,89.45,0.125,O,162.95,,0,0.167,,,-0.015,,160415,,160203,141.455,0.226,-19.032,15:30:00,,80.127,,0.959,0.333,830,1.75,165.37,Apr 830 Calls,,,160.8
RUT 16F830,-1,,,,172.9,,C,84.289,0.131,O,170.35,,0,0.18,,5,-0.004,,160617,,160203,243.169,0.226,-17.09,15:30:00,,143.929,,0.894,0.308,830,9.15,171.11,Jun 830 Calls,,,167.8
RUT 16I830,-1,,,,180.5,0.3,C,80.33,0.125,O,177.15,,0,0.194,,21,-0.003,0.285,160916,,160203,376.339,0.226,-14.21,15:30:00,,213.458,0.269,0.827,0.287,830,15.95,177.71,Sep 830 Calls,,,173.8
RUT 16N830,0.38,0.07,0.38,0.38,0.6,0.414,P,-1.42,0.044,O,0.49,0.38,0,0.022,0.31,940,0.167,0.401,160219,,160203,-0.634,0.226,-9.84,15:30:00,,7.534,0.39,0,0.392,830,0.49,0.42,Feb 830 Puts,,1,0.4
RUT 16O830,3.6,1.01,3.6,2.62,4,0.357,P,-6.785,0.108,O,3.79,3.35,0,0.042,2.59,5136,-0.003,0.353,160318,,160203,-8.53,0.226,-17.879,15:30:00,,45.11,0.348,0.013,0.353,830,3.79,3.8,Mar 830 Puts,,36,3.6
RUT 16P830,-1,,,,9.1,0.348,P,-10.816,0.126,O,8.15,,0,0.057,,281,-0.006,0.337,160415,,160203,-22.636,0.226,-18.88,15:30:00,,81.573,0.325,0.041,0.337,830,8.15,8.2,Apr 830 Puts,,,7.2
RUT 16R830,-1,,,,18.5,0.321,P,-16.262,0.13,O,17.65,,0,0.083,,27,-0.01,0.316,160617,,160203,-65.6,0.226,-16.985,15:30:00,,147.197,0.31,0.106,0.317,830,17.65,17.83,Jun 830 Puts,,,16.8
RUT 16U830,-1,,,,31,0.306,P,-20.367,0.123,O,29.55,,0,0.11,,16,-0.001,0.299,160916,,160203,-141.305,0.226,-14.113,15:30:00,,217.947,0.292,0.173,0.299,830,29.55,29.58,Sep 830 Puts,,,28.1
RUT 16B840,-1,,,,152.5,,C,98.317,0.053,O,150,,0,0.149,,4,-0.006,,160219,,160203,36.042,0.226,-10.177,15:30:00,,8.713,,1,0.377,840,-1.2,150.84,Feb 840 Calls,,,147.5
RUT 16C840,-1,,,,152.7,,C,92.146,0.123,O,152,,0,0.153,,25,-0.009,,160318,,160203,91.274,0.226,-20.29,15:30:00,,50.439,,0.981,0.347,840,0.8,153.36,Mar 840 Calls,,,151.3
RUT 16D840,-1,,,,156,,C,88.294,0.137,O,153.9,,0,0.159,,5,-0.015,,160415,,160203,141.004,0.226,-20.083,15:30:00,,86.305,,0.947,0.326,840,2.7,156.26,Apr 840 Calls,,,151.8
RUT 16F840,-1,,,,164.6,0.317,C,82.988,0.139,O,162.1,,0,0.173,,5,-0.003,0.301,160617,,160203,241.593,0.226,-17.417,15:30:00,,151.542,0.284,0.877,0.304,840,10.9,162.59,Jun 840 Calls,,,159.6
RUT 16I840,-1,,,,172.7,0.297,C,79.024,0.132,O,169.35,,0,0.188,,,-0.002,0.282,160916,,160203,373.384,0.226,-14.643,15:30:00,,221.787,0.267,0.809,0.284,840,18.15,169.73,Sep 840 Calls,,,166
RUT 16N840,0.65,0.34,0.65,0.53,0.7,0.399,P,-1.841,0.057,O,0.63,0.65,0,0.022,0.31,1120,0.145,0.393,160219,,160203,-0.822,0.226,-11.948,15:30:00,,9.405,0.385,0,0.384,840,0.63,0.55,Feb 840 Puts,,34,0.55
RUT 16O840,3.85,0.84,3.85,3,4.6,0.35,P,-7.827,0.123,O,4.37,3.85,0,0.043,3.01,1145,-0.011,0.346,160318,,160203,-9.845,0.226,-19.456,15:30:00,,50.31,0.342,0.019,0.347,840,4.37,4.42,Mar 840 Puts,,26,4.2
RUT 16P840,8.57,3.12,8.57,6.96,10.1,0.342,P,-12.044,0.138,O,9.17,8.57,0,0.058,5.45,129,-0.003,0.331,160415,,160203,-25.218,0.226,-20.062,15:30:00,,88.047,0.321,0.053,0.332,840,9.17,9.2,Apr 840 Puts,,29,8.3
RUT 16R840,-1,,,,20.3,0.318,P,-17.562,0.138,O,19.45,,0,0.084,,70,0.005,0.313,160617,,160203,-70.883,0.226,-17.732,15:30:00,,154.631,0.307,0.123,0.312,840,19.45,19.36,Jun 840 Puts,,,18.6
RUT 16U840,-1,,,,33.2,0.303,P,-21.626,0.129,O,31.6,,0,0.111,,29,0.002,0.295,160916,,160203,-150.127,0.226,-14.418,15:30:00,,225.75,0.288,0.191,0.295,840,31.6,31.54,Sep 840 Puts,,,30
