Symbol,Last,Change,High,Low,Ask,Ask IV,Call/Put,Delta,Gamma,Item Type,Market Price,Open,Original Price,Pcnt To Double,Previous Close,Open Interest,Percent O/U,Mid IV,Exp.Date,Existing Posn.,Date,Rho,SV,Theta,Time,Trade,Vega,Bid IV,Prob.Finish.ITM,Projected Volty,Strike Price,Time Premium,Th.Price,Description,At Price,Volume,Bid
RUT,1205.7,3.6,1208.2,1202.1,,, ,1,0,I,1205.7,1208.2,0,,1202.1,,,,,,160715,,0.161,,15:30:00,,,,,,,,,RUT Index,0,,
RUT 16S980,-1,,,,,,P,0,0,O,-1,,0,,,1312,,,160715,,160715,0,0.161,0,15:30:00,,0,,,0.15,980,,0,Jul 980 Puts,,,
RUT 16T980,0.84,0.03,0.84,0.82,0.85,0.327,P,-1.768,0.036,O,0.78,0.82,0,0.028,0.81,4253,-0.025,0.323,160819,,160715,-2.113,0.161,-7.207,15:30:00,,16.348,0.317,0,0.324,980,0.78,0.8,Aug 980 Puts,,474,0.7
RUT 16U980,-1,,,,2.55,0.294,P,-4.201,0.061,O,2.47,,0,0.039,,446,-0.064,0.292,160916,,160715,-9.154,0.161,-9.878,15:30:00,,44.984,0.29,0.001,0.296,980,2.47,2.64,Sep 980 Puts,,,2.4
RUT 16X980,-1,,,,11.1,0.265,P,-10.559,0.088,O,10.75,,0,0.067,,70,-0.049,0.263,161216,,160715,-57.937,0.161,-11.735,15:30:00,,142.286,0.26,0.027,0.267,980,10.75,11.3,Dec 980 Puts,,,10.4
RUT 17O980,-1,,,,20.6,0.256,P,-14.554,0.092,O,19.85,,0,0.088,,2,-0.033,0.252,170317,,160715,-129.822,0.161,-11.146,15:30:00,,223.503,0.249,0.066,0.255,980,19.85,20.52,Mar17 980 Puts,,,19.1
RUT 16S990,-1,,,,,,P,0,0,O,-1,,0,,,1812,,,160715,,160715,0,0.161,0,15:30:00,,0,,,0.15,990,,0,Jul 990 Puts,,,
RUT 16T990,-1,,,,0.95,0.318,P,-1.974,0.041,O,0.88,,0,0.027,,1522,0,0.314,160819,,160715,-2.358,0.161,-7.826,15:30:00,,17.956,0.31,0,0.314,990,0.88,0.88,Aug 990 Puts,,,0.8
RUT 16U990,-1,,,,2.75,0.286,P,-4.607,0.067,O,2.7,,0,0.039,,550,-0.056,0.285,160916,,160715,-10.033,0.161,-10.454,15:30:00,,48.453,0.284,0.002,0.289,990,2.7,2.86,Sep 990 Puts,,,2.65
RUT 16X990,-1,,,,11.9,0.261,P,-11.286,0.094,O,11.55,,0,0.066,,190,-0.038,0.259,161216,,160715,-61.897,0.161,-12.189,15:30:00,,149.241,0.256,0.034,0.262,990,11.55,12.01,Dec 990 Puts,,,11.2
RUT 17O990,-1,,,,21.9,0.252,P,-15.391,0.097,O,21.25,,0,0.088,,7,-0.018,0.25,170317,,160715,-137.245,0.161,-11.515,15:30:00,,231.97,0.247,0.077,0.251,990,21.25,21.64,Mar17 990 Puts,,,20.6
RUT 16S1000,-1,,,,,,P,0,0,O,-1,,0,,,2391,,,160715,,160715,0,0.161,0,15:30:00,,0,,,0.15,1000,,0,Jul 1000 Puts,,,
RUT 16T1000,1.03,0.02,1.09,0.98,1.05,0.309,P,-2.211,0.046,O,0.95,1.01,0,0.027,1.01,4581,-0.021,0.304,160819,,160715,-2.64,0.161,-8.24,15:30:00,,19.767,0.299,0,0.305,1000,0.95,0.97,Aug 1000 Puts,,571,0.85
RUT 16U1000,-1,,,,3,0.279,P,-5.063,0.074,O,2.95,,0,0.038,,2140,-0.051,0.278,160916,,160715,-11.018,0.161,-11.069,15:30:00,,52.239,0.277,0.003,0.281,1000,2.95,3.11,Sep 1000 Puts,,,2.9
RUT 16X1000,-1,,,,12.7,0.256,P,-12.069,0.101,O,12.35,,0,0.066,,3848,-0.033,0.254,161216,,160715,-66.163,0.161,-12.595,15:30:00,,156.494,0.252,0.042,0.257,1000,12.35,12.77,Dec 1000 Puts,,,12
RUT 17O1000,-1,,,,23.2,0.249,P,-16.279,0.102,O,22.55,,0,0.087,,365,-0.013,0.246,170317,,160715,-145.135,0.161,-11.799,15:30:00,,240.647,0.243,0.088,0.247,1000,22.55,22.84,Mar17 1000 Puts,,,21.9
RUT 16G1010,-1,,,,,,C,100,0,O,-1,,0,,,5,,,160715,,160715,0,0.161,0,15:30:00,,0,,,0.15,1010,,195.7,Jul 1010 Calls,,,
RUT 16H1010,-1,,,,197.2,,C,95.514,0.073,O,195.35,,0,0.159,,20,-0.006,,160819,,160715,91.351,0.161,-17.756,15:30:00,,35.371,,1,0.345,1010,-0.35,196.46,Aug 1010 Calls,,,193.5
RUT 16I1010,-1,,,,198.2,,C,93.198,0.089,O,196.25,,0,0.161,,27,-0.005,,160916,,160715,159.239,0.161,-15.87,15:30:00,,65.802,,0.995,0.294,1010,0.55,197.27,Sep 1010 Calls,,,194.3
RUT 16L1010,-1,,,,202.9,0.256,C,87.335,0.107,O,201.2,,0,0.17,,,-0.002,0.246,161216,,160715,355.876,0.161,-13.451,15:30:00,,161.859,0.235,0.949,0.249,1010,5.5,201.69,Dec 1010 Calls,,,199.5
RUT 17C1010,-1,,,,209.4,0.245,C,83.066,0.108,O,207.65,,0,0.182,,1,-0.002,0.238,170317,,160715,524.841,0.161,-12.742,15:30:00,,246.844,0.231,0.899,0.24,1010,11.95,208.13,Mar17 1010 Calls,,,205.9
RUT 16S1010,-1,,,,,,P,0,0,O,-1,,0,,,4302,,,160715,,160715,0,0.161,0,15:30:00,,0,,,0.15,1010,,0,Jul 1010 Puts,,,
RUT 16T1010,-1,,,,1.15,0.3,P,-2.486,0.053,O,1.05,,0,0.027,,4593,-0.019,0.295,160819,,160715,-2.967,0.161,-8.835,15:30:00,,21.811,0.291,0,0.296,1010,1.05,1.07,Aug 1010 Puts,,,0.95
RUT 16U1010,-1,,,,3.3,0.273,P,-5.574,0.082,O,3.2,,0,0.038,,366,-0.056,0.271,160916,,160715,-12.124,0.161,-11.576,15:30:00,,56.37,0.269,0.005,0.274,1010,3.2,3.39,Sep 1010 Puts,,,3.1
RUT 16X1010,-1,,,,13.7,0.252,P,-12.913,0.108,O,13.35,,0,0.066,,2,-0.018,0.25,161216,,160715,-70.761,0.161,-13.061,15:30:00,,164.042,0.248,0.051,0.252,1010,13.35,13.59,Dec 1010 Puts,,,13
RUT 17O1010,-1,,,,24.5,0.245,P,-17.223,0.107,O,23.9,,0,0.087,,39,-0.01,0.242,170317,,160715,-153.519,0.161,-12.04,15:30:00,,249.514,0.24,0.101,0.243,1010,23.9,24.13,Mar17 1010 Puts,,,23.3
RUT 16G1020,-1,,,,,,C,100,0,O,-1,,0,,,25,,,160715,,160715,0,0.161,0,15:30:00,,0,,,0.15,1020,,185.7,Jul 1020 Calls,,,
RUT 16H1020,-1,,,,187.9,,C,95.142,0.081,O,185.95,,0,0.151,,34,-0.003,,160819,,160715,91.868,0.161,-18.269,15:30:00,,37.701,,1,0.333,1020,0.25,186.6,Aug 1020 Calls,,,184
RUT 16I1020,-1,,,,188.3,,C,92.623,0.098,O,186.4,,0,0.153,,16,-0.006,,160916,,160715,159.72,0.161,-16.391,15:30:00,,70.026,,0.993,0.286,1020,0.7,187.59,Sep 1020 Calls,,,184.5
RUT 16L1020,-1,,,,193.4,0.249,C,86.398,0.115,O,192,,0,0.163,,3,-0.003,0.24,161216,,160715,354.973,0.161,-13.747,15:30:00,,170.011,0.232,0.939,0.244,1020,6.3,192.64,Dec 1020 Calls,,,190.6
RUT 17C1020,-1,,,,200.9,0.241,C,82.043,0.114,O,199.2,,0,0.176,,,-0.002,0.235,170317,,160715,522.418,0.161,-13.06,15:30:00,,256.188,0.228,0.885,0.236,1020,13.5,199.58,Mar17 1020 Calls,,,197.5
RUT 16S1020,-1,,,,,,P,0,0,O,-1,,0,,,2535,,,160715,,160715,0,0.161,0,15:30:00,,0,,,0.15,1020,,0,Jul 1020 Puts,,,
RUT 16T1020,1.16,-0.2,1.24,1.05,1.3,0.292,P,-2.805,0.06,O,1.2,1.14,0,0.026,1.36,3258,0.008,0.288,160819,,160715,-3.345,0.161,-9.717,15:30:00,,24.123,0.283,0,0.287,1020,1.2,1.19,Aug 1020 Puts,,114,1.1
RUT 16U1020,-1,,,,3.7,0.267,P,-6.149,0.091,O,3.6,,0,0.037,,1201,-0.027,0.265,160916,,160715,-13.367,0.161,-12.496,15:30:00,,60.877,0.263,0.007,0.267,1020,3.6,3.7,Sep 1020 Puts,,,3.5
RUT 16X1020,-1,,,,14.7,0.248,P,-13.822,0.115,O,14.4,,0,0.065,,89,-0.006,0.246,161216,,160715,-75.717,0.161,-13.53,15:30:00,,171.881,0.244,0.061,0.247,1020,14.4,14.48,Dec 1020 Puts,,,14.1
RUT 17O1020,-1,,,,26.1,0.242,P,-18.223,0.113,O,25.45,,0,0.087,,4,-0.002,0.24,170317,,160715,-162.42,0.161,-12.363,15:30:00,,258.547,0.237,0.115,0.24,1020,25.45,25.5,Mar17 1020 Puts,,,24.8
RUT 16G1030,-1,,,,,,C,100,0,O,-1,,0,,,93,,,160715,,160715,0,0.161,0,15:30:00,,0,,,0.15,1030,,175.7,Jul 1030 Calls,,,
RUT 16H1030,-1,,,,178,,C,94.722,0.09,O,176.05,,0,0.143,,7,-0.004,,160819,,160715,92.326,0.161,-18.821,15:30:00,,40.276,,0.999,0.321,1030,0.35,176.76,Aug 1030 Calls,,,174.1
RUT 16I1030,-1,,,,178.6,,C,91.982,0.108,O,176.85,,0,0.146,,71,-0.006,,160916,,160715,160.056,0.161,-16.938,15:30:00,,74.598,,0.99,0.277,1030,1.15,177.94,Sep 1030 Calls,,,175.1
RUT 16L1030,-1,,,,184.9,0.247,C,85.389,0.123,O,183.25,,0,0.157,,4,-0.002,0.237,161216,,160715,353.672,0.161,-14.322,15:30:00,,178.445,0.228,0.926,0.24,1030,7.55,183.66,Dec 1030 Calls,,,181.6
RUT 17C1030,-1,,,,192.5,0.238,C,80.962,0.12,O,190.8,,0,0.17,,,-0.002,0.232,170317,,160715,519.471,0.161,-13.37,15:30:00,,265.637,0.225,0.87,0.233,1030,15.1,191.11,Mar17 1030 Calls,,,189.1
