Symbol,Last,Change,High,Low,Ask,Ask IV,Call/Put,Delta,Gamma,Item Type,Market Price,Open,Original Price,Pcnt To Double,Previous Close,Open Interest,Percent O/U,Mid IV,Exp.Date,Existing Posn.,Date,Rho,SV,Theta,Time,Trade,Vega,Bid IV,Prob.Finish.ITM,Projected Volty,Strike Price,Time Premium,Th.Price,Description,At Price,Volume,Bid
RUT,1184.7,7.3,1185.8,1179.2,,, ,1,0,I,1184.7,1181.7,0,,1177.4,,,,,,160711,,0.178,,15:30:00,,,,,,,,,RUT Index,0,,
RUT 16S960,-1,,,,0.05,,P,-0.116,0.005,O,0.03,,0,0.015,,1742,,,160715,,160711,-0.015,0.178,-2.312,15:30:00,,0.48,,0,0.667,960,0.03,0.03,Jul 960 Puts,,,
RUT 16T960,1,-0.23,1,0.98,1.1,0.327,P,-2.109,0.041,O,1.05,1,0,0.03,1.23,813,0.04,0.325,160819,,160711,-2.767,0.178,-8.171,15:30:00,,19.686,0.322,0,0.323,960,1.05,1.01,Aug 960 Puts,,21,1
RUT 16U960,-1,,,,2.95,0.298,P,-4.296,0.062,O,2.83,,0,0.04,,375,0.04,0.295,160916,,160711,-9.788,0.178,-10.308,15:30:00,,46.39,0.292,0.003,0.293,960,2.83,2.72,Sep 960 Puts,,,2.7
RUT 16X960,-1,,,,11.8,0.27,P,-10.764,0.089,O,11.2,,0,0.068,,264,-0.038,0.266,161216,,160711,-59.639,0.178,-11.763,15:30:00,,143.47,0.262,0.041,0.269,960,11.2,11.64,Dec 960 Puts,,,10.6
RUT 17O960,-1,,,,21.9,0.263,P,-14.716,0.092,O,20.6,,0,0.09,,,-0.013,0.257,170317,,160711,-131.289,0.178,-11.23,15:30:00,,222.79,0.251,0.086,0.258,960,20.6,20.88,Mar17 960 Puts,,,19.3
RUT 16S970,-1,,,,0.05,,P,-0.129,0.005,O,0.03,,0,0.014,,1190,,,160715,,160711,-0.017,0.178,-2.475,15:30:00,,0.529,,0,0.64,970,0.03,0.03,Jul 970 Puts,,,
RUT 16T970,1.07,-0.32,1.07,1.07,1.2,0.318,P,-2.375,0.046,O,1.15,1.07,0,0.03,1.39,1266,0.027,0.316,160819,,160711,-3.115,0.178,-8.743,15:30:00,,21.762,0.313,0,0.314,970,1.15,1.12,Aug 970 Puts,,10,1.1
RUT 16U970,-1,,,,3.2,0.29,P,-4.779,0.069,O,3.08,,0,0.04,,917,0.023,0.288,160916,,160711,-10.886,0.178,-10.86,15:30:00,,50.533,0.286,0.005,0.287,970,3.08,3.01,Sep 970 Puts,,,2.95
RUT 16X970,-1,,,,12.6,0.266,P,-11.56,0.095,O,12.1,,0,0.068,,201,-0.03,0.263,161216,,160711,-64.043,0.178,-12.236,15:30:00,,150.965,0.259,0.049,0.265,970,12.1,12.48,Dec 970 Puts,,,11.6
RUT 17O970,-1,,,,23,0.258,P,-15.611,0.097,O,21.95,,0,0.09,,2,-0.01,0.254,170317,,160711,-139.289,0.178,-11.521,15:30:00,,231.68,0.249,0.097,0.255,970,21.95,22.17,Mar17 970 Puts,,,20.9
RUT 16S980,-1,,,,0.05,,P,-0.144,0.006,O,0.03,,0,0.014,,1312,,,160715,,160711,-0.019,0.178,-2.663,15:30:00,,0.587,,0,0.614,980,0.03,0.03,Jul 980 Puts,,,
RUT 16T980,1.3,-0.25,1.3,1.21,1.35,0.31,P,-2.683,0.052,O,1.28,1.24,0,0.029,1.55,4522,0.024,0.307,160819,,160711,-3.517,0.178,-9.366,15:30:00,,24.093,0.304,0.001,0.306,980,1.28,1.25,Aug 980 Puts,,23,1.2
RUT 16U980,-1,,,,3.6,0.285,P,-5.322,0.076,O,3.45,,0,0.04,,406,0.033,0.283,160916,,160711,-12.12,0.178,-11.654,15:30:00,,55.045,0.28,0.007,0.281,980,3.45,3.34,Sep 980 Puts,,,3.3
RUT 16X980,-1,,,,13.8,0.263,P,-12.415,0.102,O,13.25,,0,0.068,,70,-0.01,0.26,161216,,160711,-68.777,0.178,-12.82,15:30:00,,158.739,0.256,0.059,0.261,980,13.25,13.39,Dec 980 Puts,,,12.7
RUT 17O980,-1,,,,24.3,0.254,P,-16.555,0.102,O,23.2,,0,0.09,,1,-0.014,0.25,170317,,160711,-147.739,0.178,-11.767,15:30:00,,240.714,0.245,0.11,0.251,980,23.2,23.54,Mar17 980 Puts,,,22.1
RUT 16G990,-1,,,,196.8,,C,99.716,0.011,O,195.05,,0,0.163,,6,0.003,,160715,,160711,10.804,0.178,-5.939,15:30:00,,1.084,,1,0.627,990,0.35,194.56,Jul 990 Calls,,,193.3
RUT 16H990,-1,,,,196.6,,C,94.227,0.083,O,195.05,,0,0.162,,82,-0.006,,160819,,160711,98.012,0.178,-20.96,15:30:00,,44.798,,0.999,0.359,990,0.35,196.25,Aug 990 Calls,,,193.5
RUT 16I990,-1,,,,196.8,,C,91.932,0.096,O,195.4,,0,0.164,,79,-0.01,,160916,,160711,162.941,0.178,-18.017,15:30:00,,75.885,,0.99,0.309,990,0.7,197.29,Sep 990 Calls,,,194
RUT 16L990,-1,,,,202,0.261,C,86.73,0.109,O,200.5,,0,0.173,,50,-0.003,0.252,161216,,160711,354.076,0.178,-13.779,15:30:00,,166.233,0.243,0.931,0.256,990,5.8,201.12,Dec 990 Calls,,,199
RUT 17C990,-1,,,,208.2,0.249,C,82.662,0.108,O,206.45,,0,0.185,,,-0.004,0.242,170317,,160711,518.344,0.178,-12.781,15:30:00,,247.944,0.235,0.876,0.245,990,11.75,207.19,Mar17 990 Calls,,,204.7
RUT 16S990,0.04,0,0.05,0.04,0.1,,P,-0.162,0.007,O,0.05,0.04,0,0.013,0.04,1814,,,160715,,160711,-0.021,0.178,-2.881,15:30:00,,0.655,,0,0.589,990,0.05,0.03,Jul 990 Puts,,2,
RUT 16T990,1.36,-0.39,1.5,1.36,1.5,0.301,P,-3.038,0.06,O,1.42,1.36,0,0.029,1.75,1652,0.014,0.298,160819,,160711,-3.98,0.178,-10.047,15:30:00,,26.713,0.296,0.001,0.298,990,1.42,1.4,Aug 990 Puts,,16,1.35
RUT 16U990,-1,,,,3.8,0.276,P,-5.932,0.085,O,3.7,,0,0.04,,498,-0.003,0.275,160916,,160711,-13.507,0.178,-12.134,15:30:00,,59.951,0.273,0.01,0.275,990,3.7,3.71,Sep 990 Puts,,,3.6
RUT 16X990,-1,,,,14.8,0.259,P,-13.335,0.109,O,14.25,,0,0.068,,190,-0.008,0.256,161216,,160711,-73.866,0.178,-13.303,15:30:00,,166.782,0.252,0.069,0.256,990,14.25,14.37,Dec 990 Puts,,,13.7
RUT 17O990,-1,,,,26.2,0.253,P,-17.552,0.108,O,24.95,,0,0.09,,7,-0.002,0.248,170317,,160711,-156.66,0.178,-12.173,15:30:00,,249.866,0.243,0.124,0.248,990,24.95,24.99,Mar17 990 Puts,,,23.7
RUT 16G1000,-1,,,,186.8,,C,99.68,0.013,O,185.05,,0,0.154,,39,0.003,,160715,,160711,10.909,0.178,-6.38,15:30:00,,1.208,,1,0.6,1000,0.35,184.56,Jul 1000 Calls,,,183.3
RUT 16H1000,183.4,5.2,184.01,183.4,186.5,,C,93.772,0.091,O,184.97,183.4,0,0.154,178.2,46,-0.008,,160819,,160711,98.485,0.178,-21.502,15:30:00,,47.535,,0.998,0.347,1000,0.27,186.45,Aug 1000 Calls,,7,183.6
RUT 16I1000,-1,,,,186.9,,C,91.291,0.104,O,185.4,,0,0.157,,48,-0.012,,160916,,160711,163.318,0.178,-18.539,15:30:00,,80.36,,0.986,0.301,1000,0.7,187.68,Sep 1000 Calls,,,183.9
RUT 16L1000,-1,,,,193.1,0.256,C,85.742,0.116,O,191.7,,0,0.167,,508,-0.003,0.248,161216,,160711,352.928,0.178,-14.271,15:30:00,,174.554,0.24,0.918,0.251,1000,7,192.19,Dec 1000 Calls,,,190.3
RUT 17C1000,-1,,,,200.1,0.247,C,81.602,0.114,O,198.2,,0,0.179,,1,-0.003,0.24,170317,,160711,515.653,0.178,-13.16,15:30:00,,257.35,0.232,0.862,0.242,1000,13.5,198.77,Mar17 1000 Calls,,,196.3
RUT 16S1000,0.05,0.01,0.06,0.02,0.1,,P,-0.185,0.008,O,0.05,0.03,0,0.013,0.04,2498,,,160715,,160711,-0.024,0.178,-3.138,15:30:00,,0.736,,0,0.563,1000,0.05,0.04,Jul 1000 Puts,,11,
RUT 16T1000,1.62,-0.26,1.65,1.51,1.65,0.292,P,-3.449,0.068,O,1.58,1.56,0,0.029,1.88,5155,0,0.29,160819,,160711,-4.518,0.178,-10.789,15:30:00,,29.658,0.287,0.002,0.29,1000,1.58,1.58,Aug 1000 Puts,,364,1.5
RUT 16U1000,4.11,-0.69,4.2,4.11,4.3,0.271,P,-6.618,0.095,O,4.15,4.13,0,0.039,4.8,2049,0.007,0.269,160916,,160711,-15.067,0.178,-13.011,15:30:00,,65.276,0.267,0.014,0.269,1000,4.15,4.12,Sep 1000 Puts,,157,4
RUT 16X1000,15.45,-2.05,15.45,15.45,15.9,0.255,P,-14.321,0.116,O,15.4,15.45,0,0.068,17.5,3848,-0.002,0.252,161216,,160711,-79.332,0.178,-13.787,15:30:00,,175.078,0.249,0.082,0.252,1000,15.4,15.43,Dec 1000 Puts,,1,14.9
RUT 17O1000,-1,,,,27.8,0.25,P,-18.602,0.113,O,26.55,,0,0.091,,375,0,0.245,170317,,160711,-166.072,0.178,-12.449,15:30:00,,259.11,0.24,0.138,0.245,1000,26.55,26.54,Mar17 1000 Puts,,,25.3
RUT 16G1010,-1,,,,176.8,,C,99.636,0.015,O,175.05,,0,0.146,,5,0.003,,160715,,160711,11.013,0.178,-6.896,15:30:00,,1.356,,1,0.574,1010,0.35,174.57,Jul 1010 Calls,,,173.3
RUT 16H1010,-1,,,,176.6,,C,93.262,0.101,O,175.1,,0,0.146,,23,-0.009,,160819,,160711,98.886,0.178,-22.078,15:30:00,,50.531,,0.997,0.335,1010,0.4,176.67,Aug 1010 Calls,,,173.6
RUT 16I1010,-1,,,,177.6,,C,90.581,0.114,O,176.25,,0,0.149,,27,-0.01,,160916,,160711,163.538,0.178,-19.081,15:30:00,,85.165,,0.98,0.292,1010,1.55,178.11,Sep 1010 Calls,,,174.9
RUT 16L1010,-1,,,,184.5,0.254,C,84.682,0.124,O,183,,0,0.16,,,-0.002,0.245,161216,,160711,351.375,0.178,-14.817,15:30:00,,183.113,0.237,0.905,0.247,1010,8.3,183.34,Dec 1010 Calls,,,181.5
RUT 17C1010,-1,,,,191.9,0.244,C,80.486,0.12,O,190,,0,0.173,,1,-0.002,0.237,170317,,160711,512.444,0.178,-13.49,15:30:00,,266.818,0.23,0.846,0.239,1010,15.3,190.44,Mar17 1010 Calls,,,188.1
RUT 16S1010,-1,,,,0.1,,P,-0.212,0.01,O,0.05,,0,0.012,,4778,,,160715,,160711,-0.028,0.178,-3.441,15:30:00,,0.833,,0,0.538,1010,0.05,0.04,Jul 1010 Puts,,,
RUT 16T1010,1.75,-0.44,1.83,1.75,1.85,0.284,P,-3.927,0.078,O,1.77,1.77,0,0.029,2.19,4978,-0.006,0.281,160819,,160711,-5.141,0.178,-11.598,15:30:00,,32.969,0.279,0.003,0.282,1010,1.77,1.78,Aug 1010 Puts,,159,1.7
RUT 16U1010,4.63,-0.69,4.63,4.58,4.7,0.265,P,-7.39,0.105,O,4.6,4.58,0,0.039,5.32,205,0.002,0.263,160916,,160711,-16.823,0.178,-13.782,15:30:00,,71.043,0.262,0.02,0.263,1010,4.6,4.59,Sep 1010 Puts,,129,4.5
RUT 16X1010,16.6,-10.31,16.6,16.6,17.1,0.251,P,-15.381,0.124,O,16.55,16.6,0,0.069,26.91,3,-0.002,0.248,161216,,160711,-85.203,0.178,-14.215,15:30:00,,183.611,0.245,0.095,0.248,1010,16.55,16.58,Dec 1010 Puts,,1,16
RUT 17O1010,-1,,,,29.5,0.246,P,-19.708,0.119,O,28.25,,0,0.091,,39,0.002,0.242,170317,,160711,-175.994,0.178,-12.757,15:30:00,,268.415,0.237,0.154,0.241,1010,28.25,28.18,Mar17 1010 Puts,,,27
RUT 16G1020,-1,,,,167.6,,C,99.583,0.018,O,165.8,,0,0.137,,26,0.007,,160715,,160711,11.115,0.178,-7.503,15:30:00,,1.533,,1,0.548,1020,1.1,164.58,Jul 1020 Calls,,,164
RUT 16H1020,-1,,,,167.2,,C,92.686,0.111,O,165.65,,0,0.138,,61,-0.008,,160819,,160711,99.201,0.178,-22.692,15:30:00,,53.813,,0.995,0.324,1020,0.95,166.92,Aug 1020 Calls,,,164.1
RUT 16I1020,-1,,,,168.1,,C,89.793,0.124,O,166.8,,0,0.142,,16,-0.011,,160916,,160711,163.581,0.178,-19.641,15:30:00,,90.319,,0.973,0.284,1020,2.1,168.58,Sep 1020 Calls,,,165.5
RUT 16L1020,-1,,,,175.7,0.249,C,83.546,0.132,O,174.3,,0,0.154,,3,-0.002,0.242,161216,,160711,349.391,0.178,-15.305,15:30:00,,191.885,0.234,0.89,0.243,1020,9.6,174.59,Dec 1020 Calls,,,172.9
RUT 17C1020,-1,,,,183.7,0.241,C,79.311,0.125,O,182.15,,0,0.168,,,0,0.236,170317,,160711,508.698,0.178,-13.892,15:30:00,,276.312,0.23,0.83,0.236,1020,17.45,182.22,Mar17 1020 Calls,,,180.6
RUT 16S1020,-1,,,,0.1,,P,-0.245,0.012,O,0.05,,0,0.012,,3218,,,160715,,160711,-0.032,0.178,-3.803,15:30:00,,0.951,,0,0.513,1020,0.05,0.05,Jul 1020 Puts,,,
RUT 16T1020,1.98,-0.4,2.04,1.96,2.1,0.277,P,-4.482,0.089,O,2.02,2.02,0,0.028,2.38,3838,0,0.274,160819,,160711,-5.867,0.178,-12.653,15:30:00,,36.69,0.272,0.005,0.274,1020,2.02,2.02,Aug 1020 Puts,,206,1.95
RUT 16U1020,5.22,-1.2,5.22,5.04,5.2,0.258,P,-8.258,0.117,O,5.11,5.22,0,0.039,6.42,1147,-0.004,0.257,160916,,160711,-18.798,0.178,-14.671,15:30:00,,77.273,0.256,0.027,0.257,1020,5.11,5.13,Sep 1020 Puts,,20,5
RUT 16X1020,17.96,-10.88,17.96,17.96,18.4,0.247,P,-16.518,0.132,O,17.9,17.96,0,0.069,28.84,97,0.004,0.244,161216,,160711,-91.512,0.178,-14.695,15:30:00,,192.364,0.242,0.11,0.244,1020,17.9,17.82,Dec 1020 Puts,,1,17.4
RUT 17O1020,-1,,,,31.3,0.243,P,-20.872,0.125,O,30.05,,0,0.091,,4,0.004,0.239,170317,,160711,-186.445,0.178,-13.014,15:30:00,,277.746,0.234,0.17,0.238,1020,30.05,29.92,Mar17 1020 Puts,,,28.8
RUT 16G1030,-1,,,,156.5,,C,99.517,0.022,O,154.75,,0,0.129,,94,0.001,,160715,,160711,11.216,0.178,-8.225,15:30:00,,1.748,,1,0.522,1030,0.05,154.59,Jul 1030 Calls,,,153
RUT 16H1030,-1,,,,157.2,,C,92.036,0.123,O,155.8,,0,0.131,,6,-0.009,,160819,,160711,99.419,0.178,-23.343,15:30:00,,57.414,,0.991,0.312,1030,1.1,157.2,Aug 1030 Calls,,,154.4
RUT 16I1030,-1,,,,158.7,,C,88.916,0.136,O,157.4,,0,0.135,,71,-0.011,,160916,,160711,163.423,0.178,-20.218,15:30:00,,95.845,,0.964,0.275,1030,2.7,159.11,Sep 1030 Calls,,,156.1
RUT 16L1030,-1,,,,167.3,0.246,C,82.327,0.14,O,165.85,,0,0.148,,4,-0.001,0.239,161216,,160711,346.95,0.178,-15.841,15:30:00,,200.838,0.232,0.873,0.239,1030,11.15,165.94,Dec 1030 Calls,,,164.4
RUT 17C1030,-1,,,,175.4,0.237,C,78.076,0.131,O,173.75,,0,0.162,,,-0.002,0.232,170317,,160711,504.396,0.178,-14.076,15:30:00,,285.791,0.226,0.813,0.233,1030,19.05,174.11,Mar17 1030 Calls,,,172.1
RUT 16S1030,0.03,-0.05,0.07,0.03,0.15,,P,-0.286,0.015,O,0.07,0.07,0,0.012,0.08,3971,,,160715,,160711,-0.038,0.178,-4.24,15:30:00,,1.096,,0,0.488,1030,0.07,0.05,Jul 1030 Puts,,44,
