Symbol,Last,Change,High,Low,Ask,Ask IV,Call/Put,Delta,Gamma,Item Type,Market Price,Open,Original Price,Pcnt To Double,Previous Close,Open Interest,Percent O/U,Mid IV,Exp.Date,Existing Posn.,Date,Rho,SV,Theta,Time,Trade,Vega,Bid IV,Prob.Finish.ITM,Projected Volty,Strike Price,Time Premium,Th.Price,Description,At Price,Volume,Bid
RUT,1503.1,0.4,1505.1,1501.6,,, ,1,0,I,1503.1,1502.4,0,,1502.7,,,,,,171017,,0.05,,15:30:00,,,,,,,,,RUT Index,0,,
RUT 17V1270,-1,,,,0.2,0.75,P,-0.198,0.007,O,0.2,,0,0.013,,1372,,,171020,,171017,-0.025,0.05,-4.811,15:30:00,,0.861,,0,0.652,1270,0.2,0.05,Oct 1270 Puts,,,
RUT 17W1270,-1,,,,1.2,0.299,P,-2.235,0.041,O,1.08,,0,0.025,,567,-0.027,0.294,171117,,171017,-2.941,0.05,-10.547,15:30:00,,23.435,0.288,0,0.295,1270,1.08,1.11,Nov 1270 Puts,,,0.95
RUT 17X1270,-1,,,,2.6,0.25,P,-3.959,0.057,O,2.35,,0,0.031,,428,-0.049,0.245,171215,,171017,-9.984,0.05,-10.097,15:30:00,,51.874,0.24,0,0.247,1270,2.35,2.47,Dec 1270 Puts,,,2.1
RUT 18M1270,-1,,,,5.2,0.23,P,-6.36,0.072,O,4.85,,0,0.04,,32,-0.038,0.227,180119,,171017,-25.805,0.05,-10.851,15:30:00,,95.357,0.223,0,0.229,1270,4.85,5.04,Jan18 1270 Puts,,,4.5
RUT 18O1270,-1,,,,10.8,0.222,P,-10.141,0.083,O,10.45,,0,0.054,,109,-0.045,0.22,180316,,171017,-66.761,0.05,-11.631,15:30:00,,170.893,0.218,0,0.223,1270,10.45,10.94,Mar18 1270 Puts,,,10.1
RUT 17V1280,-1,,,,0.2,0.719,P,-0.21,0.008,O,0.2,,0,0.013,,1637,,,171020,,171017,-0.026,0.05,-4.91,15:30:00,,0.909,,0,0.626,1280,0.2,0.05,Oct 1280 Puts,,,
RUT 17W1280,-1,,,,1.3,0.291,P,-2.431,0.046,O,1.18,,0,0.024,,512,0,0.287,171117,,171017,-3.196,0.05,-11.178,15:30:00,,25.149,0.281,0,0.287,1280,1.18,1.18,Nov 1280 Puts,,,1.05
RUT 17X1280,2.5,-0.45,2.5,2.5,2.8,0.244,P,-4.313,0.063,O,2.55,2.5,0,0.031,2.95,201,-0.041,0.239,171215,,171017,-10.873,0.05,-10.651,15:30:00,,55.602,0.234,0,0.241,1280,2.55,2.66,Dec 1280 Puts,,1,2.3
RUT 18M1280,-1,,,,5.6,0.226,P,-6.85,0.078,O,5.2,,0,0.039,,5,-0.033,0.222,180119,,171017,-27.78,0.05,-11.24,15:30:00,,100.988,0.218,0,0.224,1280,5.2,5.38,Jan18 1280 Puts,,,4.8
RUT 18O1280,-1,,,,11.5,0.218,P,-10.769,0.088,O,11.15,,0,0.054,,25,-0.034,0.216,180316,,171017,-70.86,0.05,-12.043,15:30:00,,178.47,0.214,0,0.218,1280,11.15,11.54,Mar18 1280 Puts,,,10.8
RUT 17V1290,-1,,,,0.1,,P,-0.224,0.009,O,0.05,,0,0.012,,3540,,,171020,,171017,-0.028,0.05,-5.025,15:30:00,,0.963,,0,0.599,1290,0.05,0.05,Oct 1290 Puts,,,
RUT 17W1290,-1,,,,1.4,0.283,P,-2.652,0.05,O,1.23,,0,0.024,,437,-0.024,0.276,171117,,171017,-3.485,0.05,-11.377,15:30:00,,27.051,0.269,0,0.278,1290,1.23,1.26,Nov 1290 Puts,,,1.05
RUT 17X1290,-1,,,,3,0.237,P,-4.709,0.069,O,2.75,,0,0.03,,233,-0.042,0.233,171215,,171017,-11.865,0.05,-11.152,15:30:00,,59.664,0.229,0,0.235,1290,2.75,2.87,Dec 1290 Puts,,,2.5
RUT 18M1290,-1,,,,5.9,0.22,P,-7.388,0.084,O,5.55,,0,0.039,,16,-0.035,0.217,180119,,171017,-29.946,0.05,-11.645,15:30:00,,107.001,0.213,0,0.219,1290,5.55,5.75,Jan18 1290 Puts,,,5.2
RUT 18O1290,-1,,,,12.3,0.215,P,-11.447,0.094,O,11.95,,0,0.053,,20,-0.02,0.213,180316,,171017,-75.288,0.05,-12.397,15:30:00,,186.423,0.211,0,0.214,1290,11.95,12.19,Mar18 1290 Puts,,,11.6
RUT 17J1300,205.5,-6.66,205.5,205.5,204.9,,C,96.5,0.063,O,204.07,205.5,0,0.133,212.16,115,-0.004,,171020,,171017,10.23,0.05,-130.142,15:30:00,,10.543,,1,0.905,1300,0.97,204.91,Oct 1300 Calls,,1,203.1
