Symbol,Last,Change,High,Low,Ask,Ask IV,Call/Put,Delta,Gamma,Item Type,Market Price,Open,Original Price,Pcnt To Double,Previous Close,Open Interest,Percent O/U,Mid IV,ExpDate,Existing Posn.,Date,Rho,SV,Theta,Time,Trade,Vega,Bid IV,Prob.Finish.ITM,Projected Volty,Strike Price,Time Premium,Th.Price,Description,At Price,Volume,Bid
RUT,1368,-5.4,1374.5,1364.1,,, ,1,0,I,1368,1370,0,,1373.4,,,,,,161214,,0.107,,15:30:00,,,,,,,,,RUT Index,0,,
RUT 16X1120,0.02,-0.02,0.02,0.02,0.05,,P,-0.006,0,O,0.02,0.02,0,0.009,0.04,1707,,,161216,,161214,0,0.107,-0.102,15:30:00,,0.025,,0,0.708,1120,0.02,0,Dec 1120 Puts,,2,
RUT 17M1120,0.91,-0.1,0.91,0.91,1.1,0.316,P,-1.717,0.032,O,0.85,0.91,0,0.027,1.01,861,0.012,0.304,170120,,161214,-2.459,0.107,-7.446,15:30:00,,18.625,0.289,0,0.303,1120,0.85,0.84,Jan17 1120 Puts,,1,0.6
RUT 17N1120,-1,,,,3.5,0.294,P,-4.256,0.055,O,2.9,,0,0.038,,95,-0.024,0.283,170217,,161214,-10.855,0.107,-11.034,15:30:00,,52.462,0.271,0,0.284,1120,2.9,2.97,Feb17 1120 Puts,,,2.3
RUT 17O1120,-1,,,,6.4,0.281,P,-6.663,0.068,O,5.75,,0,0.048,,766,-0.017,0.274,170317,,161214,-24.597,0.107,-12.86,15:30:00,,89.334,0.267,0,0.275,1120,5.75,5.85,Mar17 1120 Puts,,,5.1
RUT 17R1120,-1,,,,19.9,0.277,P,-12.665,0.081,O,17.6,,0,0.077,,2,-0.006,0.266,170616,,161214,-95.579,0.107,-14.175,15:30:00,,201.169,0.254,0.004,0.267,1120,17.6,17.71,Jun17 1120 Puts,,,15.3
RUT 16X1130,-1,,,,0.25,,P,-0.007,0,O,0.25,,0,0.009,,2212,,,161216,,161214,-0.001,0.107,-0.123,15:30:00,,0.031,,0,0.686,1130,0.25,0,Dec 1130 Puts,,,
RUT 17M1130,-1,,,,1.2,0.308,P,-1.952,0.037,O,0.93,,0,0.027,,601,-0.021,0.296,170120,,161214,-2.795,0.107,-7.939,15:30:00,,20.773,0.28,0,0.297,1130,0.93,0.95,Jan17 1130 Puts,,,0.65
RUT 17N1130,-1,,,,3.8,0.288,P,-4.729,0.061,O,3.22,,0,0.038,,1971,-0.024,0.278,170217,,161214,-12.061,0.107,-11.835,15:30:00,,57.094,0.268,0,0.28,1130,3.22,3.3,Feb17 1130 Puts,,,2.65
RUT 17O1130,-1,,,,7,0.278,P,-7.279,0.074,O,6.3,,0,0.048,,168,-0.017,0.271,170317,,161214,-26.877,0.107,-13.584,15:30:00,,95.616,0.263,0,0.272,1130,6.3,6.41,Mar17 1130 Puts,,,5.6
RUT 17R1130,-1,,,,21.1,0.274,P,-13.439,0.085,O,18.75,,0,0.077,,,-0.004,0.263,170616,,161214,-101.436,0.107,-14.592,15:30:00,,209.564,0.252,0.006,0.264,1130,18.75,18.83,Jun17 1130 Puts,,,16.4
