Symbol,Last,Change,High,Low,Ask,Ask IV,Call/Put,Delta,Gamma,Item Type,Market Price,Open,Original Price,Pcnt To Double,Previous Close,Open Interest,Percent O/U,Mid IV,ExpDate,Existing Posn.,Date,Rho,SV,Theta,Time,Trade,Vega,Bid IV,Prob.Finish.ITM,Projected Volty,Strike Price,Time Premium,Th.Price,Description,At Price,Volume,Bid
RUT,1359.2,-7.9,1367.1,1356.5,,, ,1,0,I,1359.2,1366.1,0,,1367.1,,,,,,170109,,0.105,,15:30:00,,,,,,,,,RUT Index,0,,
RUT 17M1130,-1,,,,0.3,0.451,P,-0.108,0.004,O,0.3,,0,0.013,,436,,,170120,,170109,-0.045,0.105,-1.12,15:30:00,,0.865,,0,0.35,1130,0.3,0.03,Jan 1130 Puts,,,
RUT 17N1130,-1,,,,1.25,0.294,P,-2.379,0.043,O,1.15,,0,0.028,,1917,-0.042,0.29,170217,,170109,-3.573,0.105,-8.817,15:30:00,,25.04,0.286,0,0.292,1130,1.15,1.2,Feb 1130 Puts,,,1.05
RUT 17O1130,-1,,,,4,0.28,P,-5.501,0.068,O,3.75,,0,0.04,,156,-0.058,0.276,170317,,170109,-14.407,0.105,-12.787,15:30:00,,64.966,0.272,0,0.28,1130,3.75,3.98,Mar 1130 Puts,,,3.5
RUT 17R1130,-1,,,,16.5,0.268,P,-12.796,0.088,O,16.05,,0,0.071,,,-0.028,0.266,170616,,170109,-82.015,0.105,-15.199,15:30:00,,186.938,0.263,0.004,0.268,1130,16.05,16.52,Jun 1130 Puts,,,15.6
RUT 17M1140,-1,,,,0.3,0.432,P,-0.132,0.005,O,0.3,,0,0.013,,4288,,,170120,,170109,-0.055,0.105,-1.318,15:30:00,,1.039,,0,0.34,1140,0.3,0.03,Jan 1140 Puts,,,
RUT 17N1140,-1,,,,1.6,0.294,P,-2.695,0.049,O,1.38,,0,0.027,,609,0.022,0.287,170217,,170109,-4.048,0.105,-10.077,15:30:00,,27.799,0.278,0,0.286,1140,1.38,1.35,Feb 1140 Puts,,,1.15
RUT 17O1140,-1,,,,4.4,0.275,P,-6.034,0.075,O,4.1,,0,0.04,,996,-0.057,0.271,170317,,170109,-15.8,0.105,-13.506,15:30:00,,69.857,0.267,0,0.275,1140,4.1,4.35,Mar 1140 Puts,,,3.8
RUT 17R1140,-1,,,,17.6,0.265,P,-13.582,0.093,O,17.15,,0,0.071,,10,-0.021,0.262,170616,,170109,-87.049,0.105,-15.671,15:30:00,,194.769,0.26,0.005,0.264,1140,17.15,17.51,Jun 1140 Puts,,,16.7
RUT 17M1150,-1,,,,0.3,0.413,P,-0.163,0.007,O,0.2,,0,0.012,,1577,,0.393,170120,,170109,-0.068,0.105,-6.865,15:30:00,,1.255,,0,0.33,1150,0.2,0.04,Jan 1150 Puts,,,0.1
RUT 17N1150,-1,,,,1.7,0.285,P,-3.059,0.056,O,1.5,,0,0.027,,2921,-0.013,0.279,170217,,170109,-4.594,0.105,-10.626,15:30:00,,30.879,0.272,0,0.28,1150,1.5,1.52,Feb 1150 Puts,,,1.3
RUT 17O1150,-1,,,,4.9,0.271,P,-6.624,0.082,O,4.55,,0,0.04,,3481,-0.044,0.266,170317,,170109,-17.343,0.105,-14.346,15:30:00,,75.108,0.262,0,0.269,1150,4.55,4.76,Mar 1150 Puts,,,4.2
RUT 17R1150,-1,,,,18.8,0.261,P,-14.417,0.098,O,18.35,,0,0.071,,1473,-0.012,0.259,170616,,170109,-92.395,0.105,-16.203,15:30:00,,202.805,0.257,0.008,0.26,1150,18.35,18.58,Jun 1150 Puts,,,17.9
RUT 17U1150,-1,,,,32.3,0.258,P,-18.581,0.092,O,31.75,,0,0.097,,275,-0.028,0.256,170915,,170109,-193.288,0.105,-14.695,15:30:00,,299.502,0.254,0.026,0.259,1150,31.75,32.67,Sep 1150 Puts,,,31.2
RUT 17A1160,-1,,,,201.5,,C,99.362,0.02,O,199,,0,0.145,,82,-0.001,,170120,,170109,34.664,0.105,-7.53,15:30:00,,4.266,,1,0.371,1160,-0.2,199.27,Jan 1160 Calls,,,196.5
RUT 17B1160,-1,,,,202.5,,C,95.685,0.071,O,200.1,,0,0.144,,9,-0.006,,170217,,170109,117.295,0.105,-16.252,15:30:00,,40.87,,1,0.29,1160,0.9,201.21,Feb 1160 Calls,,,197.7
RUT 17C1160,-1,,,,204,,C,93.347,0.087,O,202.55,,0,0.147,,63,-0.003,,170317,,170109,195.214,0.105,-15.614,15:30:00,,75.376,,1,0.255,1160,3.35,203.23,Mar 1160 Calls,,,201.1
RUT 17F1160,-1,,,,215.7,0.243,C,86.087,0.104,O,214.2,,0,0.162,,19,-0.004,0.235,170616,,170109,411.914,0.105,-16.059,15:30:00,,198.032,0.228,0.989,0.24,1160,15,215.04,Jun 1160 Calls,,,212.7
RUT 17M1160,-1,,,,0.35,0.402,P,-0.201,0.008,O,0.35,,0,0.012,,929,,,170120,,170109,-0.084,0.105,-1.851,15:30:00,,1.523,,0,0.32,1160,0.35,0.05,Jan 1160 Puts,,,
RUT 17N1160,-1,,,,1.9,0.279,P,-3.478,0.063,O,1.7,,0,0.027,,539,-0.017,0.273,170217,,170109,-5.222,0.105,-11.662,15:30:00,,34.314,0.267,0,0.274,1160,1.7,1.73,Feb 1160 Puts,,,1.5
RUT 17O1160,-1,,,,5.4,0.267,P,-7.278,0.09,O,5.05,,0,0.04,,193,-0.031,0.262,170317,,170109,-19.051,0.105,-15.315,15:30:00,,80.739,0.258,0,0.264,1160,5.05,5.21,Mar 1160 Puts,,,4.7
