Symbol,Last,Change,High,Low,Ask,Ask IV,Call/Put,Delta,Gamma,Item Type,Market Price,Open,Original Price,Pcnt To Double,Previous Close,Open Interest,Percent O/U,Mid IV,ExpDate,Existing Posn.,Date,Rho,SV,Theta,Time,Trade,Vega,Bid IV,Prob.Finish.ITM,Projected Volty,Strike Price,Time Premium,Th.Price,Description,At Price,Volume,Bid
RUT,1376.6,-6.7,1383.1,1376.1,,, ,1,0,I,1376.6,1382.6,0,,1383.3,,,,,,170526,,0.091,,15:30:00,,,,,,,,,RUT Index,0,,
RUT 17R1150,-1,,,,0.45,0.335,P,-0.593,0.017,O,0.45,,0,0.018,,4150,1.368,,170616,,170526,-0.479,0.091,-3.724,15:30:00,,5.604,,0,0.302,1150,0.45,0.19,Jun 1150 Puts,,,
RUT 17S1150,-1,,,,1.85,0.256,P,-3.101,0.052,O,1.6,,0,0.03,,368,-0.053,0.249,170721,,170526,-6.777,0.091,-7.882,15:30:00,,37.852,0.242,0,0.252,1150,1.6,1.69,Jul 1150 Puts,,,1.35
RUT 17T1150,-1,,,,4.4,0.248,P,-5.611,0.071,O,3.95,,0,0.039,,23,-0.013,0.243,170818,,170526,-18.579,0.091,-10.413,15:30:00,,74.679,0.236,0,0.243,1150,3.95,4,Aug 1150 Puts,,,3.5
RUT 17U1150,-1,,,,6.8,0.239,P,-7.704,0.081,O,6.45,,0,0.046,,3601,-0.017,0.236,170915,,170526,-34.289,0.091,-11.08,15:30:00,,109.996,0.232,0,0.237,1150,6.45,6.56,Sep 1150 Puts,,,6.1
RUT 17X1150,-1,,,,17.9,0.235,P,-13.328,0.091,O,17.2,,0,0.07,,3615,0.005,0.232,171215,,170526,-110.254,0.091,-11.916,15:30:00,,219.329,0.229,0.005,0.232,1150,17.2,17.11,Dec 1150 Puts,,,16.5
RUT 17R1160,0.26,-0.04,0.26,0.26,0.5,0.326,P,-0.68,0.02,O,0.38,0.26,0,0.017,0.3,313,0.727,,170616,,170526,-0.55,0.091,-4.093,15:30:00,,6.331,,0,0.293,1160,0.38,0.22,Jun 1160 Puts,,12,
RUT 17S1160,-1,,,,2,0.249,P,-3.458,0.058,O,1.8,,0,0.029,,232,-0.037,0.244,170721,,170526,-7.553,0.091,-8.58,15:30:00,,41.398,0.239,0,0.246,1160,1.8,1.87,Jul 1160 Puts,,,1.6
RUT 17T1160,-1,,,,4.6,0.241,P,-6.17,0.078,O,4.35,,0,0.039,,55,-0.007,0.238,170818,,170526,-20.426,0.091,-11.005,15:30:00,,80.436,0.235,0,0.239,1160,4.35,4.38,Aug 1160 Puts,,,4.1
RUT 17U1160,-1,,,,7.4,0.235,P,-8.387,0.087,O,7.05,,0,0.046,,37,-0.013,0.232,170915,,170526,-37.329,0.091,-11.616,15:30:00,,117.268,0.229,0,0.233,1160,7.05,7.14,Sep 1160 Puts,,,6.7
RUT 17X1160,-1,,,,18.6,0.231,P,-14.189,0.096,O,18.15,,0,0.07,,26,-0.006,0.229,171215,,170526,-117.403,0.091,-12.157,15:30:00,,228.873,0.227,0.007,0.229,1160,18.15,18.26,Dec 1160 Puts,,,17.7
RUT 17R1170,-1,,,,0.55,0.316,P,-0.785,0.023,O,0.3,,0,0.017,,2516,0.2,,170616,,170526,-0.634,0.091,-4.514,15:30:00,,7.179,,0,0.284,1170,0.3,0.25,Jun 1170 Puts,,,0.05
RUT 17S1170,1.93,-0.12,1.93,1.93,2.25,0.244,P,-3.863,0.065,O,2.04,1.93,0,0.029,2.05,103,-0.014,0.24,170721,,170526,-8.435,0.091,-9.337,15:30:00,,45.313,0.235,0,0.24,1170,2.04,2.07,Jul 1170 Puts,,22,1.85
RUT 17T1170,-1,,,,5.3,0.24,P,-6.789,0.085,O,4.8,,0,0.039,,,-0.002,0.234,170818,,170526,-22.472,0.091,-11.702,15:30:00,,86.618,0.228,0,0.234,1170,4.8,4.81,Aug 1170 Puts,,,4.3
RUT 17U1170,-1,,,,8.4,0.234,P,-9.133,0.095,O,7.8,,0,0.046,,28,0.004,0.229,170915,,170526,-40.648,0.091,-12.309,15:30:00,,124.94,0.224,0.001,0.229,1170,7.8,7.77,Sep 1170 Puts,,,7.2
RUT 17X1170,-1,,,,20.3,0.23,P,-15.102,0.102,O,19.6,,0,0.071,,188,0.006,0.227,171215,,170526,-124.986,0.091,-12.609,15:30:00,,238.623,0.224,0.009,0.226,1170,19.6,19.49,Dec 1170 Puts,,,18.9
RUT 17F1180,-1,,,,198.4,,C,99.052,0.028,O,196.6,,0,0.14,,13,0.002,,170616,,170526,67.036,0.091,-8.571,15:30:00,,8.469,,1,0.277,1180,0,196.29,Jun 1180 Calls,,,194.8
RUT 17G1180,-1,,,,198.7,,C,95.266,0.076,O,196.8,,0,0.14,,,-0.004,,170721,,170526,170.255,0.091,-14.576,15:30:00,,53.374,,1,0.241,1180,0.2,197.66,Jul 1180 Calls,,,194.9
RUT 17H1180,-1,,,,201.2,,C,92.23,0.095,O,199.3,,0,0.143,,,-0.003,,170818,,170526,244.921,0.091,-16.421,15:30:00,,96.007,,1,0.233,1180,2.7,199.92,Aug 1180 Calls,,,197.4
RUT 17I1180,-1,,,,203.8,,C,89.784,0.103,O,202.4,,0,0.147,,10,0,,170915,,170526,315.03,0.091,-16.869,15:30:00,,135.615,,0.999,0.228,1180,5.8,202.47,Sep 1180 Calls,,,201
RUT 17L1180,-1,,,,214.1,0.231,C,83.709,0.107,O,212.55,,0,0.162,,,-0.002,0.224,171215,,170526,516.33,0.091,-16.71,15:30:00,,250.775,0.218,0.987,0.226,1180,15.95,213.02,Dec 1180 Calls,,,211
RUT 17R1180,0.35,0,0.35,0.35,0.6,0.305,P,-0.91,0.027,O,0.35,0.35,0,0.017,0.35,1627,0.25,,170616,,170526,-0.735,0.091,-4.994,15:30:00,,8.171,,0,0.275,1180,0.35,0.28,Jun 1180 Puts,,5,0.1
RUT 17S1180,2.19,0.15,2.2,2.19,2.45,0.237,P,-4.323,0.073,O,2.22,2.2,0,0.029,2.04,352,-0.035,0.233,170721,,170526,-9.438,0.091,-9.829,15:30:00,,49.636,0.228,0,0.234,1180,2.22,2.3,Jul 1180 Puts,,22,2
RUT 17T1180,-1,,,,5.8,0.235,P,-7.475,0.093,O,5.4,,0,0.039,,63,0.021,0.231,170818,,170526,-24.741,0.091,-12.51,15:30:00,,93.244,0.227,0,0.23,1180,5.4,5.29,Aug 1180 Puts,,,5
