Symbol,Last,Change,High,Low,Ask,Ask IV,Call/Put,Delta,Gamma,Item Type,Market Price,Open,Original Price,Pcnt To Double,Previous Close,Open Interest,Percent O/U,Mid IV,ExpDate,Existing Posn.,Date,Rho,SV,Theta,Time,Trade,Vega,Bid IV,Prob.Finish.ITM,Projected Volty,Strike Price,Time Premium,Th.Price,Description,At Price,Volume,Bid
RUT,1170.8,6.7,1171.2,1163.7,,, ,1,0,I,1170.8,1164.7,0,,1164.1,,,,,,160606,,0.111,,15:30:00,,,,,,,,,RUT Index,0,,
RUT 16R960,-1,,,,0.15,,P,-0.256,0.009,O,0.08,,0,0.016,,1637,,,160617,,160606,-0.092,0.111,-2.58,15:30:00,,1.624,,0,0.413,960,0.08,0.07,Jun 960 Puts,,,
RUT 16S960,-1,,,,1.1,0.312,P,-2.216,0.045,O,1.02,,0,0.029,,2131,0.02,0.308,160715,,160606,-2.868,0.111,-7.898,15:30:00,,20.29,0.304,0,0.307,960,1.02,1,Jul 960 Puts,,,0.95
RUT 16T960,-1,,,,3.4,0.278,P,-5.178,0.073,O,3.3,,0,0.041,,200,-0.006,0.276,160819,,160606,-12.884,0.111,-10.252,15:30:00,,55.91,0.275,0,0.277,960,3.3,3.32,Aug 960 Puts,,,3.2
RUT 16U960,-1,,,,6.2,0.272,P,-7.687,0.087,O,6.1,,0,0.051,,118,-0.002,0.271,160916,,160606,-26.652,0.111,-11.681,15:30:00,,89.051,0.27,0,0.271,960,6.1,6.11,Sep 960 Puts,,,6
RUT 16X960,-1,,,,16.8,0.263,P,-13.547,0.099,O,16.1,,0,0.077,,10,-0.015,0.259,161216,,160606,-91.374,0.111,-12.021,15:30:00,,183.666,0.255,0.009,0.26,960,16.1,16.35,Dec 960 Puts,,,15.4
RUT 16R970,-1,,,,0.15,,P,-0.297,0.011,O,0.08,,0,0.016,,2286,,,160617,,160606,-0.107,0.111,-2.865,15:30:00,,1.86,,0,0.398,970,0.08,0.07,Jun 970 Puts,,,
RUT 16S970,1.2,-0.1,1.22,1.16,1.2,0.302,P,-2.52,0.052,O,1.15,1.21,0,0.028,1.3,1884,0.027,0.3,160715,,160606,-3.259,0.111,-8.574,15:30:00,,22.597,0.298,0,0.299,970,1.15,1.12,Jul 970 Puts,,33,1.1
RUT 16T970,-1,,,,3.8,0.273,P,-5.785,0.081,O,3.7,,0,0.041,,146,0,0.271,160819,,160606,-14.393,0.111,-11.045,15:30:00,,61.018,0.27,0,0.271,970,3.7,3.7,Aug 970 Puts,,,3.6
RUT 16U970,-1,,,,6.8,0.267,P,-8.445,0.095,O,6.7,,0,0.051,,175,-0.001,0.266,160916,,160606,-29.28,0.111,-12.321,15:30:00,,95.592,0.265,0.001,0.266,970,6.7,6.71,Sep 970 Puts,,,6.6
RUT 16X970,-1,,,,17.9,0.259,P,-14.471,0.105,O,17.2,,0,0.077,,200,-0.015,0.255,161216,,160606,-97.607,0.111,-12.379,15:30:00,,192.065,0.251,0.013,0.256,970,17.2,17.46,Dec 970 Puts,,,16.5
RUT 16F980,-1,,,,192.2,,C,98.277,0.043,O,190.7,,0,0.159,,619,-0.001,,160617,,160606,28.886,0.111,-18.371,15:30:00,,8.697,,1,0.493,980,-0.1,190.8,Jun 980 Calls,,,189.2
RUT 16G980,-1,,,,191.5,,C,95.983,0.071,O,189.95,,0,0.159,,28,-0.004,,160715,,160606,99.389,0.111,-13.788,15:30:00,,33.163,,1,0.317,980,-0.85,190.62,Jul 980 Calls,,,188.4
RUT 16H980,-1,,,,192.7,,C,92.055,0.098,O,191.3,,0,0.162,,1,-0.006,,160819,,160606,178.524,0.111,-15.683,15:30:00,,77.871,,1,0.288,980,0.5,192.41,Aug 980 Calls,,,189.9
RUT 16I980,-1,,,,194,,C,89.829,0.106,O,192.75,,0,0.165,,9,-0.006,,160916,,160606,237.994,0.111,-15.294,15:30:00,,109.622,,0.998,0.273,980,1.95,193.85,Sep 980 Calls,,,191.5
RUT 16L980,-1,,,,200.1,0.255,C,84.603,0.112,O,198.85,,0,0.177,,,-0.003,0.249,161216,,160606,412.782,0.111,-13.649,15:30:00,,200.165,0.243,0.983,0.251,980,8.05,199.35,Dec 980 Calls,,,197.6
RUT 16R980,0.08,-0.06,0.11,0.08,0.15,,P,-0.348,0.013,O,0.1,0.08,0,0.015,0.14,2971,,,160617,,160606,-0.125,0.111,-3.2,15:30:00,,2.142,,0,0.383,980,0.1,0.08,Jun 980 Puts,,39,0.05
RUT 16S980,1.43,-0.02,1.5,1.35,1.35,0.294,P,-2.872,0.059,O,1.31,1.35,0,0.028,1.45,1815,0.031,0.292,160715,,160606,-3.714,0.111,-9.389,15:30:00,,25.204,0.29,0,0.291,980,1.31,1.27,Jul 980 Puts,,24,1.25
RUT 16T980,-1,,,,4.3,0.269,P,-6.467,0.09,O,4.15,,0,0.041,,930,0.005,0.267,160819,,160606,-16.088,0.111,-11.886,15:30:00,,66.553,0.264,0,0.266,980,4.15,4.13,Aug 980 Puts,,,4
RUT 16U980,-1,,,,7.5,0.262,P,-9.279,0.103,O,7.4,,0,0.051,,339,0.004,0.262,160916,,160606,-32.173,0.111,-13.046,15:30:00,,102.519,0.261,0.002,0.261,980,7.4,7.37,Sep 980 Puts,,,7.3
RUT 16X980,-1,,,,19.2,0.255,P,-15.456,0.112,O,18.45,,0,0.078,,46,-0.011,0.251,161216,,160606,-104.255,0.111,-12.781,15:30:00,,200.669,0.247,0.017,0.252,980,18.45,18.66,Dec 980 Puts,,,17.7
RUT 16F990,-1,,,,182.2,,C,98.126,0.048,O,180.7,,0,0.151,,17,-0.001,,160617,,160606,29.133,0.111,-18.952,15:30:00,,9.345,,1,0.472,990,-0.1,180.83,Jun 990 Calls,,,179.2
RUT 16G990,-1,,,,181.5,,C,95.55,0.08,O,180,,0,0.151,,8,-0.004,,160715,,160606,99.898,0.111,-14.5,15:30:00,,36.021,,1,0.308,990,-0.8,180.8,Jul 990 Calls,,,178.5
RUT 16H990,-1,,,,183.1,,C,91.328,0.107,O,181.75,,0,0.155,,74,-0.006,,160819,,160606,178.74,0.111,-16.315,15:30:00,,83.159,,1,0.281,990,0.95,182.88,Aug 990 Calls,,,180.4
RUT 16I990,-1,,,,184.9,,C,88.978,0.115,O,183.5,,0,0.158,,76,-0.006,,160916,,160606,237.837,0.111,-15.83,15:30:00,,116.156,,0.997,0.267,990,2.7,184.52,Sep 990 Calls,,,182.1
