Symbol,Last,Change,High,Low,Ask,Ask IV,Call/Put,Delta,Gamma,Item Type,Market Price,Open,Original Price,Pcnt To Double,Previous Close,Open Interest,Percent O/U,Mid IV,ExpDate,Existing Posn.,Date,Rho,SV,Theta,Time,Trade,Vega,Bid IV,Prob.Finish.ITM,Projected Volty,Strike Price,Time Premium,Th.Price,Description,At Price,Volume,Bid
RUT,1367.7,5,1367.7,1362.6,,, ,1,0,I,1367.7,1362.6,0,,1362.7,,,,,,161223,,0.106,,15:30:00,,,,,,,,,RUT Index,0,,
RUT 17M1130,-1,,,,0.7,0.326,P,-0.722,0.018,O,0.45,,0,0.02,,546,0.731,0.307,170120,,161223,-0.776,0.106,-5.807,15:30:00,,7.662,0.277,0,0.286,1130,0.45,0.26,Jan17 1130 Puts,,,0.2
RUT 17N1130,-1,,,,2.45,0.284,P,-3.799,0.055,O,2.23,,0,0.035,,1981,-0.071,0.279,170217,,161223,-8.315,0.106,-10.412,15:30:00,,44.442,0.274,0,0.283,1130,2.23,2.4,Feb17 1130 Puts,,,2
RUT 17O1130,-1,,,,5.8,0.279,P,-6.55,0.071,O,5.35,,0,0.045,,169,-0.017,0.274,170317,,161223,-21.79,0.106,-13.377,15:30:00,,83.865,0.269,0,0.275,1130,5.35,5.44,Mar17 1130 Puts,,,4.9
RUT 17R1130,-1,,,,19.3,0.275,P,-12.897,0.084,O,17.45,,0,0.075,,,-0.008,0.266,170616,,161223,-92.515,0.106,-14.695,15:30:00,,199.036,0.256,0.004,0.266,1130,17.45,17.59,Jun17 1130 Puts,,,15.6
RUT 17M1140,-1,,,,0.8,0.319,P,-0.854,0.022,O,0.57,,0,0.02,,4355,0.839,0.304,170120,,161223,-0.918,0.106,-6.988,15:30:00,,8.876,0.285,0,0.28,1140,0.57,0.31,Jan17 1140 Puts,,,0.35
RUT 17N1140,-1,,,,3,0.285,P,-4.231,0.061,O,2.58,,0,0.034,,596,-0.034,0.276,170217,,161223,-9.26,0.106,-11.498,15:30:00,,48.5,0.267,0,0.278,1140,2.58,2.67,Feb17 1140 Puts,,,2.15
RUT 17O1140,-1,,,,6.4,0.276,P,-7.148,0.077,O,5.9,,0,0.045,,924,-0.007,0.27,170317,,161223,-23.779,0.106,-14.163,15:30:00,,89.699,0.265,0,0.271,1140,5.9,5.94,Mar17 1140 Puts,,,5.4
RUT 17R1140,-1,,,,20.5,0.271,P,-13.695,0.088,O,18.65,,0,0.075,,10,-0.003,0.262,170616,,161223,-98.258,0.106,-15.127,15:30:00,,207.413,0.253,0.006,0.263,1140,18.65,18.71,Jun17 1140 Puts,,,16.8
RUT 17M1150,-1,,,,0.9,0.311,P,-1.013,0.026,O,0.6,,0,0.02,,1603,0.667,0.293,170120,,161223,-1.088,0.106,-7.214,15:30:00,,10.296,0.267,0,0.274,1150,0.6,0.36,Jan17 1150 Puts,,,0.3
RUT 17N1150,2.96,0.15,2.96,2.96,3.3,0.279,P,-4.716,0.067,O,2.9,2.96,0,0.034,2.81,2772,-0.024,0.272,170217,,161223,-10.321,0.106,-12.417,15:30:00,,52.918,0.264,0,0.273,1150,2.9,2.97,Feb17 1150 Puts,,5,2.5
RUT 17O1150,-1,,,,6.8,0.27,P,-7.803,0.084,O,6.4,,0,0.046,,3484,-0.012,0.266,170317,,161223,-25.956,0.106,-14.821,15:30:00,,95.885,0.262,0,0.267,1150,6.4,6.48,Mar17 1150 Puts,,,6
RUT 17R1150,-1,,,,21.4,0.267,P,-14.539,0.093,O,19.75,,0,0.075,,1473,-0.008,0.259,170616,,161223,-104.331,0.106,-15.558,15:30:00,,215.965,0.251,0.009,0.26,1150,19.75,19.91,Jun17 1150 Puts,,,18.1
RUT 17U1150,-1,,,,35.5,0.266,P,-18.316,0.088,O,33.1,,0,0.1,,262,-0.011,0.258,170915,,161223,-205.558,0.106,-14.295,15:30:00,,308.73,0.25,0.026,0.259,1150,33.1,33.46,Sep17 1150 Puts,,,30.7
RUT 17A1160,-1,,,,211.6,,C,97.871,0.045,O,208.8,,0,0.149,,82,0.002,,170120,,161223,86.598,0.106,-11.199,15:30:00,,19.451,,1,0.299,1160,1.1,208.36,Jan17 1160 Calls,,,206
RUT 17B1160,-1,,,,213.8,,C,93.974,0.08,O,211.4,,0,0.151,,5,0,,170217,,161223,164.492,0.106,-17.175,15:30:00,,64.21,,1,0.281,1160,3.7,211.35,Feb17 1160 Calls,,,209
RUT 17C1160,-1,,,,216.3,,C,91.369,0.091,O,214,,0,0.155,,63,-0.002,,170317,,161223,237.727,0.106,-17.506,15:30:00,,103.434,,0.999,0.264,1160,6.3,214.44,Mar17 1160 Calls,,,211.7
RUT 17F1160,-1,,,,226.9,0.248,C,85.931,0.099,O,224.35,,0,0.169,,,-0.004,0.236,170616,,161223,453.812,0.106,-15.674,15:30:00,,211.28,0.223,0.988,0.24,1160,16.65,225.18,Jun17 1160 Calls,,,221.8
RUT 17M1160,-1,,,,0.9,0.298,P,-1.203,0.031,O,0.63,,0,0.02,,998,0.465,0.282,170120,,161223,-1.292,0.106,-7.386,15:30:00,,11.957,0.26,0,0.268,1160,0.63,0.43,Jan17 1160 Puts,,,0.35
RUT 17N1160,3.32,-0.23,3.32,3.29,3.7,0.274,P,-5.26,0.075,O,3.28,3.32,0,0.034,3.55,359,-0.009,0.267,170217,,161223,-11.511,0.106,-13.485,15:30:00,,57.721,0.259,0,0.268,1160,3.28,3.31,Feb17 1160 Puts,,8,2.85
RUT 17O1160,-1,,,,7.5,0.266,P,-8.519,0.091,O,6.95,,0,0.046,,86,-0.017,0.261,170317,,161223,-28.338,0.106,-15.582,15:30:00,,102.43,0.256,0.001,0.262,1160,6.95,7.07,Mar17 1160 Puts,,,6.4
RUT 17R1160,-1,,,,22.8,0.264,P,-15.429,0.098,O,21.1,,0,0.076,,13,-0.004,0.256,170616,,161223,-110.751,0.106,-15.987,15:30:00,,224.679,0.249,0.012,0.257,1160,21.1,21.18,Jun17 1160 Puts,,,19.4
RUT 17A1170,-1,,,,201.7,,C,97.579,0.052,O,199.15,,0,0.141,,62,0.003,,170120,,161223,87.049,0.106,-12.085,15:30:00,,21.676,,1,0.291,1170,1.45,198.48,Jan17 1170 Calls,,,196.6
RUT 17B1170,-1,,,,204.1,,C,93.353,0.088,O,201.7,,0,0.145,,6,0,,170217,,161223,164.662,0.106,-18.104,15:30:00,,69.294,,1,0.275,1170,4,201.76,Feb17 1170 Calls,,,199.3
RUT 17C1170,-1,,,,206.2,,C,90.591,0.099,O,204,,0,0.149,,15,-0.005,,170317,,161223,237.434,0.106,-18.291,15:30:00,,110.265,,0.999,0.259,1170,6.3,205.1,Mar17 1170 Calls,,,201.8
RUT 17F1170,-1,,,,218.6,0.247,C,84.974,0.104,O,216.05,,0,0.164,,11,-0.002,0.235,170616,,161223,451.733,0.106,-16.386,15:30:00,,220.811,0.224,0.984,0.237,1170,18.35,216.48,Jun17 1170 Calls,,,213.5
RUT 17M1170,-1,,,,0.9,0.285,P,-1.432,0.037,O,0.68,,0,0.019,,8196,0.333,0.273,170120,,161223,-1.538,0.106,-7.798,15:30:00,,13.899,0.257,0,0.262,1170,0.68,0.51,Jan17 1170 Puts,,,0.45
RUT 17N1170,-1,,,,4.1,0.269,P,-5.871,0.083,O,3.7,,0,0.034,,212,0.003,0.263,170217,,161223,-12.846,0.106,-14.532,15:30:00,,62.933,0.256,0,0.263,1170,3.7,3.69,Feb17 1170 Puts,,,3.3
RUT 17O1170,-1,,,,8.2,0.262,P,-9.302,0.098,O,7.75,,0,0.046,,3424,0.004,0.258,170317,,161223,-30.944,0.106,-16.534,15:30:00,,109.339,0.254,0.001,0.258,1170,7.75,7.72,Mar17 1170 Puts,,,7.3
