Symbol,Last,Change,High,Low,Ask,Ask IV,Call/Put,Delta,Gamma,Item Type,Market Price,Open,Original Price,Pcnt To Double,Previous Close,Open Interest,Percent O/U,Mid IV,ExpDate,Existing Posn.,Date,Rho,SV,Theta,Time,Trade,Vega,Bid IV,Prob.Finish.ITM,Projected Volty,Strike Price,Time Premium,Th.Price,Description,At Price,Volume,Bid
RUT,1244.4,-7.1,1251.3,1242.4,,, ,1,0,I,1244.4,1249.4,0,,1251.5,,,,,,161003,,0.108,,15:30:00,,,,,,,,,RUT Index,0,,
RUT 16V1030,-1,,,,0.35,0.37,P,-0.505,0.016,O,0.28,,0,0.018,,2883,,0.36,161021,,161003,-0.317,0.108,-5.856,15:30:00,,4.069,0.346,0,0.335,1030,0.28,0.15,Oct 1030 Puts,,,0.2
RUT 16W1030,-1,,,,2,0.303,P,-3.534,0.059,O,1.93,,0,0.033,,603,0,0.301,161118,,161003,-5.764,0.108,-11.088,15:30:00,,34.505,0.299,0,0.301,1030,1.93,1.93,Nov 1030 Puts,,,1.85
RUT 16X1030,-1,,,,4.8,0.287,P,-6.482,0.079,O,4.65,,0,0.044,,381,-0.021,0.284,161216,,161003,-17.227,0.108,-13.311,15:30:00,,70.911,0.282,0,0.286,1030,4.65,4.75,Dec 1030 Puts,,,4.5
RUT 17O1030,-1,,,,16.6,0.27,P,-13.138,0.097,O,15.7,,0,0.072,,23,-0.004,0.265,170317,,161003,-80.315,0.108,-14.031,15:30:00,,177.397,0.26,0.005,0.265,1030,15.7,15.76,Mar17 1030 Puts,,,14.8
RUT 16V1040,-1,,,,0.35,0.354,P,-0.611,0.019,O,0.3,,0,0.018,,4064,0.667,0.347,161021,,161003,-0.383,0.108,-6.119,15:30:00,,4.818,0.339,0,0.326,1040,0.3,0.18,Oct 1040 Puts,,,0.25
RUT 16W1040,-1,,,,2.25,0.297,P,-4.004,0.066,O,2.1,,0,0.033,,701,-0.041,0.293,161118,,161003,-6.53,0.108,-11.647,15:30:00,,38.202,0.289,0,0.295,1040,2.1,2.19,Nov 1040 Puts,,,1.95
RUT 16X1040,-1,,,,5.2,0.28,P,-7.144,0.087,O,5.1,,0,0.044,,966,-0.023,0.279,161216,,161003,-18.985,0.108,-14.095,15:30:00,,76.429,0.277,0,0.28,1040,5.1,5.22,Dec 1040 Puts,,,5
RUT 17O1040,-1,,,,17.7,0.266,P,-14.039,0.103,O,16.85,,0,0.073,,59,0,0.262,170317,,161003,-85.832,0.108,-14.526,15:30:00,,185.619,0.257,0.008,0.262,1040,16.85,16.85,Mar17 1040 Puts,,,16
RUT 16V1050,-1,,,,0.4,0.343,P,-0.743,0.023,O,0.33,,0,0.018,,2666,0.5,0.335,161021,,161003,-0.465,0.108,-6.593,15:30:00,,5.72,0.323,0,0.318,1050,0.33,0.22,Oct 1050 Puts,,,0.25
RUT 16W1050,-1,,,,2.55,0.291,P,-4.541,0.075,O,2.47,,0,0.033,,1632,-0.004,0.289,161118,,161003,-7.406,0.108,-13.075,15:30:00,,42.283,0.287,0,0.289,1050,2.47,2.48,Nov 1050 Puts,,,2.4
RUT 16X1050,-1,,,,5.8,0.276,P,-7.877,0.096,O,5.55,,0,0.044,,2626,-0.035,0.273,161216,,161003,-20.933,0.108,-14.757,15:30:00,,82.326,0.27,0,0.275,1050,5.55,5.75,Dec 1050 Puts,,,5.3
RUT 17M1050,-1,,,,10.4,0.266,P,-11.121,0.106,O,10.1,,0,0.056,,,-0.018,0.264,170120,,161003,-44.108,0.108,-15.283,15:30:00,,128.584,0.261,0.002,0.265,1050,10.1,10.28,Jan17 1050 Puts,,,9.8
RUT 17O1050,-1,,,,18.9,0.262,P,-14.999,0.109,O,18,,0,0.073,,346,-0.002,0.258,170317,,161003,-91.712,0.108,-14.966,15:30:00,,194.043,0.253,0.011,0.258,1050,18,18.03,Mar17 1050 Puts,,,17.1
RUT 16J1060,-1,,,,184.6,,C,98.098,0.048,O,182.9,,0,0.145,,104,-0.007,,161021,,161003,51.034,0.108,-12.447,15:30:00,,12.881,,1,0.354,1060,-1.5,184.27,Oct 1060 Calls,,,181.2
RUT 16K1060,-1,,,,187.4,,C,93.9,0.091,O,185.7,,0,0.146,,,-0.001,,161118,,161003,123.472,0.108,-17.69,15:30:00,,53.389,,1,0.3,1060,1.3,185.96,Nov 1060 Calls,,,184
RUT 16L1060,-1,,,,188.8,,C,90.293,0.108,O,187.35,,0,0.151,,13,-0.008,,161216,,161003,188.73,0.108,-18.912,15:30:00,,96.154,,0.999,0.284,1060,2.95,188.8,Dec 1060 Calls,,,185.9
RUT 17C1060,-1,,,,197.6,0.258,C,84.386,0.116,O,195.35,,0,0.164,,,-0.003,0.247,170317,,161003,382.828,0.108,-15.462,15:30:00,,199.277,0.235,0.984,0.249,1060,10.95,195.9,Mar17 1060 Calls,,,193.1
RUT 16V1060,-1,,,,0.45,0.331,P,-0.906,0.029,O,0.38,,0,0.017,,1484,0.462,0.324,161021,,161003,-0.568,0.108,-7.33,15:30:00,,6.808,0.314,0,0.309,1060,0.38,0.26,Oct 1060 Puts,,,0.3
RUT 16W1060,3.05,0.29,3.05,3.05,2.9,0.285,P,-5.154,0.085,O,2.81,3.05,0,0.033,2.76,899,0,0.283,161118,,161003,-8.405,0.108,-14.185,15:30:00,,46.779,0.281,0,0.283,1060,2.81,2.81,Nov 1060 Puts,,15,2.7
RUT 16X1060,-1,,,,6.5,0.272,P,-8.689,0.105,O,6.35,,0,0.044,,2909,0.002,0.27,161216,,161003,-23.09,0.108,-16.004,15:30:00,,88.616,0.268,0.001,0.27,1060,6.35,6.34,Dec 1060 Puts,,,6.2
RUT 17O1060,-1,,,,20.2,0.259,P,-16.02,0.115,O,19.25,,0,0.073,,3,-0.002,0.254,170317,,161003,-97.973,0.108,-15.401,15:30:00,,202.646,0.249,0.016,0.254,1060,19.25,19.29,Mar17 1060 Puts,,,18.3
RUT 16J1070,-1,,,,176.5,,C,97.818,0.055,O,174.6,,0,0.137,,71,0.001,,161021,,161003,51.351,0.108,-13.538,15:30:00,,14.469,,1,0.342,1070,0.2,174.36,Oct 1070 Calls,,,172.7
RUT 16K1070,-1,,,,177.7,,C,93.221,0.102,O,176,,0,0.139,,1,-0.002,,161118,,161003,123.622,0.108,-18.716,15:30:00,,57.946,,1,0.292,1070,1.6,176.34,Nov 1070 Calls,,,174.3
RUT 16L1070,-1,,,,180,,C,89.462,0.118,O,178.3,,0,0.144,,103,-0.006,,161216,,161003,188.55,0.108,-19.592,15:30:00,,102.07,,0.999,0.277,1070,3.9,179.39,Dec 1070 Calls,,,176.6
RUT 17C1070,-1,,,,188.6,0.252,C,83.316,0.123,O,186.55,,0,0.158,,,-0.003,0.242,170317,,161003,380.803,0.108,-15.825,15:30:00,,208.051,0.232,0.978,0.245,1070,12.15,187.18,Mar17 1070 Calls,,,184.5
RUT 16V1070,-1,,,,0.5,0.319,P,-1.109,0.035,O,0.43,,0,0.017,,2377,0.344,0.312,161021,,161003,-0.695,0.108,-8.02,15:30:00,,8.122,0.304,0,0.3,1070,0.43,0.32,Oct 1070 Puts,,,0.35
RUT 16W1070,3.31,0.44,3.32,3.31,3.3,0.279,P,-5.854,0.096,O,3.21,3.32,0,0.033,2.87,1663,0.006,0.278,161118,,161003,-9.547,0.108,-15.468,15:30:00,,51.718,0.276,0,0.277,1070,3.21,3.19,Nov 1070 Puts,,7,3.1
RUT 16X1070,-1,,,,7.1,0.266,P,-9.587,0.115,O,6.85,,0,0.044,,236,-0.021,0.263,161216,,161003,-25.477,0.108,-16.647,15:30:00,,95.303,0.261,0.001,0.265,1070,6.85,7,Dec 1070 Puts,,,6.6
RUT 17O1070,-1,,,,21.6,0.255,P,-17.106,0.122,O,20.7,,0,0.073,,5,0.003,0.251,170317,,161003,-104.628,0.108,-15.884,15:30:00,,211.394,0.246,0.022,0.25,1070,20.7,20.63,Mar17 1070 Puts,,,19.8
RUT 16J1080,-1,,,,165.7,,C,97.485,0.064,O,163.8,,0,0.129,,31,-0.004,,161021,,161003,51.635,0.108,-14.762,15:30:00,,16.303,,1,0.331,1080,-0.6,164.47,Oct 1080 Calls,,,161.9
RUT 16K1080,-1,,,,167.1,,C,92.453,0.113,O,165.85,,0,0.132,,7,-0.006,,161118,,161003,123.628,0.108,-19.799,15:30:00,,62.906,,1,0.285,1080,1.45,166.77,Nov 1080 Calls,,,164.6
RUT 16L1080,-1,,,,171,,C,88.547,0.128,O,169.2,,0,0.137,,414,-0.005,,161216,,161003,188.146,0.108,-20.288,15:30:00,,108.342,,0.998,0.271,1080,4.8,170.05,Dec 1080 Calls,,,167.4
RUT 17C1080,-1,,,,180.5,0.25,C,82.176,0.13,O,178.25,,0,0.152,,4,-0.002,0.24,170317,,161003,378.343,0.108,-16.403,15:30:00,,216.983,0.229,0.97,0.241,1080,13.85,178.55,Mar17 1080 Calls,,,176
RUT 16V1080,-1,,,,0.55,0.307,P,-1.364,0.043,O,0.48,,0,0.017,,2291,0.231,0.301,161021,,161003,-0.854,0.108,-8.723,15:30:00,,9.71,0.293,0,0.292,1080,0.48,0.39,Oct 1080 Puts,,,0.4
RUT 16W1080,3.89,0.34,3.99,3.7,3.7,0.273,P,-6.653,0.108,O,3.61,3.7,0,0.033,3.55,1335,-0.006,0.271,161118,,161003,-10.85,0.108,-16.55,15:30:00,,57.129,0.269,0,0.271,1080,3.61,3.63,Nov 1080 Puts,,68,3.5
RUT 16X1080,-1,,,,7.9,0.261,P,-10.581,0.126,O,7.75,,0,0.044,,559,0.004,0.26,161216,,161003,-28.12,0.108,-17.807,15:30:00,,102.391,0.259,0.002,0.26,1080,7.75,7.72,Dec 1080 Puts,,,7.6
RUT 17O1080,-1,,,,23.1,0.251,P,-18.258,0.129,O,22.2,,0,0.073,,1091,0.006,0.247,170317,,161003,-111.699,0.108,-16.301,15:30:00,,220.259,0.243,0.03,0.247,1080,22.2,22.07,Mar17 1080 Puts,,,21.3
