Symbol,Last,Change,High,Low,Ask,Ask IV,Call/Put,Delta,Gamma,Item Type,Market Price,Open,Original Price,Pcnt To Double,Previous Close,Open Interest,Percent O/U,Mid IV,Exp.Date,Existing Posn.,Date,Rho,SV,Theta,Time,Trade,Vega,Bid IV,Prob.Finish.ITM,Projected Volty,Strike Price,Time Premium,Th.Price,Description,At Price,Volume,Bid
RUT,1160.6,-2.3,1162.7,1159.4,,, ,1,0,I,1160.6,1161.7,0,,1162.9,,,,,,160602,,0.112,,15:30:00,,,,,,,,,RUT Index,0,,
RUT 16R960,-1,,,,0.2,0.383,P,-0.434,0.015,O,0.15,,0,0.017,,1637,,,160617,,160602,-0.211,0.112,-3.26,15:30:00,,3.023,,0,0.36,960,0.15,0.12,Jun 960 Puts,,,0.1
RUT 16S960,-1,,,,1.4,0.298,P,-2.818,0.055,O,1.33,,0,0.03,,2401,0.015,0.295,160715,,160602,-3.99,0.112,-8.708,15:30:00,,25.813,0.292,0,0.294,960,1.33,1.31,Jul 960 Puts,,,1.25
RUT 16T960,4.31,0.13,4.31,4.31,4.3,0.276,P,-6.261,0.084,O,4.21,4.31,0,0.043,4.18,131,0.007,0.275,160819,,160602,-16.317,0.112,-11.523,15:30:00,,66.032,0.273,0,0.274,960,4.21,4.18,Aug 960 Puts,,3,4.1
RUT 16U960,-1,,,,7.4,0.27,P,-8.835,0.096,O,7.25,,0,0.053,,123,0.001,0.269,160916,,160602,-31.63,0.112,-12.504,15:30:00,,99.876,0.267,0.001,0.269,960,7.25,7.24,Sep 960 Puts,,,7.1
RUT 16X960,-1,,,,18.4,0.261,P,-14.636,0.105,O,17.8,,0,0.079,,10,-0.006,0.258,161216,,160602,-100.083,0.112,-12.414,15:30:00,,193.784,0.255,0.013,0.258,960,17.8,17.9,Dec 960 Puts,,,17.2
RUT 16R970,0.15,-0.04,0.15,0.15,0.15,,P,-0.513,0.018,O,0.13,0.15,0,0.017,0.19,2286,,,160617,,160602,-0.25,0.112,-3.674,15:30:00,,3.508,,0,0.348,970,0.13,0.14,Jun 970 Puts,,85,0.1
RUT 16S970,1.53,0.01,1.53,1.47,1.55,0.289,P,-3.219,0.063,O,1.5,1.53,0,0.03,1.52,1885,0.007,0.288,160715,,160602,-4.558,0.112,-9.491,15:30:00,,28.821,0.286,0,0.287,970,1.5,1.49,Jul 970 Puts,,12,1.45
RUT 16T970,-1,,,,4.8,0.271,P,-6.98,0.093,O,4.7,,0,0.043,,46,0.009,0.269,160819,,160602,-18.191,0.112,-12.297,15:30:00,,71.819,0.268,0,0.269,970,4.7,4.66,Aug 970 Puts,,,4.6
RUT 16U970,-1,,,,8.1,0.265,P,-9.689,0.105,O,7.95,,0,0.053,,174,0.001,0.264,160916,,160602,-34.69,0.112,-13.154,15:30:00,,106.914,0.262,0.002,0.264,970,7.95,7.94,Sep 970 Puts,,,7.8
RUT 16X970,-1,,,,19.6,0.257,P,-15.627,0.112,O,18.95,,0,0.079,,200,-0.009,0.253,161216,,160602,-106.865,0.112,-12.719,15:30:00,,202.39,0.25,0.018,0.254,970,18.95,19.12,Dec 970 Puts,,,18.3
RUT 16F980,-1,,,,182.2,,C,97.976,0.05,O,180.6,,0,0.152,,622,0.001,,160617,,160602,39.249,0.112,-15.533,15:30:00,,11.551,,1,0.414,980,0,180.49,Jun 980 Calls,,,179
RUT 16G980,-1,,,,181.6,,C,94.574,0.088,O,180,,0,0.152,,38,-0.007,,160715,,160602,107.597,0.112,-16.38,15:30:00,,43.891,,1,0.314,980,-0.6,181.18,Jul 980 Calls,,,178.4
RUT 16H980,-1,,,,182.9,,C,90.967,0.108,O,181.6,,0,0.156,,1,-0.007,,160819,,160602,185.464,0.112,-16.272,15:30:00,,87.214,,0.999,0.281,980,1,182.96,Aug 980 Calls,,,180.3
RUT 16I980,-1,,,,184.8,,C,88.664,0.115,O,183.65,,0,0.16,,9,-0.006,,160916,,160602,243.385,0.112,-15.799,15:30:00,,119.727,,0.997,0.268,980,3.05,184.67,Sep 980 Calls,,,182.5
RUT 16L980,-1,,,,192.5,0.257,C,83.479,0.119,O,189.65,,0,0.172,,,-0.005,0.244,161216,,160602,414.388,0.112,-13.661,15:30:00,,209.854,0.23,0.975,0.248,980,9.05,190.6,Dec 980 Calls,,,186.8
RUT 16R980,0.2,0.02,0.2,0.2,0.2,0.346,P,-0.61,0.022,O,0.18,0.2,0,0.017,0.18,2987,0.125,0.341,160617,,160602,-0.297,0.112,-4.628,15:30:00,,4.094,,0,0.336,980,0.18,0.16,Jun 980 Puts,,75,0.15
RUT 16S980,1.56,-0.07,1.78,1.56,1.75,0.282,P,-3.686,0.073,O,1.67,1.56,0,0.03,1.63,1852,-0.012,0.279,160715,,160602,-5.217,0.112,-10.198,15:30:00,,32.204,0.277,0,0.28,980,1.67,1.69,Jul 980 Puts,,7,1.6
RUT 16T980,-1,,,,5.3,0.265,P,-7.784,0.103,O,5.2,,0,0.043,,644,0.002,0.264,160819,,160602,-20.287,0.112,-13.038,15:30:00,,78.042,0.263,0.001,0.264,980,5.2,5.19,Aug 980 Puts,,,5.1
RUT 16U980,-1,,,,8.9,0.261,P,-10.625,0.114,O,8.75,,0,0.053,,315,0.003,0.26,160916,,160602,-38.046,0.112,-13.885,15:30:00,,114.323,0.258,0.003,0.259,980,8.75,8.72,Sep 980 Puts,,,8.6
RUT 16X980,-1,,,,21,0.253,P,-16.682,0.118,O,20.35,,0,0.079,,46,-0.003,0.25,161216,,160602,-114.085,0.112,-13.111,15:30:00,,211.165,0.247,0.025,0.25,980,20.35,20.42,Dec 980 Puts,,,19.7
RUT 16F990,-1,,,,170.7,,C,97.76,0.057,O,169.2,,0,0.143,,21,-0.008,,160617,,160602,39.554,0.112,-16.259,15:30:00,,12.586,,1,0.397,990,-1.4,170.55,Jun 990 Calls,,,167.7
RUT 16G990,-1,,,,171.8,,C,94.026,0.098,O,170.2,,0,0.144,,8,-0.007,,160715,,160602,107.999,0.112,-17.096,15:30:00,,47.339,,1,0.304,990,-0.4,171.42,Jul 990 Calls,,,168.6
RUT 16H990,-1,,,,173.5,,C,90.126,0.119,O,172.3,,0,0.149,,75,-0.007,,160819,,160602,185.405,0.112,-16.935,15:30:00,,93.12,,0.999,0.274,990,1.7,173.54,Aug 990 Calls,,,171.1
RUT 16I990,-1,,,,175.9,,C,87.709,0.125,O,174.65,,0,0.153,,77,-0.005,,160916,,160602,242.867,0.112,-16.346,15:30:00,,126.757,,0.995,0.263,990,4.05,175.46,Sep 990 Calls,,,173.4
RUT 16L990,-1,,,,183,0.249,C,82.354,0.126,O,181.55,,0,0.166,,50,-0.003,0.242,161216,,160602,412.064,0.112,-14.249,15:30:00,,218.863,0.235,0.967,0.244,990,10.95,182.01,Dec 990 Calls,,,180.1
