Symbol,Last,Change,High,Low,Ask,Ask IV,Call/Put,Delta,Gamma,Item Type,Market Price,Open,Original Price,Pcnt To Double,Previous Close,Open Interest,Percent O/U,Mid IV,ExpDate,Existing Posn.,Date,Rho,SV,Theta,Time,Trade,Vega,Bid IV,Prob.Finish.ITM,Projected Volty,Strike Price,Time Premium,Th.Price,Description,At Price,Volume,Bid
RUT,1248.6,8.9,1249.2,1240.5,,, ,1,0,I,1248.6,1242.4,0,,1239.7,,,,,,161005,,0.1,,15:30:00,,,,,,,,,RUT Index,0,,
RUT 16V1020,0.34,-0.01,0.34,0.34,0.25,0.4,P,-0.239,0.008,O,0.18,0.34,0,0.016,0.35,1135,,0.385,161021,,161005,-0.133,0.1,-4.528,15:30:00,,1.966,,0,0.346,1020,0.18,0.07,Oct 1020 Puts,,2,0.1
RUT 16W1020,-1,,,,1.4,0.308,P,-2.556,0.045,O,1.35,,0,0.031,,845,0.015,0.306,161118,,161005,-3.992,0.1,-8.91,15:30:00,,25.91,0.304,0,0.305,1020,1.35,1.33,Nov 1020 Puts,,,1.3
RUT 16X1020,3.7,-0.3,3.7,3.7,3.7,0.289,P,-5.101,0.066,O,3.56,3.7,0,0.042,4,240,0,0.287,161216,,161005,-13.201,0.1,-11.434,15:30:00,,58.184,0.284,0,0.287,1020,3.56,3.56,Dec 1020 Puts,,55,3.4
RUT 17O1020,-1,,,,14.1,0.271,P,-11.422,0.088,O,13.1,,0,0.069,,21,-0.008,0.265,170317,,161005,-69.002,0.1,-12.83,15:30:00,,160.52,0.258,0.001,0.265,1020,13.1,13.2,Mar17 1020 Puts,,,12.1
RUT 16V1030,-1,,,,0.3,0.392,P,-0.289,0.01,O,0.2,,0,0.016,,2890,,0.373,161021,,161005,-0.161,0.1,-4.908,15:30:00,,2.338,,0,0.337,1030,0.2,0.08,Oct 1030 Puts,,,0.1
RUT 16W1030,-1,,,,1.6,0.302,P,-2.91,0.051,O,1.53,,0,0.031,,738,0.013,0.3,161118,,161005,-4.546,0.1,-9.738,15:30:00,,28.869,0.297,0,0.299,1030,1.53,1.51,Nov 1030 Puts,,,1.45
RUT 16X1030,-1,,,,4.1,0.284,P,-5.659,0.073,O,3.95,,0,0.042,,420,0.003,0.282,161216,,161005,-14.645,0.1,-12.201,15:30:00,,63.16,0.279,0,0.282,1030,3.95,3.94,Dec 1030 Puts,,,3.8
RUT 17O1030,-1,,,,15.1,0.267,P,-12.228,0.094,O,14.15,,0,0.069,,23,0.001,0.261,170317,,161005,-73.87,0.1,-13.32,15:30:00,,168.425,0.256,0.002,0.261,1030,14.15,14.13,Mar17 1030 Puts,,,13.2
RUT 16V1040,-1,,,,0.2,0.356,P,-0.352,0.012,O,0.15,,0,0.016,,4064,,,161021,,161005,-0.197,0.1,-2.562,15:30:00,,2.792,,0,0.327,1040,0.15,0.09,Oct 1040 Puts,,,0.1
