Symbol,Last,Change,High,Low,Ask,Ask IV,Call/Put,Delta,Gamma,Item Type,Market Price,Open,Original Price,Pcnt To Double,Previous Close,Open Interest,Percent O/U,Mid IV,Exp.Date,Existing Posn.,Date,Rho,SV,Theta,Time,Trade,Vega,Bid IV,Prob.Finish.ITM,Projected Volty,Strike Price,Time Premium,Th.Price,Description,At Price,Volume,Bid
RUT,1388,-6.5,1393.6,1382.2,,, ,1,0,I,1388,1393.6,0,,1394.5,,,,,,170224,,0.106,,15:30:00,,,,,,,,,RUT Index,0,,
RUT 17O1160,-1,,,,0.85,0.366,P,-1.058,0.026,O,0.85,,0,0.021,,712,1.073,,170317,,170224,-0.866,0.106,-6.93,15:30:00,,9.385,,0,0.329,1160,0.85,0.41,Mar 1160 Puts,,,
RUT 17P1160,2.84,0.29,2.93,2.84,2.75,0.274,P,-4.248,0.061,O,2.61,2.84,0,0.034,2.55,377,-0.019,0.272,170421,,170224,-9.417,0.106,-11.617,15:30:00,,49.333,0.268,0,0.273,1160,2.61,2.66,Apr 1160 Puts,,20,2.45
RUT 17Q1160,6,0.36,6,6,8,0.286,P,-7.519,0.079,O,6.38,6,0,0.046,5.64,25,0.003,0.27,170519,,170224,-25.351,0.106,-14.931,15:30:00,,94.46,0.252,0,0.27,1160,6.38,6.36,May 1160 Puts,,50,4.8
RUT 17R1160,-1,,,,11.5,0.275,P,-9.923,0.086,O,9.65,,0,0.055,,43,-0.044,0.261,170616,,170224,-45.081,0.106,-15.004,15:30:00,,133.985,0.246,0.001,0.264,1160,9.65,10.09,Jun 1160 Puts,,,7.8
RUT 17U1160,-1,,,,23.1,0.256,P,-14.83,0.09,O,20.95,,0,0.078,,,-0.018,0.247,170915,,170224,-125.176,0.106,-13.982,15:30:00,,238.212,0.238,0.012,0.249,1160,20.95,21.34,Sep 1160 Puts,,,18.8
RUT 17O1170,-1,,,,0.85,0.351,P,-1.21,0.029,O,0.85,,0,0.02,,3690,0.848,,170317,,170224,-0.99,0.106,-7.602,15:30:00,,10.545,,0,0.321,1170,0.85,0.46,Mar 1170 Puts,,,
RUT 17P1170,-1,,,,3,0.268,P,-4.706,0.068,O,2.88,,0,0.034,,304,-0.02,0.266,170421,,170224,-10.43,0.106,-12.369,15:30:00,,53.564,0.264,0,0.267,1170,2.88,2.94,Apr 1170 Puts,,,2.75
RUT 17Q1170,6.51,1.57,6.51,6.51,7.5,0.271,P,-8.159,0.086,O,6.6,6.51,0,0.046,4.94,2,-0.041,0.262,170519,,170224,-27.507,0.106,-15.113,15:30:00,,100.488,0.253,0,0.265,1170,6.6,6.88,May 1170 Puts,,50,5.7
RUT 17R1170,-1,,,,12.2,0.269,P,-10.645,0.092,O,10.35,,0,0.055,,8,-0.041,0.257,170616,,170224,-48.354,0.106,-15.607,15:30:00,,140.987,0.243,0.002,0.26,1170,10.35,10.79,Jun 1170 Puts,,,8.5
RUT 17U1170,-1,,,,24,0.252,P,-15.66,0.095,O,22.25,,0,0.078,,,-0.012,0.245,170915,,170224,-132.182,0.106,-14.347,15:30:00,,246.957,0.237,0.016,0.246,1170,22.25,22.53,Sep 1170 Puts,,,20.5
RUT 17O1180,-1,,,,0.85,0.336,P,-1.389,0.034,O,0.53,,0,0.02,,2380,0.019,0.313,170317,,170224,-1.136,0.106,-8.511,15:30:00,,11.877,0.276,0,0.312,1180,0.53,0.52,Mar 1180 Puts,,,0.2
RUT 17P1180,3.47,0.45,3.47,3.47,3.3,0.263,P,-5.22,0.075,O,3.17,3.47,0,0.034,3.02,267,-0.022,0.26,170421,,170224,-11.566,0.106,-13.079,15:30:00,,58.168,0.257,0,0.262,1180,3.17,3.24,Apr 1180 Puts,,4,3
RUT 17Q1180,-1,,,,7.7,0.263,P,-8.86,0.093,O,7.35,,0,0.046,,,-0.013,0.259,170519,,170224,-29.863,0.106,-16.129,15:30:00,,106.867,0.256,0.001,0.26,1180,7.35,7.45,May 1180 Puts,,,7
RUT 17R1180,-1,,,,11.8,0.257,P,-11.424,0.099,O,11.45,,0,0.055,,149,-0.01,0.255,170616,,170224,-51.884,0.106,-16.517,15:30:00,,148.289,0.252,0.003,0.255,1180,11.45,11.56,Jun 1180 Puts,,,11.1
RUT 17U1180,-1,,,,25.4,0.248,P,-16.539,0.1,O,23.7,,0,0.078,,,-0.004,0.242,170915,,170224,-139.606,0.106,-14.713,15:30:00,,255.894,0.235,0.021,0.242,1180,23.7,23.8,Sep 1180 Puts,,,22
RUT 17C1190,-1,,,,200,,C,98.736,0.034,O,196.65,,0,0.14,,139,-0.005,,170317,,170224,67.37,0.106,-8.417,15:30:00,,10.959,,1,0.291,1190,-1.35,197.71,Mar 1190 Calls,,,193.3
RUT 17D1190,-1,,,,201.9,,C,94.148,0.084,O,199.35,,0,0.141,,39,-0.002,,170421,,170224,169.343,0.106,-15.818,15:30:00,,63.649,,1,0.257,1190,1.35,199.82,Apr 1190 Calls,,,196.8
RUT 17E1190,-1,,,,206.4,,C,90.373,0.101,O,202.95,,0,0.146,,36,-0.003,,170519,,170224,240.884,0.106,-18.636,15:30:00,,113.628,,0.999,0.256,1190,4.95,203.48,May 1190 Calls,,,199.5
RUT 17F1190,-1,,,,209.5,,C,88.048,0.105,O,206.7,,0,0.15,,1,0.001,,170616,,170224,310.04,0.106,-18.36,15:30:00,,153.113,,0.995,0.247,1190,8.7,206.53,Jun 1190 Calls,,,203.9
RUT 17I1190,-1,,,,220.8,0.249,C,82.788,0.105,O,217.45,,0,0.165,,,0,0.236,170915,,170224,513.565,0.106,-17.03,15:30:00,,262.529,0.223,0.972,0.236,1190,19.45,217.45,Sep 1190 Calls,,,214.1
RUT 17O1190,-1,,,,0.8,0.318,P,-1.6,0.04,O,0.65,,0,0.02,,1069,0.102,0.308,170317,,170224,-1.309,0.106,-9.976,15:30:00,,13.411,0.297,0,0.304,1190,0.65,0.59,Mar 1190 Puts,,,0.5
RUT 17P1190,-1,,,,3.7,0.258,P,-5.796,0.083,O,3.55,,0,0.033,,930,-0.011,0.256,170421,,170224,-12.841,0.106,-14.109,15:30:00,,63.172,0.253,0,0.256,1190,3.55,3.59,Apr 1190 Puts,,,3.4
RUT 17Q1190,-1,,,,8.4,0.259,P,-9.625,0.101,O,8.05,,0,0.045,,3,-0.004,0.256,170519,,170224,-32.437,0.106,-17.01,15:30:00,,113.603,0.252,0.001,0.256,1190,8.05,8.08,May 1190 Puts,,,7.7
RUT 17R1190,-1,,,,13.9,0.26,P,-12.263,0.106,O,12,,0,0.055,,220,-0.031,0.248,170616,,170224,-55.689,0.106,-16.766,15:30:00,,155.889,0.236,0.005,0.251,1190,12,12.38,Jun 1190 Puts,,,10.1
RUT 17U1190,-1,,,,26.9,0.246,P,-17.469,0.105,O,25.2,,0,0.078,,,0.002,0.239,170915,,170224,-147.469,0.106,-15.078,15:30:00,,265,0.233,0.028,0.239,1190,25.2,25.15,Sep 1190 Puts,,,23.5
RUT 17C1200,-1,,,,190.1,,C,98.517,0.04,O,186.75,,0,0.132,,580,-0.005,,170317,,170224,67.766,0.106,-9.281,15:30:00,,12.57,,1,0.283,1200,-1.25,187.78,Mar 1200 Calls,,,183.4
RUT 17D1200,-1,,,,192.2,,C,93.508,0.093,O,189.8,,0,0.134,,55,-0.002,,170421,,170224,169.459,0.106,-16.713,15:30:00,,69.009,,1,0.252,1200,1.8,190.21,Apr 1200 Calls,,,187.4
RUT 17E1200,-1,,,,196.8,,C,89.51,0.109,O,194.55,,0,0.14,,21,0.002,,170519,,170224,240.272,0.106,-19.439,15:30:00,,120.949,,0.998,0.251,1200,6.55,194.22,May 1200 Calls,,,192.3
RUT 17F1200,-1,,,,200.5,0.262,C,87.096,0.113,O,197.2,,0,0.145,,575,-0.002,0.242,170616,,170224,308.774,0.106,-18.721,15:30:00,,161.521,0.22,0.993,0.244,1200,9.2,197.51,Jun 1200 Calls,,,193.9
RUT 17I1200,-1,,,,212.4,0.246,C,81.761,0.11,O,209.05,,0,0.16,,112,0,0.233,170915,,170224,510.385,0.106,-17.414,15:30:00,,272.28,0.221,0.965,0.233,1200,21.05,209.04,Sep 1200 Calls,,,205.7
RUT 17O1200,0.78,-0.01,0.85,0.78,0.85,0.306,P,-1.85,0.046,O,0.7,0.85,0,0.02,0.79,5152,0.029,0.297,170317,,170224,-1.513,0.106,-10.431,15:30:00,,15.18,0.286,0,0.295,1200,0.7,0.68,Mar 1200 Puts,,12,0.55
RUT 17P1200,3.85,-0.06,4.23,3.85,4.2,0.254,P,-6.443,0.093,O,3.99,4.23,0,0.033,3.91,391,0.005,0.251,170421,,170224,-14.272,0.106,-15.203,15:30:00,,68.604,0.248,0,0.251,1200,3.99,3.97,Apr 1200 Puts,,28,3.8
RUT 17Q1200,10,3.6,10,8.62,10.6,0.265,P,-10.46,0.109,O,8.95,10,0,0.045,6.4,57,0.022,0.252,170519,,170224,-35.251,0.106,-18.001,15:30:00,,120.7,0.237,0.002,0.251,1200,8.95,8.76,May 1200 Puts,,49,7.2
RUT 17R1200,12.58,2.39,12.58,12.58,14.2,0.252,P,-13.168,0.113,O,13.5,12.58,0,0.055,10.19,1146,0.017,0.248,170616,,170224,-59.791,0.106,-17.924,15:30:00,,163.782,0.244,0.007,0.247,1200,13.5,13.28,Jun 1200 Puts,,3,12.9
RUT 17U1200,-1,,,,28.5,0.243,P,-18.452,0.11,O,26.8,,0,0.078,,721,0.008,0.237,170915,,170224,-155.787,0.106,-15.44,15:30:00,,274.248,0.231,0.035,0.236,1200,26.8,26.6,Sep 1200 Puts,,,25.1
RUT 17C1210,178.25,0.65,178.25,178.25,180.3,,C,98.255,0.047,O,176.96,178.25,0,0.125,177.6,224,-0.005,,170317,,170224,68.127,0.106,-10.265,15:30:00,,14.454,,1,0.275,1210,-1.04,177.87,Mar 1210 Calls,,1,173.5
RUT 17D1210,-1,,,,182.6,,C,92.789,0.103,O,180.25,,0,0.128,,44,-0.002,,170421,,170224,169.401,0.106,-17.655,15:30:00,,74.817,,1,0.246,1210,2.25,180.64,Apr 1210 Calls,,,177.9
RUT 17E1210,184.91,0.31,184.91,184.91,188,,C,88.568,0.118,O,184.57,184.91,0,0.134,184.6,53,-0.002,,170519,,170224,239.392,0.106,-20.258,15:30:00,,128.63,,0.996,0.247,1210,6.57,185.03,May 1210 Calls,,1,181.1
RUT 17F1210,-1,,,,191.6,0.257,C,86.07,0.121,O,188.3,,0,0.139,,6,-0.001,0.238,170616,,170224,307.173,0.106,-19.462,15:30:00,,170.203,0.218,0.99,0.24,1210,10.3,188.58,Jun 1210 Calls,,,185
RUT 17I1210,-1,,,,204.1,0.243,C,80.682,0.116,O,200.8,,0,0.155,,,0,0.231,170915,,170224,506.754,0.106,-17.789,15:30:00,,282.082,0.219,0.956,0.231,1210,22.8,200.74,Sep 1210 Calls,,,197.5
RUT 17O1210,0.7,-0.18,0.7,0.7,1,0.299,P,-2.148,0.054,O,0.82,0.7,0,0.019,0.88,2705,0.051,0.289,170317,,170224,-1.756,0.106,-11.729,15:30:00,,17.224,0.279,0,0.287,1210,0.82,0.78,Mar 1210 Puts,,1,0.65
RUT 17P1210,4.58,0.24,4.77,4.39,4.5,0.246,P,-7.17,0.103,O,4.36,4.39,0,0.033,4.34,452,-0.011,0.245,170421,,170224,-15.88,0.106,-15.963,15:30:00,,74.489,0.242,0,0.245,1210,4.36,4.41,Apr 1210 Puts,,441,4.2
RUT 17Q1210,-1,,,,11.4,0.26,P,-11.373,0.118,O,9.65,,0,0.045,,35,0.015,0.247,170519,,170224,-38.325,0.106,-18.665,15:30:00,,128.161,0.233,0.004,0.246,1210,9.65,9.51,May 1210 Puts,,,7.9
