Symbol,Last,Change,High,Low,Ask,Ask IV,Call/Put,Delta,Gamma,Item Type,Market Price,Open,Original Price,Pcnt To Double,Previous Close,Open Interest,Percent O/U,Mid IV,ExpDate,Existing Posn.,Date,Rho,SV,Theta,Time,Trade,Vega,Bid IV,Prob.Finish.ITM,Projected Volty,Strike Price,Time Premium,Th.Price,Description,At Price,Volume,Bid
RUT,1163.3,6.5,1163.3,1156.9,,, ,1,0,I,1163.3,1156.9,0,,1156.8,,,,,,161104,,0.105,,15:30:00,,,,,,,,,RUT Index,0,,
RUT 16W930,-1,,,,0.6,0.53,P,-0.63,0.017,O,0.33,,0,0.022,,171,0.5,,161118,,161104,-0.289,0.105,-6.125,15:30:00,,4.069,,0,0.466,930,0.33,0.22,Nov 930 Puts,,,0.05
RUT 16X930,-1,,,,1.9,0.366,P,-2.851,0.047,O,1.65,,0,0.036,,942,0.031,0.357,161216,,161104,-3.987,0.105,-10.959,15:30:00,,25.804,0.347,0,0.355,930,1.65,1.6,Dec 930 Puts,,,1.4
RUT 17M930,-1,,,,4.4,0.319,P,-5.453,0.066,O,4.1,,0,0.048,,51,0.002,0.314,170120,,161104,-14.165,0.105,-11.897,15:30:00,,59.02,0.309,0,0.314,930,4.1,4.09,Jan17 930 Puts,,,3.8
RUT 17O930,-1,,,,9.7,0.295,P,-9.259,0.081,O,9.3,,0,0.066,,200,-0.022,0.291,170317,,161104,-42.359,0.105,-12.417,15:30:00,,115.987,0.288,0,0.293,930,9.3,9.51,Mar17 930 Puts,,,8.9
RUT 16W940,-1,,,,0.6,0.507,P,-0.768,0.02,O,0.35,,0,0.022,,280,0.296,,161118,,161104,-0.353,0.105,-7.193,15:30:00,,4.844,,0,0.456,940,0.35,0.27,Nov 940 Puts,,,0.1
RUT 16X940,-1,,,,2.1,0.358,P,-3.243,0.053,O,1.85,,0,0.036,,629,0.016,0.35,161216,,161104,-4.534,0.105,-11.831,15:30:00,,28.704,0.341,0,0.349,940,1.85,1.82,Dec 940 Puts,,,1.6
RUT 17M940,-1,,,,4.9,0.315,P,-6.044,0.073,O,4.55,,0,0.048,,184,0.004,0.31,170120,,161104,-15.7,0.105,-12.762,15:30:00,,63.984,0.304,0,0.309,940,4.55,4.53,Jan17 940 Puts,,,4.2
RUT 17O940,-1,,,,10.5,0.291,P,-10.018,0.087,O,10.1,,0,0.066,,14,-0.02,0.288,170317,,161104,-45.839,0.105,-13.028,15:30:00,,122.888,0.284,0,0.289,940,10.1,10.31,Mar17 940 Puts,,,9.7
RUT 16K950,-1,,,,215.8,,C,98.69,0.031,O,213.35,,0,0.18,,,0.001,,161118,,161104,35.807,0.105,-12.57,15:30:00,,7.706,,1,0.474,950,0.05,213.11,Nov 950 Calls,,,210.9
RUT 16L950,-1,,,,215.5,,C,96.262,0.06,O,213.15,,0,0.179,,325,-0.001,,161216,,161104,103.979,0.105,-13.517,15:30:00,,32.245,,1,0.344,950,-0.15,213.36,Dec 950 Calls,,,210.8
RUT 17A950,-1,,,,216.3,,C,93.243,0.08,O,214.2,,0,0.181,,2,-0.002,,170120,,161104,182.581,0.105,-14.353,15:30:00,,69.768,,1,0.305,950,0.9,214.73,Jan17 950 Calls,,,212.1
RUT 17C950,-1,,,,219.4,,C,89.228,0.094,O,217.65,,0,0.189,,19,-0.003,,170317,,161104,296.168,0.105,-14.526,15:30:00,,129.516,,0.999,0.284,950,4.35,218.26,Mar17 950 Calls,,,215.9
RUT 17F950,-1,,,,226.3,0.276,C,85.019,0.097,O,224.1,,0,0.2,,8,-0.001,0.266,170616,,161104,462.753,0.105,-13.345,15:30:00,,210.342,0.255,0.991,0.267,950,10.8,224.28,Jun17 950 Calls,,,221.9
RUT 16W950,-1,,,,0.7,0.496,P,-0.937,0.025,O,0.43,,0,0.022,,716,0.303,,161118,,161104,-0.43,0.105,-8.445,15:30:00,,5.767,,0,0.447,950,0.43,0.33,Nov 950 Puts,,,0.15
RUT 16X950,-1,,,,2.3,0.349,P,-3.691,0.06,O,2.08,,0,0.036,,1984,0.005,0.343,161216,,161104,-5.16,0.105,-12.846,15:30:00,,31.912,0.335,0,0.342,950,2.08,2.07,Dec 950 Puts,,,1.85
RUT 17M950,-1,,,,5.2,0.307,P,-6.698,0.08,O,5,,0,0.048,,303,-0.006,0.304,170120,,161104,-17.402,0.105,-13.465,15:30:00,,69.298,0.301,0,0.304,950,5,5.03,Jan17 950 Puts,,,4.8
RUT 17O950,-1,,,,11.5,0.287,P,-10.837,0.094,O,11.05,,0,0.066,,1678,-0.011,0.284,170317,,161104,-49.592,0.105,-13.65,15:30:00,,130.07,0.28,0.001,0.285,950,11.05,11.17,Mar17 950 Puts,,,10.6
RUT 17R950,-1,,,,23.6,0.281,P,-15.625,0.096,O,22.2,,0,0.093,,802,-0.012,0.274,170616,,161104,-123.813,0.105,-12.917,15:30:00,,216.258,0.268,0.009,0.276,950,22.2,22.48,Jun17 950 Puts,,,20.8
RUT 16K960,-1,,,,205.9,,C,98.453,0.037,O,203.45,,0,0.171,,,0.001,,161118,,161104,36.082,0.105,-14.187,15:30:00,,8.892,,1,0.463,960,0.15,203.2,Nov 960 Calls,,,201
RUT 16L960,-1,,,,205.8,,C,95.759,0.068,O,203.5,,0,0.171,,,-0.001,,161216,,161104,104.426,0.105,-14.656,15:30:00,,35.718,,1,0.337,960,0.2,203.64,Dec 960 Calls,,,201.2
RUT 17A960,-1,,,,206.2,,C,92.538,0.088,O,204.1,,0,0.174,,,-0.006,,170120,,161104,182.855,0.105,-15.189,15:30:00,,75.281,,1,0.3,960,0.8,205.27,Jan17 960 Calls,,,202
RUT 17C960,-1,,,,209.6,,C,88.356,0.1,O,208.25,,0,0.182,,,-0.004,,170317,,161104,295.811,0.105,-15.097,15:30:00,,136.904,,0.998,0.28,960,4.95,209.18,Mar17 960 Calls,,,206.9
RUT 16W960,-1,,,,0.7,0.474,P,-1.145,0.03,O,0.52,,0,0.023,,179,0.3,0.454,161118,,161104,-0.525,0.105,-12.202,15:30:00,,6.862,0.43,0,0.438,960,0.52,0.4,Nov 960 Puts,,,0.35
RUT 16X960,-1,,,,2.65,0.344,P,-4.201,0.068,O,2.38,,0,0.036,,897,0.008,0.336,161216,,161104,-5.874,0.105,-14.02,15:30:00,,35.452,0.328,0,0.336,960,2.38,2.36,Dec 960 Puts,,,2.1
RUT 17M960,-1,,,,5.8,0.302,P,-7.422,0.088,O,5.55,,0,0.048,,115,-0.005,0.299,170120,,161104,-19.284,0.105,-14.339,15:30:00,,74.972,0.295,0,0.299,960,5.55,5.58,Jan17 960 Puts,,,5.3
RUT 17O960,-1,,,,12.5,0.284,P,-11.719,0.1,O,12,,0,0.067,,96,-0.008,0.28,170317,,161104,-53.637,0.105,-14.282,15:30:00,,137.524,0.276,0.002,0.281,960,12,12.1,Mar17 960 Puts,,,11.5
RUT 16K970,-1,,,,195.8,,C,98.17,0.044,O,193.45,,0,0.162,,,0.001,,161118,,161104,36.335,0.105,-16.025,15:30:00,,10.267,,1,0.452,970,0.15,193.31,Nov 970 Calls,,,191.1
RUT 16L970,-1,,,,195.9,,C,95.187,0.077,O,193.7,,0,0.163,,2,-0.001,,161216,,161104,104.776,0.105,-15.882,15:30:00,,39.541,,1,0.33,970,0.4,193.97,Dec 970 Calls,,,191.5
RUT 17A970,-1,,,,197.4,,C,91.758,0.097,O,195.5,,0,0.166,,,-0.002,,170120,,161104,182.936,0.105,-16.059,15:30:00,,81.155,,1,0.294,970,2.2,195.87,Jan17 970 Calls,,,193.6
RUT 17C970,-1,,,,200.8,,C,87.418,0.108,O,199.45,,0,0.175,,2,-0.004,,170317,,161104,295.144,0.105,-15.673,15:30:00,,144.558,,0.997,0.275,970,6.15,200.18,Mar17 970 Calls,,,198.1
RUT 16W970,-1,,,,0.85,0.466,P,-1.399,0.037,O,0.57,,0,0.023,,409,0.163,0.438,161118,,161104,-0.642,0.105,-13.081,15:30:00,,8.161,0.401,0,0.429,970,0.57,0.49,Nov 970 Puts,,,0.3
RUT 16X970,-1,,,,2.95,0.336,P,-4.784,0.077,O,2.7,,0,0.036,,960,0.004,0.33,161216,,161104,-6.689,0.105,-15.285,15:30:00,,39.351,0.324,0,0.33,970,2.7,2.69,Dec 970 Puts,,,2.45
RUT 17M970,-1,,,,6.5,0.298,P,-8.222,0.097,O,6.15,,0,0.049,,69,-0.008,0.294,170120,,161104,-21.367,0.105,-15.248,15:30:00,,81.011,0.289,0,0.294,970,6.15,6.2,Jan17 970 Puts,,,5.8
RUT 17O970,-1,,,,13.6,0.28,P,-12.668,0.108,O,13.05,,0,0.067,,52,-0.005,0.276,170317,,161104,-57.994,0.105,-14.864,15:30:00,,145.237,0.273,0.003,0.277,970,13.05,13.11,Mar17 970 Puts,,,12.5
RUT 16K980,-1,,,,185.6,,C,97.83,0.052,O,183.15,,0,0.154,,,-0.002,,161118,,161104,36.562,0.105,-18.111,15:30:00,,11.86,,1,0.442,980,-0.15,183.44,Nov 980 Calls,,,180.7
RUT 16L980,-1,,,,185.5,,C,94.535,0.087,O,183.4,,0,0.155,,15,-0.005,,161216,,161104,105.013,0.105,-17.197,15:30:00,,43.738,,1,0.324,980,0.1,184.34,Dec 980 Calls,,,181.3
RUT 17A980,-1,,,,188.1,,C,90.898,0.106,O,186.1,,0,0.159,,,-0.002,,170120,,161104,182.804,0.105,-16.96,15:30:00,,87.394,,1,0.289,980,2.8,186.53,Jan17 980 Calls,,,184.1
RUT 17C980,-1,,,,192.8,,C,86.408,0.115,O,190.95,,0,0.168,,15,-0.002,,170317,,161104,294.146,0.105,-16.253,15:30:00,,152.461,,0.996,0.271,980,7.65,191.26,Mar17 980 Calls,,,189.1
RUT 16W980,-1,,,,0.95,0.451,P,-1.711,0.044,O,0.73,,0,0.023,,255,0.197,0.432,161118,,161104,-0.785,0.105,-15.814,15:30:00,,9.696,0.409,0,0.42,980,0.73,0.61,Nov 980 Puts,,,0.5
RUT 16X980,-1,,,,3.3,0.329,P,-5.448,0.087,O,3.05,,0,0.036,,659,-0.007,0.323,161216,,161104,-7.618,0.105,-16.468,15:30:00,,43.632,0.317,0,0.323,980,3.05,3.07,Dec 980 Puts,,,2.8
RUT 17M980,-1,,,,7.1,0.292,P,-9.106,0.106,O,6.9,,0,0.049,,40,0.001,0.289,170120,,161104,-23.668,0.105,-16.265,15:30:00,,87.419,0.287,0,0.289,980,6.9,6.89,Jan17 980 Puts,,,6.7
RUT 17O980,-1,,,,14.7,0.275,P,-13.688,0.115,O,14.2,,0,0.067,,69,-0.001,0.272,170317,,161104,-62.682,0.105,-15.506,15:30:00,,153.191,0.269,0.004,0.272,980,14.2,14.21,Mar17 980 Puts,,,13.7
RUT 16K990,-1,,,,175.3,,C,97.423,0.061,O,173.25,,0,0.145,,,-0.002,,161118,,161104,36.758,0.105,-20.475,15:30:00,,13.704,,1,0.431,990,-0.05,173.59,Nov 990 Calls,,,171.2
RUT 16L990,-1,,,,176.1,,C,93.792,0.098,O,174.1,,0,0.147,,51,-0.004,,161216,,161104,105.123,0.105,-18.601,15:30:00,,48.332,,1,0.317,990,0.8,174.76,Dec 990 Calls,,,172.1
RUT 17A990,-1,,,,178.8,,C,89.947,0.117,O,176.9,,0,0.152,,,-0.002,,170120,,161104,182.438,0.105,-17.89,15:30:00,,93.999,,1,0.284,990,3.6,177.27,Jan17 990 Calls,,,175
RUT 17C990,-1,,,,183.2,0.272,C,85.322,0.123,O,181.95,,0,0.162,,9,-0.003,0.264,170317,,161104,292.797,0.105,-16.485,15:30:00,,160.592,0.256,0.993,0.267,990,8.65,182.43,Mar17 990 Calls,,,180.7
RUT 16W990,-1,,,,1.05,0.436,P,-2.093,0.054,O,0.85,,0,0.023,,376,0.149,0.421,161118,,161104,-0.96,0.105,-17.74,15:30:00,,11.507,0.403,0,0.412,990,0.85,0.74,Nov 990 Puts,,,0.65
