Symbol,Last,Change,High,Low,Ask,Ask IV,Call/Put,Delta,Gamma,Item Type,Market Price,Open,Original Price,Pcnt To Double,Previous Close,Open Interest,Percent O/U,Mid IV,Exp.Date,Existing Posn.,Date,Rho,SV,Theta,Time,Trade,Vega,Bid IV,Prob.Finish.ITM,Projected Volty,Strike Price,Time Premium,Th.Price,Description,At Price,Volume,Bid
RUT,1210,-2.8,1212.8,1209.5,,, ,1,0,I,1210,1212.3,0,,1212.8,,,,,,160725,,0.119,,15:30:00,,,,,,,,,RUT Index,0,,
RUT 16T1010,-1,,,,0.65,0.33,P,-1.413,0.036,O,0.57,,0,0.022,,3528,0.096,0.324,160819,,160725,-1.203,0.119,-7.563,15:30:00,,11.458,0.318,0,0.319,1010,0.57,0.52,Aug 1010 Puts,,,0.5
RUT 16U1010,-1,,,,2.5,0.285,P,-4.737,0.074,O,2.4,,0,0.036,,447,-0.121,0.283,160916,,160725,-8.681,0.119,-11.167,15:30:00,,45.621,0.28,0,0.29,1010,2.4,2.73,Sep 1010 Puts,,,2.3
RUT 16V1010,-1,,,,6.4,0.273,P,-8.612,0.095,O,6.2,,0,0.05,,4,-0.103,0.271,161021,,160725,-26.63,0.119,-13.493,15:30:00,,93.245,0.269,0.001,0.279,1010,6.2,6.91,Oct 1010 Puts,,,6
RUT 16X1010,-1,,,,13.2,0.262,P,-12.726,0.104,O,12.85,,0,0.067,,1,-0.059,0.26,161216,,160725,-65.577,0.119,-13.736,15:30:00,,157.681,0.257,0.01,0.265,1010,12.85,13.66,Dec 1010 Puts,,,12.5
RUT 17O1010,-1,,,,24.4,0.254,P,-17.005,0.104,O,23.8,,0,0.089,,39,-0.022,0.251,170317,,160725,-146.304,0.119,-12.643,15:30:00,,243.435,0.249,0.035,0.253,1010,23.8,24.33,Mar17 1010 Puts,,,23.2
RUT 16T1020,0.6,-0.05,0.6,0.6,0.75,0.321,P,-1.635,0.042,O,0.67,0.6,0,0.022,0.65,5161,0.136,0.316,160819,,160725,-1.391,0.119,-8.545,15:30:00,,12.983,0.311,0,0.31,1020,0.67,0.59,Aug 1020 Puts,,25,0.6
RUT 16U1020,-1,,,,2.8,0.279,P,-5.241,0.082,O,2.7,,0,0.035,,1197,-0.097,0.277,160916,,160725,-9.6,0.119,-12.042,15:30:00,,49.447,0.275,0,0.283,1020,2.7,2.99,Sep 1020 Puts,,,2.6
RUT 16V1020,-1,,,,7,0.268,P,-9.335,0.104,O,6.85,,0,0.049,,4,-0.078,0.266,161021,,160725,-28.85,0.119,-14.3,15:30:00,,98.989,0.265,0.002,0.272,1020,6.85,7.43,Oct 1020 Puts,,,6.7
RUT 16X1020,-1,,,,14.2,0.258,P,-13.594,0.111,O,14,,0,0.066,,91,-0.035,0.257,161216,,160725,-70.019,0.119,-14.327,15:30:00,,165.012,0.255,0.013,0.26,1020,14,14.51,Dec 1020 Puts,,,13.8
