Symbol,Last,Change,High,Low,Ask,Ask IV,Call/Put,Delta,Gamma,Item Type,Market Price,Open,Original Price,Pcnt To Double,Previous Close,Open Interest,Percent O/U,Mid IV,Exp.Date,Existing Posn.,Date,Rho,SV,Theta,Time,Trade,Vega,Bid IV,Prob.Finish.ITM,Projected Volty,Strike Price,Time Premium,Th.Price,Description,At Price,Volume,Bid
RUT,1108.4,11.1,1110.4,1098,,, ,1,0,I,1108.4,1098,0,,1097.3,,,,,,160411,,0.121,,15:30:00,,,,,,,,,RUT Index,0,,
RUT 16P900,0.05,-0.05,2.45,0.05,0.1,,P,-0.047,0.002,O,0.07,0.05,0,0.013,0.1,1155,,,160415,,160411,-0.006,0.121,-0.788,15:30:00,,0.197,,0,0.607,900,0.07,0.01,Apr 900 Puts,,11,0.05
RUT 16Q900,1.08,-0.2,1.08,1.08,1.05,0.325,P,-2.157,0.045,O,0.98,1.08,0,0.03,1.28,3342,0.021,0.321,160520,,160411,-2.647,0.121,-7.628,15:30:00,,18.768,0.317,0,0.32,900,0.98,0.96,May 900 Puts,,81,0.9
RUT 16R900,-1,,,,3,0.3,P,-4.709,0.07,O,2.93,,0,0.041,,2957,0.021,0.298,160617,,160411,-10.05,0.121,-10.344,15:30:00,,46.696,0.297,0,0.297,900,2.93,2.87,Jun 900 Puts,,,2.85
RUT 16U900,-1,,,,11.9,0.274,P,-11.378,0.098,O,11.75,,0,0.07,,848,-0.007,0.273,160916,,160411,-59.073,0.121,-11.879,15:30:00,,139.521,0.272,0.006,0.273,900,11.75,11.83,Sep 900 Puts,,,11.6
RUT 16X900,-1,,,,22.9,0.271,P,-15.498,0.1,O,21.7,,0,0.093,,1909,0.019,0.265,161216,,160411,-129.69,0.121,-11.322,15:30:00,,215.384,0.26,0.025,0.263,900,21.7,21.3,Dec 900 Puts,,,20.5
RUT 16P910,-1,,,,0.1,,P,-0.056,0.003,O,0.08,,0,0.012,,1321,,,160415,,160411,-0.007,0.121,-0.899,15:30:00,,0.231,,0,0.583,910,0.08,0.01,Apr 910 Puts,,,0.05
RUT 16Q910,-1,,,,1.15,0.315,P,-2.486,0.051,O,1.1,,0,0.03,,624,0,0.313,160520,,160411,-3.049,0.121,-8.269,15:30:00,,21.145,0.31,0,0.313,910,1.1,1.1,May 910 Puts,,,1.05
RUT 16R910,-1,,,,3.4,0.294,P,-5.303,0.078,O,3.3,,0,0.041,,299,0.022,0.293,160617,,160411,-11.319,0.121,-11.218,15:30:00,,51.329,0.291,0,0.291,910,3.3,3.23,Jun 910 Puts,,,3.2
RUT 16U910,-1,,,,12.9,0.27,P,-12.308,0.105,O,12.75,,0,0.071,,58,-0.005,0.269,160916,,160411,-63.914,0.121,-12.37,15:30:00,,147.467,0.268,0.009,0.269,910,12.75,12.82,Sep 910 Puts,,,12.6
RUT 16X910,-1,,,,24.4,0.267,P,-16.52,0.106,O,22.7,,0,0.094,,5,-0.004,0.26,161216,,160411,-138.317,0.121,-11.464,15:30:00,,224.545,0.252,0.032,0.26,910,22.7,22.8,Dec 910 Puts,,,21
RUT 16D920,-1,,,,190.7,,C,98.488,0.039,O,189.05,,0,0.167,,12,0.002,,160415,,160411,9.886,0.121,-36.138,15:30:00,,4.434,,1,0.838,920,0.65,188.7,Apr 920 Calls,,,187.4
RUT 16E920,-1,,,,190.2,,C,94.964,0.081,O,188.65,,0,0.167,,5,-0.002,,160520,,160411,91.967,0.121,-17.338,15:30:00,,37.622,,1,0.356,920,0.25,189,May 920 Calls,,,187.1
