Symbol,Last,Change,High,Low,Ask,Ask IV,Call/Put,Delta,Gamma,Item Type,Market Price,Open,Original Price,Pcnt To Double,Previous Close,Open Interest,Percent O/U,Mid IV,ExpDate,Existing Posn.,Date,Rho,SV,Theta,Time,Trade,Vega,Bid IV,Prob.Finish.ITM,Projected Volty,Strike Price,Time Premium,Th.Price,Description,At Price,Volume,Bid
RUT,1243.2,5.4,1243.9,1238.1,,, ,1,0,I,1243.2,1243.3,0,,1237.8,,,,,,160930,,0.11,,15:30:00,,,,,,,,,RUT Index,0,,
RUT 16V1020,0.35,0.03,0.37,0.35,0.4,0.363,P,-0.554,0.016,O,0.33,0.37,0,0.019,0.32,1135,0.833,0.354,161021,,160930,-0.405,0.11,-5.817,15:30:00,,4.763,0.342,0,0.329,1020,0.33,0.18,Oct 1020 Puts,,51,0.25
RUT 16W1020,1.97,-0.04,2.05,1.8,1.95,0.303,P,-3.362,0.055,O,1.88,2.05,0,0.034,2.01,762,-0.005,0.301,161118,,160930,-5.842,0.11,-10.325,15:30:00,,34.153,0.299,0,0.301,1020,1.88,1.89,Nov 1020 Puts,,91,1.8
RUT 16X1020,-1,,,,4.6,0.288,P,-6.099,0.074,O,4.5,,0,0.045,,224,-0.007,0.286,161216,,160930,-16.861,0.11,-12.635,15:30:00,,68.916,0.285,0,0.287,1020,4.5,4.53,Dec 1020 Puts,,,4.4
RUT 17O1020,-1,,,,15.6,0.271,P,-12.303,0.092,O,14.65,,0,0.072,,21,0.003,0.265,170317,,160930,-76.412,0.11,-13.357,15:30:00,,170.812,0.259,0.005,0.265,1020,14.65,14.6,Mar17 1020 Puts,,,13.7
RUT 16V1030,-1,,,,0.45,0.353,P,-0.659,0.019,O,0.35,,0,0.019,,2883,0.667,0.341,161021,,160930,-0.482,0.11,-6.05,15:30:00,,5.553,0.327,0,0.32,1030,0.35,0.21,Oct 1030 Puts,,,0.25
RUT 16W1030,-1,,,,2.2,0.298,P,-3.797,0.062,O,2.13,,0,0.034,,603,0,0.296,161118,,160930,-6.597,0.11,-11.191,15:30:00,,37.725,0.294,0,0.296,1030,2.13,2.13,Nov 1030 Puts,,,2.05
RUT 16X1030,-1,,,,5.1,0.283,P,-6.726,0.081,O,5,,0,0.045,,381,0.002,0.282,161216,,160930,-18.593,0.11,-13.472,15:30:00,,74.347,0.281,0,0.282,1030,5,4.99,Dec 1030 Puts,,,4.9
RUT 17O1030,-1,,,,16.6,0.266,P,-13.172,0.098,O,15.7,,0,0.072,,23,0.003,0.261,170317,,160930,-81.823,0.11,-13.76,15:30:00,,179.095,0.256,0.007,0.261,1030,15.7,15.66,Mar17 1030 Puts,,,14.8
RUT 16V1040,-1,,,,0.4,0.332,P,-0.787,0.023,O,0.33,,0,0.019,,4065,0.32,0.323,161021,,160930,-0.575,0.11,-5.722,15:30:00,,6.492,0.312,0,0.312,1040,0.33,0.25,Oct 1040 Puts,,,0.25
