Symbol,Last,Change,High,Low,Ask,Ask IV,Call/Put,Delta,Gamma,Item Type,Market Price,Open,Original Price,Pcnt To Double,Previous Close,Open Interest,Percent O/U,Mid IV,ExpDate,Existing Posn.,Date,Rho,SV,Theta,Time,Trade,Vega,Bid IV,Prob.Finish.ITM,Projected Volty,Strike Price,Time Premium,Th.Price,Description,At Price,Volume,Bid
RUT,1212.4,-4.9,1217.1,1210.2,,, ,1,0,I,1212.4,1217,0,,1217.3,,,,,,160729,,0.087,,15:30:00,,,,,,,,,RUT Index,0,,
RUT 16T1010,-1,,,,0.45,0.345,P,-1.109,0.03,O,0.4,,0,0.021,,3501,0.053,0.339,160819,,160729,-0.794,0.087,-6.708,15:30:00,,8.534,0.333,0,0.337,1010,0.4,0.38,Aug 1010 Puts,,,0.35
RUT 16U1010,-1,,,,1.95,0.285,P,-3.589,0.063,O,1.88,,0,0.032,,464,0.016,0.283,160916,,160729,-6.063,0.087,-10.064,15:30:00,,35.132,0.281,0,0.282,1010,1.88,1.85,Sep 1010 Puts,,,1.8
RUT 16V1010,-1,,,,5.4,0.27,P,-7.558,0.09,O,5.25,,0,0.046,,158,-0.071,0.268,161021,,160729,-22.251,0.087,-12.587,15:30:00,,82.736,0.266,0,0.273,1010,5.25,5.65,Oct 1010 Puts,,,5.1
RUT 16X1010,-1,,,,12.9,0.265,P,-12.468,0.103,O,12.5,,0,0.066,,1,-0.061,0.262,161216,,160729,-62.532,0.087,-13.866,15:30:00,,153.537,0.26,0,0.268,1010,12.5,13.31,Dec 1010 Puts,,,12.1
RUT 17O1010,-1,,,,24.3,0.256,P,-16.856,0.103,O,23.7,,0,0.089,,39,-0.018,0.254,170317,,160729,-142.757,0.087,-12.834,15:30:00,,240.353,0.251,0.006,0.256,1010,23.7,24.13,Mar17 1010 Puts,,,23.1
RUT 16T1020,-1,,,,0.55,0.338,P,-1.26,0.034,O,0.48,,0,0.021,,5044,0.116,0.332,160819,,160729,-0.901,0.087,-7.726,15:30:00,,9.537,0.323,0,0.326,1020,0.48,0.43,Aug 1020 Puts,,,0.4
RUT 16U1020,-1,,,,2.15,0.277,P,-4.05,0.071,O,2.08,,0,0.032,,1176,0.005,0.275,160916,,160729,-6.84,0.087,-10.691,15:30:00,,38.764,0.273,0,0.275,1020,2.08,2.07,Sep 1020 Puts,,,2
RUT 16V1020,-1,,,,5.9,0.264,P,-8.253,0.098,O,5.8,,0,0.046,,171,-0.054,0.263,161021,,160729,-24.29,0.087,-13.315,15:30:00,,88.431,0.262,0,0.267,1020,5.8,6.13,Oct 1020 Puts,,,5.7
RUT 16X1020,-1,,,,13.9,0.261,P,-13.315,0.11,O,13.45,,0,0.066,,91,-0.047,0.259,161216,,160729,-66.752,0.087,-14.404,15:30:00,,160.688,0.256,0.001,0.263,1020,13.45,14.12,Dec 1020 Puts,,,13
