Symbol,Last,Change,High,Low,Ask,Ask IV,Call/Put,Delta,Gamma,Item Type,Market Price,Open,Original Price,Pcnt To Double,Previous Close,Open Interest,Percent O/U,Mid IV,Exp.Date,Existing Posn.,Date,Rho,SV,Theta,Time,Trade,Vega,Bid IV,Prob.Finish.ITM,Projected Volty,Strike Price,Time Premium,Th.Price,Description,At Price,Volume,Bid
RUT,1008.7,11.3,1009.4,998.2,,, ,1,0,I,1008.7,1000.2,0,,997.4,,,,,,160126,,0.233,,15:30:00,,,,,,,,,RUT Index,0,,
RUT 16N780,-1,,,,0.4,0.44,P,-0.73,0.019,O,0.3,,0,0.027,,767,0.111,0.424,160219,,160126,-0.5,0.233,-4.758,15:30:00,,5.255,0.404,0,0.418,780,0.3,0.27,Feb 780 Puts,,,0.2
RUT 16O780,-1,,,,2.05,0.385,P,-3.2,0.05,O,1.95,,0,0.044,,247,0.026,0.381,160318,,160126,-4.848,0.233,-10.033,15:30:00,,27.36,0.378,0.002,0.379,780,1.95,1.9,Mar 780 Puts,,,1.85
RUT 16P780,-1,,,,4.9,0.371,P,-5.428,0.066,O,4.15,,0,0.056,,91,0.01,0.357,160415,,160126,-12.827,0.233,-11.55,15:30:00,,51.931,0.342,0.01,0.356,780,4.15,4.11,Apr 780 Puts,,,3.4
RUT 16R780,-1,,,,11,0.341,P,-9.622,0.081,O,10.15,,0,0.08,,62,-0.023,0.333,160617,,160126,-41.731,0.233,-12.202,15:30:00,,107.157,0.325,0.042,0.335,780,10.15,10.39,Jun 780 Puts,,,9.3
RUT 16U780,-1,,,,20.2,0.322,P,-13.474,0.085,O,18.85,,0,0.106,,1,-0.028,0.315,160916,,160126,-98.298,0.233,-11.346,15:30:00,,173.31,0.307,0.091,0.318,780,18.85,19.4,Sep 780 Puts,,,17.5
RUT 16N790,-1,,,,0.5,0.434,P,-0.889,0.023,O,0.4,,0,0.027,,977,0.212,0.421,160219,,160126,-0.61,0.233,-5.98,15:30:00,,6.253,0.406,0,0.41,790,0.4,0.33,Feb 790 Puts,,,0.3
RUT 16O790,-1,,,,2.35,0.379,P,-3.657,0.057,O,2.23,,0,0.044,,283,0.028,0.375,160318,,160126,-5.541,0.233,-11.004,15:30:00,,30.527,0.37,0.003,0.373,790,2.23,2.17,Mar 790 Puts,,,2.1
RUT 16P790,-1,,,,5,0.358,P,-6.063,0.073,O,4.4,,0,0.056,,26,-0.046,0.347,160415,,160126,-14.332,0.233,-11.912,15:30:00,,56.647,0.336,0.013,0.351,790,4.4,4.61,Apr 790 Puts,,,3.8
RUT 16R790,-1,,,,12,0.337,P,-10.448,0.087,O,11.15,,0,0.08,,25,-0.015,0.329,160617,,160126,-45.327,0.233,-12.884,15:30:00,,113.776,0.322,0.051,0.331,790,11.15,11.32,Jun 790 Puts,,,10.3
RUT 16U790,-1,,,,21.6,0.319,P,-14.362,0.09,O,20.2,,0,0.107,,,-0.026,0.311,160916,,160126,-104.818,0.233,-11.705,15:30:00,,180.995,0.303,0.103,0.314,790,20.2,20.73,Sep 790 Puts,,,18.8
RUT 16N800,-1,,,,0.5,0.414,P,-1.085,0.028,O,0.43,,0,0.027,,1482,0.075,0.406,160219,,160126,-0.744,0.233,-6.325,15:30:00,,7.436,0.395,0,0.401,800,0.43,0.4,Feb 800 Puts,,,0.35
RUT 16O800,-1,,,,2.65,0.371,P,-4.178,0.064,O,2.47,,0,0.044,,2897,-0.004,0.366,160318,,160126,-6.331,0.233,-11.745,15:30:00,,34.015,0.361,0.004,0.366,800,2.47,2.48,Mar 800 Puts,,,2.3
RUT 16P800,-1,,,,6,0.359,P,-6.768,0.081,O,5.2,,0,0.056,,1780,0.008,0.346,160415,,160126,-16.003,0.233,-13.252,15:30:00,,61.692,0.333,0.018,0.346,800,5.2,5.16,Apr 800 Puts,,,4.4
RUT 16R800,-1,,,,13.1,0.333,P,-11.335,0.094,O,12.25,,0,0.081,,371,-0.006,0.326,160617,,160126,-49.197,0.233,-13.577,15:30:00,,120.627,0.319,0.06,0.327,800,12.25,12.33,Jun 800 Puts,,,11.4
RUT 16U800,-1,,,,23.3,0.316,P,-15.301,0.095,O,21.85,,0,0.107,,267,-0.014,0.309,160916,,160126,-111.708,0.233,-12.168,15:30:00,,188.803,0.301,0.115,0.31,800,21.85,22.15,Sep 800 Puts,,,20.4
RUT 16B810,-1,,,,200.9,,C,98.063,0.043,O,198.5,,0,0.192,,20,0,,160219,,160126,51.882,0.233,-10.765,15:30:00,,12.23,,1,0.423,810,-0.2,198.41,Feb 810 Calls,,,196.1
RUT 16C810,-1,,,,200.9,,C,94.271,0.079,O,198.9,,0,0.194,,46,-0.006,,160318,,160126,106.542,0.233,-16.369,15:30:00,,43.743,,0.993,0.382,810,0.2,200.13,Mar 810 Calls,,,196.9
RUT 16D810,-1,,,,202.3,,C,92.508,0.089,O,199.9,,0,0.197,,,-0.005,,160415,,160126,159.581,0.233,-14.57,15:30:00,,66.686,,0.976,0.339,810,1.2,200.91,Apr 810 Calls,,,197.5
RUT 16F810,-1,,,,207.7,,C,87.996,0.101,O,205,,0,0.207,,1,-0.003,,160617,,160126,264.621,0.233,-14.559,15:30:00,,125.629,,0.929,0.318,810,6.3,205.57,Jun 810 Calls,,,202.3
RUT 16I810,-1,,,,213.4,0.307,C,84.46,0.102,O,210.1,,0,0.219,,,-0.004,0.29,160916,,160126,404.528,0.233,-12.507,15:30:00,,190.76,0.272,0.871,0.294,810,11.4,210.89,Sep 810 Calls,,,206.8
RUT 16N810,-1,,,,0.65,0.41,P,-1.324,0.034,O,0.55,,0,0.027,,636,0.146,0.4,160219,,160126,-0.908,0.233,-7.635,15:30:00,,8.836,0.389,0,0.393,810,0.55,0.48,Feb 810 Puts,,,0.45
RUT 16O810,-1,,,,3,0.364,P,-4.771,0.073,O,2.88,,0,0.044,,520,0.011,0.361,160318,,160126,-7.231,0.233,-13.047,15:30:00,,37.846,0.357,0.007,0.36,810,2.88,2.85,Mar 810 Puts,,,2.75
RUT 16P810,-1,,,,6.6,0.352,P,-7.549,0.089,O,5.75,,0,0.057,,147,-0.005,0.34,160415,,160126,-17.855,0.233,-14.073,15:30:00,,67.072,0.327,0.024,0.34,810,5.75,5.78,Apr 810 Puts,,,4.9
RUT 16R810,-1,,,,14.2,0.328,P,-12.288,0.101,O,13.35,,0,0.081,,89,-0.006,0.322,160617,,160126,-53.356,0.233,-14.185,15:30:00,,127.697,0.315,0.071,0.322,810,13.35,13.43,Jun 810 Puts,,,12.5
