Symbol,Last,Change,High,Low,Ask,Ask IV,Call/Put,Delta,Gamma,Item Type,Market Price,Open,Original Price,Pcnt To Double,Previous Close,Open Interest,Percent O/U,Mid IV,ExpDate,Existing Posn.,Date,Rho,SV,Theta,Time,Trade,Vega,Bid IV,Prob.Finish.ITM,Projected Volty,Strike Price,Time Premium,Th.Price,Description,At Price,Volume,Bid
RUT,1261.4,9.8,1264.9,1250.8,,, ,1,0,I,1261.4,1250.9,0,,1251.6,,,,,,161111,,0.131,,15:30:00,,,,,,,,,RUT Index,0,,
RUT 16W1010,-1,,,,0.25,0.658,P,-0.167,0.006,O,0.25,,0,0.017,,404,,,161118,,161111,-0.041,0.131,-2.803,15:30:00,,0.944,,0,0.554,1010,0.25,0.05,Nov 1010 Puts,,,
RUT 16X1010,-1,,,,0.9,0.348,P,-1.727,0.032,O,0.78,,0,0.03,,1447,-0.103,0.341,161216,,161111,-2.166,0.131,-7.32,15:30:00,,16.766,0.332,0,0.347,1010,0.78,0.87,Dec 1010 Puts,,,0.65
RUT 17M1010,3.17,-2.34,3.17,3.17,3.7,0.316,P,-4.569,0.056,O,3.34,3.17,0,0.044,5.51,349,-0.012,0.309,170120,,161111,-11.641,0.131,-11.5,15:30:00,,53.044,0.302,0,0.31,1010,3.34,3.38,Jan17 1010 Puts,,3,3
RUT 17O1010,-1,,,,8.9,0.289,P,-8.063,0.072,O,7.9,,0,0.06,,35,-0.028,0.28,170317,,161111,-37.618,0.131,-11.94,15:30:00,,110.51,0.27,0.002,0.282,1010,7.9,8.13,Mar17 1010 Puts,,,6.9
RUT 17R1010,-1,,,,18,0.269,P,-12.198,0.08,O,16.55,,0,0.081,,,-0.008,0.262,170616,,161111,-100.201,0.131,-11.525,15:30:00,,195.271,0.254,0.016,0.263,1010,16.55,16.69,Jun17 1010 Puts,,,15.1
RUT 16W1020,-1,,,,0.25,0.632,P,-0.192,0.007,O,0.25,,0,0.016,,1068,,,161118,,161111,-0.047,0.131,-3.118,15:30:00,,1.073,,0,0.537,1020,0.25,0.05,Nov 1020 Puts,,,
RUT 16X1020,-1,,,,0.95,0.337,P,-1.96,0.036,O,0.83,,0,0.03,,1931,-0.153,0.33,161216,,161111,-2.457,0.131,-7.634,15:30:00,,18.665,0.322,0,0.339,1020,0.83,0.98,Dec 1020 Puts,,,0.7
RUT 17M1020,3.28,-2.38,3.28,3.28,3.9,0.308,P,-5.018,0.062,O,3.58,3.28,0,0.044,5.66,1055,-0.032,0.302,170120,,161111,-12.782,0.131,-11.965,15:30:00,,57.17,0.297,0,0.304,1020,3.58,3.7,Jan17 1020 Puts,,2,3.3
RUT 17O1020,-1,,,,9.5,0.284,P,-8.722,0.078,O,9,,0,0.06,,53,0.023,0.279,170317,,161111,-40.695,0.131,-12.915,15:30:00,,117.211,0.275,0.003,0.278,1020,9,8.8,Mar17 1020 Puts,,,8.5
RUT 17R1020,-1,,,,19.3,0.267,P,-12.964,0.084,O,17.85,,0,0.081,,,0.006,0.26,170616,,161111,-106.508,0.131,-11.965,15:30:00,,203.725,0.253,0.021,0.26,1020,17.85,17.75,Jun17 1020 Puts,,,16.4
RUT 16W1030,-1,,,,0.2,0.59,P,-0.222,0.008,O,0.2,,0,0.016,,716,,,161118,,161111,-0.055,0.131,-3.482,15:30:00,,1.225,,0,0.52,1030,0.2,0.06,Nov 1030 Puts,,,
RUT 16X1030,0.95,-1.67,1,0.95,1.3,0.341,P,-2.227,0.041,O,1.09,0.95,0,0.03,2.62,1256,-0.018,0.331,161216,,161111,-2.791,0.131,-9.452,15:30:00,,20.792,0.321,0,0.332,1030,1.09,1.11,Dec 1030 Puts,,2,0.9
RUT 17M1030,-1,,,,4.4,0.304,P,-5.515,0.068,O,4.05,,0,0.044,,277,0,0.299,170120,,161111,-14.045,0.131,-12.96,15:30:00,,61.609,0.293,0,0.299,1030,4.05,4.05,Jan17 1030 Puts,,,3.7
RUT 17O1030,-1,,,,10.1,0.278,P,-9.433,0.083,O,9.65,,0,0.06,,23,0.013,0.275,170317,,161111,-44.019,0.131,-13.428,15:30:00,,124.217,0.271,0.005,0.274,1030,9.65,9.53,Mar17 1030 Puts,,,9.2
RUT 17R1030,-1,,,,20.5,0.264,P,-13.775,0.089,O,18.95,,0,0.082,,,0.003,0.257,170616,,161111,-113.185,0.131,-12.311,15:30:00,,212.379,0.249,0.026,0.256,1030,18.95,18.89,Jun17 1030 Puts,,,17.4
RUT 16K1040,-1,,,,226.2,,C,99.611,0.012,O,223.05,,0,0.174,,114,0.008,,161118,,161111,19.834,0.131,-6.872,15:30:00,,2.032,,1,0.53,1040,1.65,221.18,Nov 1040 Calls,,,219.9
RUT 16L1040,-1,,,,225.2,,C,96.416,0.057,O,222.75,,0,0.171,,60,0.004,,161216,,161111,95.107,0.131,-16.149,15:30:00,,30.851,,1,0.355,1040,1.35,221.79,Dec 1040 Calls,,,220.3
RUT 17A1040,-1,,,,226.3,,C,92.435,0.081,O,223.85,,0,0.175,,,-0.003,,170120,,161111,179.755,0.131,-18.673,15:30:00,,78.664,,1,0.319,1040,2.45,224.46,Jan17 1040 Calls,,,221.4
RUT 17C1040,-1,,,,228.4,,C,88.933,0.091,O,226.45,,0,0.182,,6,-0.006,,170317,,161111,306.3,0.131,-16.524,15:30:00,,139.453,,0.993,0.282,1040,5.05,227.73,Mar17 1040 Calls,,,224.5
RUT 17F1040,-1,,,,235.7,0.268,C,84.983,0.094,O,233.65,,0,0.192,,,0,0.258,170616,,161111,492.109,0.131,-14.497,15:30:00,,225.056,0.25,0.968,0.258,1040,12.25,233.56,Jun17 1040 Calls,,,231.6
RUT 16W1040,-1,,,,0.25,0.58,P,-0.258,0.009,O,0.15,,0,0.016,,1108,,,161118,,161111,-0.064,0.131,-3.906,15:30:00,,1.405,,0,0.504,1040,0.15,0.07,Nov 1040 Puts,,,0.05
RUT 16X1040,1.34,-2.02,1.34,1.34,1.45,0.333,P,-2.534,0.047,O,1.25,1.34,0,0.029,3.36,1776,-0.008,0.325,161216,,161111,-3.175,0.131,-10.407,15:30:00,,23.173,0.316,0,0.325,1040,1.25,1.26,Dec 1040 Puts,,4,1.05
RUT 17M1040,4.13,-2.86,4.41,4.03,4.8,0.299,P,-6.065,0.074,O,4.43,4.03,0,0.043,6.99,1201,-0.002,0.293,170120,,161111,-15.444,0.131,-13.71,15:30:00,,66.379,0.288,0,0.293,1040,4.43,4.44,Jan17 1040 Puts,,35,4.1
RUT 17O1040,-1,,,,11,0.275,P,-10.201,0.09,O,10.5,,0,0.06,,74,0.017,0.271,170317,,161111,-47.607,0.131,-14.074,15:30:00,,131.523,0.267,0.007,0.27,1040,10.5,10.32,Mar17 1040 Puts,,,10
