Symbol,Last,Change,High,Low,Ask,Ask IV,Call/Put,Delta,Gamma,Item Type,Market Price,Open,Original Price,Pcnt To Double,Previous Close,Open Interest,Percent O/U,Mid IV,ExpDate,Existing Posn.,Date,Rho,SV,Theta,Time,Trade,Vega,Bid IV,Prob.Finish.ITM,Projected Volty,Strike Price,Time Premium,Th.Price,Description,At Price,Volume,Bid
RUT,1490.4,1.6,1491.7,1488.8,,, ,1,0,I,1490.4,1489.4,0,,1488.8,,,,,,170929,,0.066,,15:30:00,,,,,,,,,RUT Index,0,,
RUT 17V1260,0.34,-0.01,0.34,0.34,0.65,0.33,P,-1.271,0.029,O,0.35,0.34,0,0.02,0.35,1389,-0.327,,171020,,170929,-1.117,0.066,-8.444,15:30:00,,11.812,,0,0.319,1260,0.35,0.52,Oct 1260 Puts,,2,0.05
RUT 17W1260,-1,,,,1.85,0.256,P,-3.137,0.051,O,1.58,,0,0.028,,275,-0.092,0.249,171117,,170929,-6.487,0.066,-8.94,15:30:00,,38.74,0.241,0,0.253,1260,1.58,1.74,Nov 1260 Puts,,,1.3
RUT 17X1260,-1,,,,3.6,0.233,P,-4.994,0.066,O,3.35,,0,0.034,,165,-0.02,0.229,171215,,170929,-16.346,0.066,-10.064,15:30:00,,70.754,0.226,0,0.23,1260,3.35,3.42,Dec 1260 Puts,,,3.1
RUT 18M1260,-1,,,,6.6,0.223,P,-7.585,0.078,O,6.25,,0,0.043,,17,-0.044,0.22,180119,,170929,-36.482,0.066,-10.862,15:30:00,,117.984,0.217,0,0.222,1260,6.25,6.54,Jan18 1260 Puts,,,5.9
RUT 18O1260,-1,,,,12.6,0.218,P,-11.063,0.086,O,12.05,,0,0.057,,6,-0.034,0.215,180316,,170929,-81.013,0.066,-11.41,15:30:00,,190.562,0.212,0,0.217,1260,12.05,12.47,Mar18 1260 Puts,,,11.5
RUT 17V1270,-1,,,,0.7,0.32,P,-1.378,0.032,O,0.38,,0,0.02,,1533,-0.309,,171020,,170929,-1.21,0.066,-8.761,15:30:00,,12.668,,0,0.308,1270,0.38,0.55,Oct 1270 Puts,,,0.05
RUT 17W1270,1.67,-0.11,1.7,1.66,2,0.249,P,-3.42,0.056,O,1.72,1.66,0,0.027,1.78,663,-0.08,0.243,171117,,170929,-7.068,0.066,-9.511,15:30:00,,41.594,0.235,0,0.246,1270,1.72,1.87,Nov 1270 Puts,,13,1.45
RUT 17X1270,-1,,,,3.9,0.228,P,-5.465,0.072,O,3.65,,0,0.034,,425,-0.016,0.225,171215,,170929,-17.88,0.066,-10.585,15:30:00,,75.982,0.221,0,0.226,1270,3.65,3.71,Dec 1270 Puts,,,3.4
RUT 18M1270,-1,,,,7.2,0.219,P,-8.179,0.084,O,6.8,,0,0.043,,35,-0.03,0.216,180119,,170929,-39.323,0.066,-11.426,15:30:00,,124.891,0.213,0,0.218,1270,6.8,7.01,Jan18 1270 Puts,,,6.4
RUT 18O1270,-1,,,,13.5,0.215,P,-11.783,0.092,O,12.95,,0,0.057,,8,-0.023,0.212,180316,,170929,-86.273,0.066,-11.794,15:30:00,,199.292,0.209,0,0.214,1270,12.95,13.25,Mar18 1270 Puts,,,12.4
RUT 17V1280,-1,,,,,,P,-1.5,0.036,O,-1,,0,0.019,,1714,,,171020,,170929,-1.317,0.066,-9.11,15:30:00,,13.629,,0,0.298,1280,,0.58,Oct 1280 Puts,,,
RUT 17W1280,1.84,-0.07,1.9,1.81,2.15,0.242,P,-3.738,0.062,O,1.87,1.89,0,0.027,1.91,698,-0.07,0.236,171117,,170929,-7.721,0.066,-9.953,15:30:00,,44.735,0.229,0,0.239,1280,1.87,2.01,Nov 1280 Puts,,20,1.6
