Symbol,Last,Change,High,Low,Ask,Ask IV,Call/Put,Delta,Gamma,Item Type,Market Price,Open,Original Price,Pcnt To Double,Previous Close,Open Interest,Percent O/U,Mid IV,Exp.Date,Existing Posn.,Date,Rho,SV,Theta,Time,Trade,Vega,Bid IV,Prob.Finish.ITM,Projected Volty,Strike Price,Time Premium,Th.Price,Description,At Price,Volume,Bid
RUT,1039,1.8,1040.5,1036.7,,, ,1,0,I,1039,1037.2,0,,1037.2,,,,,,160229,,0.209,,15:30:00,,,,,,,,,RUT Index,0,,
RUT 16O830,0.25,0,0.25,0.25,0.3,0.432,P,-0.617,0.018,O,0.25,0.25,0,0.022,0.25,4413,0.316,0.423,160318,,160229,-0.325,0.209,-5.287,15:30:00,,4.043,0.411,0,0.41,830,0.25,0.19,Mar 830 Puts,,1,0.2
RUT 16P830,1.75,-0.06,1.75,1.75,1.75,0.352,P,-3.207,0.056,O,1.65,1.75,0,0.038,1.81,1022,-0.018,0.348,160415,,160229,-4.39,0.209,-9.764,15:30:00,,26.55,0.344,0.001,0.349,830,1.65,1.68,Apr 830 Puts,,1,1.55
RUT 16Q830,-1,,,,5,0.328,P,-6.515,0.08,O,4.65,,0,0.053,,241,-0.027,0.323,160520,,160229,-15.962,0.209,-12.048,15:30:00,,61.993,0.317,0.013,0.325,830,4.65,4.78,May 830 Puts,,,4.3
RUT 16R830,-1,,,,7.8,0.316,P,-8.762,0.09,O,7.55,,0,0.063,,26,-0.017,0.313,160617,,160229,-29.206,0.209,-12.652,15:30:00,,89.887,0.31,0.028,0.314,830,7.55,7.68,Jun 830 Puts,,,7.3
RUT 16U830,-1,,,,18.4,0.3,P,-13.891,0.099,O,17.35,,0,0.09,,31,-0.005,0.294,160916,,160229,-87.285,0.209,-12.132,15:30:00,,168.096,0.288,0.084,0.295,830,17.35,17.43,Sep 830 Puts,,,16.3
RUT 16O840,-1,,,,0.45,0.435,P,-0.752,0.023,O,0.28,,0,0.022,,3868,0.217,0.408,160318,,160229,-0.396,0.209,-5.757,15:30:00,,4.819,,0,0.399,840,0.28,0.23,Mar 840 Puts,,,0.1
RUT 16P840,1.94,-0.14,1.99,1.94,2,0.344,P,-3.675,0.064,O,1.9,1.99,0,0.038,2.08,1074,-0.01,0.341,160415,,160229,-5.03,0.209,-10.704,15:30:00,,29.686,0.337,0.002,0.342,840,1.9,1.92,Apr 840 Puts,,72,1.8
RUT 16Q840,-1,,,,5.5,0.322,P,-7.244,0.089,O,5.2,,0,0.053,,1,-0.021,0.317,160520,,160229,-17.748,0.209,-12.912,15:30:00,,67.26,0.312,0.017,0.319,840,5.2,5.31,May 840 Puts,,,4.9
RUT 16R840,-1,,,,8.6,0.311,P,-9.609,0.098,O,8.35,,0,0.063,,87,-0.011,0.308,160617,,160229,-32.033,0.209,-13.387,15:30:00,,96.23,0.306,0.035,0.309,840,8.35,8.44,Jun 840 Puts,,,8.1
