Symbol,Last,Change,High,Low,Ask,Ask IV,Call/Put,Delta,Gamma,Item Type,Market Price,Open,Original Price,Pcnt To Double,Previous Close,Open Interest,Percent O/U,Mid IV,ExpDate,Existing Posn.,Date,Rho,SV,Theta,Time,Trade,Vega,Bid IV,Prob.Finish.ITM,Projected Volty,Strike Price,Time Premium,Th.Price,Description,At Price,Volume,Bid
RUT,1351.3,-1.3,1352.1,1347.8,,, ,1,0,I,1351.3,1350.8,0,,1352.6,,,,,,161207,,0.122,,15:30:00,,,,,,,,,RUT Index,0,,
RUT 16X1110,-1,,,,0.25,0.516,P,-0.187,0.006,O,0.15,,0,0.015,,1165,,,161216,,161207,-0.063,0.122,-2.482,15:30:00,,1.274,,0,0.437,1110,0.15,0.05,Dec 1110 Puts,,,0.05
RUT 17M1110,-1,,,,1.15,0.288,P,-1.978,0.037,O,1,,0,0.027,,799,0.02,0.281,170120,,161207,-3.329,0.122,-7.073,15:30:00,,22.624,0.274,0,0.281,1110,1,0.98,Jan17 1110 Puts,,,0.85
RUT 17N1110,-1,,,,3.6,0.277,P,-4.48,0.059,O,3.13,,0,0.038,,83,0.013,0.269,170217,,161207,-12.491,0.122,-10.468,15:30:00,,56.807,0.26,0,0.268,1110,3.13,3.09,Feb17 1110 Puts,,,2.65
RUT 17O1110,-1,,,,6.5,0.269,P,-6.982,0.072,O,6.1,,0,0.048,,114,0.005,0.265,170317,,161207,-27.352,0.122,-12.381,15:30:00,,94.776,0.26,0.001,0.264,1110,6.1,6.07,Mar17 1110 Puts,,,5.7
RUT 17R1110,-1,,,,18.2,0.261,P,-13.063,0.084,O,17.7,,0,0.076,,,-0.016,0.258,170616,,161207,-100.882,0.122,-13.525,15:30:00,,206.477,0.256,0.014,0.26,1110,17.7,17.99,Jun17 1110 Puts,,,17.2
RUT 16X1120,-1,,,,0.25,0.495,P,-0.216,0.008,O,0.25,,0,0.015,,1640,,,161216,,161207,-0.073,0.122,-2.772,15:30:00,,1.456,,0,0.424,1120,0.25,0.06,Dec 1120 Puts,,,
RUT 17M1120,1.05,-0.3,1.09,1.05,1.3,0.282,P,-2.255,0.042,O,1.12,1.05,0,0.027,1.35,1146,0,0.275,170120,,161207,-3.794,0.122,-7.685,15:30:00,,25.27,0.268,0,0.275,1120,1.12,1.12,Jan17 1120 Puts,,4,0.95
RUT 17N1120,-1,,,,4,0.273,P,-4.99,0.065,O,3.5,,0,0.038,,93,0.014,0.265,170217,,161207,-13.913,0.122,-11.312,15:30:00,,61.917,0.257,0,0.264,1120,3.5,3.45,Feb17 1120 Puts,,,3
RUT 17O1120,-1,,,,7,0.264,P,-7.636,0.078,O,6.65,,0,0.048,,712,-0.002,0.261,170317,,161207,-29.919,0.122,-13.003,15:30:00,,101.478,0.257,0.002,0.261,1120,6.65,6.66,Mar17 1120 Puts,,,6.3
RUT 17R1120,-1,,,,19.4,0.258,P,-13.856,0.089,O,18.9,,0,0.077,,,-0.011,0.256,170616,,161207,-107.026,0.122,-13.96,15:30:00,,214.987,0.253,0.019,0.257,1120,18.9,19.11,Jun17 1120 Puts,,,18.4
RUT 16X1130,-1,,,,0.25,0.474,P,-0.252,0.009,O,0.25,,0,0.014,,2277,,,161216,,161207,-0.085,0.122,-3.108,15:30:00,,1.672,,0,0.41,1130,0.25,0.07,Dec 1130 Puts,,,
RUT 17M1130,1.24,-0.23,1.24,1.24,1.45,0.276,P,-2.574,0.047,O,1.27,1.24,0,0.027,1.47,687,0,0.27,170120,,161207,-4.33,0.122,-8.426,15:30:00,,28.234,0.263,0,0.27,1130,1.27,1.27,Jan17 1130 Puts,,5,1.1
RUT 17N1130,-1,,,,4.2,0.265,P,-5.557,0.072,O,3.8,,0,0.038,,2043,-0.01,0.26,170217,,161207,-15.498,0.122,-11.896,15:30:00,,67.429,0.253,0.001,0.26,1130,3.8,3.84,Feb17 1130 Puts,,,3.4
RUT 17O1130,-1,,,,7.7,0.26,P,-8.349,0.085,O,7.3,,0,0.049,,134,0,0.257,170317,,161207,-32.718,0.122,-13.718,15:30:00,,108.543,0.253,0.003,0.257,1130,7.3,7.3,Mar17 1130 Puts,,,6.9
RUT 17R1130,-1,,,,20.7,0.256,P,-14.695,0.093,O,20.15,,0,0.077,,,-0.007,0.253,170616,,161207,-113.522,0.122,-14.394,15:30:00,,223.677,0.251,0.024,0.254,1130,20.15,20.29,Jun17 1130 Puts,,,19.6
RUT 16L1140,-1,,,,214.5,,C,99.468,0.017,O,212,,0,0.154,,137,0.004,,161216,,161207,27.907,0.122,-7.587,15:30:00,,3.265,,1,0.429,1140,0.7,211.13,Dec 1140 Calls,,,209.5
RUT 17A1140,-1,,,,214.3,,C,96.067,0.064,O,212.1,,0,0.153,,38,0.001,,170120,,161207,130.612,0.122,-13.869,15:30:00,,40.011,,1,0.285,1140,0.8,211.99,Jan17 1140 Calls,,,209.9
RUT 17B1140,-1,,,,216.6,,C,92.699,0.085,O,214.5,,0,0.156,,,0,,170217,,161207,204.047,0.122,-16.852,15:30:00,,83.289,,0.999,0.272,1140,3.2,214.52,Feb17 1140 Calls,,,212.4
RUT 17C1140,-1,,,,218.4,,C,90.395,0.093,O,216.35,,0,0.16,,418,-0.003,,170317,,161207,273.926,0.122,-16.869,15:30:00,,120.423,,0.996,0.26,1140,5.05,216.94,Mar17 1140 Calls,,,214.3
RUT 17F1140,-1,,,,229.5,0.257,C,84.536,0.098,O,226.9,,0,0.175,,,-0.003,0.246,170616,,161207,474.626,0.122,-16.309,15:30:00,,231.377,0.235,0.97,0.249,1140,15.6,227.54,Jun17 1140 Calls,,,224.3
RUT 16X1140,-1,,,,1.85,0.612,P,-0.295,0.011,O,0.98,,0,0.014,,1932,,,161216,,161207,-0.1,0.122,-3.502,15:30:00,,1.931,,0,0.397,1140,0.98,0.08,Dec 1140 Puts,,,0.1
RUT 17M1140,-1,,,,1.65,0.27,P,-2.941,0.054,O,1.45,,0,0.027,,1000,0,0.264,170120,,161207,-4.949,0.122,-9.238,15:30:00,,31.55,0.258,0,0.264,1140,1.45,1.45,Jan17 1140 Puts,,,1.25
RUT 17N1140,-1,,,,4.6,0.26,P,-6.189,0.08,O,4.3,,0,0.038,,629,0.002,0.256,170217,,161207,-17.263,0.122,-12.828,15:30:00,,73.361,0.252,0.001,0.256,1140,4.3,4.29,Feb17 1140 Puts,,,4
RUT 17O1140,7.93,-1.77,7.93,7.93,8.4,0.257,P,-9.125,0.092,O,8,7.93,0,0.049,9.7,920,0,0.253,170317,,161207,-35.769,0.122,-14.455,15:30:00,,115.971,0.25,0.004,0.253,1140,8,8,Mar17 1140 Puts,,3,7.6
RUT 17R1140,-1,,,,22,0.252,P,-15.582,0.098,O,21.45,,0,0.077,,10,-0.005,0.25,170616,,161207,-120.39,0.122,-14.771,15:30:00,,232.535,0.247,0.03,0.25,1140,21.45,21.55,Jun17 1140 Puts,,,20.9
RUT 16L1150,-1,,,,204.1,,C,99.388,0.02,O,201.8,,0,0.147,,987,0.003,,161216,,161207,28.126,0.122,-8.271,15:30:00,,3.697,,1,0.415,1150,0.5,201.15,Dec 1150 Calls,,,199.5
RUT 17A1150,-1,,,,204.5,,C,95.619,0.071,O,202.35,,0,0.146,,100,0.001,,170120,,161207,131.061,0.122,-14.722,15:30:00,,43.657,,1,0.278,1150,1.05,202.23,Jan17 1150 Calls,,,200.2
RUT 17B1150,-1,,,,206.7,,C,92.011,0.093,O,204.8,,0,0.15,,,-0.001,,170217,,161207,204.089,0.122,-17.654,15:30:00,,89.185,,0.998,0.267,1150,3.5,205.04,Feb17 1150 Calls,,,202.9
RUT 17C1150,-1,,,,209,,C,89.577,0.1,O,207.35,,0,0.154,,174,-0.002,,170317,,161207,273.445,0.122,-17.567,15:30:00,,127.804,,0.994,0.255,1150,6.05,207.7,Mar17 1150 Calls,,,205.7
