Symbol,Last,Change,High,Low,Ask,Ask IV,Call/Put,Delta,Gamma,Item Type,Market Price,Open,Original Price,Pcnt To Double,Previous Close,Open Interest,Percent O/U,Mid IV,Exp.Date,Existing Posn.,Date,Rho,SV,Theta,Time,Trade,Vega,Bid IV,Prob.Finish.ITM,Projected Volty,Strike Price,Time Premium,Th.Price,Description,At Price,Volume,Bid
RUT,1507.7,4.1,1511.3,1504.1,,, ,1,0,I,1507.7,1508.5,0,,1503.6,,,,,,171010,,0.053,,15:30:00,,,,,,,,,RUT Index,0,,
RUT 17V1270,-1,,,,0.3,0.438,P,-0.49,0.014,O,0.3,,0,0.016,,1399,0.875,,171020,,171010,-0.206,0.053,-6.221,15:30:00,,3.569,,0,0.407,1270,0.3,0.16,Oct 1270 Puts,,,
RUT 17W1270,-1,,,,1.55,0.286,P,-2.753,0.046,O,1.38,,0,0.027,,573,-0.086,0.281,171117,,171010,-4.466,0.053,-10.508,15:30:00,,30.975,0.274,0,0.285,1270,1.38,1.51,Nov 1270 Puts,,,1.2
RUT 17X1270,-1,,,,3.2,0.25,P,-4.519,0.06,O,2.95,,0,0.034,,426,-0.036,0.245,171215,,171010,-12.827,0.053,-10.767,15:30:00,,61.212,0.241,0,0.247,1270,2.95,3.06,Dec 1270 Puts,,,2.7
RUT 18M1270,-1,,,,6,0.233,P,-6.867,0.072,O,5.65,,0,0.042,,32,-0.028,0.23,180119,,171010,-30.112,0.053,-11.336,15:30:00,,105.14,0.226,0,0.231,1270,5.65,5.81,Jan18 1270 Puts,,,5.3
RUT 18O1270,-1,,,,11.9,0.225,P,-10.546,0.082,O,11.45,,0,0.057,,102,-0.043,0.223,180316,,171010,-73.094,0.053,-11.905,15:30:00,,180.306,0.22,0,0.226,1270,11.45,11.97,Mar18 1270 Puts,,,11
RUT 17V1280,-1,,,,0.35,0.429,P,-0.534,0.016,O,0.35,,0,0.016,,1610,1.059,,171020,,171010,-0.225,0.053,-6.513,15:30:00,,3.857,,0,0.393,1280,0.35,0.17,Oct 1280 Puts,,,
RUT 17W1280,1.52,0.22,1.52,1.29,1.7,0.28,P,-2.999,0.05,O,1.52,1.29,0,0.027,1.3,726,-0.062,0.274,171117,,171010,-4.862,0.053,-11.169,15:30:00,,33.257,0.269,0,0.277,1280,1.52,1.62,Nov 1280 Puts,,115,1.35
RUT 17X1280,-1,,,,3.5,0.245,P,-4.921,0.066,O,3.23,,0,0.033,,219,-0.021,0.241,171215,,171010,-13.96,0.053,-11.446,15:30:00,,65.524,0.236,0,0.242,1280,3.23,3.3,Dec 1280 Puts,,,2.95
RUT 18M1280,-1,,,,6.4,0.228,P,-7.404,0.078,O,6.05,,0,0.042,,4,-0.027,0.225,180119,,171010,-32.454,0.053,-11.775,15:30:00,,111.374,0.222,0,0.227,1280,6.05,6.22,Jan18 1280 Puts,,,5.7
RUT 18O1280,-1,,,,12.8,0.223,P,-11.2,0.087,O,12.3,,0,0.056,,23,-0.028,0.22,180316,,171010,-77.598,0.053,-12.341,15:30:00,,188.249,0.217,0,0.222,1280,12.3,12.65,Mar18 1280 Puts,,,11.8
RUT 17V1290,-1,,,,0.35,0.411,P,-0.586,0.018,O,0.35,,0,0.015,,3583,0.944,,171020,,171010,-0.246,0.053,-6.839,15:30:00,,4.185,,0,0.379,1290,0.35,0.18,Oct 1290 Puts,,,
