Symbol,Last,Change,High,Low,Ask,Ask IV,Call/Put,Delta,Gamma,Item Type,Market Price,Open,Original Price,Pcnt To Double,Previous Close,Open Interest,Percent O/U,Mid IV,ExpDate,Existing Posn.,Date,Rho,SV,Theta,Time,Trade,Vega,Bid IV,Prob.Finish.ITM,Projected Volty,Strike Price,Time Premium,Th.Price,Description,At Price,Volume,Bid
RUT,1002.3,-23.3,1023.9,997.2,,, ,1,0,I,1002.3,1008.8,0,,1025.6,,,,,,160115,,0.206,,15:30:00,,,,,,,,,RUT Index,0,,
RUT 16M810,-1,,,,,,P,0,0,O,-1,,0,,,451,,,160115,,160115,0,0.206,0,15:30:00,,0,,,0.016,810,,0,Jan 810 Puts,,,
RUT 16N810,-1,,,,3,0.435,P,-4.757,0.075,O,2.83,,0,0.043,,113,0.033,0.429,160219,,160115,-4.82,0.206,-18.941,15:30:00,,30.793,0.423,0,0.426,810,2.83,2.74,Feb 810 Puts,,,2.65
RUT 16O810,-1,,,,6,0.38,P,-7.743,0.093,O,5.85,,0,0.056,,356,0.005,0.377,160318,,160115,-14.336,0.206,-17.982,15:30:00,,60.343,0.375,0.007,0.377,810,5.85,5.82,Mar 810 Puts,,,5.7
RUT 16R810,-1,,,,17.4,0.333,P,-14.032,0.105,O,16.2,,0,0.089,,19,-0.032,0.325,160617,,160115,-65.832,0.206,-14.914,15:30:00,,144.27,0.316,0.06,0.328,810,16.2,16.73,Jun 810 Puts,,,15
RUT 16U810,-1,,,,28.2,0.316,P,-17.682,0.102,O,26.45,,0,0.116,,,-0.037,0.308,160916,,160115,-135.709,0.206,-12.861,15:30:00,,210.841,0.299,0.112,0.313,810,26.45,27.46,Sep 810 Puts,,,24.7
RUT 16M820,,,,,,,P,0,0,O,0,,0,,,,,,160115,,,0,0.206,0,,,0,,,0.016,820,,0,Jan 820 Puts,,,
RUT 16N820,-1,,,,3.4,0.426,P,-5.39,0.085,O,3.2,,0,0.043,,218,0.032,0.42,160219,,160115,-5.461,0.206,-20.478,15:30:00,,34.011,0.414,0.001,0.417,820,3.2,3.1,Feb 820 Puts,,,3
RUT 16O820,-1,,,,6.7,0.374,P,-8.578,0.102,O,6.45,,0,0.056,,336,0.002,0.37,160318,,160115,-15.882,0.206,-18.995,15:30:00,,65.178,0.366,0.01,0.37,820,6.45,6.44,Mar 820 Puts,,,6.2
RUT 16R820,-1,,,,18.7,0.328,P,-15.062,0.112,O,17.6,,0,0.089,,24,-0.022,0.321,160617,,160115,-70.68,0.206,-15.503,15:30:00,,151.3,0.313,0.072,0.323,820,17.6,17.99,Jun 820 Puts,,,16.5
RUT 16U820,-1,,,,29.9,0.312,P,-18.691,0.107,O,28.15,,0,0.116,,,-0.029,0.304,160916,,160115,-143.431,0.206,-13.18,15:30:00,,218.27,0.296,0.126,0.308,820,28.15,29,Sep 820 Puts,,,26.4
RUT 16M830,-1,,,,,,P,0,0,O,-1,,0,,,340,,,160115,,160115,0,0.206,0,15:30:00,,0,,,0.016,830,,0,Jan 830 Puts,,,
RUT 16N830,3.71,1.47,3.93,3.29,3.7,0.413,P,-6.112,0.096,O,3.56,3.3,0,0.043,2.24,260,0.017,0.409,160219,,160115,-6.192,0.206,-21.861,15:30:00,,37.538,0.405,0.002,0.408,830,3.56,3.5,Feb 830 Puts,,72,3.4
RUT 16O830,-1,,,,7.4,0.366,P,-9.503,0.112,O,7.2,,0,0.056,,645,0.008,0.364,160318,,160115,-17.595,0.206,-20.253,15:30:00,,70.316,0.361,0.015,0.363,830,7.2,7.14,Mar 830 Puts,,,7
