Symbol,Last,Change,High,Low,Ask,Ask IV,Call/Put,Delta,Gamma,Item Type,Market Price,Open,Original Price,Pcnt To Double,Previous Close,Open Interest,Percent O/U,Mid IV,ExpDate,Existing Posn.,Date,Rho,SV,Theta,Time,Trade,Vega,Bid IV,Prob.Finish.ITM,Projected Volty,Strike Price,Time Premium,Th.Price,Description,At Price,Volume,Bid
RUT,981.1,17.2,981.1,965.5,,, ,1,0,I,981.1,971.7,0,,963.9,,,,,,160210,,0.236,,15:30:00,,,,,,,,,RUT Index,0,,
RUT 16N750,-1,,,,0.25,0.708,P,-0.048,0.002,O,0.25,,0,0.016,,517,,,160219,,160210,-0.012,0.236,-0.58,15:30:00,,0.265,,0,0.524,750,0.25,0.01,Feb 750 Puts,,,
RUT 16O750,-1,,,,1.25,0.436,P,-2.078,0.038,O,1.1,,0,0.039,,1422,0.038,0.427,160318,,160210,-2.166,0.236,-9.015,15:30:00,,15.65,0.417,0,0.425,750,1.1,1.06,Mar 750 Puts,,,0.95
RUT 16P750,-1,,,,4.2,0.414,P,-4.651,0.06,O,3.33,,0,0.054,,494,0.003,0.394,160415,,160210,-8.669,0.236,-12.092,15:30:00,,40.254,0.37,0.004,0.393,750,3.33,3.32,Apr 750 Puts,,,2.45
RUT 16R750,-1,,,,10.3,0.368,P,-9.202,0.079,O,9.5,,0,0.081,,732,-0.03,0.359,160617,,160210,-34.763,0.236,-13.074,15:30:00,,95.307,0.351,0.031,0.362,750,9.5,9.79,Jun 750 Puts,,,8.7
RUT 16U750,-1,,,,19.8,0.343,P,-13.317,0.085,O,18.3,,0,0.11,,212,-0.048,0.333,160916,,160210,-88.629,0.236,-11.883,15:30:00,,161.399,0.324,0.079,0.339,750,18.3,19.23,Sep 750 Puts,,,16.8
RUT 16N760,-1,,,,0.2,0.659,P,-0.066,0.003,O,0.2,,0,0.016,,210,,,160219,,160210,-0.016,0.236,-0.77,15:30:00,,0.355,,0,0.512,760,0.2,0.01,Feb 760 Puts,,,
RUT 16O760,-1,,,,1.4,0.426,P,-2.424,0.044,O,1.25,,0,0.039,,529,0.008,0.418,160318,,160210,-2.528,0.236,-9.87,15:30:00,,17.823,0.409,0,0.417,760,1.25,1.24,Mar 760 Puts,,,1.1
RUT 16P760,-1,,,,4.7,0.408,P,-5.237,0.067,O,3.75,,0,0.054,,89,0,0.387,160415,,160210,-9.763,0.236,-13.036,15:30:00,,44.243,0.364,0.006,0.387,760,3.75,3.75,Apr 760 Puts,,,2.8
RUT 16R760,-1,,,,11.2,0.362,P,-10.011,0.085,O,10.45,,0,0.081,,68,-0.022,0.355,160617,,160210,-37.835,0.236,-13.78,15:30:00,,101.391,0.347,0.038,0.357,760,10.45,10.69,Jun 760 Puts,,,9.7
RUT 16U760,-1,,,,21.8,0.342,P,-14.202,0.09,O,20.5,,0,0.11,,,-0.002,0.334,160916,,160210,-94.543,0.236,-12.657,15:30:00,,168.625,0.327,0.091,0.335,760,20.5,20.55,Sep 760 Puts,,,19.2
RUT 16N770,-1,,,,0.25,0.646,P,-0.09,0.004,O,0.25,,0,0.016,,327,,,160219,,160210,-0.022,0.236,-1.024,15:30:00,,0.476,,0,0.5,770,0.25,0.02,Feb 770 Puts,,,
