Symbol,Last,Change,High,Low,Ask,Ask IV,Call/Put,Delta,Gamma,Item Type,Market Price,Open,Original Price,Pcnt To Double,Previous Close,Open Interest,Percent O/U,Mid IV,Exp.Date,Existing Posn.,Date,Rho,SV,Theta,Time,Trade,Vega,Bid IV,Prob.Finish.ITM,Projected Volty,Strike Price,Time Premium,Th.Price,Description,At Price,Volume,Bid
RUT,1077.2,-17.1,1090.9,1074.2,,, ,1,0,I,1077.2,1079.8,0,,1094.3,,,,,,160107,,0.212,,15:30:00,,,,,,,,,RUT Index,0,,
RUT 16M880,-1,,,,0.25,0.577,P,-0.196,0.008,O,0.18,,0,0.016,,209,,0.555,160115,,160107,-0.047,0.212,-8.131,15:30:00,,1.002,,0,0.48,880,0.18,0.04,Jan 880 Puts,,,0.1
RUT 16N880,-1,,,,2,0.343,P,-3.502,0.062,O,1.9,,0,0.035,,663,0.061,0.34,160219,,160107,-4.639,0.212,-11.399,15:30:00,,28.657,0.336,0.003,0.336,880,1.9,1.79,Feb 880 Puts,,,1.8
RUT 16O880,-1,,,,4.9,0.324,P,-6.741,0.086,O,4.75,,0,0.049,,326,-0.004,0.321,160318,,160107,-14.982,0.212,-13.591,15:30:00,,61.956,0.319,0.016,0.322,880,4.75,4.77,Mar 880 Puts,,,4.6
RUT 16R880,-1,,,,17.1,0.309,P,-14.17,0.1,O,16.25,,0,0.087,,41,-0.088,0.304,160617,,160107,-75.034,0.212,-13.886,15:30:00,,160.186,0.298,0.076,0.314,880,16.25,17.81,Jun 880 Puts,,,15.4
RUT 16U880,-1,,,,28.6,0.302,P,-17.746,0.096,O,27.3,,0,0.115,,,-0.071,0.296,160916,,160107,-151.13,0.212,-12.374,15:30:00,,231.04,0.29,0.126,0.305,880,27.3,29.4,Sep 880 Puts,,,26
RUT 16M890,-1,,,,0.3,0.562,P,-0.254,0.011,O,0.2,,0,0.016,,639,,0.534,160115,,160107,-0.061,0.212,-8.815,15:30:00,,1.267,,0,0.466,890,0.2,0.06,Jan 890 Puts,,,0.1
RUT 16N890,2.3,0.84,2.3,2.3,2.25,0.335,P,-4.04,0.072,O,2.13,2.3,0,0.035,1.46,1248,0.029,0.331,160219,,160107,-5.352,0.212,-12.254,15:30:00,,32.192,0.327,0.004,0.329,890,2.13,2.07,Feb 890 Puts,,1,2
RUT 16O890,-1,,,,5.4,0.317,P,-7.525,0.095,O,5.25,,0,0.049,,358,-0.017,0.315,160318,,160107,-16.729,0.212,-14.403,15:30:00,,67.408,0.313,0.021,0.316,890,5.25,5.34,Mar 890 Puts,,,5.1
RUT 16R890,-1,,,,18.5,0.306,P,-15.071,0.107,O,17.6,,0,0.087,,1,-0.067,0.3,160617,,160107,-79.773,0.212,-14.439,15:30:00,,166.945,0.294,0.089,0.308,890,17.6,18.87,Jun 890 Puts,,,16.7
