Symbol,Last,Change,High,Low,Ask,Ask IV,Call/Put,Delta,Gamma,Item Type,Market Price,Open,Original Price,Pcnt To Double,Previous Close,Open Interest,Percent O/U,Mid IV,ExpDate,Existing Posn.,Date,Rho,SV,Theta,Time,Trade,Vega,Bid IV,Prob.Finish.ITM,Projected Volty,Strike Price,Time Premium,Th.Price,Description,At Price,Volume,Bid
RUT,1253.2,16.7,1253.8,1239.2,,, ,1,0,I,1253.2,1242.1,0,,1236.5,,,,,,161010,,0.093,,15:30:00,,,,,,,,,RUT Index,0,,
RUT 16V1020,-1,,,,0.2,0.478,P,-0.14,0.005,O,0.2,,0,0.015,,1133,,,161021,,161010,-0.054,0.093,-1.511,15:30:00,,1.006,,0,0.401,1020,0.2,0.04,Oct 1020 Puts,,,
RUT 16W1020,1.05,-0.49,1.15,1.01,1.1,0.319,P,-2.123,0.039,O,1.05,1.01,0,0.03,1.54,850,0,0.317,161118,,161010,-2.945,0.093,-8.279,15:30:00,,20.95,0.314,0,0.317,1020,1.05,1.05,Nov 1020 Puts,,14,1
RUT 16X1020,2.81,-0.99,2.81,2.81,2.95,0.29,P,-4.335,0.06,O,2.8,2.81,0,0.039,3.8,319,-0.021,0.287,161216,,161010,-10.449,0.093,-10.276,15:30:00,,49.475,0.284,0,0.288,1020,2.8,2.86,Dec 1020 Puts,,1,2.65
RUT 17O1020,-1,,,,13.2,0.273,P,-10.757,0.085,O,12.05,,0,0.068,,21,-0.008,0.265,170317,,161010,-63.083,0.093,-12.542,15:30:00,,151.973,0.257,0,0.266,1020,12.05,12.15,Mar17 1020 Puts,,,10.9
RUT 16V1030,-1,,,,0.25,0.47,P,-0.166,0.006,O,0.25,,0,0.015,,2886,,,161021,,161010,-0.064,0.093,-1.723,15:30:00,,1.175,,0,0.389,1030,0.25,0.04,Oct 1030 Puts,,,
RUT 16W1030,1.2,-0.85,1.21,1.07,1.25,0.313,P,-2.416,0.045,O,1.2,1.21,0,0.029,2.05,904,0.008,0.311,161118,,161010,-3.351,0.093,-9.117,15:30:00,,23.358,0.308,0,0.31,1030,1.2,1.19,Nov 1030 Puts,,18,1.15
RUT 16X1030,-1,,,,3.3,0.285,P,-4.829,0.066,O,3.15,,0,0.039,,500,-0.009,0.283,161216,,161010,-11.638,0.093,-11.158,15:30:00,,53.944,0.28,0,0.283,1030,3.15,3.18,Dec 1030 Puts,,,3
RUT 17O1030,-1,,,,14.2,0.27,P,-11.53,0.091,O,13,,0,0.068,,23,-0.002,0.262,170317,,161010,-67.614,0.093,-13.04,15:30:00,,159.687,0.254,0.001,0.262,1030,13,13.02,Mar17 1030 Puts,,,11.8
RUT 16J1040,-1,,,,216.3,,C,98.639,0.032,O,214.35,,0,0.167,,105,0.005,,161021,,161010,30.789,0.093,-16.214,15:30:00,,7.609,,1,0.495,1040,1.15,213.27,Oct 1040 Calls,,,212.4
