Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
2017-02-13,97.69,99.045,97.16,98.5,6995085.0,0.0,1.0,96.90176464424185,98.24583149952845,96.37604107722939,97.70522896363828,6995085.0
2017-02-10,94.87,96.62,94.5,96.31,5600224.0,0.0,1.0,94.10451849523211,95.84039819763179,93.73750392958189,95.5328995074924,5600224.0
2017-02-09,93.06,94.18,92.69,93.96,3994308.0,0.0,1.0,92.3091229173216,93.4200859268574,91.94210835167138,93.20186104998427,3994308.0
2017-02-08,93.0,93.0,92.11,92.91,4083514.0,0.0,1.0,92.24960704181075,92.24960704181075,91.36678822173322,92.16033322854449,4083514.0
2017-02-07,94.32,94.9229,93.02,93.31,4992907.0,0.0,1.0,93.55895630304936,94.1569916588075,92.26944566698103,92.55710573195013,4992907.0
2017-02-06,92.81,93.12,92.43,92.87,4621101.0,0.0,1.0,92.06114010269307,92.36863879283246,91.68420622445772,92.12065597820393,4621101.0
2017-02-03,94.32,94.449,92.81,93.28,4676972.0,0.0,1.0,93.55895630304936,93.68691543539768,92.06114010269307,92.5273477941947,4676972.0
2017-02-02,94.77,95.13,93.5,93.77,3807479.0,0.0,1.0,94.0053253693807,94.36242062244577,92.7455726710678,93.0133941108666,3807479.0
2017-02-01,95.81,96.52,94.4,95.11,3579958.0,0.0,1.0,95.03693387823536,95.74120507178036,93.63831080373049,94.34258199727549,3579958.0
2017-01-31,96.59,96.63,94.59,95.66,5724317.0,0.0,1.0,95.81064025987635,95.85031751021691,93.82677774284817,94.88814418945825,5724317.0
2017-01-30,98.4,98.59,96.57,96.79,5221687.0,0.0,1.0,97.60603583778686,97.79450277690455,95.79080163470607,96.00902651157918,5221687.0
2017-01-27,97.69,99.46,97.5,98.99,6370328.0,0.0,1.0,96.90176464424185,98.6574829718118,96.71329770512418,98.19127528031018,6370328.0
2017-01-26,98.45,98.98,96.0187,97.22,9094666.0,0.0,1.0,97.65563240071258,98.18135596772504,95.24394993188724,96.43555695274023,9094666.0
2017-01-25,97.82,98.59,97.32,98.15,7557915.0,0.0,1.0,97.03071570784869,97.79450277690455,96.53475007859163,97.35805302315835,7557915.0
2017-01-24,95.02,96.73,94.8,96.24,5768201.0,0.0,1.0,94.25330818400923,95.94951063606833,94.03508330713612,95.46346431939641,5768201.0
2017-01-23,94.6,94.74,93.56,94.46,3253899.0,0.0,1.0,93.8366970554333,93.97556743162528,92.80508854657865,93.69782667924133,3253899.0
2017-01-20,94.01,95.0,93.62,94.58,5042578.0,0.0,1.0,93.25145761291,94.23346955883895,92.8646044220895,93.81685843026303,5042578.0
2017-01-19,93.58,93.98,92.96,93.38,3540068.0,0.0,1.0,92.82492717174893,93.22169967515457,92.20992979147019,92.62654092004611,3540068.0
2017-01-18,92.79,93.42,92.53,93.33,3424605.0,0.77,1.0,92.04130147752281,92.66621817038667,91.78339935030912,92.57694435712041,3424605.0
2017-01-17,94.24,94.2899,93.22,93.57,5040301.0,0.0,1.0,92.71467838698221,92.76377073048297,91.711187597989,92.05552267264352,5040301.0
2017-01-13,94.07,94.625,93.68,94.48,2609230.0,0.0,1.0,92.54742992215002,93.09344696910222,92.16374226753497,92.95079386674534,2609230.0
2017-01-12,94.37,94.37,92.78,93.99,3102819.0,0.0,1.0,92.8425742718539,92.8425742718539,91.27830921842329,92.46872476222897,3102819.0
2017-01-11,94.47,94.75,93.39,94.65,3720504.0,0.0,1.0,92.9409557217552,93.21642378147884,91.8784360628212,93.11804233157754,3720504.0
2017-01-10,92.98,94.44,92.77,93.83,3980193.0,0.0,1.0,91.47507211822588,92.91144128678481,91.26847107343315,92.3113144423869,3980193.0
2017-01-09,92.93,93.49,92.2,92.37,3095018.0,0.0,1.0,91.42588139327523,91.97681751272249,90.70769680899576,90.87494527382798,3095018.0
2017-01-06,93.45,93.6,92.41,93.04,4023073.0,0.0,1.0,91.93746493276198,92.08503710761391,90.91429785378848,91.53410098816667,4023073.0
2017-01-05,93.18,94.46,92.42,93.0,4698750.0,0.0,1.0,91.67183501802847,92.93111757676508,90.92413599877862,91.49474840820614,4698750.0
2017-01-04,94.46,94.5,93.43,93.57,3771475.0,0.0,1.0,92.93111757676508,92.9704701567256,91.91778864278173,92.05552267264352,3771475.0
2017-01-03,94.0,95.19,93.25,93.99,5054885.0,0.0,1.0,92.47856290721911,93.64930216104455,91.74070203295938,92.46872476222897,5054885.0
2016-12-30,93.04,93.25,92.33,92.74,3471158.0,0.0,1.0,91.53410098816667,91.74070203295938,90.83559269386745,91.23895663846277,3471158.0
2016-12-29,93.28,93.85,93.0,93.29,2387183.0,0.0,1.0,91.77021646792977,92.33099073236716,91.49474840820614,91.78005461291991,2387183.0
2016-12-28,94.6,94.9,92.82,93.15,2700257.0,0.0,1.0,93.06885160662688,93.36399595633078,91.3176617983838,91.6423205830581,2700257.0
2016-12-27,94.34,94.8,94.1,94.55,1735383.0,0.0,1.0,92.81305983688353,93.26561450642949,92.5769443571204,93.01966088167624,1735383.0
2016-12-23,93.79,94.4,93.64,94.32,1545895.0,0.0,1.0,92.2719618624264,92.8720887068243,92.12438968757444,92.79338354690326,1545895.0
2016-12-22,93.78,94.45,93.72,94.12,2534768.0,0.0,1.0,92.26212371743625,92.92127943177495,92.20309484749548,92.59662064710066,2534768.0
2016-12-21,94.26,94.3,93.68,93.82,2829309.0,0.0,1.0,92.73435467696248,92.773707256923,92.16374226753497,92.30147629739677,2829309.0
2016-12-20,93.64,94.83,93.3,94.34,4302415.0,0.0,1.0,92.12438968757444,93.29512894139987,91.78989275791002,92.81305983688353,4302415.0
2016-12-19,91.93,92.78,91.0,92.71,3856199.0,0.0,1.0,90.44206689426227,91.27830921842329,89.5271194101802,91.20944220349237,3856199.0
2016-12-16,94.35,94.48,92.53,92.58,7872663.0,0.0,1.0,92.82289798187364,92.95079386674534,91.03235559367005,91.0815463186207,7872663.0
2016-12-15,93.8,94.73,93.05,94.53,4200139.0,0.0,1.0,92.2818000074165,93.19674749149858,91.54393913315678,92.99998459169598,4200139.0
2016-12-14,95.77,96.0,93.61,93.74,5646175.0,0.0,1.0,94.21991457047206,94.44619190524504,92.09487525260406,92.22277113747573,5646175.0
2016-12-13,95.74,96.5,95.18,96.02,3803344.0,0.0,1.0,94.19040013550168,94.93809915475153,93.63946401605442,94.4658681952253,3803344.0
2016-12-12,96.01,96.65,94.91,95.08,3596951.0,0.0,1.0,94.45603005023519,95.08567132960349,93.37383410132091,93.54108256615311,3596951.0
2016-12-09,96.23,96.3,95.19,95.53,6550220.0,0.0,1.0,94.67246924001803,94.74133625494893,93.64930216104455,93.98379909070896,6550220.0
2016-12-08,97.26,97.4,96.13,96.27,3860996.0,0.0,1.0,95.68579817400139,95.82353220386321,94.57408779011674,94.71182181997854,3860996.0
2016-12-07,95.25,97.33,94.93,97.33,4899924.0,0.0,1.0,93.70833103098532,95.7546651889323,93.39351039130118,95.7546651889323,4899924.0
2016-12-06,94.1,95.31,94.07,95.22,3663143.0,0.0,1.0,92.5769443571204,93.7673599009261,92.54742992215002,93.67881659601493,3663143.0
2016-12-05,95.87,95.99,94.15,94.45,4980335.0,0.0,1.0,94.31829602037337,94.43635376025492,92.62613508207106,92.92127943177495,4980335.0
2016-12-02,95.36,96.15,94.93,95.14,5037775.0,0.0,1.0,93.81655062587674,94.593764080097,93.39351039130118,93.6001114360939,5037775.0
2016-12-01,96.0,97.39,94.05,96.24,9360243.0,0.0,1.0,94.44619190524504,95.81369405887308,92.52775363216975,94.68230738500816,9360243.0
2016-11-30,95.75,95.895,94.35,95.56,4641203.0,0.0,1.0,94.2002382804918,94.34289138284868,92.82289798187364,94.01331352567934,4641203.0
2016-11-29,94.0,94.57,93.63,94.04,3806021.0,0.0,1.0,92.47856290721911,93.0393371716565,92.11455154258431,92.51791548717964,3806021.0
2016-11-28,95.51,95.86,94.47,94.9,4916004.0,0.0,1.0,93.9641228007287,94.30845787538323,92.9409557217552,93.36399595633078,4916004.0
2016-11-25,95.96,96.44,95.21,95.81,2006880.0,0.0,1.0,94.40683932528452,94.87907028481075,93.6689784510248,94.25926715043259,2006880.0
2016-11-23,94.81,96.42,94.22,96.18,6570211.0,0.0,1.0,93.27545265141961,94.8593939948305,92.69500209700196,94.62327851506738,6570211.0
2016-11-22,93.4,93.71,92.8,93.62,3172522.0,0.0,1.0,91.88827420781134,92.19325670250534,91.29798550840354,92.10471339759418,3172522.0
2016-11-21,93.13,93.85,92.78,92.9,3783223.0,0.0,1.0,91.62264429307783,92.33099073236716,91.27830921842329,91.39636695830485,3783223.0
2016-11-18,93.01,93.4,91.9,92.34,4715937.0,0.0,1.0,91.50458655319628,91.88827420781134,90.41255245929187,90.84543083885758,4715937.0
2016-11-17,93.5,93.5,92.4,92.78,3941993.0,0.0,1.0,91.98665565771262,91.98665565771262,90.90445970879837,91.27830921842329,3941993.0
2016-11-16,93.77,94.3999,92.835,93.35,3296906.0,0.0,1.0,92.25228557244613,92.8719903253744,91.332419015869,91.83908348286067,3296906.0
2016-11-15,93.46,94.46,92.64,94.44,4645386.0,0.0,1.0,91.9473030777521,92.93111757676508,91.14057518856147,92.91144128678481,4645386.0
2016-11-14,93.25,95.5,93.02,94.17,7552789.0,0.0,1.0,91.74070203295938,93.95428465573856,91.51442469818639,92.64581137205131,7552789.0
2016-11-11,93.39,94.34,91.82,93.01,7369906.0,0.0,1.0,91.8784360628212,92.81305983688353,90.33384729937083,91.50458655319628,7369906.0
2016-11-10,92.04,94.95,91.84,93.45,14171311.0,0.0,1.0,90.55028648915369,93.41318668128143,90.3535235893511,91.93746493276198,14171311.0
2016-11-09,89.78,93.2,89.36,91.2,19281888.0,0.0,1.0,88.32686572138438,91.69151130800874,87.91366363179893,89.7238823099828,19281888.0
2016-11-08,83.77,85.0,83.06,84.68,3405069.0,0.0,1.0,82.41414058231643,83.62423241610239,81.71563228801723,83.30941177641824,3405069.0
2016-11-07,83.74,84.16,82.97,83.75,3786427.0,0.0,1.0,82.38462614734604,82.7978282369315,81.62708898310606,82.39446429233618,3786427.0
2016-11-04,81.34,82.9,80.59,82.31,5745733.0,0.0,1.0,80.02347134971492,81.55822196817516,79.2856104754552,80.9777714137575,5745733.0
2016-11-03,81.64,81.67,80.68,81.27,3858891.0,0.0,1.0,80.31861569941881,80.3481301343892,79.37415378036637,79.95460433478401,3858891.0
2016-11-02,82.15,82.15,80.33,81.11,5228403.0,0.0,1.0,80.82036109391542,80.82036109391542,79.02981870571182,79.79719401494194,5228403.0
2016-11-01,83.47,83.65,81.65,82.24,5139628.0,0.0,1.0,82.11899623261255,82.29608284243488,80.32845384440894,80.90890439882659,5139628.0
2016-10-31,84.19,84.375,83.41,83.46,4679376.0,0.0,1.0,82.82734267190187,83.00934835421928,82.05996736267176,82.1091580876224,4679376.0
2016-10-28,83.32,84.17,83.0,83.88,4974317.0,0.0,1.0,81.97142405776059,82.80766638192162,81.65660341807644,82.52236017720786,4974317.0
2016-10-27,84.28,84.344,82.71,83.01,5003224.0,0.0,1.0,82.91588597681304,82.97885010474987,81.37129721336268,81.66644156306658,5003224.0
2016-10-26,83.81,84.39,82.88,84.13,6582085.0,0.0,1.0,82.45349316227696,83.02410557170448,81.5385456781949,82.7683138019611,6582085.0
2016-10-25,85.86,87.65,83.88,84.48,11637529.0,0.0,1.0,84.47031288525353,86.23134083848676,82.52236017720786,83.11264887661565,11637529.0
2016-10-24,86.12,87.13,85.54,85.99,5094781.0,0.0,1.0,84.72610465499692,85.71975729900001,84.15549224556939,84.59820877012523,5094781.0
2016-10-21,85.73,86.625,85.36,86.33,3592224.0,0.0,1.0,84.34241700038186,85.22293097699846,83.97840563574705,84.93270569978964,3592224.0
2016-10-20,87.06,87.27,86.23,86.63,4576568.0,0.77,1.0,85.6508902840691,85.85749132886183,84.83432424988834,85.22785004949353,4576568.0
2016-10-19,87.31,88.28,86.86,88.0,5943908.0,0.0,1.0,85.14008681717712,86.08597943214289,84.70127065559505,85.81293826493628,5943908.0
2016-10-18,88.11,88.2,86.77,87.22,3715717.0,0.0,1.0,85.92020443776745,86.00796767008386,84.61350742327863,85.0523235848607,3715717.0
2016-10-17,87.38,87.72,86.9,87.29,4479743.0,0.0,1.0,85.20834710897877,85.53989709772966,84.74027653662458,85.12058387666237,4479743.0
2016-10-14,87.83,88.42,87.56,87.67,3601023.0,0.0,1.0,85.64716327056082,86.2225000157462,85.3838735736116,85.49113974644277,3601023.0
2016-10-13,86.9,87.07,86.26,86.97,5676991.0,0.0,1.0,84.74027653662458,84.90605153100002,84.11618244015231,84.80853682842623,5676991.0
2016-10-12,87.5,87.75,87.02,87.58,3949484.0,0.0,1.0,85.32536475206732,85.5691515085018,84.85729417971312,85.40337651412635,3949484.0
2016-10-11,89.1,89.32,87.26,87.47,6471919.0,0.0,1.0,86.88559999324798,87.10013233891031,85.09132946589023,85.29611034129518,6471919.0
2016-10-10,89.1,89.5,88.14,88.22,3785658.0,0.0,1.0,86.88559999324798,87.27565880354314,85.94945884853958,86.02747061059861,3785658.0
2016-10-07,89.52,89.74,87.94,88.47,3773158.0,0.0,1.0,87.29516174405789,87.50969408972024,85.754429443392,86.2712573670331,3773158.0
2016-10-06,88.96,89.66,88.71,89.29,3786489.0,0.0,1.0,86.74907940964466,87.4316823276612,86.50529265321019,87.07087792813819,3786489.0
2016-10-05,88.12,89.87,88.04,89.42,5189453.0,0.0,1.0,85.92995590802484,87.63646320306617,85.8519441459658,87.19764704148412,5189453.0
2016-10-04,88.5,88.95,87.18,87.51,4743263.0,0.0,1.0,86.30051177780523,86.7393279393873,85.01331770383119,85.3351162223247,4743263.0
2016-10-03,88.23,89.19,88.17,88.28,4294345.0,0.0,1.0,86.037222080856,86.97336322556438,85.97871325931172,86.08597943214289,4294345.0
2016-09-30,87.99,88.98,87.81,88.77,6375272.0,0.0,1.0,85.8031867946789,86.76858235015943,85.62766033004607,86.56380147475447,6375272.0
2016-09-29,86.28,88.85,86.28,87.47,10615903.0,0.0,1.0,84.13568538066707,86.64181323681349,84.13568538066707,85.29611034129518,10615903.0
2016-09-28,83.25,86.66,83.135,86.59,9496314.0,0.0,1.0,81.1809898926812,84.50624125044747,81.06884798472134,84.43798095864582,9496314.0
2016-09-27,82.19,82.88,81.67,82.88,4295596.0,0.0,1.0,80.147334045399,80.82018549315816,79.64025759201529,80.82018549315816,4295596.0
2016-09-26,82.2,82.68,82.01,82.37,3340788.0,0.0,1.0,80.15708551565639,80.62515608801058,79.97180758076618,80.32286051003183,3340788.0
2016-09-23,83.51,83.58,82.39,82.44,3028512.0,0.0,1.0,81.43452811937306,81.5027884111747,80.34236345054659,80.39112080183348,3028512.0
2016-09-22,83.97,84.45,83.31,83.5,3925245.0,0.0,1.0,81.8830957512125,82.35116632356669,81.23949871422548,81.42477664911567,3925245.0
2016-09-21,82.3,83.49,82.01,83.47,4264276.0,0.0,1.0,80.25460021823018,81.41502517885829,79.97180758076618,81.39552223834353,4264276.0
2016-09-20,82.46,82.67,81.66,81.7,2775339.0,0.0,1.0,80.41062374234824,80.6154046177532,79.6305061217579,79.66951200278743,2775339.0
2016-09-19,82.18,82.35,81.35,81.88,4350340.0,0.0,1.0,80.13758257514164,80.30335756951706,79.32821054377915,79.84503846742025,4350340.0
2016-09-16,81.62,82.08,81.21,82.05,6715373.0,0.0,1.0,79.59150024072841,80.04006787256783,79.19168996017585,80.01081346179569,6715373.0
2016-09-15,80.83,82.35,80.74,82.03,3517762.0,0.0,1.0,78.82113409039545,80.30335756951706,78.73337085807903,79.99131052128094,3517762.0
2016-09-14,80.38,81.6184,80.23,81.02,5323999.0,0.0,1.0,78.38231792881338,79.58994000548721,78.23604587495271,79.00641202528564,5323999.0
2016-09-13,81.1,81.26,79.93,80.23,4740645.0,0.0,1.0,79.08442378734468,79.24044731146276,77.94350176723133,78.23604587495271,4740645.0
2016-09-12,80.27,82.12,80.1,81.92,4110772.0,0.0,1.0,78.2750517559822,80.07907375359736,78.10927676160676,79.88404434844978,4110772.0
2016-09-09,82.89,83.0,80.76,80.79,5311576.0,0.0,1.0,80.82993696341555,80.93720313624671,78.7528737985938,78.78212820936594,5311576.0
2016-09-08,83.5,83.96,83.08,83.54,3400487.0,0.0,1.0,81.42477664911567,81.87334428095511,81.01521489830574,81.4637825301452,3400487.0
2016-09-07,82.5,83.73,82.41,83.72,3996195.0,0.0,1.0,80.44962962337776,81.64906046503539,80.36186639106134,81.639308994778,3996195.0
2016-09-06,82.01,82.23,81.48,82.08,3070922.0,0.0,1.0,79.97180758076618,80.18633992642853,79.4549796571251,80.04006787256783,3070922.0
2016-09-02,82.19,82.365,81.47,81.69,2449377.0,0.0,1.0,80.147334045399,80.31798477490314,79.44522818686771,79.65976053253004,2449377.0
2016-09-01,81.59,82.0,80.57,81.45,4102195.0,0.0,1.0,79.56224582995627,79.9620561105088,78.56759586370359,79.42572524635295,4102195.0
2016-08-31,82.06,82.34,81.61,81.95,4041706.0,0.0,1.0,80.02056493205308,80.29360609925969,79.58174877047102,79.91329875922192,4041706.0
2016-08-30,82.86,83.15,82.31,82.48,3468984.0,0.0,1.0,80.80068255264341,81.08347519010741,80.26435168848755,80.430126682863,3468984.0
2016-08-29,82.51,83.35,82.41,83.1,2253499.0,0.0,1.0,80.45938109363514,81.27850459525497,80.36186639106134,81.0347178388205,2253499.0
2016-08-26,83.21,83.9,82.28,82.66,3596799.0,0.0,1.0,81.14198401165167,81.81483545941084,80.23509727771543,80.60565314749581,3596799.0
2016-08-25,83.07,83.17,82.59,82.84,3082782.0,0.0,1.0,81.00546342804836,81.10297813062216,80.53739285569418,80.78117961212865,3082782.0
2016-08-24,83.41,84.1,82.97,83.15,2198284.0,0.0,1.0,81.33701341679925,82.00986486455841,80.90794872547458,81.08347519010741,2198284.0
2016-08-23,83.98,84.68,83.945,84.01,3178360.0,0.0,1.0,81.89284722146988,82.57545013948642,81.85871707556903,81.92210163224202,3178360.0
2016-08-22,83.62,83.78,83.0,83.59,2885000.0,0.0,1.0,81.54179429220423,81.69781781632229,80.93720313624671,81.51253988143209,2885000.0
