date,underlying,root_symbol,exchange,futures_symbol,futures_expiration_date,futures_close,options_expiration_date,strike,type,style,bid,ask,settlement,volume,open_interest
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1275,P,E,0,0.05,0.05,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1300,C,E,0,0,1200.25,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1300,P,E,0,0.05,0.05,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1325,C,E,0,0,1175.25,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1325,P,E,0,0.05,0.05,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1350,C,E,0,0,1150.25,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1350,P,E,0,0.05,0.05,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1375,C,E,0,0,1125.25,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1375,P,E,0,0.05,0.05,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1390,C,E,0,0,1110.25,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1390,P,E,0,0.05,0.05,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1400,C,E,0,0,1100.25,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1400,P,E,0,0.05,0.05,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1410,C,E,0,0,1090.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1410,P,E,0,0.05,0.05,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1420,C,E,0,0,1080.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1420,P,E,0,0.05,0.05,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1425,C,E,0,0,1075.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1425,P,E,0,0.05,0.05,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1430,C,E,0,0,1070.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1430,P,E,0,0.05,0.05,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1440,C,E,0,0,1060.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1440,P,E,0,0.05,0.05,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1450,C,E,0,0,1050.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1450,P,E,0,0.05,0.05,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1460,C,E,0,0,1040.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1460,P,E,0,0.05,0.05,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1470,C,E,0,0,1030.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1470,P,E,0,0.05,0.05,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1475,C,E,0,0,1025.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1475,P,E,0,0.05,0.05,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1480,C,E,0,0,1020.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1480,P,E,0,0.05,0.05,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1490,C,E,0,0,1010.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1490,P,E,0,0.05,0.05,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1500,C,E,0,0,1000.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1500,P,E,0,0.05,0.05,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1510,C,E,0,0,990.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1510,P,E,0,0.05,0.05,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1520,C,E,0,0,980.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1520,P,E,0,0.05,0.05,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1525,C,E,0,0,975.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1525,P,E,0,0.05,0.05,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1530,C,E,0,0,970.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1530,P,E,0,0.05,0.05,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1540,C,E,0,0,960.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1540,P,E,0,0.05,0.05,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1550,C,E,0,0,950.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1550,P,E,0,0.05,0.05,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1560,C,E,0,0,940.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1560,P,E,0,0.05,0.05,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1570,C,E,0,0,930.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1570,P,E,0,0.05,0.05,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1575,C,E,0,0,925.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1575,P,E,0,0.05,0.05,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1580,C,E,0,0,920.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1580,P,E,0,0.05,0.05,0,10
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1590,C,E,0,0,910.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1590,P,E,0,0.05,0.05,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1600,C,E,0,0,900.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1600,P,E,0,0.05,0.05,0,30
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1610,C,E,0,0,890.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1610,P,E,0,0.05,0.05,0,1
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1620,C,E,0,0,880.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1620,P,E,0,0.1,0.05,0,35
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1625,C,E,0,0,875.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1625,P,E,0,0.1,0.05,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1630,C,E,0,0,870.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1630,P,E,0,0.1,0.05,0,10
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1640,C,E,0,0,860.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1640,P,E,0,0.1,0.05,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1650,C,E,0,0,850.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1650,P,E,0,0.1,0.05,0,380
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1660,C,E,0,0,840.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1660,P,E,0,0.1,0.05,0,2
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1670,C,E,0,0,830.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1670,P,E,0,0.1,0.05,0,3
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1675,C,E,0,0,825.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1675,P,E,0,0.1,0.05,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1680,C,E,0,0,820.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1680,P,E,0,0.1,0.05,0,15
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1690,C,E,0,0,810.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1690,P,E,0,0.1,0.05,0,10
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1700,C,E,0,0,800.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1700,P,E,0,0.1,0.05,0,134
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1710,C,E,0,0,790.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1710,P,E,0,0.1,0.05,0,21
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1720,C,E,0,0,780.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1720,P,E,0,0.1,0.05,0,74
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1725,C,E,0,0,775.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1725,P,E,0,0.1,0.05,0,300
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1730,C,E,0,0,770.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1730,P,E,0,0.1,0.05,0,51
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1740,C,E,0,0,760.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1740,P,E,0,0.1,0.05,0,29
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1750,C,E,0,0,750.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1750,P,E,0,0.1,0.05,0,25
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1760,C,E,0,0,740.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1760,P,E,0,0.1,0.05,0,17
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1770,C,E,0,0,730.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1770,P,E,0,0.1,0.05,0,52
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1775,C,E,0,0,725.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1775,P,E,0,0.1,0.05,0,2
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1780,C,E,0,0,720.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1780,P,E,0,0.1,0.05,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1790,C,E,0,0,710.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1790,P,E,0,0.1,0.05,0,15
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1800,C,E,0,0,700.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1800,P,E,0,0.1,0.05,0,15
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1810,C,E,0,0,690.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1810,P,E,0,0.15,0.05,0,886
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1820,C,E,0,0,680.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1820,P,E,0,0.15,0.05,0,494
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1825,C,E,0,0,675.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1825,P,E,0,0.15,0.05,0,73
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1830,C,E,0,0,670.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1830,P,E,0,0.15,0.05,0,13
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1840,C,E,0,0,660.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1840,P,E,0,0.15,0.05,0,630
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1850,C,E,0,0,650.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1850,P,E,0,0.15,0.05,12,424
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1860,C,E,0,0,640.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1860,P,E,0,0.15,0.05,0,280
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1870,C,E,0,0,630.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1870,P,E,0,0.15,0.05,0,80
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1875,C,E,0,0,625.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1875,P,E,0,0.15,0.05,0,208
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1880,C,E,0,0,620.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1880,P,E,0,0.15,0.05,0,475
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1890,C,E,0,0,610.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1890,P,E,0,0.15,0.05,0,137
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1900,C,E,0,0,600.5,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1900,P,E,0,0.05,0.05,0,265
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1910,C,E,0,0,590.75,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1910,P,E,0,0.15,0.05,0,466
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1920,C,E,0,0,580.75,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1920,P,E,0,0.15,0.05,0,157
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1925,C,E,0,0,575.75,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1925,P,E,0,0.15,0.05,0,269
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1930,C,E,0,0,570.75,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1930,P,E,0,0.15,0.05,0,836
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1940,C,E,0,0,560.75,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1940,P,E,0,0.15,0.05,0,75
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1950,C,E,548.75,552,550.75,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1950,P,E,0,0.15,0.05,0,469
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1960,C,E,538.75,542,540.75,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1960,P,E,0,0.15,0.05,0,170
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1970,C,E,528.75,532,530.75,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1970,P,E,0,0.15,0.05,0,114
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1975,C,E,523.75,527,525.75,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1975,P,E,0,0.15,0.05,0,827
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1980,C,E,518.75,522,520.75,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1980,P,E,0,0.15,0.05,0,107
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1990,C,E,508.75,512,510.75,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,1990,P,E,0,0.15,0.05,0,65
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2000,C,E,498.75,502,500.75,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2000,P,E,0,0.15,0.05,0,433
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2010,C,E,488.75,492,490.75,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2010,P,E,0.05,0.2,0.1,0,120
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2015,C,E,483.75,487,485.75,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2015,P,E,0.05,0.2,0.1,0,20
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2020,C,E,478.75,482,480.75,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2020,P,E,0.05,0.2,0.1,0,1310
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2025,C,E,473.75,477,475.75,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2025,P,E,0.05,0.2,0.1,0,408
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2030,C,E,468.75,472,470.75,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2030,P,E,0.05,0.2,0.1,0,805
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2035,C,E,463.75,467,465.75,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2035,P,E,0.05,0.2,0.1,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2040,C,E,458.75,462,460.75,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2040,P,E,0.05,0.2,0.1,0,1040
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2050,C,E,448.75,452,450.75,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2050,P,E,0.05,0.2,0.1,4,634
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2060,C,E,438.75,442,440.75,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2060,P,E,0.05,0.25,0.15,0,1372
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2065,C,E,433.75,437,435.75,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2065,P,E,0.05,0.25,0.15,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2070,C,E,428.75,432,431,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2070,P,E,0.05,0.25,0.2,1,644
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2075,C,E,423.75,427,426,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2075,P,E,0.05,0.25,0.2,1,921
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2080,C,E,418.75,422,421,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2080,P,E,0.05,0.25,0.2,0,1279
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2090,C,E,408.75,412,411,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2090,P,E,0.1,0.25,0.2,0,732
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2100,C,E,398.75,402,401,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2100,P,E,0.1,0.2,0.2,52,422
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2110,C,E,388.75,392.25,391,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2110,P,E,0.1,0.3,0.2,0,267
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2120,C,E,379,382.25,381,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2120,P,E,0.1,0.2,0.2,3,598
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2125,C,E,374,377.25,376,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2125,P,E,0.15,0.3,0.2,28,1750
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2130,C,E,369,372.25,371,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2130,P,E,0.15,0.25,0.2,0,448
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2135,C,E,364,367.25,366,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2135,P,E,0.15,0.35,0.2,0,183
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2140,C,E,359,362.25,361,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2140,P,E,0.15,0.35,0.25,28,666
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2150,C,E,349,352.25,351,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2150,P,E,0.15,0.35,0.25,0,1474
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2160,C,E,339,342.25,341,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2160,P,E,0.2,0.4,0.3,0,80
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2165,C,E,334,337.25,336,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2165,P,E,0.2,0.4,0.3,38,542
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2170,C,E,329,332.25,331,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2170,P,E,0.2,0.4,0.3,18,368
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2175,C,E,324,327.25,326,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2175,P,E,0.2,0.4,0.3,0,1447
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2180,C,E,319,322.25,321,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2180,P,E,0.3,0.45,0.3,12,403
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2185,C,E,314,317.25,316,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2185,P,E,0.25,0.45,0.35,0,43
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2190,C,E,309,312.25,311,0,0
09/22/2017,ES,EW1,CME,ES/17Z.CM,12/15/2017,2511,10/06/2017,2190,P,E,0.3,0.45,0.35,0,714
