Date,Exp.Date,Strike Price,Call/Put,Market Price,Delta,Gamma,Vega,Theta
10/03/2016,18/03/2016,860,Put,0.08,-0.08,0.004,0.438,-0.969
10/03/2016,18/03/2016,870,Put,0.08,-0.102,0.005,0.549,-1.193
10/03/2016,18/03/2016,880,Put,0.1,-0.131,0.006,0.692,-1.477
10/03/2016,18/03/2016,890,Call,179.15,100,0,0,-0.368
10/03/2016,18/03/2016,890,Put,0.08,-0.17,0.008,0.877,-1.839
10/03/2016,18/03/2016,900,Call,169.8,100,0,0.001,-0.373
10/03/2016,18/03/2016,900,Put,0.05,-0.223,0.011,1.119,-2.305
10/03/2016,18/03/2016,910,Call,159.95,100,0,0.003,-0.378
10/03/2016,18/03/2016,910,Put,0.13,-0.294,0.014,1.436,-2.904
10/03/2016,18/03/2016,920,Call,149.75,99.999,0,0.008,-0.387
10/03/2016,18/03/2016,920,Put,0.13,-0.391,0.019,1.854,-3.68
10/03/2016,18/03/2016,930,Call,139.1,99.997,0,0.02,-0.403
10/03/2016,18/03/2016,930,Put,0.15,-0.523,0.025,2.407,-4.688
10/03/2016,18/03/2016,940,Call,129.95,99.992,0.001,0.053,-0.438
10/03/2016,18/03/2016,940,Put,0.2,-0.707,0.034,3.141,-8.411
10/03/2016,18/03/2016,950,Call,119.65,99.979,0.002,0.131,-0.521
10/03/2016,18/03/2016,950,Put,0.22,-0.963,0.047,4.118,-9.032
10/03/2016,18/03/2016,960,Call,109.4,99.946,0.005,0.311,-0.714
10/03/2016,18/03/2016,960,Put,0.33,-1.322,0.064,5.421,-12.563
10/03/2016,18/03/2016,970,Call,99.5,99.868,0.012,0.704,-1.145
10/03/2016,18/03/2016,970,Put,0.4,-1.828,0.088,7.155,-14.566
10/03/2016,18/03/2016,980,Call,89.75,99.692,0.027,1.511,-2.057
10/03/2016,18/03/2016,980,Put,0.5,-2.545,0.121,9.458,-17.157
10/03/2016,18/03/2016,990,Call,80.15,99.317,0.056,3.063,-3.867
10/03/2016,18/03/2016,990,Put,0.65,-3.564,0.166,12.496,-20.671
10/03/2016,18/03/2016,1000,Call,70.25,98.564,0.108,5.846,-7.2
10/03/2016,18/03/2016,1000,Put,0.9,-5.014,0.229,16.457,-26.109
10/03/2016,18/03/2016,1010,Call,60.25,97.141,0.197,10.448,-12.843
10/03/2016,18/03/2016,1010,Put,1.3,-7.073,0.313,21.531,-33.671
10/03/2016,18/03/2016,1020,Call,51.05,94.631,0.334,17.403,-21.524
10/03/2016,18/03/2016,1020,Put,1.9,-9.981,0.425,27.858,-42.788
10/03/2016,18/03/2016,1030,Call,41.9,90.513,0.525,26.869,-26.359
10/03/2016,18/03/2016,1030,Put,2.86,-14.044,0.568,35.428,-54.413
10/03/2016,18/03/2016,1040,Call,33.46,84.267,0.762,38.23,-47.367
10/03/2016,18/03/2016,1040,Put,4.25,-19.693,0.74,44.02,-66.451
10/03/2016,18/03/2016,1050,Call,25.45,75.562,1.01,49.81,-62.584
10/03/2016,18/03/2016,1050,Put,6.3,-27.415,0.923,52.839,-77.569
10/03/2016,18/03/2016,1060,Call,18.71,64.487,1.219,59.027,-76.203
10/03/2016,18/03/2016,1060,Put,9.23,-37.182,1.077,59.944,-85.76
10/03/2016,18/03/2016,1070,Call,12.66,51.697,1.329,63.167,-79.089
10/03/2016,18/03/2016,1070,Put,13.2,-48.368,1.154,63.171,-87.715
10/03/2016,18/03/2016,1080,Call,7.74,38.385,1.297,60.539,-72.143
10/03/2016,18/03/2016,1080,Put,18.65,-59.824,1.125,61.306,-84.119
10/03/2016,18/03/2016,1090,Call,4.28,26.006,1.123,51.471,-57.839
10/03/2016,18/03/2016,1090,Put,25.15,-70.281,1.001,54.904,-72.951
10/03/2016,18/03/2016,1100,Call,2.14,15.824,0.853,38.39,-40.217
10/03/2016,18/03/2016,1100,Put,33.25,-78.878,0.823,45.898,-63.492
10/03/2016,18/03/2016,1110,Call,0.98,8.501,0.561,24.798,-24.357
10/03/2016,18/03/2016,1110,Put,42,-85.536,0.637,36.153,-53.307
10/03/2016,18/03/2016,1120,Call,0.47,3.962,0.315,13.675,-14.557
10/03/2016,18/03/2016,1120,Put,51.4,-90.432,0.468,27.028,-37.095
10/03/2016,18/03/2016,1130,Call,0.22,1.573,0.148,6.341,-8.071
10/03/2016,18/03/2016,1130,Put,61.25,-93.865,0.329,19.31,-26.134
10/03/2016,18/03/2016,1140,Call,0.13,0.522,0.058,2.43,-2.032
10/03/2016,18/03/2016,1140,Put,69.65,-96.173,0.222,13.263,-17.589
10/03/2016,18/03/2016,1150,Call,0.08,0.142,0.018,0.756,-0.57
10/03/2016,18/03/2016,1150,Put,81.1,-97.67,0.145,8.803,-11.345
10/03/2016,18/03/2016,1160,Call,0.08,0.031,0.005,0.187,-0.125
10/03/2016,18/03/2016,1160,Put,91.1,-98.611,0.092,5.673,-7.017
