Date,ExpDate,Strike,Type,Mid,Delta,Gamma,Vega,Theta
22/05/2017,16/06/2017,1130,Put,0.45,-0.968,0.022,9.375,-5.737
22/05/2017,16/06/2017,1140,Put,0.45,-1.088,0.025,10.38,-6.191
22/05/2017,16/06/2017,1150,Put,0.55,-1.227,0.029,11.523,-7.503
22/05/2017,16/06/2017,1160,Call,212.3,98.735,0.031,11.836,-9.877
22/05/2017,16/06/2017,1160,Put,0.63,-1.389,0.033,12.826,-8.275
22/05/2017,16/06/2017,1170,Call,202.4,98.563,0.036,13.208,-10.464
22/05/2017,16/06/2017,1170,Put,0.68,-1.579,0.038,14.316,-8.736
22/05/2017,16/06/2017,1180,Call,192.5,98.361,0.041,14.783,-11.117
22/05/2017,16/06/2017,1180,Put,0.7,-1.802,0.044,16.023,-8.826
22/05/2017,16/06/2017,1190,Call,182.5,98.123,0.048,16.597,-11.845
22/05/2017,16/06/2017,1190,Put,0.8,-2.064,0.051,17.982,-9.714
22/05/2017,16/06/2017,1200,Call,172.6,97.84,0.056,18.691,-12.659
22/05/2017,16/06/2017,1200,Put,0.98,-2.375,0.059,20.238,-11.295
22/05/2017,16/06/2017,1210,Call,163,97.503,0.065,21.115,-13.57
22/05/2017,16/06/2017,1210,Put,0.98,-2.744,0.069,22.838,-11.109
22/05/2017,16/06/2017,1220,Call,152.85,97.099,0.076,23.925,-14.59
22/05/2017,16/06/2017,1220,Put,1.08,-3.186,0.08,25.839,-11.871
22/05/2017,16/06/2017,1230,Call,143.1,96.612,0.09,27.19,-15.732
22/05/2017,16/06/2017,1230,Put,1.33,-3.715,0.094,29.309,-13.761
22/05/2017,16/06/2017,1240,Call,133.4,96.023,0.106,30.988,-17.012
22/05/2017,16/06/2017,1240,Put,1.42,-4.352,0.111,33.322,-14.151
22/05/2017,16/06/2017,1250,Call,123.55,95.307,0.125,35.407,-18.443
22/05/2017,16/06/2017,1250,Put,1.7,-5.123,0.131,37.962,-16.018
22/05/2017,16/06/2017,1260,Call,114.1,94.433,0.149,40.547,-20.039
22/05/2017,16/06/2017,1260,Put,2,-6.059,0.155,43.32,-17.683
22/05/2017,16/06/2017,1270,Call,104.15,93.36,0.178,46.517,-21.81
22/05/2017,16/06/2017,1270,Put,2.42,-7.2,0.184,49.492,-19.821
22/05/2017,16/06/2017,1280,Call,94.8,92.039,0.213,53.426,-20.164
22/05/2017,16/06/2017,1280,Put,2.92,-8.595,0.219,56.57,-22.165
22/05/2017,16/06/2017,1290,Call,85.5,90.406,0.255,61.376,-23.513
22/05/2017,16/06/2017,1290,Put,3.55,-10.306,0.26,64.648,-24.709
22/05/2017,16/06/2017,1300,Call,76.15,88.383,0.306,70.444,-26.036
22/05/2017,16/06/2017,1300,Put,4.3,-12.453,0.309,73.946,-27.195
22/05/2017,16/06/2017,1310,Call,67.1,85.871,0.366,80.648,-29.219
22/05/2017,16/06/2017,1310,Put,5.25,-15.145,0.367,84.465,-29.921
22/05/2017,16/06/2017,1320,Call,58.4,82.756,0.437,91.901,-32.981
22/05/2017,16/06/2017,1320,Put,6.55,-18.486,0.432,95.98,-32.95
22/05/2017,16/06/2017,1330,Call,49.9,78.852,0.518,104.077,-35.903
22/05/2017,16/06/2017,1330,Put,8.1,-22.576,0.504,108.029,-35.614
22/05/2017,16/06/2017,1340,Call,42.15,73.957,0.606,116.677,-39.532
22/05/2017,16/06/2017,1340,Put,10.12,-27.488,0.578,119.865,-38.021
22/05/2017,16/06/2017,1350,Call,34.62,67.993,0.694,128.462,-41.582
22/05/2017,16/06/2017,1350,Put,12.54,-33.246,0.648,130.445,-39.728
22/05/2017,16/06/2017,1360,Call,27.57,60.989,0.77,137.761,-42.253
22/05/2017,16/06/2017,1360,Put,15.66,-39.803,0.708,138.517,-40.568
