Date,Exp.Date,Strike Price,Call/Put,Market Price,Delta,Gamma,Vega,Theta
22/11/2016,16/12/2016,1080,Put,0.23,-0.483,0.013,4.821,-2.954
22/11/2016,16/12/2016,1090,Put,0.28,-0.579,0.016,5.66,-4.509
22/11/2016,16/12/2016,1100,Put,0.3,-0.695,0.019,6.652,-3.935
22/11/2016,16/12/2016,1110,Call,218.35,98.749,0.03,11.096,-8.023
22/11/2016,16/12/2016,1110,Put,0.33,-0.837,0.023,7.827,-4.547
22/11/2016,16/12/2016,1120,Call,208.45,98.536,0.035,12.709,-8.881
22/11/2016,16/12/2016,1120,Put,0.43,-1.009,0.027,9.217,-6.286
22/11/2016,16/12/2016,1130,Call,198.25,98.282,0.041,14.573,-9.85
22/11/2016,16/12/2016,1130,Put,0.48,-1.219,0.033,10.861,-6.813
22/11/2016,16/12/2016,1140,Call,188,97.979,0.049,16.73,-10.945
22/11/2016,16/12/2016,1140,Put,0.53,-1.475,0.04,12.804,-7.326
22/11/2016,16/12/2016,1150,Call,178.6,97.617,0.057,19.222,-12.18
22/11/2016,16/12/2016,1150,Put,0.6,-1.789,0.048,15.097,-8.057
22/11/2016,16/12/2016,1160,Call,168.6,97.183,0.068,22.101,-13.57
22/11/2016,16/12/2016,1160,Put,0.8,-2.173,0.058,17.799,-9.952
22/11/2016,16/12/2016,1170,Call,159,96.663,0.08,25.42,-15.133
22/11/2016,16/12/2016,1170,Put,0.93,-2.643,0.07,20.973,-11.068
22/11/2016,16/12/2016,1180,Call,149.15,96.039,0.094,29.239,-16.882
22/11/2016,16/12/2016,1180,Put,1.13,-3.219,0.084,24.691,-12.759
22/11/2016,16/12/2016,1190,Call,139.47,95.289,0.111,33.621,-18.834
22/11/2016,16/12/2016,1190,Put,1.33,-3.923,0.101,29.027,-14.206
22/11/2016,16/12/2016,1200,Call,129.2,94.388,0.132,38.629,-21
22/11/2016,16/12/2016,1200,Put,1.65,-4.785,0.122,34.056,-16.464
22/11/2016,16/12/2016,1210,Call,120.45,93.304,0.155,44.323,-23.386
22/11/2016,16/12/2016,1210,Put,2.03,-5.837,0.146,39.852,-18.865
22/11/2016,16/12/2016,1220,Call,110,92.002,0.183,50.755,-25.993
22/11/2016,16/12/2016,1220,Put,2.44,-7.12,0.175,46.476,-21.238
22/11/2016,16/12/2016,1230,Call,100.57,90.439,0.215,57.96,-28.808
22/11/2016,16/12/2016,1230,Put,3.05,-8.679,0.209,53.969,-24.303
22/11/2016,16/12/2016,1240,Call,91.25,88.567,0.252,65.943,-30.499
22/11/2016,16/12/2016,1240,Put,3.75,-10.566,0.248,62.338,-27.455
22/11/2016,16/12/2016,1250,Call,82.22,86.332,0.294,74.667,-33.936
22/11/2016,16/12/2016,1250,Put,4.65,-12.839,0.292,71.536,-30.793
22/11/2016,16/12/2016,1260,Call,73.5,83.674,0.341,84.031,-37.96
22/11/2016,16/12/2016,1260,Put,5.8,-15.558,0.342,81.437,-34.566
22/11/2016,16/12/2016,1270,Call,64.8,80.529,0.393,93.849,-40.94
22/11/2016,16/12/2016,1270,Put,7.14,-18.787,0.397,91.827,-37.818
22/11/2016,16/12/2016,1280,Call,56.58,76.834,0.45,103.823,-44.392
22/11/2016,16/12/2016,1280,Put,8.83,-22.587,0.456,102.369,-41.224
22/11/2016,16/12/2016,1290,Call,48.62,72.519,0.508,113.547,-47.012
22/11/2016,16/12/2016,1290,Put,10.9,-27.012,0.516,112.588,-44.242
22/11/2016,16/12/2016,1300,Call,41.25,67.543,0.565,122.408,-49.546
22/11/2016,16/12/2016,1300,Put,13.4,-32.097,0.576,121.85,-46.628
22/11/2016,16/12/2016,1310,Call,34.17,61.908,0.618,129.625,-50.658
22/11/2016,16/12/2016,1310,Put,16.43,-37.85,0.632,129.375,-48.117
22/11/2016,16/12/2016,1320,Call,27.75,55.664,0.66,134.324,-50.859
22/11/2016,16/12/2016,1320,Put,20,-44.234,0.677,134.275,-48.305
22/11/2016,16/12/2016,1330,Call,21.92,48.922,0.687,135.64,-49.635
22/11/2016,16/12/2016,1330,Put,24.07,-51.16,0.707,135.633,-46.827
22/11/2016,16/12/2016,1340,Call,16.75,41.86,0.693,132.873,-46.839
22/11/2016,16/12/2016,1340,Put,28.87,-58.468,0.715,132.642,-43.953
22/11/2016,16/12/2016,1350,Call,12.32,34.716,0.675,125.67,-42.6
22/11/2016,16/12/2016,1350,Put,34.55,-65.926,0.697,124.8,-39.676
22/11/2016,16/12/2016,1360,Call,8.77,27.773,0.63,114.174,-37.251
22/11/2016,16/12/2016,1360,Put,40.85,-73.24,0.649,112.109,-33.704
22/11/2016,16/12/2016,1370,Call,5.8,21.323,0.562,99.119,-30.49
22/11/2016,16/12/2016,1370,Put,48.11,-80.073,0.572,95.256,-27.268
22/11/2016,16/12/2016,1380,Call,3.8,15.629,0.476,81.78,-24.239
22/11/2016,16/12/2016,1380,Put,55.95,-86.094,0.471,75.686,-19.781
22/11/2016,16/12/2016,1390,Call,2.42,10.875,0.38,63.776,-18.382
22/11/2016,16/12/2016,1390,Put,64.65,-91.034,0.359,55.458,-13.864
22/11/2016,16/12/2016,1400,Call,1.5,7.145,0.285,46.755,-13.494
22/11/2016,16/12/2016,1400,Put,73.8,-94.751,0.248,36.843,-8.216
22/11/2016,16/12/2016,1410,Call,0.95,4.408,0.2,32.052,-9.854
22/11/2016,16/12/2016,1410,Put,83.05,-97.27,0.152,21.728,-2.142
22/11/2016,16/12/2016,1420,Call,0.57,2.539,0.13,20.435,-6.757
22/11/2016,16/12/2016,1420,Put,92.7,-98.772,0.08,11.08,-1.173
