Date,ExpDate,Strike,Type,Mid,Delta,Gamma,Vega,Theta
25/02/2016,18/03/2016,810,Put,0.3,-0.737,0.021,5.15,-5.09
25/02/2016,18/03/2016,820,Put,0.38,-0.908,0.025,6.178,-6.155
25/02/2016,18/03/2016,830,Put,0.43,-1.118,0.031,7.411,-6.777
25/02/2016,18/03/2016,840,Call,183,98.584,0.039,9.085,-7.768
25/02/2016,18/03/2016,840,Put,0.53,-1.38,0.038,8.887,-7.94
25/02/2016,18/03/2016,850,Call,173.1,98.282,0.047,10.722,-8.894
25/02/2016,18/03/2016,850,Put,0.62,-1.704,0.047,10.65,-8.901
25/02/2016,18/03/2016,860,Call,160.6,97.911,0.057,12.661,-10.193
25/02/2016,18/03/2016,860,Put,0.73,-2.107,0.057,12.75,-10.063
25/02/2016,18/03/2016,870,Call,153.4,97.453,0.069,14.956,-11.69
25/02/2016,18/03/2016,870,Put,0.88,-2.605,0.07,15.241,-11.465
25/02/2016,18/03/2016,880,Call,143.5,96.888,0.084,17.663,-13.409
25/02/2016,18/03/2016,880,Put,1.1,-3.223,0.086,18.182,-13.494
25/02/2016,18/03/2016,890,Call,132,96.191,0.102,20.846,-15.374
25/02/2016,18/03/2016,890,Put,1.34,-3.988,0.105,21.636,-15.442
25/02/2016,18/03/2016,900,Call,122,95.331,0.124,24.571,-17.605
25/02/2016,18/03/2016,900,Put,1.66,-4.931,0.128,25.662,-17.85
25/02/2016,18/03/2016,910,Call,114.1,94.269,0.15,28.906,-20.121
25/02/2016,18/03/2016,910,Put,2.08,-6.092,0.155,30.316,-20.781
25/02/2016,18/03/2016,920,Call,102.4,92.96,0.182,33.909,-22.928
25/02/2016,18/03/2016,920,Put,2.59,-7.515,0.187,35.641,-23.806
25/02/2016,18/03/2016,930,Call,94,91.351,0.219,39.625,-26.019
25/02/2016,18/03/2016,930,Put,3.24,-9.253,0.224,41.654,-27.371
25/02/2016,18/03/2016,940,Call,84.05,89.377,0.263,46.07,-29.369
25/02/2016,18/03/2016,940,Put,4.01,-11.364,0.267,48.341,-30.812
25/02/2016,18/03/2016,950,Call,75.1,86.967,0.314,53.218,-32.918
25/02/2016,18/03/2016,950,Put,5.16,-13.908,0.316,55.633,-35.361
25/02/2016,18/03/2016,960,Call,66.3,84.043,0.372,60.97,-34.417
25/02/2016,18/03/2016,960,Put,6.3,-16.952,0.37,63.394,-38.781
25/02/2016,18/03/2016,970,Call,57.8,80.521,0.436,69.136,-38.848
25/02/2016,18/03/2016,970,Put,7.88,-20.565,0.428,71.413,-42.801
25/02/2016,18/03/2016,980,Call,49.8,76.321,0.505,77.401,-43.299
25/02/2016,18/03/2016,980,Put,9.95,-24.81,0.489,79.37,-46.962
25/02/2016,18/03/2016,990,Call,42.35,71.371,0.576,85.307,-47.451
