Date,ExpDate,Strike,Type,Mid,Delta,Gamma,Vega,Theta
12/09/2016,16/09/2016,1000,Put,0.03,-0.008,0,0.04,-0.111
12/09/2016,16/09/2016,1010,Put,0.05,-0.01,0.001,0.054,-0.149
12/09/2016,16/09/2016,1020,Put,0.03,-0.014,0.001,0.073,-0.202
12/09/2016,16/09/2016,1030,Call,190.4,99.972,0.002,0.134,-1.064
12/09/2016,16/09/2016,1030,Put,0.05,-0.02,0.001,0.099,-0.275
12/09/2016,16/09/2016,1040,Call,180.4,99.962,0.002,0.176,-1.193
12/09/2016,16/09/2016,1040,Put,0.05,-0.029,0.002,0.136,-0.38
12/09/2016,16/09/2016,1050,Call,170.45,99.949,0.003,0.234,-1.367
12/09/2016,16/09/2016,1050,Put,0.05,-0.041,0.003,0.19,-0.529
12/09/2016,16/09/2016,1060,Call,160.55,99.93,0.004,0.315,-1.606
12/09/2016,16/09/2016,1060,Put,0.05,-0.059,0.004,0.266,-0.744
12/09/2016,16/09/2016,1070,Call,150.65,99.902,0.006,0.428,-1.937
12/09/2016,16/09/2016,1070,Put,0.08,-0.085,0.006,0.376,-1.057
12/09/2016,16/09/2016,1080,Call,140.7,99.861,0.009,0.588,-2.403
12/09/2016,16/09/2016,1080,Put,0.1,-0.126,0.008,0.536,-1.516
12/09/2016,16/09/2016,1090,Call,130.45,99.801,0.013,0.816,-3.065
12/09/2016,16/09/2016,1090,Put,0.11,-0.187,0.012,0.771,-2.194
12/09/2016,16/09/2016,1100,Call,120.7,99.71,0.019,1.144,-4.016
12/09/2016,16/09/2016,1100,Put,0.15,-0.282,0.019,1.117,-3.202
12/09/2016,16/09/2016,1110,Call,110.55,99.573,0.028,1.62,-5.396
12/09/2016,16/09/2016,1110,Put,0.15,-0.429,0.028,1.629,-4.706
12/09/2016,16/09/2016,1120,Call,100.75,99.363,0.042,2.314,-7.411
12/09/2016,16/09/2016,1120,Put,0.18,-0.66,0.043,2.387,-12.607
12/09/2016,16/09/2016,1130,Call,90.5,99.035,0.063,3.331,-10.37
12/09/2016,16/09/2016,1130,Put,0.25,-1.025,0.066,3.509,-16.84
12/09/2016,16/09/2016,1140,Call,80.71,98.52,0.096,4.822,-14.717
12/09/2016,16/09/2016,1140,Put,0.33,-1.602,0.101,5.16,-21.153
12/09/2016,16/09/2016,1150,Call,70.82,97.704,0.147,7.002,-21.073
12/09/2016,16/09/2016,1150,Put,0.43,-2.519,0.155,7.567,-26.014
