Date,ExpDate,Strike,Type,Mid,Delta,Gamma,Vega,Theta
20/12/2016,20/01/2017,1130,Put,0.75,-0.974,0.022,10.568,-4.894
20/12/2016,20/01/2017,1140,Put,0.57,-1.115,0.025,11.894,-6.394
20/12/2016,20/01/2017,1150,Put,0.62,-1.281,0.029,13.407,-6.774
20/12/2016,20/01/2017,1160,Call,222.75,97.759,0.043,21.582,-11.487
20/12/2016,20/01/2017,1160,Put,0.67,-1.475,0.033,15.136,-7.119
20/12/2016,20/01/2017,1170,Call,212.55,97.48,0.049,23.814,-12.295
20/12/2016,20/01/2017,1170,Put,0.77,-1.702,0.038,17.111,-7.938
20/12/2016,20/01/2017,1180,Call,202.95,97.159,0.056,26.316,-13.178
20/12/2016,20/01/2017,1180,Put,0.82,-1.969,0.044,19.37,-8.216
20/12/2016,20/01/2017,1190,Call,193.05,96.789,0.063,29.123,-14.144
20/12/2016,20/01/2017,1190,Put,0.92,-2.284,0.052,21.954,-8.933
20/12/2016,20/01/2017,1200,Call,183.25,96.361,0.072,32.274,-15.198
20/12/2016,20/01/2017,1200,Put,1.08,-2.656,0.06,24.909,-9.998
20/12/2016,20/01/2017,1210,Call,173.35,95.864,0.082,35.811,-16.348
20/12/2016,20/01/2017,1210,Put,1.22,-3.096,0.07,28.287,-10.896
20/12/2016,20/01/2017,1220,Call,163.55,95.287,0.094,39.78,-17.601
20/12/2016,20/01/2017,1220,Put,1.45,-3.618,0.082,32.144,-12.306
20/12/2016,20/01/2017,1230,Call,153.45,94.614,0.107,44.229,-18.964
20/12/2016,20/01/2017,1230,Put,1.64,-4.237,0.095,36.542,-13.318
20/12/2016,20/01/2017,1240,Call,144.1,93.829,0.123,49.211,-20.44
20/12/2016,20/01/2017,1240,Put,1.97,-4.973,0.111,41.544,-15.022
20/12/2016,20/01/2017,1250,Call,134.25,92.911,0.141,54.777,-22.034
20/12/2016,20/01/2017,1250,Put,2.19,-5.848,0.13,47.216,-16.022
20/12/2016,20/01/2017,1260,Call,124.65,91.835,0.162,60.977,-23.746
20/12/2016,20/01/2017,1260,Put,2.75,-6.89,0.152,53.62,-18.565
20/12/2016,20/01/2017,1270,Call,115.3,90.573,0.186,67.853,-25.571
20/12/2016,20/01/2017,1270,Put,3.24,-8.131,0.177,60.813,-20.503
20/12/2016,20/01/2017,1280,Call,105.8,89.092,0.213,75.437,-26.613
20/12/2016,20/01/2017,1280,Put,3.74,-9.608,0.206,68.834,-22.149
20/12/2016,20/01/2017,1290,Call,96.55,87.352,0.244,83.738,-28.607
20/12/2016,20/01/2017,1290,Put,4.5,-11.366,0.24,77.706,-24.496
20/12/2016,20/01/2017,1300,Call,87.62,85.31,0.28,92.734,-31.424
20/12/2016,20/01/2017,1300,Put,5.44,-13.467,0.278,87.459,-26.984
20/12/2016,20/01/2017,1310,Call,78.4,82.914,0.32,102.351,-32.582
20/12/2016,20/01/2017,1310,Put,6.55,-15.968,0.321,97.997,-29.564
20/12/2016,20/01/2017,1320,Call,70,80.11,0.364,112.451,-35.672
20/12/2016,20/01/2017,1320,Put,7.85,-18.926,0.369,109.123,-31.854
20/12/2016,20/01/2017,1330,Call,61.8,76.825,0.412,122.841,-38.184
20/12/2016,20/01/2017,1330,Put,9.46,-22.395,0.419,120.515,-34.212
20/12/2016,20/01/2017,1340,Call,53.81,72.97,0.462,133.218,-40.101
20/12/2016,20/01/2017,1340,Put,11.48,-26.422,0.472,131.71,-36.498
20/12/2016,20/01/2017,1350,Call,46.01,68.513,0.513,142.971,-41.308
20/12/2016,20/01/2017,1350,Put,13.85,-31.035,0.524,142.09,-38.256
20/12/2016,20/01/2017,1360,Call,38.85,63.451,0.559,151.324,-42.347
20/12/2016,20/01/2017,1360,Put,16.65,-36.241,0.573,150.897,-39.324
20/12/2016,20/01/2017,1370,Call,32.1,57.83,0.599,157.404,-42.485
20/12/2016,20/01/2017,1370,Put,20.05,-42.006,0.615,157.274,-39.923
20/12/2016,20/01/2017,1380,Call,26.2,51.746,0.626,160.338,-42.219
20/12/2016,20/01/2017,1380,Put,24.05,-48.255,0.645,160.339,-39.483
20/12/2016,20/01/2017,1390,Call,20.88,45.353,0.638,159.411,-40.775
20/12/2016,20/01/2017,1390,Put,28.78,-54.86,0.659,159.309,-38.153
20/12/2016,20/01/2017,1400,Call,16.17,38.851,0.631,154.229,-38.38
20/12/2016,20/01/2017,1400,Put,34.02,-61.642,0.653,153.66,-35.357
20/12/2016,20/01/2017,1410,Call,12.36,32.471,0.604,144.849,-35.249
20/12/2016,20/01/2017,1410,Put,39.92,-68.378,0.626,143.27,-31.534
20/12/2016,20/01/2017,1420,Call,9.03,26.446,0.558,131.822,-30.967
20/12/2016,20/01/2017,1420,Put,46.89,-74.822,0.576,128.541,-27.638
20/12/2016,20/01/2017,1430,Call,6.52,20.975,0.499,116.137,-26.698
20/12/2016,20/01/2017,1430,Put,54.35,-80.731,0.508,110.436,-22.782
20/12/2016,20/01/2017,1440,Call,4.63,16.206,0.43,99.053,-22.31
20/12/2016,20/01/2017,1440,Put,62.45,-85.898,0.426,90.393,-17.932
20/12/2016,20/01/2017,1450,Call,3.21,12.21,0.358,81.867,-18.089
20/12/2016,20/01/2017,1450,Put,71.15,-90.19,0.339,70.086,-13.596
20/12/2016,20/01/2017,1460,Call,2.24,8.989,0.289,65.702,-14.413
20/12/2016,20/01/2017,1460,Put,80.35,-93.566,0.253,51.089,-10.407
