Date,ExpDate,Strike,Type,Mid,Delta,Gamma,Vega,Theta
17/11/2016,18/11/2016,1060,Put,-1,0,0,0,0
17/11/2016,18/11/2016,1070,Put,0.2,0,0,0,0
17/11/2016,18/11/2016,1080,Put,0.03,0,0,0,0
17/11/2016,18/11/2016,1090,Call,215.45,100,0,0,-0.992
17/11/2016,18/11/2016,1090,Put,0.02,0,0,0,0
17/11/2016,18/11/2016,1100,Call,205.5,100,0,0,-1.001
17/11/2016,18/11/2016,1100,Put,0.03,0,0,0,0
17/11/2016,18/11/2016,1110,Call,195.45,100,0,0,-1.01
17/11/2016,18/11/2016,1110,Put,0.03,0,0,0,0
17/11/2016,18/11/2016,1120,Call,185.5,100,0,0,-1.019
17/11/2016,18/11/2016,1120,Put,0.03,0,0,0,0
17/11/2016,18/11/2016,1130,Call,175.5,100,0,0,-1.028
17/11/2016,18/11/2016,1130,Put,0.03,0,0,0,0
17/11/2016,18/11/2016,1140,Call,165.5,100,0,0,-1.038
17/11/2016,18/11/2016,1140,Put,0.03,0,0,0,0
17/11/2016,18/11/2016,1150,Call,155.5,100,0,0,-1.047
17/11/2016,18/11/2016,1150,Put,0.02,0,0,0,0
17/11/2016,18/11/2016,1160,Call,145.5,100,0,0,-1.056
17/11/2016,18/11/2016,1160,Put,0.03,0,0,0,0
17/11/2016,18/11/2016,1170,Call,135.85,100,0,0,-1.065
17/11/2016,18/11/2016,1170,Put,0.05,0,0,0,0
17/11/2016,18/11/2016,1180,Call,125.85,100,0,0,-1.074
17/11/2016,18/11/2016,1180,Put,0.05,0,0,0,0
17/11/2016,18/11/2016,1190,Call,116.8,100,0,0,-1.083
17/11/2016,18/11/2016,1190,Put,0.13,0,0,0,0
17/11/2016,18/11/2016,1200,Call,105.53,100,0,0,-1.092
17/11/2016,18/11/2016,1200,Put,0.05,0,0,0,0
17/11/2016,18/11/2016,1210,Call,96.96,100,0,0,-1.101
17/11/2016,18/11/2016,1210,Put,0.18,0,0,0,0
17/11/2016,18/11/2016,1220,Call,85.23,100,0,0,-1.11
17/11/2016,18/11/2016,1220,Put,0.2,0,0,0,0
17/11/2016,18/11/2016,1230,Call,75.24,100,0,0,-1.119
17/11/2016,18/11/2016,1230,Put,0.15,0,0,0,0
17/11/2016,18/11/2016,1240,Call,69.03,100,0,0,-1.129
17/11/2016,18/11/2016,1240,Put,0.15,0,0,0,0
17/11/2016,18/11/2016,1250,Call,56.81,100,0,0.001,-1.138
17/11/2016,18/11/2016,1250,Put,0.2,0,0,0.001,-0.001
17/11/2016,18/11/2016,1260,Call,47.5,99.989,0.003,0.03,-1.178
17/11/2016,18/11/2016,1260,Put,0.2,-0.011,0.003,0.03,-0.032
17/11/2016,18/11/2016,1270,Call,37.41,99.793,0.053,0.457,-1.905
17/11/2016,18/11/2016,1270,Put,0.2,-0.207,0.053,0.457,-0.749
17/11/2016,18/11/2016,1280,Call,25.4,97.924,0.405,3.451,-10.648
17/11/2016,18/11/2016,1280,Put,0.3,-2.076,0.405,3.451,-9.483
17/11/2016,18/11/2016,1290,Call,16.41,88.792,1.544,13.064,-68.509
17/11/2016,18/11/2016,1290,Put,0.76,-11.208,1.544,13.064,-67.335
17/11/2016,18/11/2016,1300,Call,8.36,65.512,2.985,25.163,-285.731
17/11/2016,18/11/2016,1300,Put,2.6,-34.488,2.985,25.163,-284.548
17/11/2016,18/11/2016,1310,Call,2.88,34.056,2.971,25.044,-277.135
17/11/2016,18/11/2016,1310,Put,7.26,-65.944,2.971,25.044,-275.943
17/11/2016,18/11/2016,1320,Call,0.6,11.22,1.545,13.075,-66.887
17/11/2016,18/11/2016,1320,Put,13,-88.78,1.545,13.075,-65.686
17/11/2016,18/11/2016,1330,Call,0.18,2.207,0.426,3.634,-10.094
17/11/2016,18/11/2016,1330,Put,24.9,-97.793,0.426,3.634,-8.883
17/11/2016,18/11/2016,1340,Call,0.12,0.252,0.063,0.545,-0.922
17/11/2016,18/11/2016,1340,Put,34.75,-99.748,0.063,0.545,0.298
17/11/2016,18/11/2016,1350,Call,0.05,0.016,0.005,0.045,-0.05
17/11/2016,18/11/2016,1350,Put,42,-99.984,0.005,0.045,1.179
17/11/2016,18/11/2016,1360,Call,0.05,0.001,0,0.002,-0.002
17/11/2016,18/11/2016,1360,Put,54.6,-99.999,0,0.002,1.236
17/11/2016,18/11/2016,1370,Call,0.03,0,0,0,0
17/11/2016,18/11/2016,1370,Put,63.8,-100,0,0,1.247
17/11/2016,18/11/2016,1380,Call,0.03,0,0,0,0
17/11/2016,18/11/2016,1380,Put,74.75,-100,0,0,1.256
17/11/2016,18/11/2016,1390,Call,-1,0,0,0,0
17/11/2016,18/11/2016,1390,Put,84.65,-100,0,0,1.265
17/11/2016,18/11/2016,1400,Call,0.03,0,0,0,0
17/11/2016,18/11/2016,1400,Put,94.65,-100,0,0,1.274
17/11/2016,18/11/2016,1410,Call,0.2,0,0,0,0
17/11/2016,18/11/2016,1410,Put,104.65,-100,0,0,1.283
17/11/2016,18/11/2016,1420,Call,0.2,0,0,0,0
17/11/2016,18/11/2016,1420,Put,114.5,-100,0,0,1.292
17/11/2016,18/11/2016,1430,Call,0.2,0,0,0,0
17/11/2016,18/11/2016,1430,Put,124.65,-100,0,0,1.302
17/11/2016,18/11/2016,1440,Call,0.2,0,0,0,0
17/11/2016,18/11/2016,1440,Put,134.45,-100,0,0,1.311
17/11/2016,18/11/2016,1450,Call,0.2,0,0,0,0
17/11/2016,18/11/2016,1450,Put,145.15,-100,0,0,1.32
17/11/2016,18/11/2016,1460,Call,0.2,0,0,0,0
17/11/2016,18/11/2016,1460,Put,154.45,-100,0,0,1.329
17/11/2016,18/11/2016,1470,Call,0.2,0,0,0,0
17/11/2016,18/11/2016,1470,Put,165.35,-100,0,0,1.338
17/11/2016,18/11/2016,1480,Call,0.2,0,0,0,0
17/11/2016,18/11/2016,1480,Put,174.9,-100,0,0,1.347
17/11/2016,18/11/2016,1490,Call,0.2,0,0,0,0
17/11/2016,18/11/2016,1490,Put,184.45,-100,0,0,1.356
17/11/2016,18/11/2016,1500,Call,0.2,0,0,0,0
17/11/2016,18/11/2016,1500,Put,195.15,-100,0,0,1.365
17/11/2016,18/11/2016,1550,Call,0.2,0,0,0,0
17/11/2016,18/11/2016,1550,Put,244.9,-100,0,0,1.411
17/11/2016,16/12/2016,1060,Put,0.45,-0.982,0.022,9.713,-5.592
17/11/2016,16/12/2016,1070,Put,0.48,-1.155,0.026,11.188,-5.86
17/11/2016,16/12/2016,1080,Put,0.55,-1.361,0.031,12.889,-6.512
17/11/2016,16/12/2016,1090,Call,214.7,97.596,0.047,20.892,-12.618
17/11/2016,16/12/2016,1090,Put,0.7,-1.605,0.036,14.851,-7.853
17/11/2016,16/12/2016,1100,Call,204.8,97.254,0.053,23.343,-13.709
17/11/2016,16/12/2016,1100,Put,0.75,-1.896,0.042,17.109,-8.204
17/11/2016,16/12/2016,1110,Call,194.95,96.858,0.061,26.098,-14.907
17/11/2016,16/12/2016,1110,Put,0.89,-2.241,0.05,19.706,-9.291
17/11/2016,16/12/2016,1120,Call,185.1,96.399,0.07,29.193,-16.219
17/11/2016,16/12/2016,1120,Put,1.07,-2.651,0.059,22.686,-10.688
17/11/2016,16/12/2016,1130,Call,175.85,95.865,0.08,32.665,-17.654
17/11/2016,16/12/2016,1130,Put,1.31,-3.138,0.069,26.095,-12.362
17/11/2016,16/12/2016,1140,Call,166.15,95.244,0.092,36.555,-19.22
17/11/2016,16/12/2016,1140,Put,1.63,-3.718,0.081,29.985,-14.455
17/11/2016,16/12/2016,1150,Call,156.33,94.521,0.106,40.903,-20.922
17/11/2016,16/12/2016,1150,Put,1.83,-4.406,0.095,34.405,-15.565
17/11/2016,16/12/2016,1160,Call,146.7,93.679,0.121,45.748,-22.764
17/11/2016,16/12/2016,1160,Put,2.14,-5.223,0.111,39.405,-17.245
17/11/2016,16/12/2016,1170,Call,137.1,92.697,0.139,51.128,-24.749
17/11/2016,16/12/2016,1170,Put,2.53,-6.191,0.13,45.031,-19.081
17/11/2016,16/12/2016,1180,Call,127.55,91.553,0.159,57.075,-26.872
17/11/2016,16/12/2016,1180,Put,3.01,-7.336,0.152,51.319,-21.34
17/11/2016,16/12/2016,1190,Call,117.66,90.219,0.183,63.609,-29.126
17/11/2016,16/12/2016,1190,Put,3.65,-8.687,0.176,58.293,-24.053
17/11/2016,16/12/2016,1200,Call,108.95,88.667,0.209,70.738,-31.492
17/11/2016,16/12/2016,1200,Put,4.38,-10.276,0.204,65.952,-26.664
17/11/2016,16/12/2016,1210,Call,99.29,86.863,0.238,78.443,-31.887
17/11/2016,16/12/2016,1210,Put,5.33,-12.14,0.235,74.271,-29.7
17/11/2016,16/12/2016,1220,Call,90.95,84.771,0.27,86.678,-36.746
17/11/2016,16/12/2016,1220,Put,6.3,-14.315,0.27,83.178,-32.384
17/11/2016,16/12/2016,1230,Call,81.8,82.35,0.306,95.349,-38.202
17/11/2016,16/12/2016,1230,Put,7.59,-16.837,0.308,92.543,-35.377
17/11/2016,16/12/2016,1240,Call,73.56,79.56,0.345,104.312,-41.66
17/11/2016,16/12/2016,1240,Put,9.08,-19.745,0.349,102.184,-38.148
17/11/2016,16/12/2016,1250,Call,65.4,76.36,0.386,113.351,-44.194
17/11/2016,16/12/2016,1250,Put,10.81,-23.075,0.392,111.852,-40.742
17/11/2016,16/12/2016,1260,Call,57.19,72.705,0.429,122.186,-45.753
17/11/2016,16/12/2016,1260,Put,12.93,-26.859,0.436,121.215,-43.179
17/11/2016,16/12/2016,1270,Call,49.74,68.558,0.472,130.426,-47.793
17/11/2016,16/12/2016,1270,Put,15.33,-31.12,0.48,129.852,-45.029
17/11/2016,16/12/2016,1280,Call,42.47,63.912,0.512,137.549,-48.632
17/11/2016,16/12/2016,1280,Put,18.08,-35.866,0.521,137.259,-46.151
17/11/2016,16/12/2016,1290,Call,35.78,58.786,0.548,142.96,-49.195
17/11/2016,16/12/2016,1290,Put,21.34,-41.088,0.558,142.857,-46.652
17/11/2016,16/12/2016,1300,Call,29.54,53.229,0.576,146.036,-48.674
17/11/2016,16/12/2016,1300,Put,25.13,-46.748,0.588,146.029,-46.119
17/11/2016,16/12/2016,1310,Call,23.86,47.33,0.593,146.19,-47.078
17/11/2016,16/12/2016,1310,Put,29.52,-52.775,0.606,146.164,-44.811
17/11/2016,16/12/2016,1320,Call,18.77,41.215,0.596,142.971,-44.459
17/11/2016,16/12/2016,1320,Put,34.34,-59.062,0.611,142.744,-41.878
17/11/2016,16/12/2016,1330,Call,14.3,35.045,0.583,136.16,-40.68
17/11/2016,16/12/2016,1330,Put,39.74,-65.46,0.598,135.44,-37.674
17/11/2016,16/12/2016,1340,Call,10.6,29.006,0.553,125.85,-36.265
17/11/2016,16/12/2016,1340,Put,46.26,-71.786,0.567,124.221,-33.452
17/11/2016,16/12/2016,1350,Call,7.79,23.292,0.507,112.497,-31.634
17/11/2016,16/12/2016,1350,Put,53.9,-77.826,0.516,109.451,-29.917
17/11/2016,16/12/2016,1360,Call,5.42,18.085,0.447,96.915,-26.188
17/11/2016,16/12/2016,1360,Put,61.03,-83.36,0.449,91.96,-22.73
17/11/2016,16/12/2016,1370,Call,3.76,13.53,0.378,80.182,-21.357
17/11/2016,16/12/2016,1370,Put,69.33,-88.185,0.369,73.025,-17.249
17/11/2016,16/12/2016,1380,Call,2.44,9.721,0.306,63.489,-16.205
17/11/2016,16/12/2016,1380,Put,78.15,-92.146,0.284,54.235,-12.309
17/11/2016,16/12/2016,1390,Call,1.7,6.684,0.236,47.953,-12.895
17/11/2016,16/12/2016,1390,Put,88.15,-95.176,0.202,37.193,-12.779
17/11/2016,16/12/2016,1400,Call,1.15,4.385,0.173,34.442,-9.828
17/11/2016,16/12/2016,1400,Put,97.25,-97.306,0.13,23.186,-7.669
17/11/2016,16/12/2016,1410,Call,0.8,2.73,0.12,23.406,-7.63
17/11/2016,16/12/2016,1410,Put,106.9,-98.658,0.075,12.891,-5.617
17/11/2016,16/12/2016,1420,Call,0.5,1.6,0.078,14.945,-5.383
17/11/2016,16/12/2016,1420,Put,116.7,-99.418,0.038,6.243,0.281
17/11/2016,16/12/2016,1430,Call,0.35,0.877,0.047,8.91,-1.987
17/11/2016,16/12/2016,1430,Put,126.55,-99.787,0.016,2.558,1.032
17/11/2016,16/12/2016,1440,Call,0.6,0.446,0.027,4.926,-1.057
17/11/2016,16/12/2016,1440,Put,136.45,-99.936,0.006,0.855,1.359
17/11/2016,16/12/2016,1450,Call,0.5,0.209,0.014,2.505,-0.516
17/11/2016,16/12/2016,1450,Put,147,-99.985,0.001,0.223,1.478
17/11/2016,16/12/2016,1460,Call,0.5,0.09,0.006,1.162,-0.229
17/11/2016,16/12/2016,1460,Put,155.75,-99.997,0,0.043,1.516
17/11/2016,16/12/2016,1470,Call,0.45,0.035,0.003,0.487,-0.092
17/11/2016,16/12/2016,1470,Put,165.75,-100,0,0.006,1.531
17/11/2016,16/12/2016,1480,Call,0.4,0.012,0.001,0.182,-0.033
17/11/2016,16/12/2016,1480,Put,175.42,-100,0,0,1.543
17/11/2016,16/12/2016,1490,Call,0.4,0.004,0,0.06,-0.01
17/11/2016,16/12/2016,1490,Put,185.6,-100,0,0,1.553
17/11/2016,16/12/2016,1500,Call,0.35,0.001,0,0.017,-0.003
17/11/2016,16/12/2016,1500,Put,195.6,-100,0,0,1.563
17/11/2016,16/12/2016,1550,Call,0.2,0,0,0,0
17/11/2016,16/12/2016,1550,Put,245.5,-100,0,0,1.616
17/11/2016,20/01/2017,1060,Put,2.47,-3.808,0.053,45.338,-9.918
17/11/2016,20/01/2017,1070,Put,2.85,-4.265,0.059,49.697,-10.925
17/11/2016,20/01/2017,1080,Put,3.18,-4.777,0.066,54.43,-11.778
17/11/2016,20/01/2017,1090,Call,216.52,93.544,0.079,68.961,-16.78
17/11/2016,20/01/2017,1090,Put,3.5,-5.351,0.073,59.559,-12.447
17/11/2016,20/01/2017,1100,Call,206.8,92.908,0.087,74.139,-17.641
17/11/2016,20/01/2017,1100,Put,3.92,-5.992,0.081,65.103,-13.397
17/11/2016,20/01/2017,1110,Call,197.25,92.205,0.095,79.68,-18.538
17/11/2016,20/01/2017,1110,Put,4.42,-6.71,0.09,71.077,-14.399
17/11/2016,20/01/2017,1120,Call,187.8,91.425,0.104,85.599,-19.472
17/11/2016,20/01/2017,1120,Put,5.24,-7.512,0.1,77.494,-16.067
17/11/2016,20/01/2017,1130,Call,178.05,90.562,0.114,91.904,-20.439
17/11/2016,20/01/2017,1130,Put,5.71,-8.406,0.111,84.362,-16.827
17/11/2016,20/01/2017,1140,Call,169.06,89.607,0.125,98.602,-21.436
17/11/2016,20/01/2017,1140,Put,6.27,-9.404,0.122,91.682,-17.706
17/11/2016,20/01/2017,1150,Call,160.19,88.549,0.137,105.692,-22.459
17/11/2016,20/01/2017,1150,Put,7.13,-10.514,0.135,99.447,-19.083
17/11/2016,20/01/2017,1160,Call,150.65,87.379,0.15,113.169,-23.503
17/11/2016,20/01/2017,1160,Put,7.97,-11.747,0.149,107.641,-20.213
17/11/2016,20/01/2017,1170,Call,141.95,86.085,0.164,121.017,-23.784
17/11/2016,20/01/2017,1170,Put,9.12,-13.116,0.163,116.235,-21.751
17/11/2016,20/01/2017,1180,Call,132.93,84.655,0.179,129.208,-24.742
17/11/2016,20/01/2017,1180,Put,10.12,-14.629,0.179,125.183,-22.719
17/11/2016,20/01/2017,1190,Call,124.25,83.077,0.195,137.701,-26.086
17/11/2016,20/01/2017,1190,Put,11.35,-16.296,0.196,134.405,-23.967
17/11/2016,20/01/2017,1200,Call,115.55,81.337,0.212,146.439,-27.119
17/11/2016,20/01/2017,1200,Put,12.65,-18.127,0.213,143.826,-25.09
17/11/2016,20/01/2017,1210,Call,107.35,79.423,0.23,155.344,-28.598
17/11/2016,20/01/2017,1210,Put,14.39,-20.134,0.232,153.353,-26.457
17/11/2016,20/01/2017,1220,Call,99.18,77.32,0.249,164.316,-29.726
17/11/2016,20/01/2017,1220,Put,16.04,-22.328,0.251,162.875,-27.465
17/11/2016,20/01/2017,1230,Call,91.32,75.014,0.268,173.233,-30.959
17/11/2016,20/01/2017,1230,Put,17.88,-24.72,0.271,172.254,-28.384
17/11/2016,20/01/2017,1240,Call,83.35,72.487,0.288,181.959,-31.632
17/11/2016,20/01/2017,1240,Put,20.1,-27.318,0.291,181.327,-29.374
17/11/2016,20/01/2017,1250,Call,75.54,69.73,0.309,190.294,-32.195
17/11/2016,20/01/2017,1250,Put,22.42,-30.131,0.311,189.905,-30.032
17/11/2016,20/01/2017,1260,Call,68,66.737,0.328,197.999,-32.528
17/11/2016,20/01/2017,1260,Put,25.05,-33.165,0.331,197.769,-30.606
17/11/2016,20/01/2017,1270,Call,61.14,63.511,0.347,204.807,-33.039
17/11/2016,20/01/2017,1270,Put,28,-36.42,0.35,204.678,-30.972
17/11/2016,20/01/2017,1280,Call,54.25,60.057,0.365,210.427,-33.076
17/11/2016,20/01/2017,1280,Put,31.27,-39.896,0.367,210.363,-31.183
17/11/2016,20/01/2017,1290,Call,47.7,56.39,0.38,214.561,-32.789
17/11/2016,20/01/2017,1290,Put,34.91,-43.585,0.383,214.539,-31.122
17/11/2016,20/01/2017,1300,Call,41.95,52.531,0.393,216.91,-32.657
17/11/2016,20/01/2017,1300,Put,38.71,-47.474,0.396,216.912,-30.509
17/11/2016,20/01/2017,1310,Call,36.21,48.512,0.402,217.2,-31.807
17/11/2016,20/01/2017,1310,Put,43.19,-51.542,0.407,217.189,-29.914
17/11/2016,20/01/2017,1320,Call,31.06,44.372,0.406,215.199,-30.909
17/11/2016,20/01/2017,1320,Put,47.81,-55.759,0.413,215.097,-28.726
17/11/2016,20/01/2017,1330,Call,26.03,40.158,0.406,210.747,-29.35
17/11/2016,20/01/2017,1330,Put,53.07,-60.088,0.414,210.411,-27.371
17/11/2016,20/01/2017,1340,Call,21.65,35.926,0.401,203.77,-27.567
17/11/2016,20/01/2017,1340,Put,58.59,-64.481,0.409,202.966,-25.593
17/11/2016,20/01/2017,1350,Call,17.83,31.737,0.39,194.304,-25.689
17/11/2016,20/01/2017,1350,Put,64.65,-68.878,0.399,192.697,-23.501
17/11/2016,20/01/2017,1360,Call,14.29,27.654,0.373,182.506,-23.376
17/11/2016,20/01/2017,1360,Put,71.4,-73.214,0.382,179.661,-21.336
17/11/2016,20/01/2017,1370,Call,11.43,23.741,0.352,168.657,-21.077
17/11/2016,20/01/2017,1370,Put,78.6,-77.415,0.359,164.072,-19.07
17/11/2016,20/01/2017,1380,Call,9.07,20.059,0.325,153.16,-18.771
17/11/2016,20/01/2017,1380,Put,86.15,-81.402,0.329,146.317,-16.671
17/11/2016,20/01/2017,1390,Call,6.91,16.658,0.295,136.513,-16.212
17/11/2016,20/01/2017,1390,Put,94.1,-85.099,0.294,126.965,-14.106
17/11/2016,20/01/2017,1400,Call,5.36,13.583,0.262,119.28,-14.009
17/11/2016,20/01/2017,1400,Put,102.5,-88.43,0.254,106.773,-11.884
17/11/2016,20/01/2017,1410,Call,4.06,10.861,0.228,102.049,-11.795
17/11/2016,20/01/2017,1410,Put,111.25,-91.333,0.213,86.627,-9.75
17/11/2016,20/01/2017,1420,Call,3.15,8.506,0.194,85.387,-10.034
17/11/2016,20/01/2017,1420,Put,120.35,-93.772,0.171,67.437,-7.856
17/11/2016,20/01/2017,1430,Call,2.32,6.518,0.161,69.795,-8.244
17/11/2016,20/01/2017,1430,Put,130,-95.734,0.131,50.052,-7.258
17/11/2016,20/01/2017,1440,Call,1.63,4.881,0.131,55.672,-6.401
17/11/2016,20/01/2017,1440,Put,139,-97.237,0.095,35.154,-4.68
17/11/2016,20/01/2017,1450,Call,1.2,3.569,0.103,43.29,-5.131
17/11/2016,20/01/2017,1450,Put,148.6,-98.322,0.064,23.157,-3.645
17/11/2016,20/01/2017,1460,Call,0.9,2.541,0.079,32.737,-4.184
17/11/2016,20/01/2017,1460,Put,158.3,-99.055,0.04,14.157,-2.537
17/11/2016,20/01/2017,1470,Call,0.7,1.756,0.059,24.013,-3.501
17/11/2016,20/01/2017,1470,Put,168.1,-99.513,0.023,7.932,1.053
17/11/2016,20/01/2017,1480,Call,0.55,1.176,0.042,17.049,-1.726
17/11/2016,20/01/2017,1480,Put,177.95,-99.774,0.012,4.012,1.407
17/11/2016,20/01/2017,1490,Call,0.8,0.761,0.029,11.688,-1.156
17/11/2016,20/01/2017,1490,Put,187.75,-99.907,0.006,1.799,1.601
17/11/2016,20/01/2017,1500,Call,0.7,0.474,0.02,7.718,-0.745
17/11/2016,20/01/2017,1500,Put,197.7,-99.967,0.002,0.7,1.697
17/11/2016,20/01/2017,1550,Call,0.5,0.023,0.001,0.498,-0.042
