Date,ExpDate,Strike,Type,Mid,Delta,Gamma,Vega,Theta
15/03/2016,18/03/2016,870,Put,0.03,-0.012,0.001,0.045,-0.17
15/03/2016,18/03/2016,880,Put,0.03,-0.015,0.001,0.057,-0.215
15/03/2016,18/03/2016,890,Put,0.03,-0.02,0.001,0.073,-0.274
15/03/2016,18/03/2016,900,Call,173.05,99.996,0,0.017,-0.485
15/03/2016,18/03/2016,900,Put,0.02,-0.026,0.002,0.095,-0.355
15/03/2016,18/03/2016,910,Call,163.1,99.993,0.001,0.026,-0.514
15/03/2016,18/03/2016,910,Put,0.05,-0.035,0.002,0.126,-0.465
15/03/2016,18/03/2016,920,Call,153.15,99.99,0.001,0.04,-0.557
15/03/2016,18/03/2016,920,Put,0.05,-0.048,0.003,0.168,-0.619
15/03/2016,18/03/2016,930,Call,143.25,99.983,0.001,0.062,-0.625
15/03/2016,18/03/2016,930,Put,0.05,-0.067,0.005,0.228,-0.838
15/03/2016,18/03/2016,940,Call,133.25,99.973,0.002,0.099,-0.735
15/03/2016,18/03/2016,940,Put,0.07,-0.095,0.007,0.315,-1.152
15/03/2016,18/03/2016,950,Call,123.25,99.955,0.004,0.159,-0.916
15/03/2016,18/03/2016,950,Put,0.05,-0.137,0.01,0.44,-1.611
15/03/2016,18/03/2016,960,Call,113.2,99.924,0.007,0.258,-1.222
15/03/2016,18/03/2016,960,Put,0.08,-0.201,0.015,0.626,-2.296
15/03/2016,18/03/2016,970,Call,103.2,99.868,0.012,0.427,-1.751
15/03/2016,18/03/2016,970,Put,0.08,-0.302,0.023,0.904,-3.332
15/03/2016,18/03/2016,980,Call,93.15,99.768,0.021,0.714,-2.681
15/03/2016,18/03/2016,980,Put,0.15,-0.464,0.036,1.327,-4.928
15/03/2016,18/03/2016,990,Call,82.9,99.584,0.037,1.206,-4.331
15/03/2016,18/03/2016,990,Put,0.13,-0.728,0.057,1.977,-7.422
15/03/2016,18/03/2016,1000,Call,73.25,99.244,0.066,2.047,-7.274
15/03/2016,18/03/2016,1000,Put,0.2,-1.168,0.091,2.989,-16.083
15/03/2016,18/03/2016,1010,Call,63,98.609,0.119,3.48,-12.501
15/03/2016,18/03/2016,1010,Put,0.25,-1.915,0.147,4.569,-19.469
15/03/2016,18/03/2016,1020,Call,54.35,97.422,0.213,5.87,-21.621
15/03/2016,18/03/2016,1020,Put,0.4,-3.203,0.242,7.026,-29.161
15/03/2016,18/03/2016,1030,Call,43.47,95.223,0.373,9.72,-36.934
15/03/2016,18/03/2016,1030,Put,0.61,-5.445,0.398,10.782,-40.838
15/03/2016,18/03/2016,1040,Call,34.23,91.234,0.634,15.542,-60.86
15/03/2016,18/03/2016,1040,Put,1.09,-9.344,0.647,16.291,-63.382
15/03/2016,18/03/2016,1050,Call,25.13,84.288,1.02,23.432,-92.429
15/03/2016,18/03/2016,1050,Put,2.04,-16.011,1.02,23.722,-96.228
15/03/2016,18/03/2016,1060,Call,16.89,73,1.5,32.185,-129.26
15/03/2016,18/03/2016,1060,Put,3.8,-27.168,1.492,32.284,-131.562
15/03/2016,18/03/2016,1070,Call,10.13,56.511,1.894,38.286,-152.916
15/03/2016,18/03/2016,1070,Put,7,-43.575,1.866,38.299,-153.661
15/03/2016,18/03/2016,1080,Call,5.04,37.047,1.894,36.748,-136.605
15/03/2016,18/03/2016,1080,Put,12.01,-62.62,1.852,36.853,-139.709
15/03/2016,18/03/2016,1090,Call,2.07,19.879,1.431,27.179,-89.945
15/03/2016,18/03/2016,1090,Put,19.06,-79.192,1.415,27.925,-95.424
