Date,ExpDate,Strike,Type,Mid,Delta,Gamma,Vega,Theta
23/03/2016,15/04/2016,900,Put,0.38,-1.067,0.032,7.732,-5.84
23/03/2016,15/04/2016,910,Put,0.5,-1.287,0.038,9.096,-7.218
23/03/2016,15/04/2016,920,Call,163.4,98.016,0.054,13.165,-9.396
23/03/2016,15/04/2016,920,Put,0.5,-1.559,0.046,10.726,-7.133
23/03/2016,15/04/2016,930,Call,154.7,97.656,0.065,15.152,-10.438
23/03/2016,15/04/2016,930,Put,0.58,-1.896,0.057,12.674,-7.918
23/03/2016,15/04/2016,940,Call,145.1,97.218,0.077,17.487,-11.625
23/03/2016,15/04/2016,940,Put,0.7,-2.315,0.069,15.003,-9.121
23/03/2016,15/04/2016,950,Call,135.3,96.681,0.093,20.235,-12.974
23/03/2016,15/04/2016,950,Put,0.83,-2.838,0.085,17.787,-10.262
23/03/2016,15/04/2016,960,Call,123.35,96.02,0.112,23.469,-14.507
23/03/2016,15/04/2016,960,Put,1.05,-3.492,0.104,21.107,-12.128
23/03/2016,15/04/2016,970,Call,115.45,95.204,0.135,27.272,-16.243
23/03/2016,15/04/2016,970,Put,1.35,-4.313,0.128,25.055,-14.396
23/03/2016,15/04/2016,980,Call,105.7,94.192,0.163,31.734,-18.199
23/03/2016,15/04/2016,980,Put,1.61,-5.344,0.157,29.73,-16.1
23/03/2016,15/04/2016,990,Call,96.02,92.933,0.197,36.948,-20.389
23/03/2016,15/04/2016,990,Put,1.96,-6.641,0.192,35.228,-18.256
23/03/2016,15/04/2016,1000,Call,85.45,91.362,0.239,43.005,-22.813
23/03/2016,15/04/2016,1000,Put,2.48,-8.271,0.236,41.635,-21.048
23/03/2016,15/04/2016,1010,Call,77.35,89.399,0.29,49.971,-25.459
23/03/2016,15/04/2016,1010,Put,3.11,-10.317,0.288,49.006,-23.985
23/03/2016,15/04/2016,1020,Call,67.8,86.946,0.351,57.873,-25.65
23/03/2016,15/04/2016,1020,Put,3.96,-12.879,0.35,57.338,-27.276
23/03/2016,15/04/2016,1030,Call,59.25,83.884,0.423,66.653,-30.925
23/03/2016,15/04/2016,1030,Put,5.06,-16.079,0.423,66.553,-30.712
23/03/2016,15/04/2016,1040,Call,50.35,80.077,0.506,76.117,-33.249
23/03/2016,15/04/2016,1040,Put,6.41,-20.05,0.505,76.404,-34.005
23/03/2016,15/04/2016,1050,Call,42.1,75.368,0.599,85.871,-36.452
23/03/2016,15/04/2016,1050,Put,8.22,-24.913,0.594,86.389,-37.187
23/03/2016,15/04/2016,1060,Call,34.61,69.574,0.696,95.256,-39.835
23/03/2016,15/04/2016,1060,Put,10.37,-30.767,0.685,95.722,-39.393
23/03/2016,15/04/2016,1070,Call,27.09,62.62,0.788,103.086,-40.431
23/03/2016,15/04/2016,1070,Put,13.23,-37.649,0.77,103.316,-40.892
23/03/2016,15/04/2016,1080,Call,20.71,54.574,0.861,107.826,-40.741
23/03/2016,15/04/2016,1080,Put,16.73,-45.506,0.837,107.85,-40.864
23/03/2016,15/04/2016,1090,Call,15.2,45.69,0.898,107.908,-39.231
23/03/2016,15/04/2016,1090,Put,21.01,-54.145,0.873,107.955,-38.942
23/03/2016,15/04/2016,1100,Call,10.34,36.426,0.884,102.235,-35.232
23/03/2016,15/04/2016,1100,Put,26.52,-63.21,0.865,102.571,-35.806
23/03/2016,15/04/2016,1110,Call,6.64,27.406,0.813,90.741,-29.618
23/03/2016,15/04/2016,1110,Put,32.64,-72.19,0.803,91.39,-29.983
23/03/2016,15/04/2016,1120,Call,3.95,19.288,0.691,74.713,-22.886
23/03/2016,15/04/2016,1120,Put,39.89,-80.475,0.689,75.264,-23.301
23/03/2016,15/04/2016,1130,Call,2.21,12.603,0.538,56.593,-16.441
23/03/2016,15/04/2016,1130,Put,48.14,-87.487,0.537,56.313,-17.156
23/03/2016,15/04/2016,1140,Call,1.17,7.6,0.382,39.199,-10.885
23/03/2016,15/04/2016,1140,Put,57.4,-92.845,0.372,37.449,-13.808
23/03/2016,15/04/2016,1150,Call,0.65,4.218,0.246,24.753,-7.232
23/03/2016,15/04/2016,1150,Put,66.72,-96.453,0.223,21.527,-9.797
23/03/2016,15/04/2016,1160,Call,0.38,2.152,0.144,14.24,-4.96
