Date,ExpDate,Strike,Type,Mid,Delta,Gamma,Vega,Theta
29/04/2016,20/05/2016,940,Put,0.33,-0.801,0.024,6.016,-5.698
29/04/2016,20/05/2016,950,Put,0.38,-0.965,0.03,7.085,-6.335
29/04/2016,20/05/2016,960,Call,174.85,97.147,0.064,17.823,-15.618
29/04/2016,20/05/2016,960,Put,0.43,-1.169,0.036,8.366,-6.935
29/04/2016,20/05/2016,970,Call,164.95,96.783,0.074,19.684,-16.655
29/04/2016,20/05/2016,970,Put,0.48,-1.421,0.044,9.905,-7.549
29/04/2016,20/05/2016,980,Call,155.05,96.356,0.085,21.808,-17.802
29/04/2016,20/05/2016,980,Put,0.58,-1.736,0.054,11.756,-8.619
29/04/2016,20/05/2016,990,Call,144.75,95.85,0.098,24.239,-19.071
29/04/2016,20/05/2016,990,Put,0.68,-2.13,0.066,13.981,-9.691
29/04/2016,20/05/2016,1000,Call,134.35,95.249,0.113,27.026,-20.475
29/04/2016,20/05/2016,1000,Put,0.78,-2.625,0.082,16.658,-10.65
29/04/2016,20/05/2016,1010,Call,125,94.53,0.132,30.228,-22.028
29/04/2016,20/05/2016,1010,Put,0.95,-3.247,0.101,19.871,-12.24
29/04/2016,20/05/2016,1020,Call,115.15,93.665,0.155,33.91,-23.741
29/04/2016,20/05/2016,1020,Put,1.17,-4.033,0.124,23.719,-14.076
29/04/2016,20/05/2016,1030,Call,105.8,92.62,0.182,38.144,-25.625
29/04/2016,20/05/2016,1030,Put,1.45,-5.028,0.153,28.308,-16.304
29/04/2016,20/05/2016,1040,Call,95.74,91.348,0.214,43.006,-27.684
29/04/2016,20/05/2016,1040,Put,1.78,-6.288,0.19,33.747,-18.588
29/04/2016,20/05/2016,1050,Call,86.5,89.792,0.254,48.572,-29.915
29/04/2016,20/05/2016,1050,Put,2.25,-7.884,0.234,40.134,-21.437
29/04/2016,20/05/2016,1060,Call,77.05,87.88,0.301,54.906,-32.299
29/04/2016,20/05/2016,1060,Put,2.89,-9.904,0.288,47.54,-24.891
29/04/2016,20/05/2016,1070,Call,68.2,85.519,0.358,62.042,-32.646
29/04/2016,20/05/2016,1070,Put,3.65,-12.454,0.353,55.978,-28.176
29/04/2016,20/05/2016,1080,Call,59.25,82.597,0.425,69.956,-35.936
29/04/2016,20/05/2016,1080,Put,4.74,-15.658,0.428,65.362,-32.082
29/04/2016,20/05/2016,1090,Call,50.6,78.975,0.504,78.512,-39.146
29/04/2016,20/05/2016,1090,Put,6.03,-19.654,0.515,75.439,-35.673
29/04/2016,20/05/2016,1100,Call,42.35,74.476,0.594,87.421,-42.22
29/04/2016,20/05/2016,1100,Put,7.83,-24.583,0.611,85.712,-39.282
29/04/2016,20/05/2016,1110,Call,34.5,68.864,0.69,96.142,-44.449
29/04/2016,20/05/2016,1110,Put,10.01,-30.565,0.71,95.371,-41.929
29/04/2016,20/05/2016,1120,Call,27.3,62.041,0.783,103.493,-45.729
29/04/2016,20/05/2016,1120,Put,12.68,-37.669,0.804,103.25,-43.192
29/04/2016,20/05/2016,1130,Call,20.74,54.067,0.856,107.887,-45.308
29/04/2016,20/05/2016,1130,Put,16.25,-45.868,0.879,107.868,-43.249
29/04/2016,20/05/2016,1140,Call,15.16,45.213,0.893,107.673,-43.42
29/04/2016,20/05/2016,1140,Put,20.48,-54.977,0.919,107.61,-40.712
29/04/2016,20/05/2016,1150,Call,10.3,35.985,0.877,101.731,-38.646
29/04/2016,20/05/2016,1150,Put,25.87,-64.61,0.907,101.143,-36.551
29/04/2016,20/05/2016,1160,Call,6.54,27.062,0.803,90.102,-32.199
29/04/2016,20/05/2016,1160,Put,31.86,-74.16,0.83,88.03,-28.815
29/04/2016,20/05/2016,1170,Call,3.9,19.13,0.681,74.277,-24.974
29/04/2016,20/05/2016,1170,Put,39.32,-82.867,0.689,69.369,-20.919
29/04/2016,20/05/2016,1180,Call,2.23,12.69,0.532,56.813,-18.216
29/04/2016,20/05/2016,1180,Put,48,-89.989,0.503,48.057,-15.055
29/04/2016,20/05/2016,1190,Call,1.22,7.92,0.384,40.395,-12.346
29/04/2016,20/05/2016,1190,Put,56.98,-95.048,0.31,28.139,-8.237
29/04/2016,20/05/2016,1200,Call,0.68,4.686,0.258,26.893,-8.195
29/04/2016,20/05/2016,1200,Put,66.13,-98.036,0.154,13.207,-2.984
29/04/2016,20/05/2016,1210,Call,0.4,2.652,0.162,16.924,-5.636
29/04/2016,20/05/2016,1210,Put,75.9,-99.42,0.057,4.621,-0.664
29/04/2016,20/05/2016,1220,Call,0.28,1.419,0.096,9.989,-4.341
29/04/2016,20/05/2016,1220,Put,87.35,-99.885,0.014,1.09,0.187
29/04/2016,20/05/2016,1230,Call,0.18,0.715,0.053,5.515,-3.047
29/04/2016,20/05/2016,1230,Put,95.95,-99.987,0.002,0.15,0.387
29/04/2016,20/05/2016,1240,Call,0.25,0.338,0.027,2.848,-0.838
29/04/2016,20/05/2016,1240,Put,105.65,-99.999,0,0.01,0.416
29/04/2016,20/05/2016,1250,Call,0.2,0.151,0.013,1.375,-0.393
29/04/2016,20/05/2016,1250,Put,116.5,-100,0,0,0.421
29/04/2016,20/05/2016,1260,Call,0.08,0.063,0.006,0.62,-0.172
29/04/2016,20/05/2016,1260,Put,125.85,-100,0,0,0.424
29/04/2016,20/05/2016,1270,Call,0.08,0.025,0.003,0.262,-0.07
29/04/2016,20/05/2016,1270,Put,137.15,-100,0,0,0.427
29/04/2016,20/05/2016,1280,Call,0.08,0.009,0.001,0.103,-0.027
29/04/2016,20/05/2016,1280,Put,145.65,-100,0,0,0.431
29/04/2016,20/05/2016,1290,Call,0.08,0.003,0,0.038,-0.009
29/04/2016,20/05/2016,1290,Put,155.55,-100,0,0,0.434
