Date,ExpDate,Strike,Type,Mid,Delta,Gamma,Vega,Theta
25/11/2016,16/12/2016,1100,Put,0.25,-0.542,0.015,5.052,-3.7
25/11/2016,16/12/2016,1110,Put,0.28,-0.636,0.017,5.82,-4.175
25/11/2016,16/12/2016,1120,Put,0.37,-0.749,0.02,6.718,-6.412
25/11/2016,16/12/2016,1130,Call,215,98.112,0.04,14.931,-13.073
25/11/2016,16/12/2016,1130,Put,0.32,-0.884,0.024,7.773,-5.635
25/11/2016,16/12/2016,1140,Call,204.6,97.866,0.046,16.564,-14.063
25/11/2016,16/12/2016,1140,Put,0.45,-1.048,0.029,9.012,-7.409
25/11/2016,16/12/2016,1150,Call,194.75,97.579,0.053,18.416,-15.156
25/11/2016,16/12/2016,1150,Put,0.48,-1.245,0.034,10.47,-7.765
25/11/2016,16/12/2016,1160,Call,184.6,97.245,0.061,20.517,-16.364
25/11/2016,16/12/2016,1160,Put,0.59,-1.485,0.041,12.186,-9.062
25/11/2016,16/12/2016,1170,Call,174.7,96.854,0.07,22.905,-17.699
25/11/2016,16/12/2016,1170,Put,0.67,-1.777,0.049,14.207,-9.915
25/11/2016,16/12/2016,1180,Call,165.45,96.394,0.08,25.621,-19.173
25/11/2016,16/12/2016,1180,Put,0.75,-2.134,0.059,16.588,-10.776
25/11/2016,16/12/2016,1190,Call,154.95,95.852,0.093,28.712,-20.801
25/11/2016,16/12/2016,1190,Put,0.88,-2.57,0.071,19.391,-12.061
25/11/2016,16/12/2016,1200,Call,145.15,95.211,0.108,32.228,-22.595
25/11/2016,16/12/2016,1200,Put,0.98,-3.105,0.085,22.686,-12.942
25/11/2016,16/12/2016,1210,Call,135.3,94.45,0.125,36.227,-24.568
25/11/2016,16/12/2016,1210,Put,1.19,-3.762,0.103,26.551,-14.793
25/11/2016,16/12/2016,1220,Call,125.8,93.545,0.145,40.766,-26.729
25/11/2016,16/12/2016,1220,Put,1.43,-4.57,0.124,31.072,-16.762
25/11/2016,16/12/2016,1230,Call,115.84,92.465,0.169,45.907,-29.085
25/11/2016,16/12/2016,1230,Put,1.65,-5.565,0.149,36.336,-18.257
25/11/2016,16/12/2016,1240,Call,106.9,91.173,0.198,51.707,-31.634
25/11/2016,16/12/2016,1240,Put,2.11,-6.791,0.18,42.426,-21.471
25/11/2016,16/12/2016,1250,Call,97.07,89.625,0.231,58.211,-34.365
25/11/2016,16/12/2016,1250,Put,2.55,-8.3,0.216,49.414,-24.066
25/11/2016,16/12/2016,1260,Call,87.65,87.769,0.269,65.448,-38.149
25/11/2016,16/12/2016,1260,Put,3.21,-10.155,0.259,57.344,-27.598
25/11/2016,16/12/2016,1270,Call,78.64,85.541,0.314,73.409,-41.704
25/11/2016,16/12/2016,1270,Put,4.02,-12.43,0.309,66.214,-31.216
25/11/2016,16/12/2016,1280,Call,68.99,82.869,0.365,82.028,-41.46
25/11/2016,16/12/2016,1280,Put,5.11,-15.212,0.367,75.955,-35.374
25/11/2016,16/12/2016,1290,Call,60.6,79.671,0.422,91.154,-46.049
25/11/2016,16/12/2016,1290,Put,6.41,-18.593,0.432,86.367,-39.203
25/11/2016,16/12/2016,1300,Call,52.07,75.855,0.485,100.522,-48.414
25/11/2016,16/12/2016,1300,Put,8.02,-22.664,0.503,97.084,-42.859
25/11/2016,16/12/2016,1310,Call,44.1,71.298,0.552,109.745,-51.157
25/11/2016,16/12/2016,1310,Put,10.12,-27.509,0.578,107.534,-46.239
25/11/2016,16/12/2016,1320,Call,36.62,65.937,0.618,118.089,-53.111
