Date,Exp.Date,Strike Price,Call/Put,Market Price,Delta,Gamma,Vega,Theta
27/10/2017,17/11/2017,1260,Put,0.63,-1.431,0.031,13.109,-9.998
27/10/2017,17/11/2017,1270,Put,0.7,-1.572,0.034,14.216,-10.714
27/10/2017,17/11/2017,1280,Put,0.78,-1.734,0.039,15.458,-11.603
27/10/2017,17/11/2017,1290,Call,205.6,96.745,0.06,26.183,-24.75
27/10/2017,17/11/2017,1290,Put,0.85,-1.92,0.043,16.859,-12.38
27/10/2017,17/11/2017,1300,Call,195.7,96.475,0.066,27.959,-25.448
27/10/2017,17/11/2017,1300,Put,0.9,-2.135,0.049,18.443,-12.8
27/10/2017,17/11/2017,1310,Call,186.15,96.168,0.073,29.934,-26.204
27/10/2017,17/11/2017,1310,Put,1,-2.384,0.056,20.239,-13.72
27/10/2017,17/11/2017,1320,Call,176.45,95.818,0.082,32.137,-27.026
27/10/2017,17/11/2017,1320,Put,1.1,-2.674,0.063,22.283,-14.615
27/10/2017,17/11/2017,1330,Call,166.3,95.416,0.091,34.602,-27.918
27/10/2017,17/11/2017,1330,Put,1.2,-3.014,0.073,24.616,-15.476
27/10/2017,17/11/2017,1340,Call,156.1,94.953,0.103,37.369,-28.889
27/10/2017,17/11/2017,1340,Put,1.3,-3.415,0.083,27.286,-16.293
27/10/2017,17/11/2017,1350,Call,146.55,94.416,0.116,40.485,-29.946
27/10/2017,17/11/2017,1350,Put,1.42,-3.891,0.096,30.353,-17.197
27/10/2017,17/11/2017,1360,Call,136.4,93.79,0.131,44.002,-31.096
27/10/2017,17/11/2017,1360,Put,1.6,-4.458,0.112,33.883,-18.499
27/10/2017,17/11/2017,1370,Call,126.6,93.054,0.149,47.983,-32.345
27/10/2017,17/11/2017,1370,Put,1.74,-5.139,0.131,37.954,-19.31
27/10/2017,17/11/2017,1380,Call,116.85,92.185,0.171,52.499,-33.7
27/10/2017,17/11/2017,1380,Put,2,-5.961,0.153,42.658,-21.041
27/10/2017,17/11/2017,1390,Call,107.1,91.151,0.197,57.629,-35.164
27/10/2017,17/11/2017,1390,Put,2.27,-6.959,0.18,48.096,-22.604
27/10/2017,17/11/2017,1400,Call,97.8,89.912,0.227,63.459,-36.162
27/10/2017,17/11/2017,1400,Put,2.64,-8.179,0.213,54.378,-24.506
27/10/2017,17/11/2017,1410,Call,88,88.417,0.264,70.078,-36.259
27/10/2017,17/11/2017,1410,Put,3.13,-9.682,0.253,61.626,-26.776
27/10/2017,17/11/2017,1420,Call,78.87,86.6,0.308,77.568,-39.762
27/10/2017,17/11/2017,1420,Put,3.75,-11.578,0.301,70.091,-29.53
27/10/2017,17/11/2017,1430,Call,69.45,84.375,0.361,85.988,-40.946
27/10/2017,17/11/2017,1430,Put,4.55,-13.982,0.36,79.875,-32.374
27/10/2017,17/11/2017,1440,Call,60.75,81.635,0.424,95.341,-44.709
27/10/2017,17/11/2017,1440,Put,5.5,-17.019,0.429,90.902,-35.005
27/10/2017,17/11/2017,1450,Call,51.9,78.184,0.499,105.68,-46.279
27/10/2017,17/11/2017,1450,Put,6.8,-20.826,0.508,102.882,-37.868
27/10/2017,17/11/2017,1460,Call,43.54,73.78,0.583,116.776,-48.485
27/10/2017,17/11/2017,1460,Put,8.38,-25.54,0.595,115.212,-40.133
27/10/2017,17/11/2017,1470,Call,35.6,68.292,0.67,127.627,-49.831
27/10/2017,17/11/2017,1470,Put,10.6,-31.271,0.685,126.88,-42.415
27/10/2017,17/11/2017,1480,Call,28.42,61.681,0.751,136.698,-50.646
27/10/2017,17/11/2017,1480,Put,13.4,-38.067,0.768,136.43,-43.496
27/10/2017,17/11/2017,1490,Call,22.15,54.059,0.812,142.093,-50.608
27/10/2017,17/11/2017,1490,Put,17.01,-45.867,0.834,142.066,-43.262
27/10/2017,17/11/2017,1500,Call,16.45,45.736,0.839,142.02,-48.311
27/10/2017,17/11/2017,1500,Put,21.22,-54.45,0.868,141.948,-40.624
27/10/2017,17/11/2017,1510,Call,11.76,37.211,0.822,135.486,-44.117
27/10/2017,17/11/2017,1510,Put,26.66,-63.42,0.855,134.738,-36.452
27/10/2017,17/11/2017,1520,Call,8,29.074,0.759,122.853,-38.196
27/10/2017,17/11/2017,1520,Put,32.75,-72.227,0.791,120.225,-29.452
27/10/2017,17/11/2017,1530,Call,5.25,21.859,0.66,105.881,-31.52
27/10/2017,17/11/2017,1530,Put,40.15,-80.263,0.679,99.759,-22.437
27/10/2017,17/11/2017,1540,Call,3.36,15.908,0.545,87.137,-24.929
27/10/2017,17/11/2017,1540,Put,47.95,-87.001,0.535,76.173,-13.08
27/10/2017,17/11/2017,1550,Call,2.16,11.311,0.429,69.089,-19.15
27/10/2017,17/11/2017,1550,Put,57.15,-92.142,0.382,53.004,-8.3
27/10/2017,17/11/2017,1560,Call,1.38,7.955,0.327,53.422,-14.375
27/10/2017,17/11/2017,1560,Put,66.1,-95.707,0.245,33.14,-2.756
27/10/2017,17/11/2017,1570,Call,0.98,5.608,0.245,40.846,-11.549
27/10/2017,17/11/2017,1570,Put,76,-97.922,0.139,18.279,1.143
27/10/2017,17/11/2017,1580,Call,0.75,4.015,0.183,31.313,-9.659
27/10/2017,17/11/2017,1580,Put,85.4,-99.128,0.068,8.718,3.503
27/10/2017,17/11/2017,1590,Call,0.6,2.947,0.138,24.323,-8.201
27/10/2017,17/11/2017,1590,Put,95.2,-99.69,0.028,3.511,4.719
27/10/2017,17/11/2017,1600,Call,0.52,2.185,0.104,18.959,-7.544
27/10/2017,17/11/2017,1600,Put,105.45,-99.909,0.009,1.162,5.247
27/10/2017,17/11/2017,1610,Call,0.38,1.63,0.079,14.795,-5.883
27/10/2017,17/11/2017,1610,Put,116,-99.979,0.003,0.305,5.447
27/10/2017,17/11/2017,1620,Call,0.5,1.224,0.06,11.573,-3.882
27/10/2017,17/11/2017,1620,Put,125.15,-99.996,0.001,0.061,5.524
27/10/2017,17/11/2017,1630,Call,0.4,0.926,0.046,9.084,-3.107
27/10/2017,17/11/2017,1630,Put,134.7,-100,0,0.009,5.566
27/10/2017,17/11/2017,1640,Call,0.4,0.705,0.035,7.158,-2.495
27/10/2017,17/11/2017,1640,Put,145.4,-100,0,0.001,5.602
27/10/2017,17/11/2017,1650,Call,0.2,0.541,0.027,5.667,-2.012
27/10/2017,17/11/2017,1650,Put,155.7,-100,0,0,5.636
27/10/2017,17/11/2017,1660,Call,0.35,0.418,0.021,4.508,-1.63
27/10/2017,17/11/2017,1660,Put,164.6,-100,0,0,5.67
27/10/2017,17/11/2017,1670,Call,0.35,0.326,0.016,3.604,-1.326
27/10/2017,17/11/2017,1670,Put,174.6,-100,0,0,5.704
27/10/2017,17/11/2017,1680,Call,0.35,0.255,0.013,2.897,-1.084
27/10/2017,17/11/2017,1680,Put,184.55,-100,0,0,5.738
27/10/2017,17/11/2017,1690,Call,0.35,0.202,0.01,2.341,-0.891
27/10/2017,17/11/2017,1690,Put,195.7,-100,0,0,5.773
27/10/2017,17/11/2017,1700,Call,0.35,0.16,0.008,1.902,-0.735
27/10/2017,17/11/2017,1700,Put,204.65,-100,0,0,5.807
27/10/2017,17/11/2017,1710,Call,0.35,0.128,0.006,1.554,-0.61
27/10/2017,17/11/2017,1710,Put,214.65,-100,0,0,5.841
27/10/2017,17/11/2017,1720,Call,0.35,0.104,0.005,1.276,-0.509
27/10/2017,17/11/2017,1720,Put,225.6,-100,0,0,5.875
27/10/2017,17/11/2017,1730,Call,0.35,0.084,0.004,1.053,-0.426
27/10/2017,17/11/2017,1730,Put,235.6,-100,0,0,5.909
27/10/2017,17/11/2017,1740,Call,0.35,0.069,0.003,0.874,-0.359
27/10/2017,17/11/2017,1740,Put,244.5,-100,0,0,5.943
27/10/2017,17/11/2017,1750,Call,0.35,0.056,0.003,0.729,-0.304
27/10/2017,17/11/2017,1750,Put,255.6,-100,0,0,5.978
27/10/2017,17/11/2017,1760,Put,265.6,-100,0,0,6.012
27/10/2017,17/11/2017,1770,Put,275.6,-100,0,0,6.046
27/10/2017,17/11/2017,1780,Put,284.5,-100,0,0,6.08
27/10/2017,17/11/2017,1790,Put,294.5,-100,0,0,6.114
