Date,Exp.Date,Strike Price,Call/Put,Market Price,Delta,Gamma,Vega,Theta
04/08/2017,18/08/2017,1180,Put,0.35,-0.451,0.013,3.678,-4.148
04/08/2017,18/08/2017,1190,Put,0.35,-0.502,0.015,4.045,-4.422
04/08/2017,18/08/2017,1200,Put,0.4,-0.561,0.018,4.469,-4.731
04/08/2017,18/08/2017,1210,Call,201.1,99.449,0.018,4.397,-8.064
04/08/2017,18/08/2017,1210,Put,0.45,-0.631,0.02,4.959,-5.08
04/08/2017,18/08/2017,1220,Call,190.45,99.368,0.021,4.964,-8.506
04/08/2017,18/08/2017,1220,Put,0.28,-0.714,0.023,5.531,-5.477
04/08/2017,18/08/2017,1230,Call,181.6,99.271,0.025,5.635,-9.009
04/08/2017,18/08/2017,1230,Put,0.3,-0.813,0.027,6.2,-5.93
04/08/2017,18/08/2017,1240,Call,171.65,99.153,0.03,6.433,-9.587
04/08/2017,18/08/2017,1240,Put,0.32,-0.932,0.032,6.99,-6.451
04/08/2017,18/08/2017,1250,Call,161.75,99.007,0.036,7.387,-10.254
04/08/2017,18/08/2017,1250,Put,0.3,-1.077,0.038,7.927,-7.384
04/08/2017,18/08/2017,1260,Call,151.75,98.828,0.043,8.536,-11.028
04/08/2017,18/08/2017,1260,Put,0.35,-1.254,0.045,9.047,-8.298
04/08/2017,18/08/2017,1270,Call,141.85,98.604,0.052,9.929,-11.931
04/08/2017,18/08/2017,1270,Put,0.43,-1.473,0.054,10.394,-9.793
04/08/2017,18/08/2017,1280,Call,131.9,98.321,0.064,11.627,-12.99
04/08/2017,18/08/2017,1280,Put,0.48,-1.747,0.065,12.027,-10.52
04/08/2017,18/08/2017,1290,Call,122,97.962,0.078,13.711,-14.238
04/08/2017,18/08/2017,1290,Put,0.55,-2.092,0.08,14.019,-11.616
04/08/2017,18/08/2017,1300,Call,111.15,97.5,0.098,16.285,-15.715
04/08/2017,18/08/2017,1300,Put,0.6,-2.534,0.098,16.469,-12.217
