Date,ExpDate,Strike,Type,Mid,Delta,Gamma,Vega,Theta
11/08/2016,19/08/2016,1010,Put,0.08,-0.292,0.01,1.631,-3.917
11/08/2016,19/08/2016,1020,Put,0.08,-0.325,0.012,1.798,-4.17
11/08/2016,19/08/2016,1030,Put,0.08,-0.365,0.014,1.991,-4.46
11/08/2016,19/08/2016,1040,Call,185,98.482,0.041,6.966,-20.449
11/08/2016,19/08/2016,1040,Put,0.1,-0.411,0.016,2.219,-4.794
11/08/2016,19/08/2016,1050,Call,174.5,98.355,0.046,7.46,-20.99
11/08/2016,19/08/2016,1050,Put,0.1,-0.468,0.019,2.489,-5.181
11/08/2016,19/08/2016,1060,Call,165.05,98.209,0.052,8.026,-21.61
11/08/2016,19/08/2016,1060,Put,0.1,-0.536,0.022,2.812,-5.633
11/08/2016,19/08/2016,1070,Call,154.5,98.037,0.059,8.678,-22.323
11/08/2016,19/08/2016,1070,Put,0.15,-0.621,0.026,3.201,-6.164
11/08/2016,19/08/2016,1080,Call,144.85,97.833,0.067,9.435,-23.146
11/08/2016,19/08/2016,1080,Put,0.15,-0.725,0.032,3.675,-6.794
11/08/2016,19/08/2016,1090,Call,134.7,97.589,0.077,10.322,-24.101
11/08/2016,19/08/2016,1090,Put,0.2,-0.858,0.039,4.258,-8.44
11/08/2016,19/08/2016,1100,Call,125.59,97.294,0.09,11.37,-25.214
11/08/2016,19/08/2016,1100,Put,0.2,-1.027,0.048,4.984,-8.369
11/08/2016,19/08/2016,1110,Call,114.95,96.932,0.106,12.621,-26.518
11/08/2016,19/08/2016,1110,Put,0.25,-1.246,0.06,5.898,-9.969
11/08/2016,19/08/2016,1120,Call,103.85,96.482,0.127,14.13,-28.053
11/08/2016,19/08/2016,1120,Put,0.28,-1.537,0.076,7.064,-10.813
11/08/2016,19/08/2016,1130,Call,95.05,95.912,0.153,15.97,-29.872
11/08/2016,19/08/2016,1130,Put,0.33,-1.927,0.098,8.571,-12.231
11/08/2016,19/08/2016,1140,Call,85.1,95.177,0.188,18.241,-32.036
11/08/2016,19/08/2016,1140,Put,0.43,-2.464,0.128,10.544,-14.891
11/08/2016,19/08/2016,1150,Call,75.35,94.212,0.234,21.078,-34.622
11/08/2016,19/08/2016,1150,Put,0.53,-3.218,0.172,13.163,-17.252
11/08/2016,19/08/2016,1160,Call,65.37,92.915,0.297,24.661,-37.716
11/08/2016,19/08/2016,1160,Put,0.68,-4.303,0.235,16.678,-20.637
11/08/2016,19/08/2016,1170,Call,55.7,91.127,0.384,29.23,-41.403
11/08/2016,19/08/2016,1170,Put,0.9,-5.901,0.327,21.435,-24.721
11/08/2016,19/08/2016,1180,Call,46.45,88.594,0.506,35.086,-42.778
11/08/2016,19/08/2016,1180,Put,1.27,-8.316,0.463,27.882,-30.624
11/08/2016,19/08/2016,1190,Call,37.19,84.905,0.681,42.546,-50.349
11/08/2016,19/08/2016,1190,Put,1.88,-12.14,0.666,36.693,-38.437
11/08/2016,19/08/2016,1200,Call,28.1,79.371,0.93,51.78,-55.694
11/08/2016,19/08/2016,1200,Put,2.88,-18.336,0.956,48.228,-47.056
11/08/2016,19/08/2016,1210,Call,19.7,70.617,1.254,62.468,-61.421
11/08/2016,19/08/2016,1210,Put,4.56,-28.028,1.32,61.101,-55.508
11/08/2016,19/08/2016,1220,Call,12.58,57.567,1.57,70.998,-65.026
11/08/2016,19/08/2016,1220,Put,7.28,-42.03,1.662,70.856,-59.088
11/08/2016,19/08/2016,1230,Call,6.73,40.972,1.683,70.45,-58.094
11/08/2016,19/08/2016,1230,Put,11.64,-59.599,1.777,70.209,-53.325
11/08/2016,19/08/2016,1240,Call,3,24.372,1.431,56.922,-42.34
11/08/2016,19/08/2016,1240,Put,17.89,-77.341,1.483,54.704,-35.741
11/08/2016,19/08/2016,1250,Call,1.12,12.026,0.939,36.519,-24.168
11/08/2016,19/08/2016,1250,Put,26.49,-90.586,0.88,30.675,-21.631
11/08/2016,19/08/2016,1260,Call,0.43,5.202,0.497,19.507,-12.601
11/08/2016,19/08/2016,1260,Put,35.25,-97.361,0.34,11.294,-5.68
11/08/2016,19/08/2016,1270,Call,0.22,2.204,0.238,9.685,-7.745
11/08/2016,19/08/2016,1270,Put,45.05,-99.572,0.074,2.367,-0.501
11/08/2016,19/08/2016,1280,Call,0.15,0.969,0.112,4.803,-3.227
11/08/2016,19/08/2016,1280,Put,55,-99.967,0.008,0.233,0.515
11/08/2016,19/08/2016,1290,Call,0.1,0.424,0.052,2.323,-1.548
11/08/2016,19/08/2016,1290,Put,65.45,-99.999,0,0.008,0.603
11/08/2016,19/08/2016,1300,Call,0.1,0.186,0.024,1.111,-0.733
11/08/2016,19/08/2016,1300,Put,75.45,-100,0,0,0.609
11/08/2016,19/08/2016,1310,Call,0.08,0.083,0.011,0.531,-0.347
11/08/2016,19/08/2016,1310,Put,85.4,-100,0,0,0.614
11/08/2016,19/08/2016,1320,Call,0.05,0.037,0.005,0.256,-0.165
11/08/2016,19/08/2016,1320,Put,94.85,-100,0,0,0.619
11/08/2016,19/08/2016,1330,Call,0.05,0.017,0.002,0.125,-0.08
11/08/2016,19/08/2016,1330,Put,105.35,-100,0,0,0.624
11/08/2016,19/08/2016,1340,Call,0.05,0.008,0.001,0.062,-0.039
11/08/2016,19/08/2016,1340,Put,115.35,-100,0,0,0.628
11/08/2016,19/08/2016,1350,Call,0.05,0.004,0.001,0.031,-0.019
11/08/2016,19/08/2016,1350,Put,125.3,-100,0,0,0.633
11/08/2016,19/08/2016,1360,Call,0.05,0.002,0,0.016,-0.01
11/08/2016,19/08/2016,1360,Put,135,-100,0,0,0.638
11/08/2016,19/08/2016,1370,Call,0.03,0.001,0,0.008,-0.005
11/08/2016,19/08/2016,1370,Put,145.35,-100,0,0,0.642
11/08/2016,19/08/2016,1380,Call,0.03,0.001,0,0.004,-0.003
11/08/2016,19/08/2016,1380,Put,154.75,-100,0,0,0.647
11/08/2016,19/08/2016,1390,Call,0.03,0,0,0.002,-0.001
11/08/2016,19/08/2016,1390,Put,164.7,-100,0,0,0.652
11/08/2016,19/08/2016,1400,Call,0.03,0,0,0.001,-0.001
11/08/2016,19/08/2016,1400,Put,174.7,-100,0,0,0.656
11/08/2016,19/08/2016,1410,Call,0.03,0,0,0.001,0
11/08/2016,19/08/2016,1410,Put,184.7,-100,0,0,0.661
11/08/2016,19/08/2016,1420,Call,0.03,0,0,0,0
11/08/2016,19/08/2016,1420,Put,194.7,-100,0,0,0.666
11/08/2016,19/08/2016,1430,Put,204.8,-100,0,0,0.67
11/08/2016,19/08/2016,1440,Put,215.2,-100,0,0,0.675
11/08/2016,19/08/2016,1450,Put,224.8,-100,0,0,0.68
11/08/2016,16/09/2016,1010,Put,0.73,-1.863,0.04,17.623,-6.565
11/08/2016,16/09/2016,1020,Put,0.83,-2.104,0.045,19.54,-7.218
11/08/2016,16/09/2016,1030,Put,0.95,-2.385,0.052,21.712,-7.945
11/08/2016,16/09/2016,1040,Call,184.75,94.976,0.083,39.9,-18.253
11/08/2016,16/09/2016,1040,Put,1.08,-2.713,0.059,24.178,-8.682
11/08/2016,16/09/2016,1050,Call,174.5,94.547,0.092,42.58,-18.785
11/08/2016,16/09/2016,1050,Put,1.19,-3.096,0.068,26.981,-9.262
11/08/2016,16/09/2016,1060,Call,164.8,94.06,0.102,45.546,-19.358
11/08/2016,16/09/2016,1060,Put,1.38,-3.546,0.079,30.17,-10.235
11/08/2016,16/09/2016,1070,Call,155,93.504,0.114,48.837,-19.976
11/08/2016,16/09/2016,1070,Put,1.58,-4.078,0.091,33.799,-11.227
11/08/2016,16/09/2016,1080,Call,145.45,92.866,0.127,52.495,-20.64
11/08/2016,16/09/2016,1080,Put,1.83,-4.706,0.106,37.931,-12.322
11/08/2016,16/09/2016,1090,Call,135.65,92.13,0.143,56.568,-21.353
11/08/2016,16/09/2016,1090,Put,2.13,-5.452,0.123,42.633,-13.631
11/08/2016,16/09/2016,1100,Call,125.95,91.278,0.161,61.11,-22.116
11/08/2016,16/09/2016,1100,Put,2.47,-6.34,0.143,47.977,-14.855
11/08/2016,16/09/2016,1110,Call,116.35,90.284,0.182,66.182,-22.931
11/08/2016,16/09/2016,1110,Put,2.9,-7.4,0.167,54.036,-16.412
11/08/2016,16/09/2016,1120,Call,107.05,89.12,0.207,71.843,-23.795
11/08/2016,16/09/2016,1120,Put,3.4,-8.669,0.195,60.88,-17.865
11/08/2016,16/09/2016,1130,Call,97.65,87.746,0.236,78.158,-22.127
11/08/2016,16/09/2016,1130,Put,4,-10.191,0.228,68.571,-19.54
11/08/2016,16/09/2016,1140,Call,88.35,86.118,0.271,85.182,-23.528
11/08/2016,16/09/2016,1140,Put,4.75,-12.027,0.266,77.177,-21.324
11/08/2016,16/09/2016,1150,Call,79.3,84.175,0.311,92.955,-25.348
11/08/2016,16/09/2016,1150,Put,5.7,-14.258,0.311,86.762,-23.348
11/08/2016,16/09/2016,1160,Call,70.1,81.846,0.358,101.485,-26.293
11/08/2016,16/09/2016,1160,Put,6.8,-16.96,0.362,97.234,-25.189
11/08/2016,16/09/2016,1170,Call,61.85,79.037,0.413,110.717,-28.929
11/08/2016,16/09/2016,1170,Put,8.17,-20.214,0.418,108.371,-27.021
11/08/2016,16/09/2016,1180,Call,53.5,75.566,0.476,120.671,-30.553
11/08/2016,16/09/2016,1180,Put,9.8,-24.099,0.48,119.779,-28.744
11/08/2016,16/09/2016,1190,Call,45.4,71.281,0.544,130.93,-31.528
11/08/2016,16/09/2016,1190,Put,11.8,-28.684,0.545,130.856,-30.105
11/08/2016,16/09/2016,1200,Call,37.9,66.106,0.613,140.572,-32.523
11/08/2016,16/09/2016,1200,Put,14.2,-34.015,0.608,140.763,-30.953
11/08/2016,16/09/2016,1210,Call,30.8,60.032,0.676,148.319,-32.661
11/08/2016,16/09/2016,1210,Put,17.17,-40.094,0.666,148.44,-31.221
11/08/2016,16/09/2016,1220,Call,24.4,53.162,0.723,152.683,-32.199
11/08/2016,16/09/2016,1220,Put,20.75,-46.863,0.71,152.69,-30.82
11/08/2016,16/09/2016,1230,Call,18.65,45.729,0.746,152.292,-30.754
11/08/2016,16/09/2016,1230,Put,25,-54.179,0.735,152.33,-29.258
11/08/2016,16/09/2016,1240,Call,13.65,38.093,0.737,146.344,-28.114
11/08/2016,16/09/2016,1240,Put,29.93,-61.811,0.732,146.454,-26.534
11/08/2016,16/09/2016,1250,Call,9.65,30.684,0.694,134.979,-24.875
11/08/2016,16/09/2016,1250,Put,36.23,-69.442,0.698,134.735,-23.625
11/08/2016,16/09/2016,1260,Call,6.45,23.919,0.623,119.373,-20.789
11/08/2016,16/09/2016,1260,Put,42.9,-76.701,0.631,117.678,-19.1
11/08/2016,16/09/2016,1270,Call,4.2,18.102,0.533,101.439,-16.725
11/08/2016,16/09/2016,1270,Put,50.65,-83.215,0.536,96.74,-14.821
11/08/2016,16/09/2016,1280,Call,2.7,13.381,0.438,83.261,-12.975
11/08/2016,16/09/2016,1280,Put,59.4,-88.679,0.424,74.159,-11.659
11/08/2016,16/09/2016,1290,Call,1.78,9.74,0.348,66.535,-10.076
11/08/2016,16/09/2016,1290,Put,68,-92.929,0.309,52.454,-6.576
11/08/2016,16/09/2016,1300,Call,1.23,7.05,0.27,52.275,-7.957
11/08/2016,16/09/2016,1300,Put,77.6,-95.974,0.205,33.73,-4.713
11/08/2016,16/09/2016,1310,Call,0.83,5.127,0.207,40.81,-6.039
11/08/2016,16/09/2016,1310,Put,87.35,-97.947,0.122,19.39,-3.496
11/08/2016,16/09/2016,1320,Call,0.63,3.782,0.159,31.988,-4.963
11/08/2016,16/09/2016,1320,Put,96.8,-99.081,0.063,9.767,-0.597
11/08/2016,16/09/2016,1330,Call,0.48,2.846,0.122,25.341,-4.108
11/08/2016,16/09/2016,1330,Put,106.95,-99.648,0.028,4.209,0.188
11/08/2016,16/09/2016,1340,Call,0.38,2.155,0.095,20.096,-3.491
11/08/2016,16/09/2016,1340,Put,116.9,-99.888,0.01,1.507,0.547
11/08/2016,16/09/2016,1350,Call,0.33,1.639,0.073,15.938,-3.165
11/08/2016,16/09/2016,1350,Put,126.75,-99.971,0.003,0.433,0.683
11/08/2016,16/09/2016,1360,Call,0.3,1.252,0.057,12.655,-2.949
11/08/2016,16/09/2016,1360,Put,136.95,-99.994,0.001,0.096,0.727
11/08/2016,16/09/2016,1370,Call,0.25,0.961,0.044,10.068,-2.56
11/08/2016,16/09/2016,1370,Put,146.65,-99.999,0,0.015,0.74
11/08/2016,16/09/2016,1380,Call,0.2,0.742,0.034,8.029,-2.19
11/08/2016,16/09/2016,1380,Put,156.75,-100,0,0.002,0.747
11/08/2016,16/09/2016,1390,Call,0.2,0.576,0.027,6.423,-2.215
11/08/2016,16/09/2016,1390,Put,166.65,-100,0,0,0.753
11/08/2016,16/09/2016,1400,Call,0.15,0.449,0.021,5.156,-1.099
11/08/2016,16/09/2016,1400,Put,176.7,-100,0,0,0.758
11/08/2016,16/09/2016,1410,Call,0.13,0.353,0.017,4.154,-0.9
11/08/2016,16/09/2016,1410,Put,186.6,-100,0,0,0.763
11/08/2016,16/09/2016,1420,Call,0.13,0.278,0.013,3.36,-0.74
11/08/2016,16/09/2016,1420,Put,196.2,-100,0,0,0.769
11/08/2016,16/09/2016,1430,Put,206.3,-100,0,0,0.774
11/08/2016,16/09/2016,1440,Put,216.3,-100,0,0,0.78
